item_number,description,category,item_link,parts_link,release_year
spp001,"Space Port - Astronaut C1, White Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp001,https://www.bricklink.com/catalogItemInv.asp?M=spp001,1999
spp016,"Space Port - Astronaut C1, White Legs, White Helmet, Gold Large Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp016,https://www.bricklink.com/catalogItemInv.asp?M=spp016,1999
spp015,"Space Port - Astronaut C1, White Legs, White Helmet, Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp015,https://www.bricklink.com/catalogItemInv.asp?M=spp015,1999
spp007,"Space Port - Ground Control, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp007,https://www.bricklink.com/catalogItemInv.asp?M=spp007,1999
spp008,"Space Port - Ground Control, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp008,https://www.bricklink.com/catalogItemInv.asp?M=spp008,1999
spp009,"Space Port - Ground Control, White Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp009,https://www.bricklink.com/catalogItemInv.asp?M=spp009,1999
spp011,"Space Port - Scientist, White Construction Helmet, Black Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp011,https://www.bricklink.com/catalogItemInv.asp?M=spp011,1999
spp014,"Space Port - Scientist, White Construction Helmet, White Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp014,https://www.bricklink.com/catalogItemInv.asp?M=spp014,1999
spp012,Space Port - Security,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=spp012,https://www.bricklink.com/catalogItemInv.asp?M=spp012,1999
cty0563,Space Scientist,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0563,https://www.bricklink.com/catalogItemInv.asp?M=cty0563,2015
cty0226,"Spacesuit, White Legs, Blue Short Bill Cap, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0226,https://www.bricklink.com/catalogItemInv.asp?M=cty0226,2011
cty0221,"Spacesuit, White Legs, Blue Short Bill Cap, Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0221,https://www.bricklink.com/catalogItemInv.asp?M=cty0221,2011
cty0225,"Spacesuit, White Legs, Blue Short Bill Cap, Eyelashes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0225,https://www.bricklink.com/catalogItemInv.asp?M=cty0225,2011
cty0225a,"Spacesuit, White Legs, Blue Short Bill Cap, Eyelashes, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0225a,https://www.bricklink.com/catalogItemInv.asp?M=cty0225a,2011
cty0324,"Spacesuit, White Legs, Space Helmet, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0324,https://www.bricklink.com/catalogItemInv.asp?M=cty0324,2012
cty0223,"Spacesuit, White Legs, Space Helmet, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0223,https://www.bricklink.com/catalogItemInv.asp?M=cty0223,2011
cty0842,Speed Record Car Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0842,https://www.bricklink.com/catalogItemInv.asp?M=cty0842,2018
cty0634,Sports Car Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0634,https://www.bricklink.com/catalogItemInv.asp?M=cty0634,2016
cty0943,Sports Car Driver - Female,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0943,https://www.bricklink.com/catalogItemInv.asp?M=cty0943,2018
cty1073,"Sports Car Driver, Light Bluish Gray Hoodie with Dark Red Shirt, Tan Hair Swept Back Tousled",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1073,https://www.bricklink.com/catalogItemInv.asp?M=cty1073,2019
cty0400,Statue - City Knight,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0400,https://www.bricklink.com/catalogItemInv.asp?M=cty0400,2013
cty0582,"Statue - City Square Lego Store, Futuron Green (Space)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0582,https://www.bricklink.com/catalogItemInv.asp?M=cty0582,2015
cty0583,"Statue - City Square Lego Store, King's Knight (Castle)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0583,https://www.bricklink.com/catalogItemInv.asp?M=cty0583,2015
twn258,Statue - Fountain,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn258,https://www.bricklink.com/catalogItemInv.asp?M=twn258,2016
cty1218,"Statue - Light Bluish Gray Forestmen's Hat, Dark Bluish Gray Hands",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1218,https://www.bricklink.com/catalogItemInv.asp?M=cty1218,2020
cty0989,Statue - Pearl Gold with Metallic Gold Fire Helmet,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0989,https://www.bricklink.com/catalogItemInv.asp?M=cty0989,2019
cty1190,"Steward - Male, Black Hair, Dark Blue Suit with Striped Tie, Light Bluish Gray Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1190,https://www.bricklink.com/catalogItemInv.asp?M=cty1190,2020
cty1016,Stilt Walker,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1016,https://www.bricklink.com/catalogItemInv.asp?M=cty1016,2019
cty0939,Street Performer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0939,https://www.bricklink.com/catalogItemInv.asp?M=cty0939,2018
cty1104,Street Racer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1104,https://www.bricklink.com/catalogItemInv.asp?M=cty1104,2020
cty1140,"Street Sweeper Operator - Male, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Orange Legs, Dark Blue Cap with Hole, Smirk",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1140,https://www.bricklink.com/catalogItemInv.asp?M=cty1140,2020
twn200,Strong Man Challenger,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn200,https://www.bricklink.com/catalogItemInv.asp?M=twn200,2014
cty0423,"Stunt Pilot, Airborne Spoilers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0423,https://www.bricklink.com/catalogItemInv.asp?M=cty0423,2013
cty1397,"Stunt Plane Pilot - Dark Azure Jacket, Dark Blue Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1397,https://www.bricklink.com/catalogItemInv.asp?M=cty1397,2022
cty1308,Stuntman,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1308,https://www.bricklink.com/catalogItemInv.asp?M=cty1308,2021
cty1325,"Stuntz Announcer, Spiky Bright Light Yellow Hair, White Legs, Red Jacket over Lime Shirt",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1325,https://www.bricklink.com/catalogItemInv.asp?M=cty1325,2021
cty1316,Stuntz Clown,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1316,https://www.bricklink.com/catalogItemInv.asp?M=cty1316,2021
cty1314,"Stuntz Crew, Female, White Cap, 'VITA RUSH' Logo, Dark Azure Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1314,https://www.bricklink.com/catalogItemInv.asp?M=cty1314,2021
cty1330,"Stuntz Driver, Black Hair, Sand Blue Denim Jacket, Black Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1330,https://www.bricklink.com/catalogItemInv.asp?M=cty1330,2021
cty1320,"Stuntz Driver, Black Helmet, Animal Mouth Shirt, Black Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1320,https://www.bricklink.com/catalogItemInv.asp?M=cty1320,2021
cty1315,"Stuntz Driver, Black Helmet, Shoulder Armor, Dark Turquoise Skull",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1315,https://www.bricklink.com/catalogItemInv.asp?M=cty1315,2021
cty1398,"Stuntz Driver, Bright Light Orange Chicken Head Helmet, White Tank Top with 'EGGS-TREME!', Bright Light Orange Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1398,https://www.bricklink.com/catalogItemInv.asp?M=cty1398,2021
cty1326,"Stuntz Driver, Coral Cap, Dark Bluish Gray Legs, Medium Blue Arms",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1326,https://www.bricklink.com/catalogItemInv.asp?M=cty1326,2021
cty1331,"Stuntz Driver, Dark Brown Hair, Coral Race Suit, Dark Purple Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1331,https://www.bricklink.com/catalogItemInv.asp?M=cty1331,2021
cty1324,"Stuntz Driver, Reddish Brown Aviator Helmet, Dark Bluish Gray Legs, Red Arms",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1324,https://www.bricklink.com/catalogItemInv.asp?M=cty1324,2021
cty1327,"Stuntz Driver, Selfie Stunt, Gold Crown Helmet, Purple Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1327,https://www.bricklink.com/catalogItemInv.asp?M=cty1327,2021
cty1351,"Stuntz Driver, Wheelie Stunt, Dark Red Dirtbike Helmet, Red Legs, Dark Turquoise and Orange Flames",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1351,https://www.bricklink.com/catalogItemInv.asp?M=cty1351,2021
cty0038,"Suit Black, Black Flat Top Hair, Standard Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0038,https://www.bricklink.com/catalogItemInv.asp?M=cty0038,2006
cty0172,"Suit Black, Black Hat, Silver Sunglasses - Airport Limo Driver",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0172,https://www.bricklink.com/catalogItemInv.asp?M=cty0172,2010
cty0107,"Suit Black, Black Male Hair, Standard Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0107,https://www.bricklink.com/catalogItemInv.asp?M=cty0107,2005
cty0145a,"Suit Black, Black Police Hat, Black Eyebrows, Thin Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0145a,https://www.bricklink.com/catalogItemInv.asp?M=cty0145a,2009
cty0189,"Suit Black, Black Police Hat, Brown Beard Rounded - Tram Driver",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0189,https://www.bricklink.com/catalogItemInv.asp?M=cty0189,2010
cty0145,"Suit Black, Black Police Hat, Brown Eyebrows, Thin Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0145,https://www.bricklink.com/catalogItemInv.asp?M=cty0145,2009
cty0183,"Suit Black, Dark Red Hair Ponytail Long, Female Dual Sided Head",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0183,https://www.bricklink.com/catalogItemInv.asp?M=cty0183,2011
trn116,"Suit Black, Flat Top, Blue Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn116,https://www.bricklink.com/catalogItemInv.asp?M=trn116,2003
twn173,"Suit Black, Reddish Brown Male Hair, Black Eyebrows, Thin Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn173,https://www.bricklink.com/catalogItemInv.asp?M=twn173,2013
trn142,"Suit Black, Reddish Brown Male Hair, Thin Grin with Teeth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn142,https://www.bricklink.com/catalogItemInv.asp?M=trn142,2007
twn133,"Suit Black, Top Hat, Black Legs (Undetermined Eyebrows)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn133,https://www.bricklink.com/catalogItemInv.asp?M=twn133,"NA"
twn133a,"Suit Black, Top Hat, Black Legs, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn133a,https://www.bricklink.com/catalogItemInv.asp?M=twn133a,2011
twn133b,"Suit Black, Top Hat, Black Legs, Reddish Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn133b,https://www.bricklink.com/catalogItemInv.asp?M=twn133b,2011
twn071,"Suit Black, Top Hat, Sand Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn071,https://www.bricklink.com/catalogItemInv.asp?M=twn071,2008
twn347,"Suit Jacket Buttoned with Red Tie, Dark Bluish Gray Legs, Dark Brown Smooth Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn347,https://www.bricklink.com/catalogItemInv.asp?M=twn347,2018
trn094,"Suit with 2 Pockets White - Black Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn094,https://www.bricklink.com/catalogItemInv.asp?M=trn094,1998
trn031,"Suit with 2 Pockets White - Blue Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn031,https://www.bricklink.com/catalogItemInv.asp?M=trn031,1998
trn032,"Suit with 2 Pockets White - Dark Gray Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn032,https://www.bricklink.com/catalogItemInv.asp?M=trn032,1999
trn104,"Suit with 2 Pockets White - Light Gray Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn104,https://www.bricklink.com/catalogItemInv.asp?M=trn104,1998
trn033,"Suit with 2 Pockets White - Light Gray Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn033,https://www.bricklink.com/catalogItemInv.asp?M=trn033,1999
trn112,"Suit with 2 Pockets White - Light Gray Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn112,https://www.bricklink.com/catalogItemInv.asp?M=trn112,1999
trn083,"Suit with 3 Buttons Black - Black Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn083,https://www.bricklink.com/catalogItemInv.asp?M=trn083,1990
trn251,"Suit with 3 Buttons Black - Black Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn251,https://www.bricklink.com/catalogItemInv.asp?M=trn251,1990
trn023,"Suit with 3 Buttons Black - Black Legs, Light Gray Cowboy Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn023,https://www.bricklink.com/catalogItemInv.asp?M=trn023,1991
trn088,"Suit with 3 Buttons Black - Blue Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn088,https://www.bricklink.com/catalogItemInv.asp?M=trn088,1979
trn097,"Suit with 3 Buttons Black - Blue Legs, Blue Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn097,https://www.bricklink.com/catalogItemInv.asp?M=trn097,1983
trn101,"Suit with 3 Buttons Black - Blue Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn101,https://www.bricklink.com/catalogItemInv.asp?M=trn101,1986
trn078,"Suit with 3 Buttons Black - Light Gray Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn078,https://www.bricklink.com/catalogItemInv.asp?M=trn078,1982
trn135,"Suit with 3 Buttons Black - Light Gray Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn135,https://www.bricklink.com/catalogItemInv.asp?M=trn135,1985
trn096,"Suit with 3 Buttons Black - Light Gray Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn096,https://www.bricklink.com/catalogItemInv.asp?M=trn096,1987
trn091,"Suit with 3 Buttons Black - Light Gray Legs, White Chef Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn091,https://www.bricklink.com/catalogItemInv.asp?M=trn091,1990
trn113,"Suit with 3 Buttons Black - White Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn113,https://www.bricklink.com/catalogItemInv.asp?M=trn113,1982
trn089,"Suit with 3 Buttons Blue - Black Legs, Black Cowboy Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn089,https://www.bricklink.com/catalogItemInv.asp?M=trn089,1980
trn114,"Suit with 3 Buttons Blue - Black Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn114,https://www.bricklink.com/catalogItemInv.asp?M=trn114,1982
trn069,"Suit with 3 Buttons Blue - Black Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn069,https://www.bricklink.com/catalogItemInv.asp?M=trn069,1985
trn028,"Suit with 3 Buttons Blue - Black Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn028,https://www.bricklink.com/catalogItemInv.asp?M=trn028,1991
trn099,"Suit with 3 Buttons Blue - Black Legs, Red Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn099,https://www.bricklink.com/catalogItemInv.asp?M=trn099,1978
trn093,"Suit with 3 Buttons Blue - Blue Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn093,https://www.bricklink.com/catalogItemInv.asp?M=trn093,1991
trn027,"Suit with 3 Buttons Blue - Blue Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn027,https://www.bricklink.com/catalogItemInv.asp?M=trn027,1991
trn100,"Suit with 3 Buttons Blue - Blue Legs, Blue Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn100,https://www.bricklink.com/catalogItemInv.asp?M=trn100,1980
trn068,"Suit with 3 Buttons Blue - Blue Legs, Red Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn068,https://www.bricklink.com/catalogItemInv.asp?M=trn068,1980
trn070,"Suit with 3 Buttons Blue - Light Gray Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn070,https://www.bricklink.com/catalogItemInv.asp?M=trn070,1985
trn133,"Suit with 3 Buttons Blue - Light Gray Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn133,https://www.bricklink.com/catalogItemInv.asp?M=trn133,1985
trn084,"Suit with 3 Buttons Blue - Light Gray Legs, Light Gray Cowboy Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn084,https://www.bricklink.com/catalogItemInv.asp?M=trn084,1990
trn098,"Suit with 3 Buttons Blue - Red Legs, Red Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn098,https://www.bricklink.com/catalogItemInv.asp?M=trn098,1979
trn137,"Suit with 3 Buttons Blue - White Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn137,https://www.bricklink.com/catalogItemInv.asp?M=trn137,1982
trn134,"Suit with 3 Buttons Blue - White Legs, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn134,https://www.bricklink.com/catalogItemInv.asp?M=trn134,1985
twn109,"Sunset and Palm Trees - Dark Blue Legs, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn109,https://www.bricklink.com/catalogItemInv.asp?M=twn109,2010
cty0275,"Sunset and Palm Trees - Male, Blue Legs, Dark Orange Short Tousled Hair, Lopsided Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0275,https://www.bricklink.com/catalogItemInv.asp?M=cty0275,2012
twn107,"Sunset and Palm Trees - Male, Dark Blue Legs, Black Male Hair, Lopsided Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn107,https://www.bricklink.com/catalogItemInv.asp?M=twn107,2010
cty0305,"Sunset and Palm Trees - Male, Green Legs, Reddish Brown Male Hair, Sunglasses and Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0305,https://www.bricklink.com/catalogItemInv.asp?M=cty0305,2011
twn118,"Sunset and Palm Trees - Male, Red Legs, Lime Short Bill Cap, Thin Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn118,https://www.bricklink.com/catalogItemInv.asp?M=twn118,2010
twn077,"Sunset and Palm Trees - Tan Legs, Red Glasses, Tan Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn077,https://www.bricklink.com/catalogItemInv.asp?M=twn077,2009
twn283,Super Hero,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn283,https://www.bricklink.com/catalogItemInv.asp?M=twn283,2016
twn229,Supermarket Female Customer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn229,https://www.bricklink.com/catalogItemInv.asp?M=twn229,2015
twn228,Supermarket Female Shop Assistant,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn228,https://www.bricklink.com/catalogItemInv.asp?M=twn228,2015
twn127,"Surfboard on Ocean - Blue Legs, Black Male Hair Wavy",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn127,https://www.bricklink.com/catalogItemInv.asp?M=twn127,2006
par063,"Surfboard on Ocean - Blue Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par063,https://www.bricklink.com/catalogItemInv.asp?M=par063,2008
cty0144,"Surfboard on Ocean - Blue Legs, Black Short Tousled Hair, Crooked Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0144,https://www.bricklink.com/catalogItemInv.asp?M=cty0144,2009
par033,"Surfboard on Ocean - Blue Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par033,https://www.bricklink.com/catalogItemInv.asp?M=par033,1996
par057,"Surfboard on Ocean - Blue Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par057,https://www.bricklink.com/catalogItemInv.asp?M=par057,2005
twn070,"Surfboard on Ocean - Blue Legs, Red Cap, Red Eyebrows, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn070,https://www.bricklink.com/catalogItemInv.asp?M=twn070,2008
par062,"Surfboard on Ocean - Blue Legs, Reddish Brown Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par062,https://www.bricklink.com/catalogItemInv.asp?M=par062,2007
twn285,"Surfboard on Ocean - Dark Blue Legs, Tan Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn285,https://www.bricklink.com/catalogItemInv.asp?M=twn285,2017
par060,"Surfboard on Ocean - Green Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par060,https://www.bricklink.com/catalogItemInv.asp?M=par060,2006
twn087,"Surfboard on Ocean - Light Bluish Gray Short Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn087,https://www.bricklink.com/catalogItemInv.asp?M=twn087,2009
gen024,"Surfboard on Ocean - Reddish Brown Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=gen024,https://www.bricklink.com/catalogItemInv.asp?M=gen024,2008
par031,"Surfboard on Ocean - White Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par031,https://www.bricklink.com/catalogItemInv.asp?M=par031,1994
par058,"Surfboard on Ocean - Yellow Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par058,https://www.bricklink.com/catalogItemInv.asp?M=par058,"NA"
par029,"Surfboard on Ocean - Yellow Legs, Black Male Hair, Moustache",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par029,https://www.bricklink.com/catalogItemInv.asp?M=par029,1997
par058a,"Surfboard on Ocean - Yellow Legs, Black Male Hair, Reissue Torso",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par058a,https://www.bricklink.com/catalogItemInv.asp?M=par058a,2006
par030,"Surfboard on Ocean - Yellow Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par030,https://www.bricklink.com/catalogItemInv.asp?M=par030,1996
par051,"Surfboard on Ocean - Yellow Legs, Blue Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par051,https://www.bricklink.com/catalogItemInv.asp?M=par051,1996
par032,"Surfboard on Ocean - Yellow Legs, Brown Male Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par032,https://www.bricklink.com/catalogItemInv.asp?M=par032,1994
par059,"Surfboard on Ocean, Blue Legs, Black Hips, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par059,https://www.bricklink.com/catalogItemInv.asp?M=par059,2006
cty1051,"Surfer - Female, Black Wetsuit with Medium Azure Trim, Reddish Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1051,https://www.bricklink.com/catalogItemInv.asp?M=cty1051,2019
twn407,"Surfer - Male, White Tank Top with Dark Azure Windsurf, Dark Blue Legs, Dark Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn407,https://www.bricklink.com/catalogItemInv.asp?M=twn407,2021
cty1149,"Surfer - Male, White Tank Top with Dark Azure Windsurf, Sand Blue Legs, Dark Orange Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1149,https://www.bricklink.com/catalogItemInv.asp?M=cty1149,2020
twn315,"Surfer, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn315,https://www.bricklink.com/catalogItemInv.asp?M=twn315,2018
twn314,"Surfer, Male",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn314,https://www.bricklink.com/catalogItemInv.asp?M=twn314,2018
gen139,"Surfer, Red Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=gen139,https://www.bricklink.com/catalogItemInv.asp?M=gen139,"NA"
gen139a,"Surfer, Red Legs, Tan Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=gen139a,https://www.bricklink.com/catalogItemInv.asp?M=gen139a,2019
cty0514,Swamp Police - Crook Female with Dark Orange Hair,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0514,https://www.bricklink.com/catalogItemInv.asp?M=cty0514,2015
cty0513,Swamp Police - Crook Male with Black Knit Cap and Dark Orange Beard,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0513,https://www.bricklink.com/catalogItemInv.asp?M=cty0513,2015
cty0515,Swamp Police - Crook Male with Dark Bluish Gray Knit Cap,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0515,https://www.bricklink.com/catalogItemInv.asp?M=cty0515,2015
cty0522,Swamp Police - Crook Male with Dark Bluish Gray Knit Cap and Backpack,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0522,https://www.bricklink.com/catalogItemInv.asp?M=cty0522,2015
cty0535,"Swamp Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Plain Hips and Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0535,https://www.bricklink.com/catalogItemInv.asp?M=cty0535,2015
cty0548,"Swamp Police - Officer Female, Vest",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0548,https://www.bricklink.com/catalogItemInv.asp?M=cty0548,2015
cty0523,"Swamp Police - Officer, Shirt, Dark Tan Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0523,https://www.bricklink.com/catalogItemInv.asp?M=cty0523,2015
cty0519,"Swamp Police - Officer, Shirt, Dark Tan Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0519,https://www.bricklink.com/catalogItemInv.asp?M=cty0519,2015
cty0517,"Swamp Police - Officer, Shirt, Dark Tan Hat, Black Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0517,https://www.bricklink.com/catalogItemInv.asp?M=cty0517,2015
cty0517a,"Swamp Police - Officer, Shirt, Dark Tan Hat, Brown Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0517a,https://www.bricklink.com/catalogItemInv.asp?M=cty0517a,2015
cty0516,"Swamp Police - Officer, Vest, Dark Tan Hat, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0516,https://www.bricklink.com/catalogItemInv.asp?M=cty0516,2015
cty0512,"Swamp Police - Ranger, Dark Blue Legs, Campaign Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0512,https://www.bricklink.com/catalogItemInv.asp?M=cty0512,2014
