item_number,description,category,item_link,parts_link,release_year
cty0125,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Dark Bluish Gray Hips, Red Construction Helmet, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0125,https://www.bricklink.com/catalogItemInv.asp?M=cty0125,2009
cty0397,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Dark Bluish Gray Hips, Red Construction Helmet, Smirk and Stubble Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0397,https://www.bricklink.com/catalogItemInv.asp?M=cty0397,2013
cty0052,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0052,https://www.bricklink.com/catalogItemInv.asp?M=cty0052,2008
cty0032,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Beard and Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0032,https://www.bricklink.com/catalogItemInv.asp?M=cty0032,2006
cty0483,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Beard and Safety Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0483,https://www.bricklink.com/catalogItemInv.asp?M=cty0483,2014
cty0111,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Beard Around Mouth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0111,https://www.bricklink.com/catalogItemInv.asp?M=cty0111,2008
cty0031,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Brown Eyebrows, Thin Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0031,https://www.bricklink.com/catalogItemInv.asp?M=cty0031,2006
cty0034,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Eyebrows, Thin Grin with Teeth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0034,https://www.bricklink.com/catalogItemInv.asp?M=cty0034,2007
cty0246,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Glasses with Gray Side Frames (Crane Operator)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0246,https://www.bricklink.com/catalogItemInv.asp?M=cty0246,2011
con008,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Gray Angular Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=con008,https://www.bricklink.com/catalogItemInv.asp?M=con008,2014
cty0010,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Moustache and Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0010,https://www.bricklink.com/catalogItemInv.asp?M=cty0010,2005
cty0368,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Open Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0368,https://www.bricklink.com/catalogItemInv.asp?M=cty0368,2013
cty0132,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Orange Glasse",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0132,https://www.bricklink.com/catalogItemInv.asp?M=cty0132,2009
cty0137,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Scowl",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0137,https://www.bricklink.com/catalogItemInv.asp?M=cty0137,2009
cty0113,"Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Smirk and Stubble Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0113,https://www.bricklink.com/catalogItemInv.asp?M=cty0113,2009
cty0541,"Construction Worker - Shirt with Harness and Wrench, Sand Blue Legs, Red Construction Helmet with Headphones, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0541,https://www.bricklink.com/catalogItemInv.asp?M=cty0541,2015
cty0530,"Construction Worker - Shirt with Harness and Wrench, Sand Blue Legs, Red Construction Helmet, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0530,https://www.bricklink.com/catalogItemInv.asp?M=cty0530,2015
twn321,Cool Customer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn321,https://www.bricklink.com/catalogItemInv.asp?M=twn321,2018
twn320,Cotton Candy Vendor,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn320,https://www.bricklink.com/catalogItemInv.asp?M=twn320,2018
cty1085,"Customer - Female, Medium Nougat Jacket, Scarf, Ski Beanie Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1085,https://www.bricklink.com/catalogItemInv.asp?M=cty1085,2019
cty0675,"Customer - Green Female Jacket Open with Necklace, Medium Blue Legs, Dark Brown Ponytail and Swept Sideways Fringe",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0675,https://www.bricklink.com/catalogItemInv.asp?M=cty0675,2016
twn401,"Cyber Drone Robot - Flat Silver Spacesuit with Harness and White Panel with Classic Space Logo, Trans-Light Blue Head",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn401,https://www.bricklink.com/catalogItemInv.asp?M=twn401,2021
cty0658,Cyclist - Lime and Black Jacket,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0658,https://www.bricklink.com/catalogItemInv.asp?M=cty0658,2016
twn235,"Dad - Beard, Shirt with Buttons",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn235,https://www.bricklink.com/catalogItemInv.asp?M=twn235,2015
cty1152,"Dad - Dark Blue Plaid Button Shirt, Medium Nougat Legs, Reddish Brown Hair Swept Left Tousled",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1152,https://www.bricklink.com/catalogItemInv.asp?M=cty1152,2020
cty1017,"Dad - Dark Blue Plaid Button Shirt, Olive Green Legs, Black Hair Male with Coiled Texture",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1017,https://www.bricklink.com/catalogItemInv.asp?M=cty1017,2019
cty1217,"Dad - Green V-Neck Sweater, Dark Tan Legs, Dark Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1217,https://www.bricklink.com/catalogItemInv.asp?M=cty1217,2020
twn412,"Dad - Light Bluish Gray Hoodie with Dark Red Shirt, Dark Blue Legs, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn412,https://www.bricklink.com/catalogItemInv.asp?M=twn412,2021
cty1232,"Dad - Light Bluish Gray Hoodie with Dark Red Shirt, Dark Tan Legs, Dark Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1232,https://www.bricklink.com/catalogItemInv.asp?M=cty1232,2021
twn298,"Dad - Medium Nougat Argyle Sweater, Medium Blue Legs, Black Smooth Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn298,https://www.bricklink.com/catalogItemInv.asp?M=twn298,2017
twn245a,"Dad, Bright Light Orange Sunset and Palm Trees Shirt",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn245a,https://www.bricklink.com/catalogItemInv.asp?M=twn245a,2015
twn295,"Dad, Plaid Flannel Shirt with Collar, Olive Green Legs, Dark Brown Smooth Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn295,https://www.bricklink.com/catalogItemInv.asp?M=twn295,2017
twn245,"Dad, Sunset and Palm Trees Shirt",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn245,https://www.bricklink.com/catalogItemInv.asp?M=twn245,2015
twn306,Daredevil Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn306,https://www.bricklink.com/catalogItemInv.asp?M=twn306,2018
twn287,"Dark Azure Hoodie with Green Striped Shirt, Dark Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn287,https://www.bricklink.com/catalogItemInv.asp?M=twn287,2017
rac055,"Dark Azure Race Jacket with Zipper and Yellow Lightning Bolt Pattern, Blue Helmet, Trans-Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=rac055,https://www.bricklink.com/catalogItemInv.asp?M=rac055,2014
twn020,"Dark Blue Jacket, Light Blue Shirt, Black Legs, Square Glasses, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn020,https://www.bricklink.com/catalogItemInv.asp?M=twn020,2003
twn035,"Dark Blue Jacket, Light Blue Shirt, Blue Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn035,https://www.bricklink.com/catalogItemInv.asp?M=twn035,2006
twn023,"Dark Blue Jacket, Light Blue Shirt, Dark Blue Legs, Square Glasses, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn023,https://www.bricklink.com/catalogItemInv.asp?M=twn023,2005
twn136,"Dark Blue Jacket, Light Blue Shirt, Dark Bluish Gray Legs, Dark Orange Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn136,https://www.bricklink.com/catalogItemInv.asp?M=twn136,2011
twn045,"Dark Blue Jacket, Light Blue Shirt, Dark Bluish Gray Legs, Square Glasses, Dark Tan Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn045,https://www.bricklink.com/catalogItemInv.asp?M=twn045,2007
cty0441,"Dark Blue Jacket, Light Blue Shirt, Dark Green Legs, Red Bandana, Black Beret",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0441,https://www.bricklink.com/catalogItemInv.asp?M=cty0441,2013
twn148,"Dark Blue Jacket, Light Blue Shirt, Dark Red Legs, Red Bandana, Black Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn148,https://www.bricklink.com/catalogItemInv.asp?M=twn148,2011
twn186,"Dark Blue Jacket, Light Blue Shirt, Dark Tan Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn186,https://www.bricklink.com/catalogItemInv.asp?M=twn186,2013
twn053,"Dark Blue Jacket, Light Blue Shirt, Light Bluish Gray Legs, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn053,https://www.bricklink.com/catalogItemInv.asp?M=twn053,2010
twn050,"Dark Blue Jacket, Light Blue Shirt, Reddish Brown Legs, Aviator Cap and Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn050,https://www.bricklink.com/catalogItemInv.asp?M=twn050,2009
cty0506,"Dark Blue Jacket, Light Blue Shirt, Sand Blue Legs, Dark Orange Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0506,https://www.bricklink.com/catalogItemInv.asp?M=cty0506,2014
twn047,"Dark Blue Jacket, Light Blue Shirt, Tan Legs, Red Long Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn047,https://www.bricklink.com/catalogItemInv.asp?M=twn047,2009
twn047a,"Dark Blue Jacket, Light Blue Shirt, Tan Legs, Red Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn047a,https://www.bricklink.com/catalogItemInv.asp?M=twn047a,2009
game007,"Dark Blue Jacket, Light Blue Shirt, White Legs, Square Glasses, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=game007,https://www.bricklink.com/catalogItemInv.asp?M=game007,2003
trn248,"Dark Blue Suit with Train Logo, Dark Blue Legs, Dark Red Hat, Gray Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn248,https://www.bricklink.com/catalogItemInv.asp?M=trn248,2018
cty0445,"Dark Bluish Gray Jacket with Magenta Scarf, Black Legs, Top Knot Bun",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0445,https://www.bricklink.com/catalogItemInv.asp?M=cty0445,2013
twn119,"Dark Bluish Gray Jacket with Magenta Scarf, Blue Legs, Bright Light Yellow Female Hair Mid-Length",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn119,https://www.bricklink.com/catalogItemInv.asp?M=twn119,2010
cty0185,"Dark Bluish Gray Jacket with Magenta Scarf, Blue Legs, Reddish Brown Female Hair over Shoulder",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0185,https://www.bricklink.com/catalogItemInv.asp?M=cty0185,2010
twn217,"Dark Bluish Gray Jacket with Magenta Scarf, Dark Blue Legs, Dark Orange Female Hair over Shoulder",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn217,https://www.bricklink.com/catalogItemInv.asp?M=twn217,2015
cty0329,"Dark Bluish Gray Jacket with Magenta Scarf, Dark Blue Legs, Dark Tan Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0329,https://www.bricklink.com/catalogItemInv.asp?M=cty0329,2012
cty0623,"Dark Bluish Gray Jacket with Magenta Scarf, Dark Bluish Gray Legs, Dark Orange Female Hair Short Swept Sideways (Ferry Passenger)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0623,https://www.bricklink.com/catalogItemInv.asp?M=cty0623,2016
cty0370,"Dark Bluish Gray Jacket with Magenta Scarf, Dark Tan Legs, Dark Orange Female Hair over Shoulder",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0370,https://www.bricklink.com/catalogItemInv.asp?M=cty0370,2013
cty0220a,"Dark Bluish Gray Jacket with Magenta Scarf, Light Bluish Gray Legs, Dark Brown Hair Ponytail Long French Braided, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0220a,https://www.bricklink.com/catalogItemInv.asp?M=cty0220a,2011
cty0220,"Dark Bluish Gray Jacket with Magenta Scarf, Light Bluish Gray Legs, Dark Brown Hair Ponytail Long French Braided, Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0220,https://www.bricklink.com/catalogItemInv.asp?M=cty0220,2011
cty0169,"Dark Bluish Gray Jacket with Magenta Scarf, Light Bluish Gray Legs, Reddish Brown Female Hair over Shoulder, Peach Lips",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0169,https://www.bricklink.com/catalogItemInv.asp?M=cty0169,2010
cty0419,"Dark Bluish Gray Jacket with Magenta Scarf, Light Bluish Gray Legs, Reddish Brown Female Hair over Shoulder, Red Lips",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0419,https://www.bricklink.com/catalogItemInv.asp?M=cty0419,2013
twn236,"Dark Bluish Gray Jacket with Magenta Scarf, Medium Blue Legs, Tan Hair (Grandma)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn236,https://www.bricklink.com/catalogItemInv.asp?M=twn236,2015
twn196,"Dark Bluish Gray Jacket with Magenta Scarf, Reddish Brown Legs, Reddish Brown Female Hair over Shoulder",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn196,https://www.bricklink.com/catalogItemInv.asp?M=twn196,2013
cty0195,"Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Black Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0195,https://www.bricklink.com/catalogItemInv.asp?M=cty0195,2010
cty0575,"Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Black Hair Ponytail Long with Side Bangs (City Square Car Saleswoman)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0575,https://www.bricklink.com/catalogItemInv.asp?M=cty0575,2015
twn100,"Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Dark Brown Hair Ponytail Long with Side Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn100,https://www.bricklink.com/catalogItemInv.asp?M=twn100,2010
cty0187,"Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Reddish Brown Female Hair over Shoulder",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0187,https://www.bricklink.com/catalogItemInv.asp?M=cty0187,2010
twn284,"Dark Pink Striped Top, White Legs, Medium Nougat Female Hair over Shoulder",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn284,https://www.bricklink.com/catalogItemInv.asp?M=twn284,2017
cty0181,"Dark Pink Vest and Heart Necklace, White Legs, Dark Brown Hair Ponytail Long French Braided",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0181,https://www.bricklink.com/catalogItemInv.asp?M=cty0181,2010
twn218,Dart Player,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn218,https://www.bricklink.com/catalogItemInv.asp?M=twn218,2015
cty0597,Deep Sea Captain,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0597,https://www.bricklink.com/catalogItemInv.asp?M=cty0597,2015
cty0560,Deep Sea Diver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0560,https://www.bricklink.com/catalogItemInv.asp?M=cty0560,2015
cty1178,"Deep Sea Diver - Female, Dark Blue Helmet, Pensive Smile / Scared",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1178,https://www.bricklink.com/catalogItemInv.asp?M=cty1178,2020
cty1169,"Deep Sea Diver - Female, Dark Blue Helmet, Side Lamps, Smirk / Left Eye Squinted",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1169,https://www.bricklink.com/catalogItemInv.asp?M=cty1169,2020
cty1164,"Deep Sea Diver - Male, Dark Blue Helmet, Lopsided Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1164,https://www.bricklink.com/catalogItemInv.asp?M=cty1164,2020
cty1224,"Deep Sea Diver - Male, Dark Blue Helmet, Side Lamp, Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1224,https://www.bricklink.com/catalogItemInv.asp?M=cty1224,2020
cty1170,"Deep Sea Diver - Male, Dark Blue Helmet, Side Lamps, Glasses, Smile / Shocked",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1170,https://www.bricklink.com/catalogItemInv.asp?M=cty1170,2020
cty1177,"Deep Sea Explorers Boat Captain - Dark Blue Turtleneck Sweater and Cap, Dark Bluish Gray Legs, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1177,https://www.bricklink.com/catalogItemInv.asp?M=cty1177,2020
cty0604,Deep Sea Seaplane Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0604,https://www.bricklink.com/catalogItemInv.asp?M=cty0604,2015
cty0603,"Deep Sea Submariner Female, Dark Orange Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0603,https://www.bricklink.com/catalogItemInv.asp?M=cty0603,2015
cty0565,"Deep Sea Submariner Female, Reddish Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0565,https://www.bricklink.com/catalogItemInv.asp?M=cty0565,2015
cty0566,"Deep Sea Submariner Male, Dark Red Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0566,https://www.bricklink.com/catalogItemInv.asp?M=cty0566,2015
cty0605,"Deep Sea Submariner Male, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0605,https://www.bricklink.com/catalogItemInv.asp?M=cty0605,2015
twn253,Deli Owner,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn253,https://www.bricklink.com/catalogItemInv.asp?M=twn253,2016
twn272,Dentist,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn272,https://www.bricklink.com/catalogItemInv.asp?M=twn272,2017
adv052,Desert Biplane Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=adv052,https://www.bricklink.com/catalogItemInv.asp?M=adv052,2005
cty0983,Desert Rally Racer Driver with Orange 'VITA RUSH' Logo,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0983,https://www.bricklink.com/catalogItemInv.asp?M=cty0983,2019
cty1223,"Detective - Dark Green Hoodie with Bright Green Drawstrings, Black Legs, Dark Orange Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1223,https://www.bricklink.com/catalogItemInv.asp?M=cty1223,2020
twn223,Detective Ace Brickman,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn223,https://www.bricklink.com/catalogItemInv.asp?M=twn223,2015
cty1213,"Diner Employee - Female, White and Dark Azure Striped Shirt, Dark Azure Legs, Dark Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1213,https://www.bricklink.com/catalogItemInv.asp?M=cty1213,2020
cty1052,"Diver - Male, Black Wetsuit with White Logo and Lime Trim and Flippers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1052,https://www.bricklink.com/catalogItemInv.asp?M=cty1052,2019
cty1062,"Diver - Male, Black Wetsuit with White Logo and Lime Trim and Flippers, Blue Helmet and Air Tanks",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1062,https://www.bricklink.com/catalogItemInv.asp?M=cty1062,2019
cty1191,"Diver - Male, Black Wetsuit with White Logo and Lime Trim and Flippers, White Helmet and Air Tanks",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1191,https://www.bricklink.com/catalogItemInv.asp?M=cty1191,2020
cty1293,"Diver - Male, Red Helmet, Black Air Tanks, Red Flippers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1293,https://www.bricklink.com/catalogItemInv.asp?M=cty1293,2021
cty0257,Diver - Wide Grin,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0257,https://www.bricklink.com/catalogItemInv.asp?M=cty0257,2011
cty0959,"Diver, Female, Black Flippers and Wetsuit with Blue Logo, Yellow Scuba Tank",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0959,https://www.bricklink.com/catalogItemInv.asp?M=cty0959,2019
cty0235,"Diver, Flippers, Stubble Beard and Moustache and Sideburns, Scuba Tank",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0235,https://www.bricklink.com/catalogItemInv.asp?M=cty0235,2011
cty0958,"Diver, Male, Black Flippers and Wetsuit with White Logo, Yellow Scuba Tank",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0958,https://www.bricklink.com/catalogItemInv.asp?M=cty0958,2019
div021,Divers - Blue Oval and Black Dolphin Pattern,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div021,https://www.bricklink.com/catalogItemInv.asp?M=div021,"NA"
div024,Divers - Blue Oval and Black Dolphin with Black Hair,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div024,https://www.bricklink.com/catalogItemInv.asp?M=div024,1998
div001a,"Divers - Blue, Black Helmet, Blue Flippers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div001a,https://www.bricklink.com/catalogItemInv.asp?M=div001a,1997
div002a,"Divers - Blue, Female, Yellow Flippers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div002a,https://www.bricklink.com/catalogItemInv.asp?M=div002a,1998
div013,"Divers - Blue, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div013,https://www.bricklink.com/catalogItemInv.asp?M=div013,1997
div003,"Divers - Boatie 1, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div003,https://www.bricklink.com/catalogItemInv.asp?M=div003,1997
div005,"Divers - Boatie 1, Blue Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div005,https://www.bricklink.com/catalogItemInv.asp?M=div005,1997
div004,"Divers - Boatie 1, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div004,https://www.bricklink.com/catalogItemInv.asp?M=div004,1997
div023,"Divers - Control 1, Black Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div023,https://www.bricklink.com/catalogItemInv.asp?M=div023,1997
div022,"Divers - Control 1, Black Legs, Black Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div022,https://www.bricklink.com/catalogItemInv.asp?M=div022,1997
div007,"Divers - Control 1, Red Legs, Black Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div007,https://www.bricklink.com/catalogItemInv.asp?M=div007,1997
div008,"Divers - Control 1, Yellow Legs with Black Hips, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div008,https://www.bricklink.com/catalogItemInv.asp?M=div008,1997
div010,"Divers - Control 2, Black Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div010,https://www.bricklink.com/catalogItemInv.asp?M=div010,1997
div011,"Divers - Control 2, Red Legs with Black Hips, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div011,https://www.bricklink.com/catalogItemInv.asp?M=div011,1997
div009,"Divers - Control 2, Red Legs, Black Cap, Glasses and Headset",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div009,https://www.bricklink.com/catalogItemInv.asp?M=div009,1997
div012,"Divers - Control 2, Yellow Legs with Black Hips, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div012,https://www.bricklink.com/catalogItemInv.asp?M=div012,1997
div017b,"Divers - Red Diver 1, Red Legs with Black Hips, Red Helmet, Light Gray Scuba Tank, Flippers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div017b,https://www.bricklink.com/catalogItemInv.asp?M=div017b,1997
div015,"Divers - Red diver 2, Black Legs with Red Hips, Black Helmet, Brown Bangs, Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div015,https://www.bricklink.com/catalogItemInv.asp?M=div015,"NA"
div015a,"Divers - Red diver 2, Black Legs with Red Hips, Black Helmet, Brown Bangs, Stubble, Red Flippers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div015a,https://www.bricklink.com/catalogItemInv.asp?M=div015a,1997
div019,"Divers - Red Diver 2, Black Legs with Red Hips, Black Helmet, Red Flippers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div019,https://www.bricklink.com/catalogItemInv.asp?M=div019,1997
div016,"Divers - Red Diver 2, Red Legs with Black Hips, Black Helmet, Brown Bangs, Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div016,https://www.bricklink.com/catalogItemInv.asp?M=div016,1997
div018,"Divers - Red Diver 2, Red Legs with Black Hips, Black Helmet, White Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div018,https://www.bricklink.com/catalogItemInv.asp?M=div018,"NA"
div018a,"Divers - Red Diver 2, Red Legs with Black Hips, Black Helmet, White Bangs, Black Flippers",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div018a,https://www.bricklink.com/catalogItemInv.asp?M=div018a,1997
div014,"Divers - Red Diver 2, Red Legs, Black Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div014,https://www.bricklink.com/catalogItemInv.asp?M=div014,1997
div020,"Divers - Red Diver 2, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=div020,https://www.bricklink.com/catalogItemInv.asp?M=div020,1997
cty0996,"Dock Worker, Male, Blue Jacket with Diagonal Lower Pockets and Orange Stripes, Olive Green Legs, Dark Blue Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0996,https://www.bricklink.com/catalogItemInv.asp?M=cty0996,2019
doc032,"Doctor - EMT Star of Life Button Shirt, White Legs, Black Male Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc032,https://www.bricklink.com/catalogItemInv.asp?M=doc032,2007
doc026,"Doctor - EMT Star of Life Button Shirt, White Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc026,https://www.bricklink.com/catalogItemInv.asp?M=doc026,2006
doc034,"Doctor - EMT Star of Life Button Shirt, White Legs, Blue Cap, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=doc034,https://www.bricklink.com/catalogItemInv.asp?M=doc034,2009
