item_number,description,category,item_link,parts_link,release_year,parts_id,parts_description
cty1174,"Harl Hubbs - Dark Red Hooded Sweatshirt, Sand Blue Legs with Pockets, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1174,https://www.bricklink.com/catalogItemInv.asp?M=cty1174,2020,973pb3903c01,"Dark Red Torso Hooded Sweatshirt, Pockets and Dark Bluish Gray Markings Pattern / Dark Red Arms / Dark Bluish Gray Hands "
cty1174,"Harl Hubbs - Dark Red Hooded Sweatshirt, Sand Blue Legs with Pockets, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1174,https://www.bricklink.com/catalogItemInv.asp?M=cty1174,2020,38781,"Orange Minifigure Life Jacket, 2 Straps "
cty1174,"Harl Hubbs - Dark Red Hooded Sweatshirt, Sand Blue Legs with Pockets, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1174,https://www.bricklink.com/catalogItemInv.asp?M=cty1174,2020,23186,"Reddish Brown Minifigure, Hair Swept Left Tousled "
cty1174,"Harl Hubbs - Dark Red Hooded Sweatshirt, Sand Blue Legs with Pockets, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1174,https://www.bricklink.com/catalogItemInv.asp?M=cty1174,2020,970c00pb0747,Sand Blue Hips and Legs with Cargo Pockets Front Pattern 
cty1174,"Harl Hubbs - Dark Red Hooded Sweatshirt, Sand Blue Legs with Pockets, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1174,https://www.bricklink.com/catalogItemInv.asp?M=cty1174,2020,3626cpb2460,"Yellow Minifigure, Head Dual Sided Stubble, Dimpled Chin, Angry Scowl with Tongue / Smile with Teeth Pattern - Hollow Stud "
cty1095,Harl Hubbs without Utility Belt,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1095,https://www.bricklink.com/catalogItemInv.asp?M=cty1095,2020,970c00pb0998,Dark Blue Hips and Legs with Patch and Paint Splotches Pattern 
cty1095,Harl Hubbs without Utility Belt,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1095,https://www.bricklink.com/catalogItemInv.asp?M=cty1095,2020,973pb3647c01,"Red Torso Dark Blue Overalls, Shirt, Pocket with Pen and Pencil Pattern / Red Arms / Dark Tan Hands "
cty1095,Harl Hubbs without Utility Belt,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1095,https://www.bricklink.com/catalogItemInv.asp?M=cty1095,2020,23186,"Reddish Brown Minifigure, Hair Swept Left Tousled "
cty1095,Harl Hubbs without Utility Belt,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1095,https://www.bricklink.com/catalogItemInv.asp?M=cty1095,2020,3626cpb2460,"Yellow Minifigure, Head Dual Sided Stubble, Dimpled Chin, Angry Scowl with Tongue / Smile with Teeth Pattern - Hollow Stud "
twn389,"Haunted House Butler - Male, Black Vest with Blue Striped Tie, Black Legs, Black Top Hat, Glasses and Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn389,https://www.bricklink.com/catalogItemInv.asp?M=twn389,2020,970c00,Black Hips  and Legs Plain 
twn389,"Haunted House Butler - Male, Black Vest with Blue Striped Tie, Black Legs, Black Top Hat, Glasses and Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn389,https://www.bricklink.com/catalogItemInv.asp?M=twn389,2020,3878,"Black Minifigure, Headgear Hat, Top Hat "
twn389,"Haunted House Butler - Male, Black Vest with Blue Striped Tie, Black Legs, Black Top Hat, Glasses and Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn389,https://www.bricklink.com/catalogItemInv.asp?M=twn389,2020,973pb3159c01,"Black Torso Town Vest with Pockets, Back Creases and Blue Striped Tie over White Collar Shirt Pattern / White Arms / Yellow Hands "
twn389,"Haunted House Butler - Male, Black Vest with Blue Striped Tie, Black Legs, Black Top Hat, Glasses and Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn389,https://www.bricklink.com/catalogItemInv.asp?M=twn389,2020,3626cpb0267,"Yellow Minifigure, Head Beard Brown Angular with White Pupils and Glasses Pattern - Hollow Stud "
cty0859,"Helicopter Medic, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0859,https://www.bricklink.com/catalogItemInv.asp?M=cty0859,2018,970c00,Medium Blue Hips  and Legs Plain 
cty0859,"Helicopter Medic, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0859,https://www.bricklink.com/catalogItemInv.asp?M=cty0859,2018,973pb2992c01,"Red Torso Female Jacket over White Shirt, Safety Stripes, Small EMT Star and EMT Star of Life on Back Pattern / Red Arms / Yellow Hands "
cty0859,"Helicopter Medic, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0859,https://www.bricklink.com/catalogItemInv.asp?M=cty0859,2018,35660pb01,"Reddish Brown Minifigure, Hair Combo, Hair with Hat, Ponytail with Red Ball Cap Pattern "
cty0859,"Helicopter Medic, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0859,https://www.bricklink.com/catalogItemInv.asp?M=cty0859,2018,3626cpb0633,"Yellow Minifigure, Head Female Black Eyebrows, Peach Lips Open Smile Pattern - Hollow Stud "
cty0858,Helicopter Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0858,https://www.bricklink.com/catalogItemInv.asp?M=cty0858,2018,970c00,Medium Blue Hips  and Legs Plain 
cty0858,Helicopter Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0858,https://www.bricklink.com/catalogItemInv.asp?M=cty0858,2018,973pb2993c01,"Red Torso Safety Stripes, Small EMT Star and EMT Star of Life on Back Pattern / Red Arms / Blue Hands "
cty0858,Helicopter Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0858,https://www.bricklink.com/catalogItemInv.asp?M=cty0858,2018,2447,"Trans-Black Minifigure, Visor Standard "
cty0858,Helicopter Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0858,https://www.bricklink.com/catalogItemInv.asp?M=cty0858,2018,2446,"White Minifigure, Headgear Helmet Motorcycle (Standard) "
cty0858,Helicopter Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0858,https://www.bricklink.com/catalogItemInv.asp?M=cty0858,2018,3626cpb0641,"Yellow Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern - Hollow Stud "
twn375,Helicopter Pilot - Dark Blue Suit with Harness,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn375,https://www.bricklink.com/catalogItemInv.asp?M=twn375,2019,93560,"Black Minifigure, Headgear Helmet Sports/Flight "
twn375,Helicopter Pilot - Dark Blue Suit with Harness,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn375,https://www.bricklink.com/catalogItemInv.asp?M=twn375,2019,970c00,Dark Blue Hips  and Legs Plain 
twn375,Helicopter Pilot - Dark Blue Suit with Harness,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn375,https://www.bricklink.com/catalogItemInv.asp?M=twn375,2019,973pb2991c01,Dark Blue Torso Town Miners Dark Blue Shirt with Orange Suspender Straps Pattern with Radio and ID Badge / Dark Blue Arms / Dark Bluish Gray Hands 
twn375,Helicopter Pilot - Dark Blue Suit with Harness,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn375,https://www.bricklink.com/catalogItemInv.asp?M=twn375,2019,2447,"Trans-Clear Minifigure, Visor Standard "
twn375,Helicopter Pilot - Dark Blue Suit with Harness,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn375,https://www.bricklink.com/catalogItemInv.asp?M=twn375,2019,3626cpb0405,"Yellow Minifigure, Head Male Brown Eyebrows, Open Lopsided Grin, White Pupils Pattern - Hollow Stud "
cty1082,"Helicopter Pilot - Dark Tan Vest Over Dark Azure Shirt, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1082,https://www.bricklink.com/catalogItemInv.asp?M=cty1082,2019,970c00,Black Hips  and Legs Plain 
cty1082,"Helicopter Pilot - Dark Tan Vest Over Dark Azure Shirt, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1082,https://www.bricklink.com/catalogItemInv.asp?M=cty1082,2019,973pb2912c01,"Dark Tan Torso Vest with Zipper, Pockets and Pouches Over Dark Azure Shirt Pattern / Dark Azure Arms / Yellow Hands "
cty1082,"Helicopter Pilot - Dark Tan Vest Over Dark Azure Shirt, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1082,https://www.bricklink.com/catalogItemInv.asp?M=cty1082,2019,41805,"Trans-Light Blue Minifigure, Visor Flight Helmet "
cty1082,"Helicopter Pilot - Dark Tan Vest Over Dark Azure Shirt, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1082,https://www.bricklink.com/catalogItemInv.asp?M=cty1082,2019,93560,"White Minifigure, Headgear Helmet Sports/Flight "
cty1082,"Helicopter Pilot - Dark Tan Vest Over Dark Azure Shirt, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1082,https://www.bricklink.com/catalogItemInv.asp?M=cty1082,2019,3626cpb1290,"Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud "
cty1198,"Helicopter Pilot - Jacket with 'ViTA RUSH' Logo, Dark Blue Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1198,https://www.bricklink.com/catalogItemInv.asp?M=cty1198,2020,970c00,Dark Blue Hips  and Legs Plain 
cty1198,"Helicopter Pilot - Jacket with 'ViTA RUSH' Logo, Dark Blue Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1198,https://www.bricklink.com/catalogItemInv.asp?M=cty1198,2020,2447,"Trans-Clear Minifigure, Visor Standard "
cty1198,"Helicopter Pilot - Jacket with 'ViTA RUSH' Logo, Dark Blue Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1198,https://www.bricklink.com/catalogItemInv.asp?M=cty1198,2020,2446,"White Minifigure, Headgear Helmet Motorcycle (Standard) "
cty1198,"Helicopter Pilot - Jacket with 'ViTA RUSH' Logo, Dark Blue Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1198,https://www.bricklink.com/catalogItemInv.asp?M=cty1198,2020,973pb3407c01,"White Torso Jacket with Orange Spiral, 'ViTA RUSH' Logo Pattern on Front and Back / White Arm Left / Bright Light Orange Arm Right / Dark Bluish Gray Hands "
cty1198,"Helicopter Pilot - Jacket with 'ViTA RUSH' Logo, Dark Blue Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1198,https://www.bricklink.com/catalogItemInv.asp?M=cty1198,2020,3626cpb0643,"Yellow Minifigure, Head Male Stern Black Eyebrows, White Pupils, Frown, Sweat Drops Pattern - Hollow Stud "
cty0839,Helicopter Pilot - Medium Blue Jacket,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0839,https://www.bricklink.com/catalogItemInv.asp?M=cty0839,2018,970c00,Dark Bluish Gray Hips  and Legs Plain 
cty0839,Helicopter Pilot - Medium Blue Jacket,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0839,https://www.bricklink.com/catalogItemInv.asp?M=cty0839,2018,973pb2913c01,"Medium Blue Torso Town Jacket with Pockets, White Shoulders, Blue and White Waistband Pattern / White Arms / Dark Bluish Gray Hands "
cty0839,Helicopter Pilot - Medium Blue Jacket,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0839,https://www.bricklink.com/catalogItemInv.asp?M=cty0839,2018,2447,"Trans-Black Minifigure, Visor Standard "
cty0839,Helicopter Pilot - Medium Blue Jacket,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0839,https://www.bricklink.com/catalogItemInv.asp?M=cty0839,2018,2446,"White Minifigure, Headgear Helmet Motorcycle (Standard) "
cty0839,Helicopter Pilot - Medium Blue Jacket,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0839,https://www.bricklink.com/catalogItemInv.asp?M=cty0839,2018,3626cpb1965,"Yellow Minifigure, Head Beard Stubble, Black Raised Right Eyebrow, Smirk Angled to Right, White Pupils Pattern - Hollow Stud "
cty1197,"Helicopter Pilot - White Jacket with 'XTREME' Logo, Red Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1197,https://www.bricklink.com/catalogItemInv.asp?M=cty1197,2020,970c00,Red Hips  and Legs Plain 
cty1197,"Helicopter Pilot - White Jacket with 'XTREME' Logo, Red Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1197,https://www.bricklink.com/catalogItemInv.asp?M=cty1197,2020,2447,"Trans-Clear Minifigure, Visor Standard "
cty1197,"Helicopter Pilot - White Jacket with 'XTREME' Logo, Red Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1197,https://www.bricklink.com/catalogItemInv.asp?M=cty1197,2020,2446,"White Minifigure, Headgear Helmet Motorcycle (Standard) "
cty1197,"Helicopter Pilot - White Jacket with 'XTREME' Logo, Red Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1197,https://www.bricklink.com/catalogItemInv.asp?M=cty1197,2020,973pb3759c01,"White Torso Jacket with Red Collar, White and Yellow 'XTREME' Logo Pattern on Front and Back / Red Arms / Dark Bluish Gray Hands "
cty1197,"Helicopter Pilot - White Jacket with 'XTREME' Logo, Red Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1197,https://www.bricklink.com/catalogItemInv.asp?M=cty1197,2020,3626cpb2143,"Yellow Minifigure, Head Dual Sided Black Eyebrows and Stubble, Smiling / Neutral Expression Pattern - Hollow Stud "
cty0910,"Hiker, Female Parent, Pink Shirt, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0910,https://www.bricklink.com/catalogItemInv.asp?M=cty0910,2018,973pb3165c01,Bright Pink Torso Female Top with Yellow Neck and White Undershirt Pattern / Bright Pink Arms / Yellow Hands 
cty0910,"Hiker, Female Parent, Pink Shirt, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0910,https://www.bricklink.com/catalogItemInv.asp?M=cty0910,2018,970c00pb0747,Dark Tan Hips and Legs with Cargo Pockets Front Pattern 
cty0910,"Hiker, Female Parent, Pink Shirt, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0910,https://www.bricklink.com/catalogItemInv.asp?M=cty0910,2018,11256,"Reddish Brown Minifigure, Hair Female Short, Wavy with Side Part "
cty0910,"Hiker, Female Parent, Pink Shirt, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0910,https://www.bricklink.com/catalogItemInv.asp?M=cty0910,2018,3626cpb1352,"Yellow Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Peach Lips, Open Smile with Teeth / Sleeping Pattern - Hollow Stud "
cty0911,"Hiker, Female, Bright Light Blue Hoodie over Dark Purple Star Shirt, Dark Orange Ponytail Long with Side Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0911,https://www.bricklink.com/catalogItemInv.asp?M=cty0911,2018,970c00,Blue Hips  and Legs Plain 
cty0911,"Hiker, Female, Bright Light Blue Hoodie over Dark Purple Star Shirt, Dark Orange Ponytail Long with Side Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0911,https://www.bricklink.com/catalogItemInv.asp?M=cty0911,2018,973pb2344c01,Bright Light Blue Torso Hooded Sweatshirt Open with Dark Purple Shirt with Silver Star Pattern / Bright Light Blue Arms / Yellow Hands 
cty0911,"Hiker, Female, Bright Light Blue Hoodie over Dark Purple Star Shirt, Dark Orange Ponytail Long with Side Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0911,https://www.bricklink.com/catalogItemInv.asp?M=cty0911,2018,62696,"Dark Orange Minifigure, Hair Female Ponytail Long with Side Bangs "
cty0911,"Hiker, Female, Bright Light Blue Hoodie over Dark Purple Star Shirt, Dark Orange Ponytail Long with Side Bangs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0911,https://www.bricklink.com/catalogItemInv.asp?M=cty0911,2018,3626cpb1277,"Yellow Minifigure, Head Dual Sided Female Black Eyebrows, Dark Pink Lips, Eyelashes / Sunglasses with Medium Lavender Frames Pattern - Hollow Stud "
cty0908,"Hiker, Girl Child, Dark Purple Jacket, Glasses, Bright Light Yellow Ponytail and Swept Sideways Fringe",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0908,https://www.bricklink.com/catalogItemInv.asp?M=cty0908,2018,41879,Black Legs Short 
cty0908,"Hiker, Girl Child, Dark Purple Jacket, Glasses, Bright Light Yellow Ponytail and Swept Sideways Fringe",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0908,https://www.bricklink.com/catalogItemInv.asp?M=cty0908,2018,87990,"Bright Light Yellow Minifigure, Hair Female Ponytail and Swept Sideways Fringe "
cty0908,"Hiker, Girl Child, Dark Purple Jacket, Glasses, Bright Light Yellow Ponytail and Swept Sideways Fringe",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0908,https://www.bricklink.com/catalogItemInv.asp?M=cty0908,2018,973pb3163c01,"Dark Purple Torso Jacket with Medium Dark Pink and Dark Turquose Panels, Dark Turquoise Zipper and Hood Pulls Pattern / Dark Purple Arms / Yellow Hands "
cty0908,"Hiker, Girl Child, Dark Purple Jacket, Glasses, Bright Light Yellow Ponytail and Swept Sideways Fringe",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0908,https://www.bricklink.com/catalogItemInv.asp?M=cty0908,2018,3626cpb1565,"Yellow Minifigure, Head Child, Glasses with Red Round Frames, Black Eyebrows, Freckles Pattern - Hollow Stud "
cty0907,"Hiker, Girl Child, Pink Kitty Shirt, Medium Nougat Long Straight Hair with Side Part",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0907,https://www.bricklink.com/catalogItemInv.asp?M=cty0907,2018,973pb2339c01,Bright Pink Torso T-Shirt with 4 White Horizontal Stripes Front and Back with Cat Pattern / Yellow Arms / Yellow Hands 
cty0907,"Hiker, Girl Child, Pink Kitty Shirt, Medium Nougat Long Straight Hair with Side Part",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0907,https://www.bricklink.com/catalogItemInv.asp?M=cty0907,2018,41879pb001,Dark Azure Legs Short with Molded Horizontal Yellow Stripes Pattern 
cty0907,"Hiker, Girl Child, Pink Kitty Shirt, Medium Nougat Long Straight Hair with Side Part",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0907,https://www.bricklink.com/catalogItemInv.asp?M=cty0907,2018,92083,"Medium Nougat Minifigure, Hair Female Long Straight with Left Side Part "
cty0907,"Hiker, Girl Child, Pink Kitty Shirt, Medium Nougat Long Straight Hair with Side Part",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0907,https://www.bricklink.com/catalogItemInv.asp?M=cty0907,2018,3626cpb0690,"Yellow Minifigure, Head Child, Black Eyelashes, Reddish Brown Eyebrows, Freckles Pattern - Hollow Stud "
cty0909,"Hiker, Male Parent, Palm Tree Shirt, Moustache, Dark Brown Smooth Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0909,https://www.bricklink.com/catalogItemInv.asp?M=cty0909,2018,99930,"Dark Brown Minifigure, Hair Short Combed Sideways Part Left "
cty0909,"Hiker, Male Parent, Palm Tree Shirt, Moustache, Dark Brown Smooth Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0909,https://www.bricklink.com/catalogItemInv.asp?M=cty0909,2018,973pb3168c01,Medium Blue Torso Shirt with Bright Light Orange Sunset and Black Palm Trees Pattern / Medium Blue Arms / Yellow Hands 
cty0909,"Hiker, Male Parent, Palm Tree Shirt, Moustache, Dark Brown Smooth Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0909,https://www.bricklink.com/catalogItemInv.asp?M=cty0909,2018,970c00,Tan Hips  and Legs Plain 
cty0909,"Hiker, Male Parent, Palm Tree Shirt, Moustache, Dark Brown Smooth Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0909,https://www.bricklink.com/catalogItemInv.asp?M=cty0909,2018,3626cpb2148,"Yellow Minifigure, Head Dual Sided Reddish Brown Eyebrows and Moustache, Large Smile with Eyes Closed / Smirk Pattern - Hollow Stud "
cty0920,"Hiker, Male, Green Jacket over Raccoon Shirt, Black Legs, Medium Nougat Spiked Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0920,https://www.bricklink.com/catalogItemInv.asp?M=cty0920,2018,970c00,Black Hips  and Legs Plain 
cty0920,"Hiker, Male, Green Jacket over Raccoon Shirt, Black Legs, Medium Nougat Spiked Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0920,https://www.bricklink.com/catalogItemInv.asp?M=cty0920,2018,973pb3170c01,Green Torso Jacket over Dark Blue Shirt with White Collar and Raccoon Logo Pattern / Green Arms / Yellow Hands 
cty0920,"Hiker, Male, Green Jacket over Raccoon Shirt, Black Legs, Medium Nougat Spiked Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0920,https://www.bricklink.com/catalogItemInv.asp?M=cty0920,2018,98385,"Medium Nougat Minifigure, Hair Spiked "
cty0920,"Hiker, Male, Green Jacket over Raccoon Shirt, Black Legs, Medium Nougat Spiked Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0920,https://www.bricklink.com/catalogItemInv.asp?M=cty0920,2018,3626cpb2146,"Yellow Minifigure, Head Dark Brown Eyebrows, Lopsided Grin, Medium Nougat Anchor Beard Pattern - Hollow Stud "
cty1262,"Holiday Camper Van Mother, Baby Carrier",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1262,https://www.bricklink.com/catalogItemInv.asp?M=cty1262,2021,88283,"Dark Orange Minifigure, Hair Mid-Length Tousled with Center Part "
cty1262,"Holiday Camper Van Mother, Baby Carrier",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1262,https://www.bricklink.com/catalogItemInv.asp?M=cty1262,2021,973pb3546c01,Dark Purple Torso Tracksuit with Medium Lavender Zipper and White Mountain Logo on Back Pattern / Dark Purple Arms / Yellow Hands 
cty1262,"Holiday Camper Van Mother, Baby Carrier",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1262,https://www.bricklink.com/catalogItemInv.asp?M=cty1262,2021,37822,Dark Tan Minifigure Baby Carrier 
cty1262,"Holiday Camper Van Mother, Baby Carrier",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1262,https://www.bricklink.com/catalogItemInv.asp?M=cty1262,2021,970c00,Tan Hips  and Legs Plain 
cty1262,"Holiday Camper Van Mother, Baby Carrier",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1262,https://www.bricklink.com/catalogItemInv.asp?M=cty1262,2021,3626cpb1352,"Yellow Minifigure, Head Dual Sided Female Black Eyebrows, Freckles, Eyelashes, Peach Lips, Open Smile with Teeth / Sleeping Pattern - Hollow Stud "
cty1337,Horse Transporter Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1337,https://www.bricklink.com/catalogItemInv.asp?M=cty1337,2022,970c00,Medium Blue Hips  and Legs Plain 
cty1337,Horse Transporter Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1337,https://www.bricklink.com/catalogItemInv.asp?M=cty1337,2022,98385,"Medium Nougat Minifigure, Hair Spiked "
cty1337,Horse Transporter Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1337,https://www.bricklink.com/catalogItemInv.asp?M=cty1337,2022,973pb2834c01,Tan Torso Knit Sweater Pattern / Tan Arms / Yellow Hands 
cty1337,Horse Transporter Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1337,https://www.bricklink.com/catalogItemInv.asp?M=cty1337,2022,3626cpb1286,"Yellow Minifigure, Head Reddish Brown Eyebrows, White Pupils, Lopsided Smile and Medium Nougat Dimple Pattern - Hollow Stud "
cty1338,Horse Transporter Rider,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1338,https://www.bricklink.com/catalogItemInv.asp?M=cty1338,2022,16178pb02," Black Minifigure, Headgear Helmet Construction with Molded Nougat Ponytail Hair Pattern "
cty1338,Horse Transporter Rider,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1338,https://www.bricklink.com/catalogItemInv.asp?M=cty1338,2022,970c00,Dark Blue Hips  and Legs Plain 
cty1338,Horse Transporter Rider,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1338,https://www.bricklink.com/catalogItemInv.asp?M=cty1338,2022,973pb4584c01," Flat Silver Torso Jacket with Zipper, Dark Turquoise Collar and Waist, Medium Lavender Flowers, Dark Bluish Gray Diagonal Pattern / Light Aqua Arms / Yellow Hands "
cty1338,Horse Transporter Rider,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1338,https://www.bricklink.com/catalogItemInv.asp?M=cty1338,2022,3626cpb2381,"Yellow Minifigure, Head Female Black Eyebrows, Eyelashes, Peach Lips, Smile, Teeth Pattern - Hollow Stud "
cty0878,Hot Dog Chef,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0878,https://www.bricklink.com/catalogItemInv.asp?M=cty0878,2018,970c00,Black Hips  and Legs Plain 
cty0878,Hot Dog Chef,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0878,https://www.bricklink.com/catalogItemInv.asp?M=cty0878,2018,3898,"White Minifigure, Headgear Hat, Chef Toque "
cty0878,Hot Dog Chef,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0878,https://www.bricklink.com/catalogItemInv.asp?M=cty0878,2018,973pb2335c01,"White Torso Chef with 8 Buttons, Long Red Neckerchief, Light Bluish Gray Wrinkles and Back Print Pattern / White Arms / Yellow Hands "
cty0878,Hot Dog Chef,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0878,https://www.bricklink.com/catalogItemInv.asp?M=cty0878,2018,3626cpb1564,"Yellow Minifigure, Head Dark Orange Eyebrows and Bushy Moustache Pattern - Hollow Stud "
cty1434,"Hot Dog Vendor - Red Legs and Cap, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1434,https://www.bricklink.com/catalogItemInv.asp?M=cty1434,2022,970c00,Red Hips  and Legs Plain 
cty1434,"Hot Dog Vendor - Red Legs and Cap, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1434,https://www.bricklink.com/catalogItemInv.asp?M=cty1434,2022,11303,"Red Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top "
cty1434,"Hot Dog Vendor - Red Legs and Cap, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1434,https://www.bricklink.com/catalogItemInv.asp?M=cty1434,2022,973pb3548c01,White Torso Shirt with Dark Turquoise and Dark Pink Vertical Stripes Pattern / White Arms / Yellow Hands 
cty1434,"Hot Dog Vendor - Red Legs and Cap, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1434,https://www.bricklink.com/catalogItemInv.asp?M=cty1434,2022,3626cpb0643,"Yellow Minifigure, Head Male Stern Black Eyebrows, White Pupils, Frown, Sweat Drops Pattern - Hollow Stud "
