item_number,description,category,item_link,parts_link,release_year,parts_id,parts_description
twn421,"Accountant - Male, Black Vest with Blue Striped Tie, Black Legs, Black Bowler Hat, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn421,https://www.bricklink.com/catalogItemInv.asp?M=twn421,2022,970c00,Black Hips  and Legs Plain 
twn421,"Accountant - Male, Black Vest with Blue Striped Tie, Black Legs, Black Bowler Hat, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn421,https://www.bricklink.com/catalogItemInv.asp?M=twn421,2022,95674,"Black Minifigure, Headgear Hat, Bowler "
twn421,"Accountant - Male, Black Vest with Blue Striped Tie, Black Legs, Black Bowler Hat, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn421,https://www.bricklink.com/catalogItemInv.asp?M=twn421,2022,973pb3159c01,"Black Torso Town Vest with Pockets, Back Creases and Blue Striped Tie over White Collar Shirt Pattern / White Arms / Yellow Hands "
twn421,"Accountant - Male, Black Vest with Blue Striped Tie, Black Legs, Black Bowler Hat, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn421,https://www.bricklink.com/catalogItemInv.asp?M=twn421,2022,3626cpb2199,"Yellow Minifigure, Head Beard with Thick Gray Eyebrows, Angular Beard, Open White Mouth, White Pupils Pattern - Hollow Stud "
cty1187,"Air Traffic Controller - Male, Reddish Brown Hair, Orange Safety Vest, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1187,https://www.bricklink.com/catalogItemInv.asp?M=cty1187,2020,970c00,Dark Tan Hips  and Legs Plain 
cty1187,"Air Traffic Controller - Male, Reddish Brown Hair, Orange Safety Vest, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1187,https://www.bricklink.com/catalogItemInv.asp?M=cty1187,2020,973pb2017c01,"Orange Torso Safety Vest with Reflective Stripes over Medium Blue Shirt, ID Badge, Red Pen Around Neck Pattern / Medium Blue Arms / Yellow Hands "
cty1187,"Air Traffic Controller - Male, Reddish Brown Hair, Orange Safety Vest, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1187,https://www.bricklink.com/catalogItemInv.asp?M=cty1187,2020,62810,"Reddish Brown Minifigure, Hair Short Tousled with Side Part "
cty1187,"Air Traffic Controller - Male, Reddish Brown Hair, Orange Safety Vest, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1187,https://www.bricklink.com/catalogItemInv.asp?M=cty1187,2020,3626cpb1966,"Yellow Minifigure, Head Male Smirk, Peach Dimple, Pupils, Stubble Beard, Moustache, and Sideburns Pattern - Hollow Stud "
cty1183,"Airport Flagman - Male, Red Helmet with Earmuffs, Dark Blue Jumpsuit with Orange Stripes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1183,https://www.bricklink.com/catalogItemInv.asp?M=cty1183,2020,970c00pb0748,Dark Blue Hips and Legs with Dark Orange Stripes Pattern 
cty1183,"Airport Flagman - Male, Red Helmet with Earmuffs, Dark Blue Jumpsuit with Orange Stripes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1183,https://www.bricklink.com/catalogItemInv.asp?M=cty1183,2020,973pb3556c01,Dark Blue Torso Jumpsuit with Orange Stripes and White Minifigure ID Badge Pattern / Dark Blue Arms / Yellow Hands 
cty1183,"Airport Flagman - Male, Red Helmet with Earmuffs, Dark Blue Jumpsuit with Orange Stripes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1183,https://www.bricklink.com/catalogItemInv.asp?M=cty1183,2020,18899pb01,"Red Minifigure, Headgear Helmet Construction with Black Ear Protector / Headphones Pattern "
cty1183,"Airport Flagman - Male, Red Helmet with Earmuffs, Dark Blue Jumpsuit with Orange Stripes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1183,https://www.bricklink.com/catalogItemInv.asp?M=cty1183,2020,3626cpb2519,"Yellow Minifigure, Head Black Eyebrows, White Pupils, Cheek Scuff, Lopsided Grin Pattern - Hollow Stud "
cty0949,"Airport Flagman, Red Helmet with Earmuffs, Blue Jacket with Orange Stripes and Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0949,https://www.bricklink.com/catalogItemInv.asp?M=cty0949,2018,973pb3100c01,"Blue Torso City Jacket with Diagonal Lower Pockets & Pen over Creased Sweater, Orange Stripes Pattern, Printing on Back / Blue Arms / Yellow Hands "
cty0949,"Airport Flagman, Red Helmet with Earmuffs, Blue Jacket with Orange Stripes and Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0949,https://www.bricklink.com/catalogItemInv.asp?M=cty0949,2018,970c00,Orange Hips  and Legs Plain 
cty0949,"Airport Flagman, Red Helmet with Earmuffs, Blue Jacket with Orange Stripes and Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0949,https://www.bricklink.com/catalogItemInv.asp?M=cty0949,2018,18899pb01,"Red Minifigure, Headgear Helmet Construction with Black Ear Protector / Headphones Pattern "
cty0949,"Airport Flagman, Red Helmet with Earmuffs, Blue Jacket with Orange Stripes and Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0949,https://www.bricklink.com/catalogItemInv.asp?M=cty0949,2018,3626cpb1213,"Yellow Minifigure, Head Beard Black Angular, Pupils, Teeth Pattern - Hollow Stud "
cty0950,"Airport Luggage Handler, Female, Red Helmet with Ponytail, Orange Reflective Uniform",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0950,https://www.bricklink.com/catalogItemInv.asp?M=cty0950,2018,970c00,Orange Hips  and Legs Plain 
cty0950,"Airport Luggage Handler, Female, Red Helmet with Ponytail, Orange Reflective Uniform",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0950,https://www.bricklink.com/catalogItemInv.asp?M=cty0950,2018,973pb2017c01,"Orange Torso Safety Vest with Reflective Stripes over Medium Blue Shirt, ID Badge, Red Pen Around Neck Pattern / Medium Blue Arms / Yellow Hands "
cty0950,"Airport Luggage Handler, Female, Red Helmet with Ponytail, Orange Reflective Uniform",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0950,https://www.bricklink.com/catalogItemInv.asp?M=cty0950,2018,16178pb01,"Red Minifigure, Headgear Helmet Construction with Molded Dark Brown Ponytail Hair Pattern "
cty0950,"Airport Luggage Handler, Female, Red Helmet with Ponytail, Orange Reflective Uniform",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0950,https://www.bricklink.com/catalogItemInv.asp?M=cty0950,2018,3626cpb1277,"Yellow Minifigure, Head Dual Sided Female Black Eyebrows, Dark Pink Lips, Eyelashes / Sunglasses with Medium Lavender Frames Pattern - Hollow Stud "
cty0841,Airshow Jet Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0841,https://www.bricklink.com/catalogItemInv.asp?M=cty0841,2018,970c00,Dark Blue Hips  and Legs Plain 
cty0841,Airshow Jet Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0841,https://www.bricklink.com/catalogItemInv.asp?M=cty0841,2018,973pb2473c01,"Dark Blue Torso Jet Pilot Airplane over Red, White and Gold Stripe Pattern / Dark Blue Arms / Dark Bluish Gray Hands "
cty0841,Airshow Jet Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0841,https://www.bricklink.com/catalogItemInv.asp?M=cty0841,2018,2447,"Trans-Black Minifigure, Visor Standard "
cty0841,Airshow Jet Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0841,https://www.bricklink.com/catalogItemInv.asp?M=cty0841,2018,2446,"White Minifigure, Headgear Helmet Motorcycle (Standard) "
cty0841,Airshow Jet Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0841,https://www.bricklink.com/catalogItemInv.asp?M=cty0841,2018,3626cpb1837,"Yellow Minifigure, Head Glasses with Blue Sunglasses, Black Eyebrows, Left Eyebrow Raised Pattern - Hollow Stud "
cty1266,"Airshow Jet Pilot - Bright Light Orange Jacket, Dark Blue Legs, White Helmet, Oxygen Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1266,https://www.bricklink.com/catalogItemInv.asp?M=cty1266,2021,973pb4174c01,"Bright Light Orange Torso Jacket with Dark Blue Stripe, Airplane and Gold Logo Pin Pattern / Bright Light Orange Arms / Black Hands "
cty1266,"Airshow Jet Pilot - Bright Light Orange Jacket, Dark Blue Legs, White Helmet, Oxygen Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1266,https://www.bricklink.com/catalogItemInv.asp?M=cty1266,2021,970c00,Dark Blue Hips  and Legs Plain 
cty1266,"Airshow Jet Pilot - Bright Light Orange Jacket, Dark Blue Legs, White Helmet, Oxygen Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1266,https://www.bricklink.com/catalogItemInv.asp?M=cty1266,2021,39796,"Light Bluish Gray Minifigure Breathing Apparatus, Aviator Oxygen Mask "
cty1266,"Airshow Jet Pilot - Bright Light Orange Jacket, Dark Blue Legs, White Helmet, Oxygen Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1266,https://www.bricklink.com/catalogItemInv.asp?M=cty1266,2021,41805,"Trans-Light Blue Minifigure, Visor Flight Helmet "
cty1266,"Airshow Jet Pilot - Bright Light Orange Jacket, Dark Blue Legs, White Helmet, Oxygen Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1266,https://www.bricklink.com/catalogItemInv.asp?M=cty1266,2021,93560,"White Minifigure, Headgear Helmet Sports/Flight "
cty1266,"Airshow Jet Pilot - Bright Light Orange Jacket, Dark Blue Legs, White Helmet, Oxygen Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1266,https://www.bricklink.com/catalogItemInv.asp?M=cty1266,2021,3626cpb2385,"Yellow Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Smirk Pattern - Hollow Stud "
cty1349,"Ambulance Driver - Female, Dark Turquoise and Neon Yellow Safety Vest, Sand Green Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1349,https://www.bricklink.com/catalogItemInv.asp?M=cty1349,2022,973pb4533c01," Neon Yellow Torso Dark Turquoise Safety Vest with Silver Reflective Stripes, Black Pockets, EMT Star of Life on Back Pattern / Dark Turquoise Arms / Black Hands "
cty1349,"Ambulance Driver - Female, Dark Turquoise and Neon Yellow Safety Vest, Sand Green Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1349,https://www.bricklink.com/catalogItemInv.asp?M=cty1349,2022,35660pb03," Reddish Brown Minifigure, Hair Combo, Hair with Hat, Ponytail with White Ball Cap Pattern "
cty1349,"Ambulance Driver - Female, Dark Turquoise and Neon Yellow Safety Vest, Sand Green Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1349,https://www.bricklink.com/catalogItemInv.asp?M=cty1349,2022,970c00,Sand Green Hips  and Legs Plain 
cty1349,"Ambulance Driver - Female, Dark Turquoise and Neon Yellow Safety Vest, Sand Green Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1349,https://www.bricklink.com/catalogItemInv.asp?M=cty1349,2022,3626cpb1211,"Yellow Minifigure, Head Female Black Thin Eyebrows, Peach Lips Smile Pattern - Hollow Stud "
cty0713,"Angler Female, Sand Blue Legs, Reddish Brown Hair, Peach Lips, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0713,https://www.bricklink.com/catalogItemInv.asp?M=cty0713,2017,87990,"Reddish Brown Minifigure, Hair Female Ponytail and Swept Sideways Fringe "
cty0713,"Angler Female, Sand Blue Legs, Reddish Brown Hair, Peach Lips, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0713,https://www.bricklink.com/catalogItemInv.asp?M=cty0713,2017,970c00,Sand Blue Hips  and Legs Plain 
cty0713,"Angler Female, Sand Blue Legs, Reddish Brown Hair, Peach Lips, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0713,https://www.bricklink.com/catalogItemInv.asp?M=cty0713,2017,973pb2607c01,White Torso Female Outline Sweatshirt with Zipper Pattern / Green Arms / Yellow Hands 
cty0713,"Angler Female, Sand Blue Legs, Reddish Brown Hair, Peach Lips, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0713,https://www.bricklink.com/catalogItemInv.asp?M=cty0713,2017,97895,"Yellow Minifigure Life Jacket, Center Buckle "
cty0713,"Angler Female, Sand Blue Legs, Reddish Brown Hair, Peach Lips, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0713,https://www.bricklink.com/catalogItemInv.asp?M=cty0713,2017,3626cpb0633,"Yellow Minifigure, Head Female Black Eyebrows, Peach Lips Open Smile Pattern - Hollow Stud "
cty0714,"Angler Male, Dark Tan Legs, Dark Red Cap, Silver Sunglasses, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0714,https://www.bricklink.com/catalogItemInv.asp?M=cty0714,2017,973pb2346c01,Dark Azure Torso Hoodie with Zipper over Lime and Green Striped Shirt Pattern / Dark Azure Arms / Yellow Hands 
cty0714,"Angler Male, Dark Tan Legs, Dark Red Cap, Silver Sunglasses, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0714,https://www.bricklink.com/catalogItemInv.asp?M=cty0714,2017,11303,"Dark Red Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top "
cty0714,"Angler Male, Dark Tan Legs, Dark Red Cap, Silver Sunglasses, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0714,https://www.bricklink.com/catalogItemInv.asp?M=cty0714,2017,970c00,Dark Tan Hips  and Legs Plain 
cty0714,"Angler Male, Dark Tan Legs, Dark Red Cap, Silver Sunglasses, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0714,https://www.bricklink.com/catalogItemInv.asp?M=cty0714,2017,97895,"Yellow Minifigure Life Jacket, Center Buckle "
cty0714,"Angler Male, Dark Tan Legs, Dark Red Cap, Silver Sunglasses, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0714,https://www.bricklink.com/catalogItemInv.asp?M=cty0714,2017,3626cpb1933,"Yellow Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Wavy, Thin Grin Pattern - Hollow Stud "
cty0923,Arctic Climber,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0923,https://www.bricklink.com/catalogItemInv.asp?M=cty0923,2018,46303,"Dark Azure Minifigure, Headgear Helmet Sports with Vent Holes "
cty0923,Arctic Climber,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0923,https://www.bricklink.com/catalogItemInv.asp?M=cty0923,2018,973pb3185c01,Dark Azure Torso Arctic Overalls (Parka) with Safety Rope Pattern / Dark Azure Arms / Dark Blue Hands 
cty0923,Arctic Climber,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0923,https://www.bricklink.com/catalogItemInv.asp?M=cty0923,2018,3626cpb2159,"Dark Blue Minifigure, Head Glasses with White Goggles Pattern - Hollow Stud "
cty0923,Arctic Climber,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0923,https://www.bricklink.com/catalogItemInv.asp?M=cty0923,2018,970c00pb0682,Dark Orange Hips and Legs with Orange Harness Pattern 
cty0929,Arctic Expedition Leader,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0929,https://www.bricklink.com/catalogItemInv.asp?M=cty0929,2018,970c00,Dark Azure Hips  and Legs Plain 
cty0929,Arctic Expedition Leader,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0929,https://www.bricklink.com/catalogItemInv.asp?M=cty0929,2018,90541,"Dark Azure Minifigure, Headgear Cap, Ski Beanie "
cty0929,Arctic Expedition Leader,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0929,https://www.bricklink.com/catalogItemInv.asp?M=cty0929,2018,973pb3188c01,Dark Blue Torso Jacket with Monitor Device Pattern / Dark Blue Arms / White Hands 
cty0929,Arctic Expedition Leader,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0929,https://www.bricklink.com/catalogItemInv.asp?M=cty0929,2018,3626cpb0852,"Yellow Minifigure, Head Male Brown Beard and Eyebrows, Goatee, Pupils, Teeth Pattern - Hollow Stud "
cty0903,"Arctic Explorer - Ski Beanie Hat, Light Blue Ski Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0903,https://www.bricklink.com/catalogItemInv.asp?M=cty0903,2018,90541,"Dark Azure Minifigure, Headgear Cap, Ski Beanie "
cty0903,"Arctic Explorer - Ski Beanie Hat, Light Blue Ski Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0903,https://www.bricklink.com/catalogItemInv.asp?M=cty0903,2018,973pb3142c01,"Dark Azure Torso Jacket with Monitor Device, Bright Light Orange Belt and Zipper Pocket Pattern / Dark Azure Arms / White Hands "
cty0903,"Arctic Explorer - Ski Beanie Hat, Light Blue Ski Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0903,https://www.bricklink.com/catalogItemInv.asp?M=cty0903,2018,970c00,Dark Blue Hips  and Legs Plain 
cty0903,"Arctic Explorer - Ski Beanie Hat, Light Blue Ski Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0903,https://www.bricklink.com/catalogItemInv.asp?M=cty0903,2018,3626cpb2022,"Yellow Minifigure, Head Glasses with Light Blue Ski Goggles and Slight Frown Pattern - Hollow Stud "
cty0928,"Arctic Explorer - Ushanka Hat, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0928,https://www.bricklink.com/catalogItemInv.asp?M=cty0928,2018,973pb3142c01,"Dark Azure Torso Jacket with Monitor Device, Bright Light Orange Belt and Zipper Pocket Pattern / Dark Azure Arms / White Hands "
cty0928,"Arctic Explorer - Ushanka Hat, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0928,https://www.bricklink.com/catalogItemInv.asp?M=cty0928,2018,970c00,Dark Blue Hips  and Legs Plain 
cty0928,"Arctic Explorer - Ushanka Hat, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0928,https://www.bricklink.com/catalogItemInv.asp?M=cty0928,2018,36933pb02,"White Minifigure, Headgear Ushanka Hat with Dark Azure Pattern "
cty0928,"Arctic Explorer - Ushanka Hat, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0928,https://www.bricklink.com/catalogItemInv.asp?M=cty0928,2018,3626cpb0641,"Yellow Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern - Hollow Stud "
cty0927,"Arctic Explorer Female - Dirt Bike Helmet, Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0927,https://www.bricklink.com/catalogItemInv.asp?M=cty0927,2018,35458,"Dark Azure Minifigure, Headgear Helmet Dirt Bike "
cty0927,"Arctic Explorer Female - Dirt Bike Helmet, Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0927,https://www.bricklink.com/catalogItemInv.asp?M=cty0927,2018,973pb3153c01,Dark Azure Torso Female Jacket with Bright Light Orange Belt and Zipper Pockets Pattern / Dark Azure Arms / White Hands 
cty0927,"Arctic Explorer Female - Dirt Bike Helmet, Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0927,https://www.bricklink.com/catalogItemInv.asp?M=cty0927,2018,970c00,Dark Blue Hips  and Legs Plain 
cty0927,"Arctic Explorer Female - Dirt Bike Helmet, Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0927,https://www.bricklink.com/catalogItemInv.asp?M=cty0927,2018,46304,"White Minifigure, Visor Snow Goggles "
cty0927,"Arctic Explorer Female - Dirt Bike Helmet, Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0927,https://www.bricklink.com/catalogItemInv.asp?M=cty0927,2018,3626cpb1746,"Yellow Minifigure, Head Female Black Eyebrows, Left Raised, Eyelashes, Peach Lips, Smirk Pattern - Hollow Stud "
cty0926,"Arctic Explorer Female - Fur-Lined Hood, Light Blue Ski Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0926,https://www.bricklink.com/catalogItemInv.asp?M=cty0926,2018,973pb3153c01,Dark Azure Torso Female Jacket with Bright Light Orange Belt and Zipper Pockets Pattern / Dark Azure Arms / White Hands 
cty0926,"Arctic Explorer Female - Fur-Lined Hood, Light Blue Ski Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0926,https://www.bricklink.com/catalogItemInv.asp?M=cty0926,2018,970c00,Dark Blue Hips  and Legs Plain 
cty0926,"Arctic Explorer Female - Fur-Lined Hood, Light Blue Ski Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0926,https://www.bricklink.com/catalogItemInv.asp?M=cty0926,2018,95678pb07,"White Minifigure, Headgear Hood Fur-lined, Short with Dark Azure Hood Pattern "
cty0926,"Arctic Explorer Female - Fur-Lined Hood, Light Blue Ski Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0926,https://www.bricklink.com/catalogItemInv.asp?M=cty0926,2018,3626cpb2139,"Yellow Minifigure, Head Female Glasses with Light Blue Ski Goggles, Orange Lips and Smile Pattern - Hollow Stud "
cty0931,Arctic Explorer Female - Ski Beanie Hat,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0931,https://www.bricklink.com/catalogItemInv.asp?M=cty0931,2018,90541,"Dark Azure Minifigure, Headgear Cap, Ski Beanie "
cty0931,Arctic Explorer Female - Ski Beanie Hat,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0931,https://www.bricklink.com/catalogItemInv.asp?M=cty0931,2018,973pb3153c01,Dark Azure Torso Female Jacket with Bright Light Orange Belt and Zipper Pockets Pattern / Dark Azure Arms / White Hands 
cty0931,Arctic Explorer Female - Ski Beanie Hat,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0931,https://www.bricklink.com/catalogItemInv.asp?M=cty0931,2018,970c00,Dark Blue Hips  and Legs Plain 
cty0931,Arctic Explorer Female - Ski Beanie Hat,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0931,https://www.bricklink.com/catalogItemInv.asp?M=cty0931,2018,3626cpb1211,"Yellow Minifigure, Head Female Black Thin Eyebrows, Peach Lips Smile Pattern - Hollow Stud "
cty0906,"Arctic Explorer Female - Ski Beanie Hat, Light Blue Ski Goggles, Snowshoes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0906,https://www.bricklink.com/catalogItemInv.asp?M=cty0906,2018,11187,Bright Light Orange Minifigure Footgear Snowshoe - Short Front End 
cty0906,"Arctic Explorer Female - Ski Beanie Hat, Light Blue Ski Goggles, Snowshoes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0906,https://www.bricklink.com/catalogItemInv.asp?M=cty0906,2018,90541,"Dark Azure Minifigure, Headgear Cap, Ski Beanie "
cty0906,"Arctic Explorer Female - Ski Beanie Hat, Light Blue Ski Goggles, Snowshoes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0906,https://www.bricklink.com/catalogItemInv.asp?M=cty0906,2018,973pb3153c01,Dark Azure Torso Female Jacket with Bright Light Orange Belt and Zipper Pockets Pattern / Dark Azure Arms / White Hands 
cty0906,"Arctic Explorer Female - Ski Beanie Hat, Light Blue Ski Goggles, Snowshoes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0906,https://www.bricklink.com/catalogItemInv.asp?M=cty0906,2018,970c00,Dark Blue Hips  and Legs Plain 
cty0906,"Arctic Explorer Female - Ski Beanie Hat, Light Blue Ski Goggles, Snowshoes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0906,https://www.bricklink.com/catalogItemInv.asp?M=cty0906,2018,3626cpb2139,"Yellow Minifigure, Head Female Glasses with Light Blue Ski Goggles, Orange Lips and Smile Pattern - Hollow Stud "
cty0905,Arctic Photographer / Biologist,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0905,https://www.bricklink.com/catalogItemInv.asp?M=cty0905,2018,970c00,Black Hips  and Legs Plain 
cty0905,Arctic Photographer / Biologist,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0905,https://www.bricklink.com/catalogItemInv.asp?M=cty0905,2018,973pb3152c01,Red Torso Jacket with Monitor Device and Black Pockets Pattern / Red Arms / Dark Azure Hands 
cty0905,Arctic Photographer / Biologist,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0905,https://www.bricklink.com/catalogItemInv.asp?M=cty0905,2018,36933pb01,"Tan Minifigure, Headgear Ushanka Hat with Red Pattern "
cty0905,Arctic Photographer / Biologist,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0905,https://www.bricklink.com/catalogItemInv.asp?M=cty0905,2018,3626cpb0849,"Yellow Minifigure, Head Beard Dark Tan Angular, Pupils, Bottom Eye Lid Line, Teeth Pattern - Hollow Stud "
cty0924,Arctic Plane / Quadcopter Pilot Female,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0924,https://www.bricklink.com/catalogItemInv.asp?M=cty0924,2018,2446,"Dark Azure Minifigure, Headgear Helmet Motorcycle (Standard) "
cty0924,Arctic Plane / Quadcopter Pilot Female,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0924,https://www.bricklink.com/catalogItemInv.asp?M=cty0924,2018,970c00pb0682,Dark Orange Hips and Legs with Orange Harness Pattern 
cty0924,Arctic Plane / Quadcopter Pilot Female,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0924,https://www.bricklink.com/catalogItemInv.asp?M=cty0924,2018,973pb3186c01,Dark Orange Torso Pilot Suit with Safety Belts Pattern (Parka) / Dark Orange Arms / Dark Azure Hands 
cty0924,Arctic Plane / Quadcopter Pilot Female,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0924,https://www.bricklink.com/catalogItemInv.asp?M=cty0924,2018,2447,"Trans-Black Minifigure, Visor Standard "
cty0924,Arctic Plane / Quadcopter Pilot Female,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0924,https://www.bricklink.com/catalogItemInv.asp?M=cty0924,2018,3626cpb1766,"Yellow Minifigure, Head Female Glasses Light Blue with Black Frame, Peach Lips, Closed Mouth Smile Pattern - Hollow Stud "
cty0904,Arctic Snowmobile Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0904,https://www.bricklink.com/catalogItemInv.asp?M=cty0904,2018,35458,"Dark Azure Minifigure, Headgear Helmet Dirt Bike "
cty0904,Arctic Snowmobile Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0904,https://www.bricklink.com/catalogItemInv.asp?M=cty0904,2018,970c00,Dark Blue Hips  and Legs Plain 
cty0904,Arctic Snowmobile Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0904,https://www.bricklink.com/catalogItemInv.asp?M=cty0904,2018,973pb3151c01,Dark Blue Torso Hoodie Bright Light Orange Diagonal Half with Zipper Pockets Pattern / Bright Light Orange Arm Left / Dark Blue Arm Right / Dark Azure Hands 
cty0904,Arctic Snowmobile Driver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0904,https://www.bricklink.com/catalogItemInv.asp?M=cty0904,2018,46304,"White Minifigure, Visor Snow Goggles "
