"","X","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode","age","expression","gender","expressionOne","expressionTwo","otherAttr","expressionDivOne","expressionDivTwo"
"1795",1818,"3626pb3128","Minifigure, Head Dual Sided Dark Brown Eyebrows, Wide Grin with Raised Eyebrow Right / Neutral Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3128","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3128&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3128#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3128&ColorID=90","#faccae","no tag"," Wide Grin with Raised Eyebrow Right / Neutral Pattern","no tag","Grin","Neutral","none","Happy","Neutral"
"1796",1819,"3626pb3135","Minifigure, Head Dual Sided Dark Orange Eyebrows and Beard, Open Mouth with White Teeth / Closed Mouth and Gold Headset Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3135","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3135&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3135#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3135&ColorID=90","#faccae","no tag"," Open Mouth with White Teeth / Closed Mouth and Gold Headset Pattern","male-coded","none","none","none","NA","NA"
"1797",1820,"3626pb3189","Minifigure, Head Dual Sided Dark Orange Eyebrows, Medium Nougat Freckles, Dark Tan Scuff Mark, Lopsided Grin / Eating Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3189","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3189&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3189#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3189&ColorID=90","#faccae","no tag"," Lopsided Grin / Eating Pattern","no tag","Grin","Eating","Freckles","Happy","others"
"1798",1821,"3626pb3213","Minifigure, Head Dual Sided Dark Orange Eyebrows, Moustache, and Beard, Neutral / Angry Open Mouth Frown with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3213","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3213&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3213#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3213&ColorID=90","#faccae","no tag"," Neutral / Angry Open Mouth Frown with Teeth Pattern","male-coded","Neutral","Frown","none","Neutral","Angry"
"1799",1822,"3626pb3002","Minifigure, Head Dual Sided Dark Tan Eyebrows and Goatee, Nougat Cheek Lines, Neutral / Laughing with Open Mouth and Closed Eyes Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3002","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3002&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3002#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3002&ColorID=3","#f3d000","no tag"," Neutral / Laughing with Open Mouth and Closed Eyes Pattern","male-coded","Neutral","Laugh","none","Neutral","Happy"
"1800",1823,"3626pb3133","Minifigure, Head Dual Sided Dark Tan Eyebrows, Nougat Cheek Lines and Chin Dimple, Neutral / Angry with Open Mouth with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3133","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3133&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3133#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3133&ColorID=90","#faccae","no tag"," Neutral / Angry with Open Mouth with Teeth Pattern","no tag","Neutral","none","none","Neutral","NA"
"1801",1824,"3626pb3049","Minifigure, Head Dual Sided Dark Tan Thick Eyebrows and Moustache, Nougat Cheek Lines / Dark Orange Eyebrows, Worried Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3049","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3049&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3049#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3049&ColorID=90","#faccae","no tag"," Worried Smile Pattern","male-coded","Worried","Smile","none","Scared","Happy"
"1802",1825,"3626pb2963","Minifigure, Head Dual Sided Female Black Eyebrows and Beauty Mark, Medium Nougat Lips, Lopsided Grin / Surprised Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2963","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2963&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2963#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2963&ColorID=3","#f3d000","no tag"," Lopsided Grin / Surprised Pattern","female-coded","Grin","Surprised","Beauty Mark","Happy","Surprised"
"1803",1826,"3626pb3173","Minifigure, Head Dual Sided Female Black Eyebrows and Glasses, Lopsided Grin / Open Mouth Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3173","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3173&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3173#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3173&ColorID=28","#f8ae79","no tag"," Lopsided Grin / Open Mouth Smile Pattern","female-coded","Grin","Smile","Glasses","Happy","Happy"
"1804",1827,"3626pb2956","Minifigure, Head Dual Sided Female Black Eyebrows and Mask, Medium Nougat Lips, and Open Mouth Smile with Teeth / Frown Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2956","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2956&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2956#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2956&ColorID=3","#f3d000","no tag"," and Open Mouth Smile with Teeth / Frown Pattern","female-coded","Smile","Frown","Mask","Happy","Angry"
"1805",1828,"3626pb3015","Minifigure, Head Dual Sided Female Black Eyebrows Thick, Single Eyelashes, Dark Brown Lips, Open Mouth Smile with Top Teeth and Red Tongue / Smirk Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3015","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3015&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3015#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3015&ColorID=88","#843419","no tag"," Open Mouth Smile with Top Teeth and Red Tongue / Smirk Pattern","female-coded","Smile","Smirk","none","Happy","Evil"
"1806",1829,"3626pb3082","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Orange Glasses, Medium Nougat Lips, Lopsided Grin / Frown Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3082","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3082&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3082#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3082&ColorID=3","#f3d000","no tag"," Lopsided Grin / Frown Pattern","female-coded","Grin","Frown","Glasses","Happy","Angry"
"1807",1830,"3626pb3111","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Red Lips, Medium Nougat Contour Lines, Small Smile / Scowl Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3111","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3111&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3111#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3111&ColorID=90","#faccae","no tag"," Small Smile / Scowl Pattern","female-coded","Smile","Scowl","none","Happy","Angry"
"1808",1831,"3626pb3170","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Dark Orange Lips, Lopsided Grin with Dimple / Open Mouth Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3170","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3170&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3170#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3170&ColorID=28","#f8ae79","no tag"," Lopsided Grin with Dimple / Open Mouth Smile with Teeth Pattern","female-coded","Grin","Smile","none","Happy","Happy"
"1809",1832,"3626pb2932","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Nougat Lips, Open Mouth Smile with Teeth / Lopsided Grin Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2932","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2932&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2932#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2932&ColorID=3","#f3d000","no tag"," Open Mouth Smile with Teeth / Lopsided Grin Pattern","female-coded","Smile","Grin","none","Happy","Happy"
"1810",1833,"3626pb3165","Minifigure, Head Dual Sided Female Black Eyebrows, Glasses, Peach Lips, Open Mouth Smile / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3165","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3165&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3165#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3165&ColorID=241","#d9c594","no tag"," Open Mouth Smile / Scared Pattern","female-coded","Smile","Scared","Glasses","Happy","Scared"
"1811",1834,"3626pb3169","Minifigure, Head Dual Sided Female Black Eyebrows, Light Nougat Vitiligo, Reddish Brown Lips, Grin / Open Mouth Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3169","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3169&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3169#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3169&ColorID=240","#a16c42","no tag"," Grin / Open Mouth Smile Pattern","female-coded","Grin","Smile","Vitiligo","Happy","Happy"
"1812",1835,"3626pb3172","Minifigure, Head Dual Sided Female Black Eyebrows, Nougat Eye Shadow and Lips, Open Smile / Disgust with Raised Eyebrow Right Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3172","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3172&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3172#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3172&ColorID=241","#d9c594","no tag"," Open Smile / Disgust with Raised Eyebrow Right Pattern","female-coded","Smile","Disgust","none","Happy","Angry"
"1813",1836,"3626pb2958","Minifigure, Head Dual Sided Female Black Eyebrows, Red Lips, Smile with Teeth / Worried with Sweat Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2958","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2958&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2958#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2958&ColorID=3","#f3d000","no tag"," Smile with Teeth / Worried with Sweat Pattern","female-coded","Smile","Worried","none","Happy","Scared"
"1814",1837,"3626pb3168","Minifigure, Head Dual Sided Female Black Eyebrows, Reddish Brown Lips, Frown with Raised Eyebrow Left / Open Mouth Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3168","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3168&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3168#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3168&ColorID=240","#a16c42","no tag"," Frown with Raised Eyebrow Left / Open Mouth Smile Pattern","female-coded","Frown","Smile","none","Angry","Happy"
"1815",1838,"3626pb3061","Minifigure, Head Dual Sided Female Black Eyebrows, Short Eyelashes, Nougat Lips, Grin / Bared Teeth and Red Eyes Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3061","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3061&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3061#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3061&ColorID=90","#faccae","no tag"," Grin / Bared Teeth and Red Eyes Pattern","female-coded","Grin","none","none","Happy","NA"
"1816",1839,"3626pb3163","Minifigure, Head Dual Sided Female Black Eyebrows, Silver Round Glasses, Neutral / Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3163","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3163&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3163#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb3163&ColorID=150","#dd9f55","no tag"," Neutral / Smile with Teeth Pattern","female-coded","Neutral","Smile","Glasses","Neutral","Happy"
"1817",1840,"3626pb3174","Minifigure, Head Dual Sided Female Black Thick Eyebrows, Chin Dimple, Open Mouth Smile / Gritted Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3174","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3174&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3174#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3174&ColorID=241","#d9c594","no tag"," Open Mouth Smile / Gritted Teeth Pattern","female-coded","Smile","Gritted","none","Happy","Angry"
"1818",1841,"3626pb3003","Minifigure, Head Dual Sided Female Black Thin Eyebrows, Red Lips, Silver Glasses, Smile / Laughing with Open Mouth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3003","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3003&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3003#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3003&ColorID=3","#f3d000","no tag"," Smile / Laughing with Open Mouth Pattern","female-coded","Smile","Laugh","Glasses","Happy","Happy"
"1819",1842,"3626pb2967","Minifigure, Head Dual Sided Female Blue Domino Mask, Dark Pink Lips, Grin / Open Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2967","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2967&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2967#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb2967&ColorID=150","#dd9f55","no tag"," Grin / Open Smile Pattern","female-coded","Grin","Smile","Mask","Happy","Happy"
"1820",1843,"3626pb3009","Minifigure, Head Dual Sided Female Dark Bluish Gray Eyebrows, Black Eyelashes, Medium Nougat Dimples and Wrinkles, Nougat Lips, Grin / Concerned Open Mouth with Top Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3009","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3009&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3009#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3009&ColorID=90","#faccae","old"," Grin / Concerned Open Mouth with Top Teeth Pattern","female-coded","Grin","none","none","Happy","NA"
"1821",1844,"3626pb2964","Minifigure, Head Dual Sided Female Dark Bluish Gray Eyebrows, Black Eyelashes, Medium Nougat Lips, Grin / Open Mouth Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2964","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2964&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2964#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2964&ColorID=3","#f3d000","no tag"," Grin / Open Mouth Smile with Teeth Pattern","female-coded","Grin","Smile","none","Happy","Happy"
"1822",1845,"3626pb3017","Minifigure, Head Dual Sided Female Dark Bluish Gray Eyebrows, Dark Orange Wrinkles and Lips, Grin / Scowl Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3017","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3017&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3017#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3017&ColorID=28","#f8ae79","old"," Grin / Scowl Pattern","female-coded","Grin","Scowl","none","Happy","Angry"
"1823",1846,"3626pb3171","Minifigure, Head Dual Sided Female Dark Brown Eyebrows Thick, Black Eyelashes, Nougat Lips, Lopsided Grin / Open Mouth Smile with Top Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3171","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3171&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3171#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3171&ColorID=241","#d9c594","no tag"," Lopsided Grin / Open Mouth Smile with Top Teeth Pattern","female-coded","Grin","Smile","none","Happy","Happy"
"1824",1847,"3626pb3186","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Nougat Freckles and Lips, Angry / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3186","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3186&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3186#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3186&ColorID=90","#faccae","no tag"," Angry / Scared Pattern","female-coded","Scared","none","Freckles","Scared","NA"
"1825",1848,"3626pb3192","Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Nougat Freckles and Lips, Smile / Angry Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3192","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3192&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3192#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3192&ColorID=90","#faccae","no tag"," Smile / Angry Pattern","female-coded","Smile","none","Freckles","Happy","NA"
"1826",1849,"3626pb3114","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Black Double Eyelashes, Medium Nougat Dimples, Chin Dimple, Forehead Creases and Wrinkles, Dark Pink Lips, Grin / Surprised Open Mouth and Left Eyebrow Raised Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3114","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3114&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3114#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3114&ColorID=90","#faccae","old"," Grin / Surprised Open Mouth and Left Eyebrow Raised Pattern","female-coded","Grin","Surprised","none","Happy","Surprised"
"1827",1850,"3626pb3148","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Medium Nougat Lips and Cheek Lines, and Neutral / Oxygen Mask Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3148","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3148&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3148#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3148&ColorID=90","#faccae","no tag"," and Neutral / Oxygen Mask Pattern","female-coded","Neutral","none","Mask","Neutral","NA"
"1828",1851,"3626pb3022","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Nougat Lips, Freckles, Silver Triangle (Focus), Lopsided Closed Mouth / Surprised Open Mouth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3022","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3022&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3022#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3022&ColorID=90","#faccae","no tag"," Lopsided Closed Mouth / Surprised Open Mouth Pattern","female-coded","Surprised","none","Freckles","Surprised","NA"
