"","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode","gender","age","expression"
"1319","3626pb2189","Minifigure, Head Light Bluish Gray and Dark Bluish Gray Bushy Eyebrows, Smooth Moustache and Full Beard, Upper Eyelids, Silver Semicircle Glasses, Medium Nougat Chin Dimple, Forehead Creases and Wrinkles, Slight Grin Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2189","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2189&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2189#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2189&ColorID=90","#faccae","male","old"," Slight Grin Pattern"
"1320","3626pb2025","Minifigure, Head Male Green Eye Mask, Bright Light Yellow Sideburns and Goatee, Open Grin Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2025","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2025&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2025#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2025&ColorID=90","#faccae","male","no tag"," Open Grin Pattern"
"1321","3626pb1966","Minifigure, Head Male Smirk, Medium Nougat Dimple, Pupils, Dark Bluish Gray Stubble Beard, Moustache, and Sideburns Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1966","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1966&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1966#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb1966&ColorID=3","#f3d000","male","no tag"," and Sideburns Pattern"
"1322","3626pb2142","Minifigure, Head Mask with White Eye Slits in Large Black Teardrops Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2142","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2142&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2142#T=C","Red",5,"https://www.bricklink.com/catalogPG.asp?P=3626pb2142&ColorID=5",NA,"no tag","no tag"," Head Mask with White Eye Slits in Large Black Teardrops Pattern"
"1323","3626pb2191","Minifigure, Head Medium Nougat Eyebrows and Contour Lines, Wide Grin Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2191","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2191&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2191#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2191&ColorID=90","#faccae","no tag","no tag"," Wide Grin Pattern"
"1324","3626pb2196","Minifigure, Head Medium Nougat Lightning Scar, Black Eyebrows and Glasses, Small Smile Showing Teeth Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2196","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2196&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2196#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2196&ColorID=90","#faccae","no tag","no tag"," Small Smile Showing Teeth Pattern"
"1325","3626pb2065","Minifigure, Head Orange Eyebrows, Freckles, Grin with Buck Teeth Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2065","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2065&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2065#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2065&ColorID=3","#f3d000","no tag","no tag"," Grin with Buck Teeth Pattern"
"1326","3626pb2089","Minifigure, Head Orange Eyebrows, Winking Left Eye, Open Mouth with Teeth and Tongue Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2089","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2089&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2089#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2089&ColorID=3","#f3d000","no tag","no tag"," Open Mouth with Teeth and Tongue Pattern"
"1327","3626pb2038","Minifigure, Head Reddish Brown Bushy Eyebrows, Wrinkles Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2038","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2038&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2038#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2038&ColorID=3","#f3d000","male","old"," Wrinkles Pattern"
"1328","3626pb2087","Minifigure, Head Reddish Brown Eyebrows and Sideburns, Lopsided Grin with Teeth Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2087","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2087&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2087#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2087&ColorID=3","#f3d000","male","no tag"," Lopsided Grin with Teeth Pattern"
"1329","3626pb1981","Minifigure, Head Reddish Brown Eyebrows, Dark Orange Freckles, Singing Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1981","https://www.bricklink.com/catalogItemIn.asp?P=3626pb1981&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb1981#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb1981&ColorID=90","#faccae","no tag","no tag"," Singing Pattern"
"1330","3626pb2146","Minifigure, Head Reddish Brown Eyebrows, Lopsided Open Grin with Teeth, Medium Nougat Anchor Beard Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2146","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2146&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2146#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2146&ColorID=3","#f3d000","male","no tag"," Medium Nougat Anchor Beard Pattern"
"1331","3626pb2235","Minifigure, Head Thick Black Eyebrows, Open Mouth with Buck Teeth Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2235","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2235&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2235#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2235&ColorID=90","#faccae","no tag","no tag"," Open Mouth with Buck Teeth Pattern"
"1332","3626pb2127","Minifigure, Head White Gray Eyebrows, Gray and White Beard and Wrinkles Pattern","2018","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2127","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2127&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2127#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2127&ColorID=90","#faccae","male","old"," Gray and White Beard and Wrinkles Pattern"
"1333","3626pb2292","Minifigure, Head Angry Eyebrows and Scowl with Open Mouth, Headset, White Pupils Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2292","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2292&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2292#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2292&ColorID=3","#f3d000","no tag","no tag"," White Pupils Pattern"
"1334","3626pb2486","Minifigure, Head Beard Black Full, Black Eyebrows, White Pupils, Medium Nougat Lines Under Eyes and Chin Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2486","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2486&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2486#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2486&ColorID=90","#faccae","male","no tag"," Medium Nougat Lines Under Eyes and Chin Pattern"
"1335","3626pb3104","Minifigure, Head Beard Dark Orange, Gold Teeth, Eye Patch, Eyelashes Pattern (BAM)","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3104","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3104&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3104#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3104&ColorID=3","#f3d000","male","no tag"," Eyelashes Pattern (BAM)"
"1336","3626pb2327","Minifigure, Head Beard Stubble, Sideburns, Eyebrows, Crow's Feet, Scar Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2327","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2327&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2327#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2327&ColorID=3","#f3d000","male","old"," Scar Pattern"
"1337","3626pb2393","Minifigure, Head Black Eyebrows, Dark Brown Chin Dimple, Open Mouth with Top Teeth, Surprised Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2393","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2393&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2393#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb2393&ColorID=88","#843419","no tag","no tag"," Surprised Pattern"
"1338","3626pb2301","Minifigure, Head Black Eyebrows, Goatee, Light Beard, Medium Nougat Cheek Lines Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2301","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2301&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2301#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2301&ColorID=90","#faccae","male","no tag"," Medium Nougat Cheek Lines Pattern"
"1339","3626pb2283","Minifigure, Head Black Eyebrows, Nougat Eye Shadow, Medium Nougat Cheek Lines and Chin Dimple, Evil Open Mouth Smile with Teeth Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2283","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2283&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2283#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2283&ColorID=3","#f3d000","no tag","no tag"," Evil Open Mouth Smile with Teeth Pattern"
"1340","3626pb2385","Minifigure, Head Black Eyebrows, Upper Eyelids, Nougat Cheek Lines and Chin Dimple, Lopsided Grin Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2385","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2385&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2385#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2385&ColorID=3","#f3d000","no tag","no tag"," Lopsided Grin Pattern"
"1341","3626pb2466","Minifigure, Head Black Hair, Eyebrows, Eyes, and Moustache, Raised Right Eyebrow Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2466","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2466&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2466#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2466&ColorID=3","#f3d000","male","no tag"," Raised Right Eyebrow Pattern"
"1342","3626pb2354","Minifigure, Head Child Dark Pink Eyebrows, Smile and Pink Cheeks Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2354","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2354&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2354#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2354&ColorID=3","#f3d000","no tag","child"," Smile and Pink Cheeks Pattern"
"1343","3626pb2456","Minifigure, Head Dark Brown Beard Stubble, Dark Brown Eyebrows, Left Raised, Open Mouth, Teeth and Tongue, Scared Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2456","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2456&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2456#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2456&ColorID=3","#f3d000","male","no tag"," Scared Pattern"
"1344","3626pb2448","Minifigure, Head Dark Brown Eyebrows and Beard with Dark Tan Highlights Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2448","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2448&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2448#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2448&ColorID=90","#faccae","male","no tag"," Head Dark Brown Eyebrows and Beard with Dark Tan Highlights Pattern"
"1345","3626pb2299","Minifigure, Head Dark Brown Sideburns, Goatee, and Eyebrows, Left Raised, Dark Bluish Gray Whiskers Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2299","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2299&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2299#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb2299&ColorID=28","#f8ae79","male","no tag"," Dark Bluish Gray Whiskers Pattern"
"1346","3626pb2289","Minifigure, Head Dark Tan Scuff Marks, Bright Light Orange and Medium Nougat Button Eyes, Stitched Mouth (Scarecrow) Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2289","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2289&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2289#T=C","Tan",2,"https://www.bricklink.com/catalogPG.asp?P=3626pb2289&ColorID=2","#dbc69a","no tag","no tag"," Stitched Mouth (Scarecrow) Pattern"
"1347","3626pb2307","Minifigure, Head Dual Sided Angry Scowl / Closed Eyes and Large Open Mouth Smile with Red Tongue Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2307","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2307&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2307#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2307&ColorID=3","#f3d000","no tag","no tag"," Head Dual Sided Angry Scowl / Closed Eyes and Large Open Mouth Smile with Red Tongue Pattern"
"1348","3626pb2585","Minifigure, Head Dual Sided Black and Silver Glasses / Dark Blue Ink Splotch Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2585","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2585&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2585#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2585&ColorID=90","#faccae","no tag","no tag"," Head Dual Sided Black and Silver Glasses / Dark Blue Ink Splotch Pattern"
"1349","3626pb2413","Minifigure, Head Dual Sided Black Eyebrows and Glasses, Medium Nougat Lightning Scar and Chin Dimple, Grin / Stern Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2413","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2413&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2413#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2413&ColorID=90","#faccae","no tag","no tag"," Grin / Stern Pattern"
"1350","3626pb2443","Minifigure, Head Dual Sided Black Eyebrows and Glasses, Reddish Brown Freckles, Smile / Scared Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2443","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2443&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2443#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2443&ColorID=90","#faccae","no tag","no tag"," Smile / Scared Pattern"
"1351","3626pb2442","Minifigure, Head Dual Sided Black Eyebrows and Stubble, Raised Right Eyebrow / Open Mouth Smile Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2442","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2442&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2442#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb2442&ColorID=150","#dd9f55","male","no tag"," Raised Right Eyebrow / Open Mouth Smile Pattern"
"1352","3626pb2312","Minifigure, Head Dual Sided Black Eyebrows Left Raised, Lopsided Smile, Black Eyes / Sunglasses Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2312","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2312&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2312#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2312&ColorID=3","#f3d000","no tag","no tag"," Black Eyes / Sunglasses Pattern"
"1353","3626pb2345","Minifigure, Head Dual Sided Black Eyebrows, Beard, Closed Mouth / Pilot Breathing Mask Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2345","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2345&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2345#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb2345&ColorID=88","#843419","male","no tag"," Closed Mouth / Pilot Breathing Mask Pattern"
"1354","3626pb2323","Minifigure, Head Dual Sided Black Eyebrows, Black Glasses and Smile with Teeth / Raised Eyebrows and Open Mouth Smile Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2323","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2323&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2323#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2323&ColorID=3","#f3d000","no tag","no tag"," Black Glasses and Smile with Teeth / Raised Eyebrows and Open Mouth Smile Pattern"
"1355","3626pb2374","Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Smile / Light Blue Lightning Bolts Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2374","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2374&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2374#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2374&ColorID=90","#faccae","no tag","no tag"," Smile / Light Blue Lightning Bolts Pattern"
"1356","3626pb2586","Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Sweat Drops Calm / Scared Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2586","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2586&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2586#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb2586&ColorID=28","#f8ae79","no tag","no tag"," Sweat Drops Calm / Scared Pattern"
"1357","3626pb2441","Minifigure, Head Dual Sided Black Eyebrows, Cheek Scar, Large Smile with Teeth / Grumpy Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2441","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2441&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2441#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2441&ColorID=3","#f3d000","no tag","no tag"," Large Smile with Teeth / Grumpy Pattern"
"1358","3626pb2454","Minifigure, Head Dual Sided Black Eyebrows, Cheek Scar, Lopsided Smile / Scared Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2454","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2454&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2454#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2454&ColorID=3","#f3d000","no tag","no tag"," Lopsided Smile / Scared Pattern"
"1359","3626pb2444","Minifigure, Head Dual Sided Black Eyebrows, Dark Bluish Gray Goatee, Smile / Angry Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2444","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2444&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2444#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2444&ColorID=90","#faccae","male","no tag"," Smile / Angry Pattern"
"1360","3626pb2414","Minifigure, Head Dual Sided Black Eyebrows, Dark Brown Beard, Neutral / Fierce Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2414","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2414&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2414#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2414&ColorID=90","#faccae","male","no tag"," Neutral / Fierce Pattern"
"1361","3626pb2499","Minifigure, Head Dual Sided Black Eyebrows, Lopsided Grin / Large Smile with Raised Right Eyebrow Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2499","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2499&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2499#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2499&ColorID=90","#faccae","no tag","no tag"," Lopsided Grin / Large Smile with Raised Right Eyebrow Pattern"
"1362","3626pb2308","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Lopsided Grin / Open Mouth Smile with Teeth Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2308","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2308&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2308#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2308&ColorID=3","#f3d000","no tag","no tag"," Lopsided Grin / Open Mouth Smile with Teeth Pattern"
"1363","3626pb2358","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Neutral / Angry with Bared Teeth Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2358","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2358&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2358#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2358&ColorID=90","#faccae","no tag","no tag"," Neutral / Angry with Bared Teeth Pattern"
"1364","3626pb2400","Minifigure, Head Dual Sided Black Eyebrows, Moustache and Goatee, White Pupils, Neutral / Angry Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2400","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2400&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2400#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb2400&ColorID=28","#f8ae79","male","no tag"," Neutral / Angry Pattern"
"1365","3626pb2399","Minifigure, Head Dual Sided Black Eyebrows, Reddish Brown Chin, Grin / Scared Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2399","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2399&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2399#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb2399&ColorID=150","#dd9f55","no tag","no tag"," Grin / Scared Pattern"
"1366","3626pb2432","Minifigure, Head Dual Sided Black Eyebrows, Stubble, Angry /  Confused Pattern (Rex Dangervest)","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2432","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2432&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2432#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2432&ColorID=3","#f3d000","male","no tag"," Angry /  Confused Pattern (Rex Dangervest)"
"1367","3626pb2361","Minifigure, Head Dual Sided Black Eyebrows, Stubble, Closed Eyes and Wide Open Mouth / Lopsided Grin with Teeth Pattern (Rex Dangervest)","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2361","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2361&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2361#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2361&ColorID=3","#f3d000","male","no tag"," Closed Eyes and Wide Open Mouth / Lopsided Grin with Teeth Pattern (Rex Dangervest)"
"1368","3626pb2411","Minifigure, Head Dual Sided Black Eyebrows, Stubble, Lopsided Grin with Teeth / Surprised Pattern (Rex Dangervest)","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2411","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2411&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2411#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2411&ColorID=3","#f3d000","male","no tag"," Lopsided Grin with Teeth / Surprised Pattern (Rex Dangervest)"
"1369","3626pb2279","Minifigure, Head Dual Sided Black Eyebrows, Stubble, Open Smile / Open Mouth Angry Pattern (Rex Dangervest)","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2279","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2279&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2279#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2279&ColorID=3","#f3d000","male","no tag"," Open Smile / Open Mouth Angry Pattern (Rex Dangervest)"
"1370","3626pb2303","Minifigure, Head Dual Sided Black Eyebrows, Stubble, Open Smile, Tongue / Angry Pattern (Rex Dangervest)","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2303","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2303&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2303#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2303&ColorID=3","#f3d000","male","no tag"," Tongue / Angry Pattern (Rex Dangervest)"
"1371","3626pb2355","Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Sad / Closed Eyes Pattern (Finn)","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2355","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2355&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2355#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb2355&ColorID=88","#843419","no tag","no tag"," Sad / Closed Eyes Pattern (Finn)"
"1372","3626pb2462","Minifigure, Head Dual Sided Black Eyebrows, Wide Open Smile with Teeth and Tongue / Blushing with Teeth Pattern","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2462","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2462&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2462#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2462&ColorID=3","#f3d000","no tag","no tag"," Wide Open Smile with Teeth and Tongue / Blushing with Teeth Pattern"
"1373","3626pb2373","Minifigure, Head Dual Sided Black Eyes, Eyebrows, Wide Closed Mouth Smile / Closed Eyes, Smile with Tongue Pattern (Benny)","2019","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2373","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2373&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2373#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2373&ColorID=3","#f3d000","no tag","no tag"," Smile with Tongue Pattern (Benny)"
