"","X","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode"
"123",171,"3626pb3162","Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Brown Chin Dimple, Open Mouth, Lopsided Smile / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3162","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3162&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3162#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3162&ColorID=88","#843419"
"124",172,"3626pb3141","Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Brown Lips, Grin / Open Mouth Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3141","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3141&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3141#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3141&ColorID=88","#843419"
"125",173,"3626pb3125","Minifigure, Head Dual Sided Female, Black Eyebrows, Dark Red Lips, Lopsided Grin with Raised Eyebrow Right / Open Mouth Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3125","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3125&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3125#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb3125&ColorID=150","#dd9f55"
"126",174,"3626pb3094","Minifigure, Head Dual Sided Female, Black Eyebrows, Gap in Teeth, Smile with Tongue / Wide Grin with Teeth and Closed Eyes Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3094","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3094&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3094#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3094&ColorID=3","#f3d000"
"127",175,"3626pb3106","Minifigure, Head Dual Sided Female, Black Eyebrows, Lopsided Grin with Dark Red Lips / Bright Light Orange Goose Duck Bill Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3106","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3106&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3106#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3106&ColorID=90","#faccae"
"128",176,"3626pb3057","Minifigure, Head Dual Sided Female, Black Eyebrows, Lopsided Grin with Dark Red Lips / Pig Snout Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3057","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3057&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3057#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3057&ColorID=90","#faccae"
"129",177,"3626pb3001","Minifigure, Head Dual Sided Female, Black Eyebrows, Medium Nougat Lips Open Mouth Smile / Raised Eyebrow Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3001","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3001&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3001#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3001&ColorID=28","#f8ae79"
"130",178,"3626pb3137","Minifigure, Head Dual Sided Female, Black Eyebrows, Medium Nougat Lips, Lopsided Grin / Surprised with Open Mouth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3137","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3137&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3137#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3137&ColorID=28","#f8ae79"
"131",179,"3626pb3116","Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Medium Nougat Wrinkles / Reddish Brown Eyebrows, Angry Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3116","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3116&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3116#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3116&ColorID=90","#faccae"
"132",180,"3626pb3096","Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Small Smile with Teeth / Stressed Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3096","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3096&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3096#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3096&ColorID=3","#f3d000"
"133",181,"3626pb3085","Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Nougat Lips, Grin / Roaring Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3085","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3085&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3085#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3085&ColorID=3","#f3d000"
"134",182,"3626pb3019","Minifigure, Head Dual Sided Female, Black Eyebrows, Red Lips, Open / Closed Mouth Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3019","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3019&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3019#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb3019&ColorID=150","#dd9f55"
"135",183,"3626pb3140","Minifigure, Head Dual Sided Female, Black Eyebrows, Silver Goggles, Reddish Brown Lips, Grin / Gritted Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3140","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3140&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3140#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3140&ColorID=240","#a16c42"
"136",184,"3626pb3138","Minifigure, Head Dual Sided Female, Bright Light Blue Chevron Tattoos, Black Eyebrows, White Dots, Dark Brown Lips, Grin / Gritted Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3138","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3138&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3138#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3138&ColorID=88","#843419"
"137",185,"3626pb2990","Minifigure, Head Dual Sided Female, Dark Pink Eye Shadow, Medium Azure Lips, Gold Charm on Forehead, Open Mouth Smile and Wink / Angry Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2990","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2990&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2990#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2990&ColorID=3","#f3d000"
"138",187,"3626pb3041","Minifigure, Head Dual Sided Female, Dark Tan Eyebrows, Dark Orange Lips, Smile / Scared Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3041","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3041&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3041#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3041&ColorID=90","#faccae"
"139",188,"3626pb3136","Minifigure, Head Dual Sided Female, Dark Tan Eyebrows, Large Black Round Glasses, Peach Lips, Grin / Surprised with Open Mouth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3136","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3136&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3136#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3136&ColorID=90","#faccae"
"140",190,"3626pb3053","Minifigure, Head Dual Sided Female, Nougat Eyebrows, Cheek Lines, Lips, Open Mouth Smile / Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3053","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3053&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3053#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3053&ColorID=90","#faccae"
"141",191,"3626pb2984","Minifigure, Head Dual Sided Gold Trim Sunglasses with Reflections, Open Mouth Grin with Sparkle / Black Thick Eyebrows, Smirk Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2984","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2984&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2984#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2984&ColorID=3","#f3d000"
"142",192,"3626pb3004","Minifigure, Head Dual Sided HP Mad-Eye Moody with Magic Eye, Reddish Brown Eye Patch, Dark Orange Scars, Open Mouth / Barty Crouch Jr, Dark Brown Eyebrows, Black Stubble, Red Tongue Licking Lips Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3004","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3004&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3004#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3004&ColorID=90","#faccae"
"143",193,"3626pb3069","Minifigure, Head Dual Sided Light Bluish Gray and White Eyebrows and Goatee, Wrinkles, Closed Eyes and Frown / Open Mouth with Tooth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3069","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3069&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3069#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3069&ColorID=3","#f3d000"
"144",194,"3626pb3191","Minifigure, Head Dual Sided Medium Nougat Lightning Scar, Black Eyebrows, Glasses and Dark Tan Beard Stubble, Smile / Open Mouth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3191","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3191&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3191#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3191&ColorID=90","#faccae"
"145",195,"3626pb3188","Minifigure, Head Dual Sided Medium Nougat Lightning Scar, Black Eyebrows, Glasses Round, Chin Dimple, Smirk / Frown with Broken Glasses Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3188","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3188&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3188#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3188&ColorID=90","#faccae"
"146",197,"3626pb3044","Minifigure, Head Dual Sided Orange Eyebrows and Beard, Smile with Teeth / Large Smile and Raised Eyebrow Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3044","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3044&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3044#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3044&ColorID=3","#f3d000"
"147",199,"3626pb3120","Minifigure, Head Dual Sided Reddish Brown Bushy Eyebrows, Medium Nougat Wrinkles and Wrinkles, Buck Teeth, Lopsided Grin / Worried Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3120","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3120&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3120#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3120&ColorID=90","#faccae"
"148",201,"3626pb3131","Minifigure, Head Dual Sided Reddish Brown Eyebrows and Sideburns, Silver Glasses, Slight Grin / Scowl Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3131","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3131&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3131#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3131&ColorID=90","#faccae"
"149",202,"3626pb3149","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Medium Nougat Cheek Lines, and Open Mouth Smile / Oxygen Mask Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3149","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3149&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3149#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3149&ColorID=90","#faccae"
"150",203,"3626pb3056","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Right Raised, Chin Dimple, Open Mouth Grin with Teeth / Stern Eyebrows and Scowl Face Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3056","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3056&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3056#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3056&ColorID=90","#faccae"
"151",206,"3626pb2959","Minifigure, Head Dual Sided White Eyebrows, Moustache, and Whiskers, Medium Nougat Scar on Left Cheek, Neutral / Angry Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2959","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2959&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2959#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2959&ColorID=3","#f3d000"
"152",207,"3626pb3043","Minifigure, Head Dual Sided Wrinkles and White and Light Bluish Gray Eyebrows, Open Mouth Frown / Silver Visor with Reflections Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3043","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3043&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3043#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3043&ColorID=90","#faccae"
"153",208,"3626pb3250","Minifigure, Head Female Black Eyebrows and Eyelashes, Reddish Brown Lips, Stern Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3250","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3250&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3250#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3250&ColorID=240","#a16c42"
"154",209,"3626pb3175","Minifigure, Head Female Black Eyebrows, Dark Brown Lips, Open Mouth Smile with Teeth and Tongue Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3175","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3175&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3175#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3175&ColorID=88","#843419"
"155",210,"3626pb3220","Minifigure, Head Female Black Eyebrows, Medium Nougat Lips, Cheek Lines and Chin Dimple, Neutral Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3220","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3220&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3220#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3220&ColorID=241","#d9c594"
"156",211,"3626pb3167","Minifigure, Head Female Black Eyebrows, Orange Goggles, Dark Brown Lips Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3167","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3167&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3167#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3167&ColorID=88","#843419"
"157",212,"3626pb3164","Minifigure, Head Female Black Eyebrows, Reddish Brown Freckles, Dark Orange Lips, Lopsided Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3164","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3164&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3164#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3164&ColorID=240","#a16c42"
"158",213,"3626pb3166","Minifigure, Head Female Black Thin Eyebrows, Single Eyelashes, Dark Orange Lips, Dark Turquoise Hearing Aid on Right, Open Mouth Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3166","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3166&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3166#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3166&ColorID=240","#a16c42"
"159",214,"3626pb3113","Minifigure, Head Female Dark Bluish Gray Eyebrows, Open Smile, Medium Nougat Cheek Lines and Crow's Feet Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3113","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3113&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3113#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3113&ColorID=90","#faccae"
"160",215,"3626pb2943","Minifigure, Head Female Red Large Goggles, Coral Lips, Open Smile Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2943","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2943&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2943#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb2943&ColorID=90","#faccae"
"161",216,"3626pb3234","Minifigure, Head Female, Pearl Gold and Dark Red Tiara, Black Eyebrows, Dark Brown Lips, Tattoo on Back Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3234","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3234&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3234#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3234&ColorID=88","#843419"
"162",219,"3626pb3042","Minifigure, Head Light Bluish Gray Eyebrows and Moustache, White Beard, Grin Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3042","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3042&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3042#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3042&ColorID=90","#faccae"
"163",220,"3626pb3143","Minifigure, Head Light Bluish Gray Eyebrows and Sideburns, Scars, Medium Nougat Cheek Lines and Forehead Lines, Angry Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3143","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3143&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3143#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3143&ColorID=90","#faccae"
"164",221,"3626pb2950","Minifigure, Head Light Bluish Gray Eyebrows, Black Eyelids, Medium Nougat Cheek Lines, Wrinkles, and Chin Dimple, Open Mouth Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2950","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2950&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2950#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2950&ColorID=3","#f3d000"
"165",227,"3626pb3026","Minifigure, Head Orange Eyebrows and Beard, Black Eyes with White Pupils, Cheek Lines Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3026","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3026&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3026#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3026&ColorID=90","#faccae"
"166",229,"3626pb3193","Minifigure, Head Reddish Brown Eyebrows, Nougat Patches Around Eyes, Frown Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3193","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3193&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3193#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3193&ColorID=90","#faccae"
"167",230,"3626pb2975","Minifigure, Head Reddish Brown Thick Eyebrows and Beard, Black Mask, Worried Frown Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2975","https://www.bricklink.com/catalogItemIn.asp?P=3626pb2975&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb2975#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb2975&ColorID=3","#f3d000"
"168",232,"3626pb3110","Minifigure, Head Short Black Sideburns, Eyebrows, Right Raised, Goatee, and Open Mouth Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3110","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3110&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3110#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3110&ColorID=3","#f3d000"
"169",235,"3626pb3058","Minifigure, Head Thick Black Eyebrows, Dark Bluish Gray Cheek Lines and Chin Dimple, Closed Grin Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3058","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3058&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3058#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3058&ColorID=88","#843419"
"170",236,"3626pb3029","Minifigure, Head Thick Black Eyebrows, Dark Brown Contour Lines, Lopsided Smile with Teeth Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3029","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3029&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3029#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3029&ColorID=88","#843419"
"171",238,"3626pb3087","Minifigure, Head White Eyebrows, Moustache, and Beard, Medium Nougat Crow's Feet Pattern",2022,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3087","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3087&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3087#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3087&ColorID=3","#f3d000"
"172",271,"3626pb3205","Minifigure, Head Black Eyebrows and Goatee, Medium Nougat Chin Dimple, Lopsided Grin Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3205","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3205&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3205#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3205&ColorID=3","#f3d000"
"173",272,"3626pb3227","Minifigure, Head Black Eyebrows and Mask, Chin Dimple, Stubble, Grimace Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3227","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3227&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3227#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3227&ColorID=3","#f3d000"
"174",273,"3626pb3201","Minifigure, Head Black Eyebrows and Thin Goatee, Nougat Chin Dimple, Dark Turquoise Hearing Aid on Left, Grin Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3201","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3201&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3201#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3201&ColorID=3","#f3d000"
"175",274,"3626pb3393","Minifigure, Head Black Eyebrows, Dark Orange Beard and Moustache, Open Mouth with Top Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3393","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3393&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3393#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3393&ColorID=3","#f3d000"
"176",275,"3626pb3414","Minifigure, Head Black Eyebrows, Dark Tan Stubble Beard, Medium Nougat Forehead Crease, Age Lines and Chin Dimple, Neutral Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3414","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3414&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3414#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3414&ColorID=90","#faccae"
"177",276,"3626pb3228","Minifigure, Head Black Eyebrows, Glasses and Full Beard, Open Mouth Smile Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3228","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3228&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3228#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3228&ColorID=3","#f3d000"
"178",277,"3626pb3411","Minifigure, Head Black Eyebrows, Left Raised, Medium Nougat Cheek Lines and Chin Dimple, Smile Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3411","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3411&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3411#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3411&ColorID=90","#faccae"
"179",278,"3626pb3266","Minifigure, Head Black Eyebrows, Medium Nougat Chin Dimple and Cheek Lines, Lopsided Open Mouth Smile with Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3266","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3266&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3266#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3266&ColorID=3","#f3d000"
"180",279,"3626pb3184","Minifigure, Head Black Eyebrows, Medium Nougat Freckles, Open Mouth with Gap in Teeth, Red Tongue Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3184","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3184&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3184#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3184&ColorID=3","#f3d000"
"181",280,"3626pb3280","Minifigure, Head Black Eyebrows, Moustache and Beard, Medium Nougat Forehead and Cheek Lines, Chin Dimple, Open Mouth Smile Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3280","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3280&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3280#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3280&ColorID=90","#faccae"
