"","X","item_number","description","category","item_link","minifigs_link","color_link","Name","ID","PriceLink","hexCode"
"255",383,"3626pb3439","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Bright Pink Lips, Grin / Open Mouth with Coral Tongue, Sleeping Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3439","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3439&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3439#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3439&ColorID=3","#f3d000"
"256",385,"3626pb3446","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Dark Orange Lips, Black Chin Strap, Neutral / Open Mouth Determined Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3446","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3446&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3446#T=C","Nougat",28,"https://www.bricklink.com/catalogPG.asp?P=3626pb3446&ColorID=28","#f8ae79"
"257",386,"3626pb3425","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Medium Brown Eye Shadow, Red Lips, Beauty Mark, Lopsided Grin, Eyebrows Down / Eyebrows Up Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3425","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3425&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3425#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3425&ColorID=90","#faccae"
"258",389,"3626pb3463","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Nougat Lips, Grin with Dimple / Angry with Bared Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3463","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3463&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3463#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3463&ColorID=241","#d9c594"
"259",390,"3626pb3461","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Nougat Lips, Grin with Dimple / Scowl with Scars and Bandage Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3461","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3461&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3461#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3461&ColorID=90","#faccae"
"260",391,"3626pb3178","Minifigure, Head Dual Sided Female Black Eyebrows and Headset, Medium Nougat Lips, Lopsided Grin / Shouting Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3178","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3178&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3178#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3178&ColorID=3","#f3d000"
"261",392,"3626pb3204","Minifigure, Head Dual Sided Female Black Eyebrows, Bright Pink Lips, Small Grin / Closed Eyes and Open Mouth with Red Tongue Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3204","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3204&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3204#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3204&ColorID=3","#f3d000"
"262",393,"3626pb3236","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Brown Lips, Open Mouth Smile with Teeth / Neutral Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3236","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3236&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3236#T=C","Reddish Brown",88,"https://www.bricklink.com/catalogPG.asp?P=3626pb3236&ColorID=88","#843419"
"263",394,"3626pb3299","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Red Lips, Lopsided Open Mouth Smile with Teeth and Tongue / Closed Mouth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3299","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3299&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3299#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb3299&ColorID=150","#dd9f55"
"264",395,"3626pb3229","Minifigure, Head Dual Sided Female Black Eyebrows, Dark Red Lips, Nougat Wrinkles, Open Mouth Smile / Surprised Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3229","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3229&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3229#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3229&ColorID=3","#f3d000"
"265",396,"3626pb3365","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Beauty Mark, Medium Nougat Lips, Open Mouth Smile with Teeth / Black and Medium Azure Mask with Light Aqua Eyes, Frown Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3365","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3365&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3365#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3365&ColorID=3","#f3d000"
"266",397,"3626pb3225","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Dark Azure Glasses, Nougat Freckles and Lips, Open Mouth Smile with Teeth / Neutral with Sweat Drop Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3225","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3225&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3225#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3225&ColorID=3","#f3d000"
"267",398,"3626pb3182","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Dark Orange Freckles, Medium Nougat Lips, Open Mouth Smile with Teeth / Top Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3182","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3182&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3182#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3182&ColorID=3","#f3d000"
"268",399,"3626pb3216","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Medium Nougat Lips, Lopsided Open Mouth Smile with Teeth / Worried Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3216","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3216&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3216#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3216&ColorID=3","#f3d000"
"269",400,"3626pb3400","Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Nougat Freckles, Medium Nougat Lips, Lopsided Grin / Surprised Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3400","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3400&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3400#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3400&ColorID=241","#d9c594"
"270",401,"3626pb3367","Minifigure, Head Dual Sided Female Black Eyebrows, Glasses with Silver Frames and White Lenses, Open Mouth Smile / Scared Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3367","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3367&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3367#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3367&ColorID=3","#f3d000"
"271",402,"3626pb3388","Minifigure, Head Dual Sided Female Black Eyebrows, Gold Circuitry and Lips, Medium Nougat Cheek Lines, Frown / Bared Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3388","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3388&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3388#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3388&ColorID=3","#f3d000"
"272",403,"3626pb3297","Minifigure, Head Dual Sided Female Black Eyebrows, Left Raised, Coral Lips, Open Mouth Smile / Angry Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3297","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3297&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3297#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3297&ColorID=90","#faccae"
"273",404,"3626pb3294","Minifigure, Head Dual Sided Female Black Eyebrows, Lime Eye Shadow, Medium Nougat Cheek Lines, Red Lips, Open Mouth Smile / Frown Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3294","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3294&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3294#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3294&ColorID=90","#faccae"
"274",405,"3626pb3185","Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Lips, Neutral / Open Mouth Smile with Top Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3185","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3185&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3185#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3185&ColorID=3","#f3d000"
"275",406,"3626pb3240","Minifigure, Head Dual Sided Female Black Eyebrows, Medium Nougat Lips, Open Mouth Smile with Teeth / Sad Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3240","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3240&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3240#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3240&ColorID=241","#d9c594"
"276",408,"3626pb3230","Minifigure, Head Dual Sided Female Black Eyebrows, Nougat Lips, Beauty Mark, Open Mouth Smile / Bright Light Blue Surgical Mask Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3230","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3230&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3230#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3230&ColorID=3","#f3d000"
"277",409,"3626pb3282","Minifigure, Head Dual Sided Female Black Eyebrows, Nougat Lips, Medium Nougat Dimples, Lopsided Grin / Scared with Open Mouth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3282","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3282&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3282#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3282&ColorID=90","#faccae"
"278",410,"3626pb3383","Minifigure, Head Dual Sided Female Black Eyebrows, Nougat Lips, Neutral / Open Mouth Smile with Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3383","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3383&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3383#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3383&ColorID=241","#d9c594"
"279",411,"3626pb3298","Minifigure, Head Dual Sided Female Black Eyebrows, Reddish Brown Eye Shadow, Dark Red Lips, Open Mouth Smile / Closed Mouth Smile Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3298","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3298&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3298#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3298&ColorID=240","#a16c42"
"280",412,"3626pb3382","Minifigure, Head Dual Sided Female Black Eyebrows, Reddish Brown Lips, Grin / Open Mouth Smile with White Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3382","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3382&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3382#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3382&ColorID=240","#a16c42"
"281",413,"3626pb3471","Minifigure, Head Dual Sided Female Black Eyebrows, Single Eyelashes, Dark Bluish Gray Forehead Tattoo, Dark Red Lips, Neutral / Open Mouth Scowl with Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3471","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3471&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3471#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3471&ColorID=241","#d9c594"
"282",414,"3626pb3482","Minifigure, Head Dual Sided Female Black Eyelashes, Dark Brown Eyebrows, Dark Orange Lips, Neutral / Reddish Brown Eyebrows, Nougat Lips and Freckles, Bright Light Blue Water Splotches, Angry Frown Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3482","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3482&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3482#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3482&ColorID=90","#faccae"
"283",416,"3626pb3428","Minifigure, Head Dual Sided Female Blue Eyebrows, Coral Tongue, Star and Heart, Silver Dots, Open Mouth Smile with Teeth and Black Open Eyes / Closed Eyes Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3428","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3428&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3428#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3428&ColorID=3","#f3d000"
"284",417,"3626pb3239","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Black Eyelashes, Nougat Lips, Neutral / Angry Open Mouth with Teeth Parted Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3239","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3239&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3239#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3239&ColorID=90","#faccae"
"285",418,"3626pb3418","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Eyelashes, Dark Pink Lips, Grin / Open Mouth Smile with Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3418","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3418&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3418#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3418&ColorID=90","#faccae"
"286",419,"3626pb3304","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Gold Eye Shadow, Dark Red Lips, Smirk / Open Mouth Smile with Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3304","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3304&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3304#T=C","Medium Brown",240,"https://www.bricklink.com/catalogPG.asp?P=3626pb3304&ColorID=240","#a16c42"
"287",420,"3626pb3247","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Nougat Lips and Freckles, Sleeping / Smile Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3247","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3247&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3247#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3247&ColorID=90","#faccae"
"288",421,"3626pb3384","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Nougat Lips, Neutral / Open Mouth Smile with White Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3384","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3384&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3384#T=C","Medium Tan",241,"https://www.bricklink.com/catalogPG.asp?P=3626pb3384&ColorID=241","#d9c594"
"289",422,"3626pb3272","Minifigure, Head Dual Sided Female Dark Brown Eyebrows, Reddish Brown Lips, Lopsided Grin / Open Mouth Smile with Teeth and Tongue Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3272","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3272&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3272#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb3272&ColorID=150","#dd9f55"
"290",423,"3626pb3295","Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Dark Pink Lips, Open Mouth Smile / Sleeping with Smirk Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3295","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3295&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3295#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3295&ColorID=90","#faccae"
"291",425,"3626pb3301","Minifigure, Head Dual Sided Female Dark Red Eyebrows, Dark Orange Lips, Open Mouth Smile with Teeth / Large Smile with Dark Pink Tongue Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3301","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3301&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3301#T=C","Medium Nougat",150,"https://www.bricklink.com/catalogPG.asp?P=3626pb3301&ColorID=150","#dd9f55"
"292",427,"3626pb3470","Minifigure, Head Dual Sided Female Dark Tan Eyebrows, Black Eyelashes, Nougat Lips, Small Medium Nougat Cheek Lines, Neutral / Bared Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3470","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3470&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3470#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3470&ColorID=90","#faccae"
"293",429,"3626pb3424","Minifigure, Head Dual Sided Female Medium Nougat Eyebrows, Eye Shadow, and Dimples, Black Eyelashes, Red Lips, Coral Cheeks, Open Mouth with Teeth, Angry / Smile Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3424","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3424&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3424#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3424&ColorID=90","#faccae"
"294",431,"3626pb3381","Minifigure, Head Dual Sided Female Medium Nougat Eyebrows, Nougat Lips, Raised Left Eyebrow, Neutral / Closed Eyes, Shouting Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3381","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3381&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3381#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3381&ColorID=90","#faccae"
"295",432,"3626pb3316","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Bright Pink Eye Shadow, Black Glasses, Red Lips, Smirk / Angry with Frown Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3316","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3316&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3316#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3316&ColorID=90","#faccae"
"296",433,"3626pb3241","Minifigure, Head Dual Sided Female Reddish Brown Eyebrows, Nougat Lips and Freckles, Smile / Scared with Open Mouth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3241","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3241&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3241#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3241&ColorID=90","#faccae"
"297",435,"3626pb3183","Minifigure, Head Dual Sided Female White Face, Black Eyebrows, Beauty Mark, Bright Pink Circles on Cheeks, Red Lips, Grin / Open Mouth Smile with Top Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3183","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3183&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3183#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3183&ColorID=3","#f3d000"
"298",436,"3626pb3402","Minifigure, Head Dual Sided Gold Eye Mask with Dark Red Visor, Medium Nougat Jowl Lines and Wrinkles, Neutral / Open Mouth with Sharp Bottom Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3402","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3402&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3402#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3402&ColorID=3","#f3d000"
"299",438,"3626pb3453","Minifigure, Head Dual Sided Light Bluish Gray Bushy Eyebrows, Moustache, and Beard, Medium Nougat Cheek Lines, Wrinkles, and Forehead Crease, Slight Smirk / Neutral Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3453","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3453&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3453#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3453&ColorID=90","#faccae"
"300",440,"3626pb3214","Minifigure, Head Dual Sided Male Dark Brown Eyebrows, Moustache, Soul Patch, and Beard Stubble, Worried Open Mouth with Teeth / Stern Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3214","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3214&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3214#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3214&ColorID=3","#f3d000"
"301",442,"3626pb3287","Minifigure, Head Dual Sided Medium Brown Eyebrows, Nougat Dimples, Smile / Winking with Glasses Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3287","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3287&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3287#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3287&ColorID=90","#faccae"
"302",443,"3626pb3467","Minifigure, Head Dual Sided Medium Nougat Cheek Lines and Wrinkles, Nougat Eye Shadow and Lower Lip, Black Bushy Eyebrows, Gold Glasses, and Open Mouth Smile with Teeth / Reddish Brown Bushy Eyebrows and Neutral Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3467","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3467&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3467#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3467&ColorID=90","#faccae"
"303",444,"3626pb3485","Minifigure, Head Dual Sided Medium Nougat Cheek Lines and Wrinkles, Nougat Eye Shadow, Buck Teeth, Light Bluish Gray Bushy Eyebrows, Glasses, Stern / Black Bushy Eyebrows, Broken Glasses, Scuff Marks, Dark Bluish Gray Splotches, Worried Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3485","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3485&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3485#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3485&ColorID=90","#faccae"
"304",445,"3626pb3484","Minifigure, Head Dual Sided Medium Nougat Cheek Lines and Wrinkles, Nougat Eye Shadow, Light Bluish Gray Bushy Eyebrows, Goatee, and Stubble, Stern / Dark Bluish Gray Bushy Eyebrows, Open Mouth Scowl with Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3484","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3484&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3484#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3484&ColorID=90","#faccae"
"305",446,"3626pb3177","Minifigure, Head Dual Sided Orange Thick Eyebrows and Mutton Chops, Medium Nougat Chin Dimple, Neutral / Open Mouth Smile with Top Teeth and Red Tongue Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3177","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3177&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3177#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3177&ColorID=3","#f3d000"
"306",447,"3626pb3385","Minifigure, Head Dual Sided Pointed Black Eyebrows, Dark Tan Eye Shadow, Dark Orange Wrinkles, Open Mouth with White Tooth Smile / Scowl Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3385","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3385&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3385#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3385&ColorID=90","#faccae"
"307",448,"3626pb3262","Minifigure, Head Dual Sided Reddish Brown Eyebrows and Goatee, Medium Nougat Cheek Lines, Neutral / Open Mouth Smile Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3262","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3262&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3262#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3262&ColorID=90","#faccae"
"308",450,"3626pb3431","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Lime Right Eye with Yellowish Green Splotch, Smirk / Open Mouth Smile with Teeth Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3431","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3431&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3431#T=C","Yellow",3,"https://www.bricklink.com/catalogPG.asp?P=3626pb3431&ColorID=3","#f3d000"
"309",451,"3626pb3264","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Medium Nougat Chin Dimple, Open Mouth Smile with Teeth / Scared Pattern",2023,"https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3264","https://www.bricklink.com/catalogItemIn.asp?P=3626pb3264&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=3626pb3264#T=C","Light Nougat",90,"https://www.bricklink.com/catalogPG.asp?P=3626pb3264&ColorID=90","#faccae"
