"","item_number","description","category"
"178","3626pb3137","Minifigure, Head Dual Sided Female, Black Eyebrows, Medium Nougat Lips, Lopsided Grin / Surprised with Open Mouth Pattern","2022"
"179","3626pb3116","Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Medium Nougat Wrinkles / Reddish Brown Eyebrows, Angry Pattern","2022"
"180","3626pb3096","Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Lips, Small Smile with Teeth / Stressed Pattern","2022"
"181","3626pb3085","Minifigure, Head Dual Sided Female, Black Eyebrows, Peach Nougat Lips, Grin / Roaring Pattern","2022"
"182","3626pb3019","Minifigure, Head Dual Sided Female, Black Eyebrows, Red Lips, Open / Closed Mouth Smile Pattern","2022"
"183","3626pb3140","Minifigure, Head Dual Sided Female, Black Eyebrows, Silver Goggles, Reddish Brown Lips, Grin / Gritted Teeth Pattern","2022"
"184","3626pb3138","Minifigure, Head Dual Sided Female, Bright Light Blue Chevron Tattoos, Black Eyebrows, White Dots, Dark Brown Lips, Grin / Gritted Teeth Pattern","2022"
"185","3626pb2990","Minifigure, Head Dual Sided Female, Dark Pink Eye Shadow, Medium Azure Lips, Gold Charm on Forehead, Open Mouth Smile and Wink / Angry Pattern","2022"
"186","3626pb3055","Minifigure, Head Dual Sided Female, Dark Red Eyebrows, Peach Lips, Smirk / Scowl with White Face Paint Lines Pattern","2022"
"187","3626pb3041","Minifigure, Head Dual Sided Female, Dark Tan Eyebrows, Dark Orange Lips, Smile / Scared Pattern","2022"
"188","3626pb3136","Minifigure, Head Dual Sided Female, Dark Tan Eyebrows, Large Black Round Glasses, Peach Lips, Grin / Surprised with Open Mouth Pattern","2022"
"189","3626pb3047","Minifigure, Head Dual Sided Female, Large Red Tattoo, Magenta Eyes, Peach Lips, Smile / Scowl Pattern (Harumi)","2022"
"190","3626pb3053","Minifigure, Head Dual Sided Female, Nougat Eyebrows, Cheek Lines, Lips, Open Mouth Smile / Smile Pattern","2022"
"191","3626pb2984","Minifigure, Head Dual Sided Gold Trim Sunglasses with Reflections, Open Mouth Grin with Sparkle / Black Thick Eyebrows, Smirk Pattern","2022"
"192","3626pb3004","Minifigure, Head Dual Sided HP Mad-Eye Moody with Magic Eye, Reddish Brown Eye Patch, Dark Orange Scars, Open Mouth / Barty Crouch Jr, Dark Brown Eyebrows, Black Stubble, Red Tongue Licking Lips Pattern","2022"
"193","3626pb3069","Minifigure, Head Dual Sided Light Bluish Gray and White Eyebrows and Goatee, Wrinkles, Closed Eyes and Frown / Open Mouth with Tooth Pattern","2022"
"194","3626pb3191","Minifigure, Head Dual Sided Medium Nougat Lightning Scar, Black Eyebrows, Glasses and Dark Tan Beard Stubble, Smile / Open Mouth Pattern","2022"
"195","3626pb3188","Minifigure, Head Dual Sided Medium Nougat Lightning Scar, Black Eyebrows, Glasses Round, Chin Dimple, Smirk / Frown with Broken Glasses Pattern","2022"
"196","3626pb3074","Minifigure, Head Dual Sided Metallic Light Blue Eyes, Magenta Bushy Eyebrows and Goatee, Cheek Lines, Wrinkles, Sad / Angry Pattern","2022"
"197","3626pb3044","Minifigure, Head Dual Sided Orange Eyebrows and Beard, Smile with Teeth / Large Smile and Raised Eyebrow Pattern","2022"
"198","3626pb2988","Minifigure, Head Dual Sided Red Fur, Gold Eyes, Crooked Mouth with Fang / Teeth Bared Grimace Pattern","2022"
"199","3626pb3120","Minifigure, Head Dual Sided Reddish Brown Bushy Eyebrows, Medium Nougat Wrinkles and Wrinkles, Buck Teeth, Lopsided Grin / Worried Pattern","2022"
"200","3626pb3121","Minifigure, Head Dual Sided Reddish Brown Eyebrows and Moustache, Slash Scars, Neutral / Yellow Eyes and White Fangs Pattern","2022"
"201","3626pb3131","Minifigure, Head Dual Sided Reddish Brown Eyebrows and Sideburns, Silver Glasses, Slight Grin / Scowl Pattern","2022"
"202","3626pb3149","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Medium Nougat Cheek Lines, and Open Mouth Smile / Oxygen Mask Pattern","2022"
"203","3626pb3056","Minifigure, Head Dual Sided Reddish Brown Eyebrows, Right Raised, Chin Dimple, Open Mouth Grin with Teeth / Stern Eyebrows and Scowl Face Pattern","2022"
"204","3626pb2991","Minifigure, Head Dual Sided Robot Bright Light Blue Bunny Face, Dark Azure Dots, Eyes, and Nose / Black Face, Red Dots and Eyes Pattern","2022"
"205","3626pb3028","Minifigure, Head Dual Sided SW Dark Tan Eyebrows, Black Chin Strap, Smirk / Grimace Pattern","2022"
"206","3626pb2959","Minifigure, Head Dual Sided White Eyebrows, Moustache, and Whiskers, Medium Nougat Scar on Left Cheek, Neutral / Angry Pattern","2022"
"207","3626pb3043","Minifigure, Head Dual Sided Wrinkles and White and Light Bluish Gray Eyebrows, Open Mouth Frown / Silver Visor with Reflections Pattern","2022"
"208","3626pb3250","Minifigure, Head Female Black Eyebrows and Eyelashes, Reddish Brown Lips, Stern Pattern","2022"
"209","3626pb3175","Minifigure, Head Female Black Eyebrows, Dark Brown Lips, Open Mouth Smile with Teeth and Tongue Pattern","2022"
"210","3626pb3220","Minifigure, Head Female Black Eyebrows, Medium Nougat Lips, Cheek Lines and Chin Dimple, Neutral Pattern","2022"
"211","3626pb3167","Minifigure, Head Female Black Eyebrows, Orange Goggles, Dark Brown Lips Pattern","2022"
"212","3626pb3164","Minifigure, Head Female Black Eyebrows, Reddish Brown Freckles, Dark Orange Lips, Lopsided Smile Pattern","2022"
"213","3626pb3166","Minifigure, Head Female Black Thin Eyebrows, Single Eyelashes, Dark Orange Lips, Dark Turquoise Hearing Aid on Right, Open Mouth Smile with Teeth Pattern","2022"
"214","3626pb3113","Minifigure, Head Female Dark Bluish Gray Eyebrows, Open Smile, Medium Nougat Cheek Lines and Crow's Feet Pattern","2022"
"215","3626pb2943","Minifigure, Head Female Red Large Goggles, Coral Lips, Open Smile Pattern","2022"
"216","3626pb3234","Minifigure, Head Female, Pearl Gold and Dark Red Tiara, Black Eyebrows, Dark Brown Lips, Tattoo on Back Pattern","2022"
"217","3626pb3099","Minifigure, Head La Catrina Black Eyebrows, Triangular Nose, and Stitched Mouth, Dark Red Eyes, Dark Pink Lips and Heart Pattern (BAM)","2022"
"218","3626pb2944","Minifigure, Head Large Magenta Eyes with Light Bluish Gray Shadow Pattern","2022"
"219","3626pb3042","Minifigure, Head Light Bluish Gray Eyebrows and Moustache, White Beard, Grin Pattern","2022"
"220","3626pb3143","Minifigure, Head Light Bluish Gray Eyebrows and Sideburns, Scars, Medium Nougat Cheek Lines and Forehead Lines, Angry Pattern","2022"
"221","3626pb2950","Minifigure, Head Light Bluish Gray Eyebrows, Black Eyelids, Medium Nougat Cheek Lines, Wrinkles, and Chin Dimple, Open Mouth Smile with Teeth Pattern","2022"
"222","3626pb3132","Minifigure, Head Mask with White Eye Holes, Dark Silver Armor Plates, Dark Bluish Gray and Silver Trim Pattern","2022"
"223","3626pb3233","Minifigure, Head Mask with White Eye Holes, Dark Silver Armor Plates, Silver and Gold Trim Pattern","2022"
"224","3626pb3024","Minifigure, Head Mask with White Eye Holes, Dark Silver Armor Plates, Silver Trim Pattern","2022"
"225","3626pb3219","Minifigure, Head Medium Nougat Sunken Eyes, Nougat Wrinkles and Scars, Frown, Large Scar on Back Pattern (SW Darth Vader)","2022"
"226","3626pb3000","Minifigure, Head Orange Bushy Eyebrows and Full Beard, Black Eyes with White Pupils Pattern","2022"
"227","3626pb3026","Minifigure, Head Orange Eyebrows and Beard, Black Eyes with White Pupils, Cheek Lines Pattern","2022"
"228","3626pb2989","Minifigure, Head Red and Black Fur, Long Curved Eyebrows, and Yellow Eyes Pattern","2022"
"229","3626pb3193","Minifigure, Head Reddish Brown Eyebrows, Nougat Patches Around Eyes, Frown Pattern","2022"
"230","3626pb2975","Minifigure, Head Reddish Brown Thick Eyebrows and Beard, Black Mask, Worried Frown Pattern","2022"
"231","3626pb3098","Minifigure, Head Scarecrow Dark Brown Stitched Eyebrows and Mouth, Green and Yellow Eyes, Patch, Reddish Brown Scuff Marks Pattern (BAM)","2022"
"232","3626pb3110","Minifigure, Head Short Black Sideburns, Eyebrows, Right Raised, Goatee, and Open Mouth Smile with Teeth Pattern","2022"
"233","3626pb3355","Minifigure, Head Tan and Bright Light Orange Energy Face, Orange Eyes, Scowl Pattern","2022"
"234","3626pb3356","Minifigure, Head Tan and Silver Energy Face, Silver Eyes, Scowl Pattern","2022"
"235","3626pb3058","Minifigure, Head Thick Black Eyebrows, Dark Bluish Gray Cheek Lines and Chin Dimple, Closed Grin Pattern","2022"
"236","3626pb3029","Minifigure, Head Thick Black Eyebrows, Dark Brown Contour Lines, Lopsided Smile with Teeth Pattern","2022"
"237","3626pb3354","Minifigure, Head White and Lime Energy Face, Lime Eyes, Scowl Pattern","2022"
"238","3626pb3087","Minifigure, Head White Eyebrows, Moustache, and Beard, Medium Nougat Crow's Feet Pattern","2022"
"239","3626pb3353","Minifigure, Head without Face with Gold Tiger Pattern on Both Sides","2022"
"240","3626pb3352","Minifigure, Head without Face with Yellow Hexagon with Black Outline and Exploding Ball Pattern on Both Sides","2022"
"241","3626pb3434","Minifigure, Head Alien Balaclava, Dark Tan and Dark Orange Monkey Face, Dark Turquoise Eye Shadow, Lopsided Open Mouth Smile with Teeth Pattern","2023"
"242","3626pb3437","Minifigure, Head Alien Black Thick Eyebrows, Eyes, and Smile, Gold Dots Pattern","2023"
"243","3626pb3452","Minifigure, Head Alien Dark Bluish Gray Cheek Lines, Chin Dimple, and Wrinkles, Sunken Eyes and Mouth Pattern (HP Statue of Slytherin Face)","2023"
"244","3626pb3455","Minifigure, Head Alien Dark Bluish Gray Eye Holes, Light Bluish Gray Eye Shadow, Crescent Moon, Stitching, and Line on Back Pattern","2023"
"245","3626pb3274","Minifigure, Head Alien Female with Blue Face, Dark Blue Lips, and Silver Stripes on Back Pattern","2023"
"246","3626pb3378","Minifigure, Head Alien Large Black Eyebrows, Goatee, Yellow Eyes, and Open Mouth Evil Grin Pattern","2023"
"247","3626pb3206","Minifigure, Head Alien Magenta Eyes, Bright Light Orange Beak, and Dark Turquoise Lines Pattern","2023"
"248","3626pb3212","Minifigure, Head Alien Magenta Eyes, Gold and Yellow Face, and Dark Purple Ink Lines Pattern","2023"
"249","3626pb3207","Minifigure, Head Alien Magenta Eyes, Gold, Yellow, Magenta, and Dark Purple Headband, Tusks, and Dark Turquoise Lines Pattern","2023"
"250","3626pb3265","Minifigure, Head Alien Mask with Large White Eyes, Dark Purple and Silver Trim, Whiskers Pattern","2023"
"251","3626pb3281","Minifigure, Head Alien Mummy with Tan Face, White and Metallic Light Blue Eyes, Black Open Mouth, Wrappings on Forehead and Back Pattern","2023"
"252","3626pb3291","Minifigure, Head Alien Olive Green Eyebrows and Nose Outline, Large White Eyes, Open Mouth Smile with Orange Tongue Pattern","2023"
"253","3626pb3180","Minifigure, Head Alien Orc with Yellow Eyes, Black Eyebrows, Dark Green Contours and Eye Shadow, and Frown with White Lower Fangs Pattern","2023"
"254","3626pb3328","Minifigure, Head Alien Robot Black Eyebrows, Metallic Light Blue Eyes, Open Mouth Smile, and Black Circle and Mechanical Panels on Back Pattern","2023"
"255","3626pb3311","Minifigure, Head Alien Robot with Gold Armor Plates and 4 Orange Eyes Pattern","2023"
"256","3626pb3386","Minifigure, Head Alien Robot with Gold Armor Plates and Large Red and Orange Eye Pattern","2023"
"257","3626pb3493","Minifigure, Head Alien Robot with Gold Fractured Face, White and Metallic Light Blue Jagged Eyes and Cheeks, Wires and Dark Bluish Gray Parts on Back Pattern","2023"
"258","3626pb3492","Minifigure, Head Alien Robot with Magenta Face and Panels, Dark Purple Lines, Bright Light Yellow Jewel on Forehead, Stern Pattern","2023"
"259","3626pb3179","Minifigure, Head Alien Robot, Black Mask with White Outline, Yellow Slit Eyes, Dark Pink Stripes Pattern","2023"
"260","3626pb3200","Minifigure, Head Alien Silver Skull with Red Eyes Pattern","2023"
"261","3626pb3435","Minifigure, Head Alien Six Yellow Eyes with Slit Pupils Pattern","2023"
"262","3626pb3395","Minifigure, Head Alien Thin Curved Black Eyebrows, Fu Manchu Moustache, and Olive Green Wrinkles and Spots Pattern","2023"
"263","3626pb3362","Minifigure, Head Alien with Black Eyes and Connecting Line Pattern (Baymax)","2023"
"264","3626pb3399","Minifigure, Head Alien with HP Voldemort Black Eyebrows and Nostrils, Light Bluish Gray Wrinkles, Dark Tan and Tan Eye Shadow, Open Mouth Smile with Bright Light Yellow Teeth Pattern","2023"
"265","3626pb3441","Minifigure, Head Alien with Spider-Man Black Webbing, Large White Eyes with Silver Edges and Black Borders Pattern","2023"
"266","3626pb3442","Minifigure, Head Alien with Spider-Man Dark Silver Webbing, Large Silver Eyes with Dark Silver Edges and Black Borders Pattern","2023"
"267","3626pb3313","Minifigure, Head Alien with SW Nikto Tan Spikes, Dark Orange Eye Shadow, Reddish Brown Cheek Lines and Wrinkles, Frown, Lines on Back Pattern","2023"
"268","3626pb3198","Minifigure, Head Alien Yellowish Green Skull with Red Eyes Pattern","2023"
"269","3626pb3451","Minifigure, Head Balaclava with Yellow Face, Black Soul Patch, Lopsided Grin, Wrestling Mask with Red and Orange Flames, Laces on Back Pattern","2023"
"270","3626pb3440","Minifigure, Head Black Eyebrows and Goatee, Gold Eyes, Bright Light Yellow Electricity Mask Pattern","2023"
"271","3626pb3205","Minifigure, Head Black Eyebrows and Goatee, Medium Nougat Chin Dimple, Lopsided Grin Pattern","2023"
"272","3626pb3227","Minifigure, Head Black Eyebrows and Mask, Chin Dimple, Stubble, Grimace Pattern","2023"
"273","3626pb3201","Minifigure, Head Black Eyebrows and Thin Goatee, Nougat Chin Dimple, Dark Turquoise Hearing Aid on Left, Grin Pattern","2023"
"274","3626pb3393","Minifigure, Head Black Eyebrows, Dark Orange Beard and Moustache, Open Mouth with Top Teeth Pattern","2023"
"275","3626pb3414","Minifigure, Head Black Eyebrows, Dark Tan Stubble Beard, Medium Nougat Forehead Crease, Age Lines and Chin Dimple, Neutral Pattern","2023"
"276","3626pb3228","Minifigure, Head Black Eyebrows, Glasses and Full Beard, Open Mouth Smile Pattern","2023"
"277","3626pb3411","Minifigure, Head Black Eyebrows, Left Raised, Medium Nougat Cheek Lines and Chin Dimple, Smile Pattern","2023"
"278","3626pb3266","Minifigure, Head Black Eyebrows, Medium Nougat Chin Dimple and Cheek Lines, Lopsided Open Mouth Smile with Teeth Pattern","2023"
"279","3626pb3184","Minifigure, Head Black Eyebrows, Medium Nougat Freckles, Open Mouth with Gap in Teeth, Red Tongue Pattern","2023"
"280","3626pb3280","Minifigure, Head Black Eyebrows, Moustache and Beard, Medium Nougat Forehead and Cheek Lines, Chin Dimple, Open Mouth Smile Pattern","2023"
"281","3626pb3494","Minifigure, Head Black Eyebrows, Moustache, Goatee, Cheek Lines and Chin Dimple, Silver and Gold Goggles with Strap and Red Lenses, Grin Pattern","2023"
"282","3626pb3371","Minifigure, Head Black Eyebrows, Silver Glasses, and Closed Mouth Crooked Smile Pattern","2023"
"283","3626pb3489","Minifigure, Head Black Eyebrows, Upper Eyelids, Dark Orange Cheek Lines and Chin Dimple, Furrowed Brow, Light Bluish Gray Inhibitor Chip Bandage, Stern Pattern","2023"
"284","3626pb3426","Minifigure, Head Black Eyes with White Pupils Pattern","2023"
"285","3626pb3292","Minifigure, Head Black Raised Eyebrows and Moustache, Reddish Brown Eye Shadow and Cheek Lines, Crooked Open Mouth Smile Pattern","2023"
"286","3626pb3475","Minifigure, Head Black Rounded Eyebrows, Upper Eyelids, Reddish Brown Cheek Lines and Chin Dimple, Neutral Pattern","2023"
"287","3626pb3401","Minifigure, Head Black Sunglasses with Coral and Magenta Lenses, Dark Tan Beard Stubble, Lopsided Open Mouth Smile with Teeth Pattern","2023"
"288","3626pb3315","Minifigure, Head Black Thick Eyebrows and Stubble Sideburns, Medium Nougat Scar, Lopsided Open Mouth Smile with Teeth Pattern (BAM)","2023"
"289","3626pb3416","Minifigure, Head Child Black Eyebrows, Medium Nougat Chin Dimple, Dark Turquoise Hearing Aid on Right, Open Mouth Smile with Top Teeth Pattern","2023"
"290","3626pb3199","Minifigure, Head Clown Black Eyebrows, Coral Cheeks, Red Nose and Large Mouth Makeup Pattern (BAM)","2023"
"291","3626pb3438","Minifigure, Head Dark Bluish Gray Eye, Black Sunglasses with Clear Left Lens, Light Bluish Gray and Silver Beard and Moustache Pattern","2023"
"292","3626pb3279","Minifigure, Head Dark Bluish Gray Eyebrows and Moustache, White Beard, Gold Glasses, Medium Nougat Wrinkles, Chin Dimple, Smile Pattern","2023"
"293","3626pb3429","Minifigure, Head Dark Bluish Gray Eyebrows, Eye Shadow and Scar, Yellow Eyes with Silver Outline Pattern","2023"
"294","3626pb3217","Minifigure, Head Dark Bluish Gray Eyebrows, Light Nougat Eye Shadow, Dark Tan Wrinkles, Scar, Frown, 2 Large Scars on Back Pattern","2023"
"295","3626pb3308","Minifigure, Head Dark Bluish Gray Eyebrows, Upper and Lower Eyelids, Medium Nougat Jowl Lines, Chin Dimple and Wrinkles, Evil Lopsided Open Mouth Smile with Teeth Pattern","2023"
"296","3626pb3488","Minifigure, Head Dark Brown Bushy Eyebrows and Soul Patch, Metallic Light Blue Lines and Dots on Cheeks, Open Mouth Smile with Teeth Pattern","2023"
"297","3626pb3495","Minifigure, Head Dark Brown Eyebrows, Medium Nougat Long Cheek Lines and Chin Dimple, Open Mouth Smile with Teeth Pattern","2023"
"298","3626pb3232","Minifigure, Head Dark Tan Eyebrows and Beard Stubble, Nougat Chin Dimple, Neutral Pattern","2023"
"299","3626pb3464","Minifigure, Head Dual Sided Alien Black Bushy Eyebrows, Dark Blue Fur, White Lower Fangs, Open Mouth Scowl with Teeth Parted / Grin with Glasses Pattern","2023"
"300","3626pb3255","Minifigure, Head Dual Sided Alien Black Eyebrows and Soul Patch, Red Eyes, Light Bluish Gray Eye Shadow and Lines, Smirk / Angry with Fangs Pattern","2023"
"301","3626pb3449","Minifigure, Head Dual Sided Alien Black Eyebrows, Blue Beard Stubble, White Sharp Tooth, Angry Frown / Open Mouth Smile, Right Raised Eyebrow Pattern","2023"
"302","3626pb3209","Minifigure, Head Dual Sided Alien Black Eyebrows, Nougat Face, Headband, Gold Eyes and Lopsided Smirk with Teeth / Crying Closed Eyes with Tears and Open Mouth with Red Tongue Pattern","2023"
"303","3626pb3445","Minifigure, Head Dual Sided Alien Dark Bluish Gray Mummy Wrappings, Yellow Triangular Eyes, Magenta Eye Shadow, Open Mouth Scowl with Top Teeth / Wrapped Lower Face Pattern","2023"
"304","3626pb3458","Minifigure, Head Dual Sided Alien Dark Brown Bushy Eyebrows and Fur, Dark Tan Face, Lower Fangs, Scowl / Open Mouth Smile with Top Teeth and Red Tongue Pattern","2023"
"305","3626pb3474","Minifigure, Head Dual Sided Alien Female Black Eyebrows and Single Eyelashes, Bright Light Blue Eyes, Olive Green Cheek Lines, Nougat Lips, Grin / Open Mouth Scowl with Teeth Pattern","2023"
"306","3626pb3477","Minifigure, Head Dual Sided Alien Female SW Togruta with Black Eyelashes, Dark Azure Eyes, Reddish Brown Lips, White Markings, Grin / Angry Bared Teeth Pattern","2023"
"307","3626pb3248","Minifigure, Head Dual Sided Alien Female Yellowish Green Eyebrows, Bright Light Orange Eyes, Dark Green Eye Shadow and Lips, Neutral / Angry Pattern","2023"
"308","3626pb3208","Minifigure, Head Dual Sided Alien Magenta Eyes, Bright Light Orange Nose and Bushy Eyebrows, White Bottom Fangs, Neutral  / Smirk Pattern","2023"
"309","3626pb3363","Minifigure, Head Dual Sided Alien Mask Silver Eyebrows, Dots and Lines, Black Nose and Moustache, Open Mouth Smile / Large Smile and Eyes Pattern","2023"
"310","3626pb3486","Minifigure, Head Dual Sided Alien Silver Face, Filigree on Forehead, Double Cheek Lines, Open Eyes / Single Cheek Lines, Squinting Eyes Pattern","2023"
"311","3626pb3276","Minifigure, Head Dual Sided Balaclava, Light Nougat Face with Reddish Brown Eyebrows, Smile / Angry Pattern","2023"
"312","3626pb3405","Minifigure, Head Dual Sided Balaclava, Yellow Face, Black Eyes, Eyebrows and Mouth / Open Mouth with Lime Tongue (Dragon) Pattern","2023"
"313","3626pb3490","Minifigure, Head Dual Sided Black and Dark Bluish Gray Bushy Eyebrows, Nougat Eye Shadow and Lower Lip, Medium Nougat Cheek Lines and Wrinkles, Lopsided Scowl with Tooth / Angry Frown Pattern","2023"
"314","3626pb3197","Minifigure, Head Dual Sided Black Arched Eyebrows, Cheek Lines and Chin Dimple, Lopsided Grin / Metallic Light Blue Glasses (Visor) Pattern","2023"
"315","3626pb3222","Minifigure, Head Dual Sided Black Bushy Eyebrows, Forehead and Cheek Lines, Open Mouth Grin with Teeth / Closed Mouth, Chin Dimple Pattern","2023"
"316","3626pb3296","Minifigure, Head Dual Sided Black Bushy Eyebrows, Medium Nougat Cheek Lines, Large Smile / Angry with Open Mouth and Red Tongue Pattern","2023"
"317","3626pb3465","Minifigure, Head Dual Sided Black Bushy Eyebrows, Mutton Chops, and Stubble, Medium Nougat Cheek Lines, Frown / Bared Teeth Parted and White Goggles Pattern","2023"
"318","3626pb3480","Minifigure, Head Dual Sided Black Eyebrows and Glasses, Nougat Lightning Scar, Angry with Bared Teeth / Shocked with Bright Light Blue Water Splotches Pattern","2023"
"319","3626pb3244","Minifigure, Head Dual Sided Black Eyebrows and Glasses, Nougat Scar, Coral Gills, Neutral / Scared with Open Mouth Pattern","2023"
"320","3626pb3462","Minifigure, Head Dual Sided Black Eyebrows and Goatee, Dark Brown Cheek Lines and Chin Dimple, Grin / Open Mouth Scowl with Teeth Pattern","2023"
"321","3626pb3410","Minifigure, Head Dual Sided Black Eyebrows and Moustache, Gold Glasses, Dark Brown Cheek Lines and Chin Dimple, Worried with Raised Eyebrow Right / Scared Pattern","2023"
"322","3626pb3181","Minifigure, Head Dual Sided Black Eyebrows and Stubble, Grin / Closed Eyes, Open Mouth Smile with Top Teeth Pattern","2023"
"323","3626pb3203","Minifigure, Head Dual Sided Black Eyebrows, Black and Gold Glasses and Open Mouth / Rabbit Glasses Winking with Lopsided Grin Pattern","2023"
"324","3626pb3267","Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Open Mouth Smile / Angry with Green Eyes, Olive Green Eye Shadow and Veins Pattern","2023"
"325","3626pb3397","Minifigure, Head Dual Sided Black Eyebrows, Dark Bluish Gray Eye Shadow, Dark Brown Beard Stubble, Smirk / Open Mouth Scared with Teeth Parted Pattern","2023"
"326","3626pb3419","Minifigure, Head Dual Sided Black Eyebrows, Eyelashes, Red Lips, Smile with Teeth / Sleeping Pattern","2023"
"327","3626pb3215","Minifigure, Head Dual Sided Black Eyebrows, Glasses, and Open Mouth Shocked / Smirk Pattern","2023"
"328","3626pb3469","Minifigure, Head Dual Sided Black Eyebrows, Goatee, and Stubble, Neutral / Bright Light Orange Visor, Chin Strap Pattern","2023"
"329","3626pb3391","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Cheek Lines and Chin Dimple, White Goggles, Frown / Smirk Pattern (Batman)","2023"
"330","3626pb3277","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Cheek Lines and Dimples, Lopsided Open Mouth Smile / Breathing Apparatus Pattern","2023"
"331","3626pb3444","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Cheek Lines and Wrinkles, Furrowed Brow, Open Mouth Smile with Top Teeth / Lopsided Grin, Goggles with Green Lenses Pattern","2023"
"332","3626pb3306","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Cheek Lines, Open Mouth Scared / Terrified with White Teeth and Red Tongue Pattern","2023"
"333","3626pb3309","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple and Cheek Lines, White Paint Stripes, Closed Mouth Angry / Open Mouth Furious Pattern","2023"
"334","3626pb3476","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Neutral with Eyelids / Sleeping with Open Mouth, Dark Blue Sleep Mask with White 'ZZZZ' Pattern","2023"
"335","3626pb3270","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Open Mouth Smile with Teeth / Wide Open Mouth Smile with Tongue Pattern","2023"
"336","3626pb3450","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Scowl / Open Mouth Sleeping Pattern","2023"
"337","3626pb3312","Minifigure, Head Dual Sided Black Eyebrows, Metallic Light Blue Eyes / Black Mask with Dark Turquoise Crystals Pattern","2023"
"338","3626pb3466","Minifigure, Head Dual Sided Black Eyebrows, Narrow Moustache, Medium Nougat Cheek Dimples, Lopsided Grin / Open Mouth Smile with Top Teeth and Coral Tongue Pattern","2023"
"339","3626pb3285","Minifigure, Head Dual Sided Black Eyebrows, Nougat Chin Dimple, Narrow Open Mouth Smile / Wide Open Mouth Smile Pattern","2023"
"340","3626pb3284","Minifigure, Head Dual Sided Black Eyebrows, Nougat Chin Dimple, Neutral / Open Mouth Smile Pattern","2023"
"341","3626pb3283","Minifigure, Head Dual Sided Black Eyebrows, Nougat Chin Dimple, Open Mouth Smile / Surprised Pattern","2023"
"342","3626pb3390","Minifigure, Head Dual Sided Black Eyebrows, Open Mouth with Red Tongue, Dark Blue Splotch on Forehead / Scared with Glasses and Sweat Drops Pattern","2023"
"343","3626pb3392","Minifigure, Head Dual Sided Black Eyebrows, Reddish Brown Cheek Lines, Sunglasses with Dark Tan Lenses, Open Mouth Smile / Confused Pattern","2023"
"344","3626pb3290","Minifigure, Head Dual Sided Black Eyebrows, Reddish Brown Dimples and Beauty Mark, Wide Lopsided Grin / Open Mouth Smile Pattern","2023"
"345","3626pb3420","Minifigure, Head Dual Sided Black Eyebrows, Reddish Brown Dimples, Lopsided Open Mouth Smile with Teeth / Laughing with Dark Red Tongue Pattern","2023"
"346","3626pb3448","Minifigure, Head Dual Sided Black Eyebrows, Silver Braces with Black Straps, Open Eyes and Closed Mouth / Closed Eyes and Open Mouth (Sleeping) Pattern","2023"
"347","3626pb3176","Minifigure, Head Dual Sided Black Eyebrows, Smile with Teeth / Angry with Teeth and Tongue Pattern","2023"
"348","3626pb3224","Minifigure, Head Dual Sided Black Eyebrows, Smile with Teeth, Chin Dimple / Open Mouth, Red Tongue, Sweat Drops Pattern","2023"
"349","3626pb3443","Minifigure, Head Dual Sided Black Thick Eyebrows, Glasses with Dark Silver Lenses, Medium Nougat Cheek Lines, Open Mouth Smile / Bared Teeth with Furrowed Brow Pattern","2023"
"350","3626pb3231","Minifigure, Head Dual Sided Black Thick Eyebrows, Green Cheek Lines and Stubble, Open Mouth Smile with Teeth / Angry with Bared Teeth Pattern","2023"
"351","3626pb3245","Minifigure, Head Dual Sided Black Thick Eyebrows, Upper Eyelids, Moustache Stubble, and Goatee, Medium Nougat Cheek Lines and Chin Dimple, Lopsided Grin / Large Dark Red Open Shark Mouth with Red Tongue Pattern","2023"
"352","3626pb3436","Minifigure, Head Dual Sided Bright Light Orange Visor, Black Chin Strap, Determined / Open Mouth Smile with Teeth Pattern","2023"
"353","3626pb3473","Minifigure, Head Dual Sided Child Dark Brown Eyebrows, Grin with Medium Nougat Chin Dimple / Open Mouth Smile with Teeth Pattern","2023"
"354","3626pb3226","Minifigure, Head Dual Sided Child, Dark Bluish Gray Air Mask, Reddish Brown Eyebrows, Sand Blue Paint Splotches, Grin / Scowl Pattern","2023"
"355","3626pb3406","Minifigure, Head Dual Sided Dark Bluish Gray Bushy Eyebrows, Medium Nougat Cheek Lines and Wrinkles, Black Glasses, Slight Grin / Slight Frown Pattern","2023"
"356","3626pb3258","Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Medium Nougat Wrinkles, Neutral / Angry with Bright Light Yellow Teeth Pattern","2023"
