"","item_number","description","category"
"525","3626pb3605","Minifigure, Head Alien with Wide Open Mouth with Pointed Bright Light Yellow Teeth, Dark Tan Wrinkles and Scars, Light Bluish Gray Thin Hair on Back Pattern","2024"
"526","3626pb3606","Minifigure, Head Alien with Yellow Eyes and Red and Orange Flames Pattern","2024"
"527","3626pb3519","Minifigure, Head Alien Yellow and Magenta Eyes and Fangs, Dark Blue Eyelid and Lip, White Drool Pattern","2024"
"528","3626pb3650","Minifigure, Head Alien Zombie Upper Eyelids, Lime Eyes, Dark Brown Eye Shadow, Cheek Lines, Wrinkles, and Spots, Reddish Brown Bared Teeth Pattern","2024"
"529","3626pb3776","Minifigure, Head Armor, Medium Nougat Visor, Light Nougat Face with Grin, Silver and Reddish Brown Trim Pattern","2024"
"530","3626pb3830","Minifigure, Head Balaclava over Reddish Brown Face, Silver Goggles with Red Lenses, Lopsided Grin Pattern","2024"
"531","3626pb3615","Minifigure, Head Black Bushy Eyebrows, Medium Nougat Dimples and Sunken Eyes, Wide Grin Pattern","2024"
"532","3626pb3520","Minifigure, Head Black Eyebrow, White and Medium Azure Cyborg Eyepiece, Medium Nougat Chin Dimple, Lopsided Open Mouth Grin with Teeth Pattern","2024"
"533","3626pb3633","Minifigure, Head Black Eyebrows and Dimples, White Face Paint, Red Lips, Lopsided Grin Pattern","2024"
"534","3626pb3601","Minifigure, Head Black Eyebrows and Eyelashes, Large White Eyes with Dark Purple Upper Eyelids, Thin Closed Mouth Smile Pattern","2024"
"535","3626pb3569","Minifigure, Head Black Eyebrows and Goatee, Dark Orange Cheek Lines and Chin Dimple, Dark Bluish Gray Tattoo, Neutral Pattern","2024"
"536","3626pb3579","Minifigure, Head Black Eyebrows Raised, Open Mouth Smile with Top Teeth and Red Tongue Pattern","2024"
"537","3626pb3600","Minifigure, Head Black Eyebrows, Curly Moustache, and Striped Sideburns, Dark Tan Stubble, Medium Nougat Chin Dimple, Grin Pattern","2024"
"538","3626pb3638","Minifigure, Head Black Eyebrows, Dark Bluish Gray and Dark Silver Sunglasses, Lopsided Open Mouth Smile with Teeth Pattern","2024"
"539","3626pb3658","Minifigure, Head Black Eyebrows, Dark Brown Chin Dimple, Lopsided Grin Pattern","2024"
"540","3626pb3655","Minifigure, Head Black Eyebrows, Dark Silver Goggles with Red and Coral Lenses, Cheek Lines, Chin Dimple, Angry Frown, Strap on Back Pattern","2024"
"541","3626pb3505","Minifigure, Head Black Eyebrows, Light Bluish Gray and Dark Bluish Gray Moustache, and Round Chin Outline Pattern","2024"
"542","3626pb3706","Minifigure, Head Black Eyebrows, Medium Nougat Cheek Lines and Chin Dimple, Silver Headset, Open Mouth with Top Teeth Pattern","2024"
"543","3626pb3589","Minifigure, Head Black Eyebrows, Moustache, and Goatee, Dark Brown Cheek Lines and Chin Dimple, Neutral Pattern","2024"
"544","3626pb3718","Minifigure, Head Black Eyebrows, Reddish Brown Cheek Lines, Chin Dimple and Dots under Eyes, Neutral Pattern","2024"
"545","3626pb3552","Minifigure, Head Black Glasses, Gold Monocle with Dark Azure and Medium Azure Lens, Clear Left Lens, Silver Beard and Moustache Pattern","2024"
"546","3626pb3545","Minifigure, Head Black Thick Eyebrows, Mutton Chops and Goatee Stubble, Sunglasses with Gold Lenses and White Reflections, Medium Nougat Dimple, Stern Pattern","2024"
"547","3626pb3814","Minifigure, Head Bright Light Blue Eyebrows, Spots and Broken Cheek Lines, Medium Blue Eyes and Chin Dimple, Open Mouth Smile with Top Teeth Pattern","2024"
"548","3626pb3513","Minifigure, Head Child Black Eyebrow and Glasses, Dark Turquoise Eye Patch with White Dots, Nougat Freckles, Open Mouth Smile with Teeth and Red Tongue Pattern","2024"
"549","3626pb3611","Minifigure, Head Dark Bluish Gray Eyebrows, Black Eye Right and Monocle Left, White Moustache and Goatee and Dark Orange Wrinkles Pattern","2024"
"550","3626pb3665","Minifigure, Head Dark Bluish Gray Eyebrows, Medium Nougat Forehead Lines, Furrowed Brows, Crow's Feet, and Dimples, Slight Grin Pattern","2024"
"551","3626pb3692","Minifigure, Head Dark Bluish Gray Eyebrows, Moustache and Sideburns, Medium Nougat Dimples and Lines, Neutral Pattern","2024"
"552","3626pb3704","Minifigure, Head Dark Bluish Gray Eyebrows, Sand Blue Eye Shadow and Wrinkles, Crooked Open Mouth Smile with Tooth Gap Pattern (BAM)","2024"
"553","3626pb3735","Minifigure, Head Dark Bluish Gray Thick Eyebrows, Black Round Glasses, Dark Orange Wrinkle, Cheek Lines and Chin Dimple, Closed Mouth Smile Pattern","2024"
"554","3626pb3565","Minifigure, Head Dark Brown Eyebrows and Goatee, Black Mouth, Red Glasses with Yellow Lenses Pattern","2024"
"555","3626pb3623","Minifigure, Head Dark Brown Eyebrows and Moustache, Upper Eyelids, Medium Nougat Cheek Lines, Wrinkles, and Chin Dimple, Scowl Pattern","2024"
"556","3626pb3755","Minifigure, Head Dark Tan Eyebrows, White Bandage, Black Dust Mask, Gold and Silver Trim Pattern","2024"
"557","3626pb3323","Minifigure, Head Dual Sided Alien Black Eyebrows, Glasses with Number 5, Open Mouth with Teeth / Gold Eyes, Nougat Face, Singing Pattern","2024"
"558","3626pb3547","Minifigure, Head Dual Sided Alien Black Eyebrows, Gold Eyes, Nougat Face, Smirk / Surprised Open Mouth with Red Tongue Pattern","2024"
"559","3626pb3500","Minifigure, Head Dual Sided Alien Black Eyebrows, Gold Eyes, Open Mouth Smile with Teeth, White and Red Face Paint with Animal Stripes / Nougat Face Pattern","2024"
"560","3626pb3546","Minifigure, Head Dual Sided Alien Dark Bluish Gray Eyebrows, Dark Purple Eyes, Black Mask, Frown / Angry Bared Teeth Pattern","2024"
"561","3626pb3715","Minifigure, Head Dual Sided Alien Dark Red Eyebrows, Lavender Sunken Eyes, Medium Azure Lips, Grin with Pointed Teeth / Surprised Open Mouth Pattern","2024"
"562","3626pb3530","Minifigure, Head Dual Sided Alien Female Black Eyebrows, Bright Pink Eye Shadow, Dark Pink Lips, Open Mouth Smile with Fangs / Magenta Face Paint Triangle and Eyebrow Pattern","2024"
"563","3626pb3711","Minifigure, Head Dual Sided Alien Female Sand Green Stitching, Black Eyelashes, Medium Blue Eye Shadow, Dark Red Lips Small Smile, Closed Mouth / Showing Teeth Pattern","2024"
"564","3626pb3629","Minifigure, Head Dual Sided Alien Female with Silver Tattoos, Black Eyelashes, Dark Green Lips, Grin / Angry Bared Teeth and Chin Dimple Pattern","2024"
"565","3626pb3713","Minifigure, Head Dual Sided Alien Medium Lavender Sunken Eyes, Dark Turquoise Lips, Wide Grin with Pointed Teeth / Surprised Open Mouth Pattern","2024"
"566","3626pb3602","Minifigure, Head Dual Sided Alien Orc Reddish Brown Wrinkles, Dark Bluish Gray Spots, Pointed Top and Bottom Teeth / Top Teeth Pattern","2024"
"567","3626pb3603","Minifigure, Head Dual Sided Alien Orc Yellow Eyes, Reddish Brown Wrinkles and Scars, Pointed White Teeth, Grimace / Grin Pattern","2024"
"568","3626pb3631","Minifigure, Head Dual Sided Alien with Bushy White Eyebrow and Moustache, Yellow Eye Right, Dark Green Eye Patch with Silver Strap and Angry Open Mouth with Top Teeth / Neutral with Fangs and Magenta Eye Shadow Pattern","2024"
"569","3626pb3762","Minifigure, Head Dual Sided Alien with Dark Green Wrinkles and Zigzag Contours, Olive Green Spots, Frown / Surprised Open Mouth with Teeth Pattern","2024"
"570","3626pb3632","Minifigure, Head Dual Sided Alien with Orange Eyes, Nostrils, Bright Green Markings, White Bottom Fangs, Angry / Evil Open Mouth Smile with Tongue Pattern","2024"
"571","3626pb3761","Minifigure, Head Dual Sided Alien with Red Eyes, Bared Pointed Teeth, Medium Nougat Wrinkles, Neutral / Frown with Wide Open Mouth Pattern","2024"
"572","3626pb3714","Minifigure, Head Dual Sided Alien, Black Eyes, Medium Blue Eye Shadow, Open Mouth / Smile with Pointed Teeth Pattern","2024"
"573","3626pb3541","Minifigure, Head Dual Sided Alien, Partial Venom Smudge, Dark Green Eye Left / Full Black Venom with Tan Eyes and Teeth Pattern","2024"
"574","3626pb3566","Minifigure, Head Dual Sided Alien, Partial Venom Smudge, Silver Goggle Right / Full Black Venom with White Eyes and Teeth Pattern","2024"
"575","3626pb3577","Minifigure, Head Dual Sided Alien, Thick Black Eyebrows, Bright Green Cheek Dimples, Scared / Wide Grin with Teeth Pattern","2024"
"576","3626pb3813","Minifigure, Head Dual Sided Balaclava over Light Nougat Face with Eyebrows, Magenta Eyes, Medium Nougat Cheek Lines and Chin Dimple, Lopsided Grin / Angry Frown Pattern","2024"
"577","3626pb3750","Minifigure, Head Dual Sided Balaclava with White Goggles, Open Smile with Teeth / Angry with Bared Teeth Pattern (Batman)","2024"
"578","3626pb3526","Minifigure, Head Dual Sided Balaclava, Light Nougat Face, Yellow Visor with Red Lens, Slight Grin / Frown Pattern","2024"
"579","3626pb3775","Minifigure, Head Dual Sided Balaclava, Red and Dark Red Goggles, Silver Frames, Reddish Brown Face with Grin / Covered with Air Tube Pattern","2024"
"580","3626pb3594","Minifigure, Head Dual Sided Black and Light Bluish Gray Eyes with Upper Eyelids, Red Lips, Open Mouth Smile with Bright Light Yellow Teeth / Smirk Pattern","2024"
"581","3626pb3499","Minifigure, Head Dual Sided Black and Red Eyebrows, Silver Sunglasses, Red Flame Mark, Scar, Open Mouth Smile / Angry Open Mouth, White Teeth Pattern","2024"
"582","3626pb3680","Minifigure, Head Dual Sided Black Bushy Eyebrows and Sideburns, Medium Nougat Contour Lines, Neutral / Worried Open Mouth Smile Pattern","2024"
"583","3626pb3705","Minifigure, Head Dual Sided Black Bushy Eyebrows, Dark Green Chin Dimple, Green Cheek Lines, Stubble and Wrinkles, Lopsided Grin / Angry Bared Teeth Pattern","2024"
"584","3626pb3673","Minifigure, Head Dual Sided Black Bushy Eyebrows, Dark Orange Forehead Markings, Dark Red Contour Lines, Lopsided Grin / Frown Pattern","2024"
"585","3626pb3625","Minifigure, Head Dual Sided Black Bushy Eyebrows, Moustache, Soul Patch, and Goatee, Medium Nougat Cheek Lines and Wrinkles, Evil Open Mouth Smile with Tan Teeth / Frown Pattern","2024"
"586","3626pb3524","Minifigure, Head Dual Sided Black Bushy Eyebrows, Mutton Chops, and Stubble, Medium Nougat Cheek Lines, Bared Teeth Smile and White Goggles / Grin Pattern","2024"
"587","3626pb3815","Minifigure, Head Dual Sided Black Bushy Eyebrows, Trimmed Moustache, Goatee Beard and Stubble, Dark Brown Capital Letter M Scar, Reddish Brown Cheek Lines, Stern Lopsided Grin / Angry Bared Teeth, Metallic Pink Eyes and Energy Pattern","2024"
"588","3626pb3562","Minifigure, Head Dual Sided Black Eyebrows and Eyelashes, Medium Nougat Chin Dimple, Lipstick Print, Open Mouth Smile with Red Tongue / Wide Smile Pattern","2024"
"589","3626pb3560","Minifigure, Head Dual Sided Black Eyebrows and Eyelashes, Medium Nougat Eyelids and Wrinkles, Coral Cheeks, Wide Smile / Open Mouth Smile with Red Tongue Pattern","2024"
"590","3626pb3549","Minifigure, Head Dual Sided Black Eyebrows and Glasses, Nougat Lightning Scar, Arrow Shaped Closed Eyes /  Surprised Open Eyes and Chin Dimple Pattern","2024"
"591","3626pb3739","Minifigure, Head Dual Sided Black Eyebrows and Glasses, Reddish Brown Chin Dimple, Closed Mouth Smile / Open Mouth Grin with Teeth and Red Tongue Pattern","2024"
"592","3626pb3516","Minifigure, Head Dual Sided Black Eyebrows and Horn Rimmed Glasses, Grin / Wink with Open Mouth, White Teeth and Red Tongue Pattern","2024"
"593","3626pb3581","Minifigure, Head Dual Sided Black Eyebrows and Lopsided Grin / Dark Green Eyebrows, Eyes, and Determined Open Mouth with Teeth, Lime and White Head-Up Display (HUD) Pattern","2024"
"594","3626pb3737","Minifigure, Head Dual Sided Black Eyebrows and Lower Eyelids, Reddish Brown Cheek Lines and Chin Dimple, Gap in Teeth / Smirk, Raised Left Eyebrow Pattern","2024"
"595","3626pb3752","Minifigure, Head Dual Sided Black Eyebrows and Sideburns, Medium Nougat Chin Dimple, Lopsided Grin / Scared Open Mouth with Teeth Pattern","2024"
"596","3626pb3742","Minifigure, Head Dual Sided Black Eyebrows and Square Glasses, Closed Mouth Smile / Wink, Open Mouth with Teeth and Red Tongue Pattern","2024"
"597","3626pb3729","Minifigure, Head Dual Sided Black Eyebrows and Stubble, Scar on Right Eyebrow, Closed Mouth Smile / Open Mouth Grin with Teeth Pattern","2024"
"598","3626pb3724","Minifigure, Head Dual Sided Black Eyebrows, Beard and Moustache, Open Mouth Smile with Teeth Pattern / Raised Left Eyebrow Pattern","2024"
"599","3626pb3717","Minifigure, Head Dual Sided Black Eyebrows, Beauty Mark, Medium Nougat Cheek Lines, Open Mouth Smile with Top Teeth and Tongue / Grin Pattern","2024"
"600","3626pb3529","Minifigure, Head Dual Sided Black Eyebrows, Blue and Dark Blue Cheek Lines and Wrinkles, Grimace / Open Mouth Smile Pattern","2024"
"601","3626pb3662","Minifigure, Head Dual Sided Black Eyebrows, Blue Fur, White Teeth, Smile with Bright Light Orange Eyes / Scowl with Red Eyes Pattern","2024"
"602","3626pb3556","Minifigure, Head Dual Sided Black Eyebrows, Bright Light Blue Glasses, Smile / Open Mouth Smile with Red Tongue Pattern","2024"
"603","3626pb3663","Minifigure, Head Dual Sided Black Eyebrows, Broken on Left, Dark Orange Cheek Lines, Chin Dimple, Lopsided Grin / Neutral, Eye Shadow Pattern","2024"
"604","3626pb3751","Minifigure, Head Dual Sided Black Eyebrows, Closed Eyes, Medium Nougat Chin Dimple, Open Mouth Smile with Teeth / Closed Mouth Grin Pattern","2024"
"605","3626pb3538","Minifigure, Head Dual Sided Black Eyebrows, Dark Bluish Gray and Light Bluish Gray Beard, Medium Nougat Wrinkles, Neutral / Smile with Teeth Pattern","2024"
"606","3626pb3668","Minifigure, Head Dual Sided Black Eyebrows, Dark Purple Brow Furrow, Spots, Fur, Bright Light Blue Eye Left, Yellow Eye Right and Teeth, Open Smile / Scowl Pattern","2024"
"607","3626pb3657","Minifigure, Head Dual Sided Black Eyebrows, Eyelids, Dark Orange Chin Dimple, Smirk / Scared Open Mouth with Teeth Pattern","2024"
"608","3626pb3660","Minifigure, Head Dual Sided Black Eyebrows, Glasses, Open Mouth Smile with Gap Teeth / Angry Frown and Chin Dimple Pattern","2024"
"609","3626pb3743","Minifigure, Head Dual Sided Black Eyebrows, Light Nougat Vitiligo, No Glasses, Grin / Black Glasses, Open Mouth Grin with Teeth Pattern","2024"
"610","3626pb3669","Minifigure, Head Dual Sided Black Eyebrows, Magenta Marking, Light Bluish Gray Spots, Bright Light Blue Eye Left, Yellow Eye Right and Teeth, Smile / Scowl Pattern","2024"
"611","3626pb3534","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Cheek Lines and Chin Dimple, Neutral / Angry Frown Pattern","2024"
"612","3626pb3677","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Cheek Lines, Lopsided Open Mouth Smile / Closed Eyes, Singing Pattern","2024"
"613","3626pb3741","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple and Cleft Lip, Neutral / Open Mouth Smile with Teeth Pattern","2024"
"614","3626pb3661","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Lopsided Grin  / Scared Open Mouth with Teeth Pattern","2024"
"615","3626pb3653","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Chin Dimple, Worried Smile / Tan Face with Nostrils, Wrinkles, Fierce Pattern","2024"
"616","3626pb3559","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Eyelids and Chin Dimple, Wide Smile / Eyes Closed, Yawning, Open Mouth with Cheek Lines, White Tooth and Red Tongue Pattern","2024"
"617","3626pb3561","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Eyelids, Cheek Lines and Chin Dimple, Open Mouth with White Teeth and Red Tongue / Closed Eyes and Mouth Pattern","2024"
"618","3626pb3557","Minifigure, Head Dual Sided Black Eyebrows, Medium Nougat Wrinkles and Dimples, Angry Mouth / Scowl Pattern","2024"
"619","3626pb3747","Minifigure, Head Dual Sided Black Eyebrows, Moustache and Beard, Medium Brown Cheek Lines, Worried Grin / Frown with Bright Green Eyes Pattern","2024"
"620","3626pb3597","Minifigure, Head Dual Sided Black Eyebrows, Moustache and Beard, Medium Nougat Wrinkles, White Sweat Drop, Worried Open Mouth Smile with Teeth / Angry Frown, Lime Eyes, Bright Green Mask, Lightning Bolts Pattern","2024"
"621","3626pb3621","Minifigure, Head Dual Sided Black Eyebrows, Moustache and Goatee, Gold Forehead Tattoo, Medium Nougat Cheek Lines, Eyes Closed / Eyes and Mouth Open with Red Tongue Pattern","2024"
"622","3626pb3746","Minifigure, Head Dual Sided Black Eyebrows, Open Mouth Grin with Teeth and Braces / Smirk Pattern","2024"
"623","3626pb3634","Minifigure, Head Dual Sided Black Eyebrows, Open Mouth Smile, Medium Azure Water Drops, Swim Goggles over Eyes / on Forehead Pattern (BAM)","2024"
"624","3626pb3744","Minifigure, Head Dual Sided Black Eyebrows, Peach Lips, Grin / Raised Eyebrows, Open Mouth Smile with Teeth and Red Tongue Pattern","2024"
"625","3626pb3678","Minifigure, Head Dual Sided Black Eyebrows, Red Eyes, Dark Bluish Gray Contours, Lopsided Grin / Scowl with Open Mouth and Fangs Pattern","2024"
"626","3626pb3635","Minifigure, Head Dual Sided Black Eyebrows, Reddish Brown Wrinkles and Chin Dimple, Furrowed Brow, Neutral / Open Mouth Scowl Pattern","2024"
"627","3626pb3682","Minifigure, Head Dual Sided Black Eyebrows, Soul Patch, Olive Green Spots and Lines, Lopsided Grin / Open Mouth Scowl with Teeth Pattern","2024"
"628","3626pb3728","Minifigure, Head Dual Sided Black Eyebrows, Stubble and Goatee, Reddish Brown Cheek Lines, Smirk / Open Mouth Smile with Teeth Pattern","2024"
"629","3626pb3652","Minifigure, Head Dual Sided Black Eyebrows, Upper Eyelids, and Split Moustache, Dark Brown Chin Dimple, Neutral / Open Mouth Smile with Teeth Pattern","2024"
"630","3626pb3590","Minifigure, Head Dual Sided Black Eyebrows, Upper Eyelids, Moustache and Beard, Reddish Brown Wrinkles, Dark Brown Scars, Furrowed Brow, Frown / Angry Open Mouth with Top Teeth Pattern","2024"
"631","3626pb3643","Minifigure, Head Dual Sided Black Eyebrows, Yellow Right Eye, Bright Light Blue Left Eye, Light Bluish Gray Eye Shadow and Spots, Open Mouth Smile with Teeth / Determined Pattern","2024"
"632","3626pb3613","Minifigure, Head Dual Sided Black Glasses, Reddish Brown Eyebrows, Lopsided Smile / Open Mouth Grin with White Teeth Pattern","2024"
"633","3626pb3539","Minifigure, Head Dual Sided Black Thick Eyebrows and Beard Stubble, Medium Nougat Cheek Lines and Wrinkles, Sly Grin / Angry Bared Teeth Pattern","2024"
"634","3626pb3535","Minifigure, Head Dual Sided Black Thick Eyebrows, Full Beard, Moustache, Medium Nougat Wrinkles, Stern / Open Mouth Smile with Teeth Pattern","2024"
"635","3626pb3624","Minifigure, Head Dual Sided Black Thick Eyebrows, Upper Eyelids, Moustache Stubble, and Goatee, Medium Nougat Cheek Lines and Chin Dimple, Lopsided Grin / Scowl Pattern","2024"
"636","3626pb3496","Minifigure, Head Dual Sided Black Thick Eyebrows, Wink and Open Mouth with White Teeth and Red Tongue Smile / Angry Open Mouth Pattern","2024"
"637","3626pb3608","Minifigure, Head Dual Sided Child Dark Brown Eyebrows, Eyelashes, Angry Frown / Grin Pattern","2024"
"638","3626pb3517","Minifigure, Head Dual Sided Child Dark Orange Eyebrows, Nougat Freckles, Grin with Medium Nougat Dimple / Surprised Open Mouth with Teeth Pattern","2024"
"639","3626pb3591","Minifigure, Head Dual Sided Child Dark Tan Eyebrows, Medium Nougat Freckles and Chin Dimple, Open Mouth Smile with Teeth / Surprised Pattern","2024"
"640","3626pb3687","Minifigure, Head Dual Sided Child Female Black Eyebrows, Single Eyelashes, Grin / Sad Frown Pattern","2024"
"641","3626pb3748","Minifigure, Head Dual Sided Child Female Black Eyebrows, Single Eyelashes, Open Mouth Smile / Closed Eyes and Red Tongue Sticking Out Pattern","2024"
"642","3626pb3639","Minifigure, Head Dual Sided Child Female Dark Brown Eyebrows, Open Mouth Smile with Teeth / Determined Frown Pattern","2024"
"643","3626pb3699","Minifigure, Head Dual Sided Child Female Dark Orange Eyebrows and Freckles Smile / Frown Pattern","2024"
"644","3626pb3618","Minifigure, Head Dual Sided Child, Thin Black Eyebrows, Closed Mouth Smile / Open Mouth Smile Pattern","2024"
"645","3626pb3749","Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Black Glasses, White Moustache, Medium Nougat Wrinkles, Open Mouth Smile / Scared Pattern","2024"
"646","3626pb3654","Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Light Bluish Gray Crow's Feet, Cheek Lines, Chin Dimple, Grin / Surprised Open Mouth Pattern","2024"
"647","3626pb3697","Minifigure, Head Dual Sided Dark Bluish Gray Eyebrows, Moustache and Beard, Simulated Wear, Frown / Open Mouth Smile with Teeth Pattern","2024"
"648","3626pb3730","Minifigure, Head Dual Sided Dark Brown Eyebrows and Beard, Neutral / Open Mouth Scowl with Teeth Pattern","2024"
"649","3626pb3721","Minifigure, Head Dual Sided Dark Brown Eyebrows and Beard, Neutral / Open Mouth Smile with Teeth Pattern","2024"
"650","3626pb3568","Minifigure, Head Dual Sided Dark Brown Eyebrows, Black Chin Strap, Cheek Lines, Neutral / Scared with Wrinkles Below Eyebrows Pattern","2024"
"651","3626pb3707","Minifigure, Head Dual Sided Dark Brown Eyebrows, Black Chin Strap, Medium Nougat Cheek Lines, Neutral / Scared Open Mouth with Teeth Pattern","2024"
"652","3626pb3620","Minifigure, Head Dual Sided Dark Brown Eyebrows, Medium Nougat Cheek Lines and Chin Dimple, Neutral / Scowl with Bright Light Blue Water Bubble over Mouth Pattern","2024"
"653","3626pb3555","Minifigure, Head Dual Sided Dark Brown Eyebrows, Medium Nougat Cheek Lines, Chin Dimple, and Freckles, Neutral / Open Mouth Smile with Top Teeth Pattern","2024"
"654","3626pb3804","Minifigure, Head Dual Sided Dark Brown Eyebrows, Moustache and Beard with Light Bluish Gray Highlights, Grin / Angry Open Mouth with Teeth Pattern","2024"
"655","3626pb3550","Minifigure, Head Dual Sided Dark Brown Eyebrows, Tooth Gap Neutral / Lopsided Smile Pattern","2024"
"656","3626pb3646","Minifigure, Head Dual Sided Dark Brown Eyebrows, Upper Eyelids, Medium Nougat Stubble, Frown / Angry Open Mouth Scowl with Teeth Pattern","2024"
"657","3626pb3702","Minifigure, Head Dual Sided Dark Orange Eyebrows and Beard Stubble, Nougat Dimples, Crooked Smile / Frown Pattern","2024"
"658","3626pb3670","Minifigure, Head Dual Sided Dark Orange Eyebrows and Beard with Dark Red Highlights, Frown / Open Mouth Smile with Top Teeth Pattern","2024"
"659","3626pb3700","Minifigure, Head Dual Sided Dark Orange Eyebrows and Cheeklines, Lopsided Smile / Nougat Scars Pattern","2024"
"660","3626pb3701","Minifigure, Head Dual Sided Dark Orange Eyebrows and Dimples, Smile / Frown Pattern","2024"
"661","3626pb3708","Minifigure, Head Dual Sided Dark Orange Eyebrows, Medium Nougat Cheek Lines, Chin Dimple, Scars, Grin / Scared Open Mouth with Teeth Pattern","2024"
"662","3626pb3703","Minifigure, Head Dual Sided Dark Orange Eyebrows, Medium Nougat Wrinkles, Smile / Frown Pattern","2024"
"663","3626pb3716","Minifigure, Head Dual Sided Dark Orange Eyebrows, Moustache and Soul Patch, Scuff Mark, Open Mouth Smile with Teeth / Angry Pattern","2024"
"664","3626pb3676","Minifigure, Head Dual Sided Dark Pink and White Pixelated Eyes and Mouth, Happy Smile / Sad Frown Pattern","2024"
"665","3626pb3666","Minifigure, Head Dual Sided Dark Tan Eyebrows, Beard, Medium Nougat Forehead Lines, Open Mouth, Gritted Teeth / Grin with Sunglasses Pattern","2024"
"666","3626pb3612","Minifigure, Head Dual Sided Dark Tan Eyebrows, Black Eyes, Dark Orange Freckles, Open Mouth Grin with White Teeth / Smile Pattern","2024"
"667","3626pb3760","Minifigure, Head Dual Sided Dark Tan Eyebrows, Medium Nougat Chin Dimple, Grin / Lopsided Grin with Raised Eyebrow Right Pattern","2024"
"668","3626pb3691","Minifigure, Head Dual Sided Dark Tan Eyebrows, Moustache and Beard, Light Bluish Gray Glasses, Open Mouth Smile / Neutral Pattern","2024"
"669","3626pb3811","Minifigure, Head Dual Sided Female Balaclava with Black Pentagon over Light Nougat Face with Dark Orange Eyebrows and Lips, Single Eyelashes, Slight Grin / Angry Bared Teeth Pattern","2024"
"670","3626pb3571","Minifigure, Head Dual Sided Female Balaclava, White Face, Black Eye Mask and Single Eyelashes, Dark Red Lips, Smirk / Open Mouth Smile with Teeth Pattern","2024"
"671","3626pb3596","Minifigure, Head Dual Sided Female Black Eyebrows and Beauty Mark, Medium Brown Lips and Wrinkles, Grin / Wink and Lopsided Open Mouth Smile with Teeth Pattern","2024"
"672","3626pb3537","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Dark Azure Eyes, Neutral with Reddish Brown Lips / Dark Bluish Gray and Dark Silver Mask Pattern","2024"
"673","3626pb3536","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Dark Azure Eyes, Neutral with Reddish Brown Lips and Cheek Lines / Dark Bluish Gray and Dark Silver Mask Pattern","2024"
"674","3626pb3736","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Dark Orange Lips, Open Mouth Smile / Frown, Raised Left Eyebrow Pattern","2024"
"675","3626pb3758","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Medium Brown Eye Shadow and Lips, Grin / Open Mouth Smile with Teeth Pattern","2024"
"676","3626pb3759","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Medium Brown Eyelids and Lips, Lopsided Grin with Raised Eyebrow Right / Scowl with Dark Purple Sunglasses with Medium Lavender Lenses Pattern","2024"
"677","3626pb3726","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Medium Nougat Freckles, Dark Red Lips, Neutral / Open Mouth Grin with Teeth Pattern","2024"
"678","3626pb3510","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Medium Nougat Lips, Sweat Drops and Open Mouth Smile / Crooked Mouth Pattern","2024"
"679","3626pb3727","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Metallic Pink and Silver Glasses, Closed Mouth Smile / Open Mouth Grin with Teeth, No Glasses Pattern","2024"
"680","3626pb3740","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Nougat Lips, Reddish Brown Cheek Lines and Crow's Feet, Closed Mouth Smile / Open Mouth Grin with Teeth and Red Tongue Pattern","2024"
"681","3626pb3745","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Reddish Brown Freckles, Dark Brown Lips, Neutral / Open Mouth Smile with Teeth Pattern","2024"
"682","3626pb3709","Minifigure, Head Dual Sided Female Black Eyebrows and Eyelashes, Reddish Brown Lips, Black Chin Strap, Grin / Angry Frown Pattern","2024"
"683","3626pb3521","Minifigure, Head Dual Sided Female Black Eyebrows and Glasses, Medium Lavender Lips, Lopsided Grin / Stern Pattern","2024"
"684","3626pb3578","Minifigure, Head Dual Sided Female Black Eyebrows and Single Eyelashes, Red Lips, Lopsided Grin / Scowl Pattern","2024"
"685","3626pb3598","Minifigure, Head Dual Sided Female Black Eyebrows Raised, Dark Orange Wrinkles and Lips, Mouth Closed Angry / Open Smile with White Teeth Pattern","2024"
"686","3626pb3683","Minifigure, Head Dual Sided Female Black Eyebrows, Beauty Mark, Medium Nougat Lips, Scar, Lopsided Grin / Open Mouth Smile and Closed Eyes Pattern","2024"
