sets_id,sets_cat,set_link,mini_link,mini_id,parts_link,parts_id,parts_description
6666-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6666-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6666-1&viewItemType=M,doc010,https://www.bricklink.com/catalogItemInv.asp?M=doc010,970c00,White Hips  and Legs Plain 
6666-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6666-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6666-1&viewItemType=M,doc010,https://www.bricklink.com/catalogItemInv.asp?M=doc010,4485pb02,"White Minifigure, Headgear Cap - Long Flat Bill with Blue EMT Star of Life Pattern "
6666-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6666-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6666-1&viewItemType=M,doc010,https://www.bricklink.com/catalogItemInv.asp?M=doc010,973px168c01,"White Torso Hospital EMT Star of Life, Open Collar, Pocket Pen Pattern / White Arms / Yellow Hands "
6666-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6666-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6666-1&viewItemType=M,doc010,https://www.bricklink.com/catalogItemInv.asp?M=doc010,3626bp04,"Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud "
6666-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6666-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6666-1&viewItemType=M,fbr002,https://www.bricklink.com/catalogItemInv.asp?M=fbr002,4530,"Black Minifigure, Hair Female "
6666-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6666-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6666-1&viewItemType=M,fbr002,https://www.bricklink.com/catalogItemInv.asp?M=fbr002,970c00,Red Hips  and Legs Plain 
6666-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6666-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6666-1&viewItemType=M,fbr002,https://www.bricklink.com/catalogItemInv.asp?M=fbr002,3626bp02,"Yellow Minifigure, Head Female with Red Lips, Eyelashes (Standard Woman Pattern) - Blocked Open Stud "
6666-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6666-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6666-1&viewItemType=M,fbr002,https://www.bricklink.com/catalogItemInv.asp?M=fbr002,973pb0061c01,Yellow Torso Paradisa Red Halter Top Pattern / Yellow Arms / Yellow Hands 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par006,https://www.bricklink.com/catalogItemInv.asp?M=par006,973pb018c01,Pink Torso Paradisa Pink Shirt Tied at Bottom with Blue Flowers Pattern / Yellow Arms / Yellow Hands 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par006,https://www.bricklink.com/catalogItemInv.asp?M=par006,6093,"Red Minifigure, Hair Female Ponytail "
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par006,https://www.bricklink.com/catalogItemInv.asp?M=par006,970c03,White Hips and Yellow Legs 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par006,https://www.bricklink.com/catalogItemInv.asp?M=par006,3626bp02,"Yellow Minifigure, Head Female with Red Lips, Eyelashes (Standard Woman Pattern) - Blocked Open Stud "
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par018,https://www.bricklink.com/catalogItemInv.asp?M=par018,973px23c01,Pink Torso Paradisa Red Dot Top with Gold Necklace Pattern / Yellow Arms / Yellow Hands 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par018,https://www.bricklink.com/catalogItemInv.asp?M=par018,970c00,White Hips  and Legs Plain 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par018,https://www.bricklink.com/catalogItemInv.asp?M=par018,4485,"White Minifigure, Headgear Cap - Long Flat Bill "
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par018,https://www.bricklink.com/catalogItemInv.asp?M=par018,3626bp02,"Yellow Minifigure, Head Female with Red Lips, Eyelashes (Standard Woman Pattern) - Blocked Open Stud "
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par032,https://www.bricklink.com/catalogItemInv.asp?M=par032,970c03,Black Hips and Yellow Legs 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par032,https://www.bricklink.com/catalogItemInv.asp?M=par032,3901,"Brown Minifigure, Hair Male "
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par032,https://www.bricklink.com/catalogItemInv.asp?M=par032,973px126c01,White Torso Paradisa Sailboat with Sunset Pattern / Yellow Arms / Yellow Hands 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par032,https://www.bricklink.com/catalogItemInv.asp?M=par032,2610,Yellow Minifigure Life Jacket 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,par032,https://www.bricklink.com/catalogItemInv.asp?M=par032,3626bp03,"Yellow Minifigure, Head Moustache Pointed with Standard Grin Pattern - Blocked Open Stud "
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,wtr001,https://www.bricklink.com/catalogItemInv.asp?M=wtr001,970c00,Black Hips  and Legs Plain 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,wtr001,https://www.bricklink.com/catalogItemInv.asp?M=wtr001,3901,"Black Minifigure, Hair Male "
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,wtr001,https://www.bricklink.com/catalogItemInv.asp?M=wtr001,973p20c01,Black Torso Town Vest Formal with Bow Tie Pattern / White Arms / Yellow Hands 
6410-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6410-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6410-1&viewItemType=M,wtr001,https://www.bricklink.com/catalogItemInv.asp?M=wtr001,3626bp03,"Yellow Minifigure, Head Moustache Pointed with Standard Grin Pattern - Blocked Open Stud "
6404-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6404-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6404-1&viewItemType=M,par002,https://www.bricklink.com/catalogItemInv.asp?M=par002,6093,"Black Minifigure, Hair Female Ponytail "
6404-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6404-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6404-1&viewItemType=M,par002,https://www.bricklink.com/catalogItemInv.asp?M=par002,970c03,White Hips and Yellow Legs 
6404-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6404-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6404-1&viewItemType=M,par002,https://www.bricklink.com/catalogItemInv.asp?M=par002,973px5c01,White Torso Paradisa Horse Pattern / Dark Pink Arms / Yellow Hands 
6404-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6404-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6404-1&viewItemType=M,par002,https://www.bricklink.com/catalogItemInv.asp?M=par002,3626bp02,"Yellow Minifigure, Head Female with Red Lips, Eyelashes (Standard Woman Pattern) - Blocked Open Stud "
6404-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6404-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6404-1&viewItemType=M,wtr003,https://www.bricklink.com/catalogItemInv.asp?M=wtr003,3901,"Black Minifigure, Hair Male "
6404-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6404-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6404-1&viewItemType=M,wtr003,https://www.bricklink.com/catalogItemInv.asp?M=wtr003,973p20c01,Black Torso Town Vest Formal with Bow Tie Pattern / White Arms / Yellow Hands 
6404-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6404-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6404-1&viewItemType=M,wtr003,https://www.bricklink.com/catalogItemInv.asp?M=wtr003,970c00,Light Gray Hips  and Legs Plain 
6404-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6404-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6404-1&viewItemType=M,wtr003,https://www.bricklink.com/catalogItemInv.asp?M=wtr003,3626bp03,"Yellow Minifigure, Head Moustache Pointed with Standard Grin Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air010a,https://www.bricklink.com/catalogItemInv.asp?M=air010a,4530,"Black Minifigure, Hair Female "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air010a,https://www.bricklink.com/catalogItemInv.asp?M=air010a,973pb0031c01,"Blue Torso Airplane Crew Female, Pocket, Pen, Scarf and Logo Pattern / Blue Arms / Yellow Hands "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air010a,https://www.bricklink.com/catalogItemInv.asp?M=air010a,970c00,White Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air010a,https://www.bricklink.com/catalogItemInv.asp?M=air010a,3626bp02,"Yellow Minifigure, Head Female with Red Lips, Eyelashes (Standard Woman Pattern) - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air009,https://www.bricklink.com/catalogItemInv.asp?M=air009,3901,"Black Minifigure, Hair Male "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air009,https://www.bricklink.com/catalogItemInv.asp?M=air009,970c00,Blue Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air009,https://www.bricklink.com/catalogItemInv.asp?M=air009,973pb0097c01,"Blue Torso Airplane Crew Male, Pockets, ID Badge, 'AIR' and Logo Pattern / Blue Arms / Yellow Hands "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air009,https://www.bricklink.com/catalogItemInv.asp?M=air009,3626bpx124,"Yellow Minifigure, Head Standard Grin and Red Nose Freckles Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air007,https://www.bricklink.com/catalogItemInv.asp?M=air007,970c00,Blue Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air007,https://www.bricklink.com/catalogItemInv.asp?M=air007,973pb0097c01,"Blue Torso Airplane Crew Male, Pockets, ID Badge, 'AIR' and Logo Pattern / Blue Arms / Yellow Hands "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air007,https://www.bricklink.com/catalogItemInv.asp?M=air007,4485,"Red Minifigure, Headgear Cap - Long Flat Bill "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air007,https://www.bricklink.com/catalogItemInv.asp?M=air007,3626bpx124,"Yellow Minifigure, Head Standard Grin and Red Nose Freckles Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air008,https://www.bricklink.com/catalogItemInv.asp?M=air008,970c00,Blue Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air008,https://www.bricklink.com/catalogItemInv.asp?M=air008,973pb0097c01,"Blue Torso Airplane Crew Male, Pockets, ID Badge, 'AIR' and Logo Pattern / Blue Arms / Yellow Hands "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air008,https://www.bricklink.com/catalogItemInv.asp?M=air008,3833,"Red Minifigure, Headgear Helmet Construction "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air008,https://www.bricklink.com/catalogItemInv.asp?M=air008,3626bpx124,"Yellow Minifigure, Head Standard Grin and Red Nose Freckles Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air002,https://www.bricklink.com/catalogItemInv.asp?M=air002,970c00,Black Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air002,https://www.bricklink.com/catalogItemInv.asp?M=air002,3624,"Black Minifigure, Headgear Hat, Police "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air002,https://www.bricklink.com/catalogItemInv.asp?M=air002,973px189c01,"Black Torso Airplane Pilot, Suit Double Breasted, Tie, Gold Buttons and Logo Pin Pattern / Black Arms / Yellow Hands "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,air002,https://www.bricklink.com/catalogItemInv.asp?M=air002,3626bp01,"Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,jbr001,https://www.bricklink.com/catalogItemInv.asp?M=jbr001,970c00,Blue Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,jbr001,https://www.bricklink.com/catalogItemInv.asp?M=jbr001,973p70c01,Brown Torso Bomber Jacket and Black T-Shirt Pattern / Brown Arms / Yellow Hands 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,jbr001,https://www.bricklink.com/catalogItemInv.asp?M=jbr001,2447,"Trans-Light Blue Minifigure, Visor Standard "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,jbr001,https://www.bricklink.com/catalogItemInv.asp?M=jbr001,2446,"White Minifigure, Headgear Helmet Motorcycle (Standard) "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,jbr001,https://www.bricklink.com/catalogItemInv.asp?M=jbr001,3626bpb0176,"Yellow Minifigure, Head Glasses with Blue Sunglasses and Wide-Spaced Stubble Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par047,https://www.bricklink.com/catalogItemInv.asp?M=par047,970c00,Light Gray Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par047,https://www.bricklink.com/catalogItemInv.asp?M=par047,4485,"Red Minifigure, Headgear Cap - Long Flat Bill "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par047,https://www.bricklink.com/catalogItemInv.asp?M=par047,973pb0128c01,White Torso Horizontal Blue and Light Green Stripes Pattern / Yellow Arms / Yellow Hands 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par047,https://www.bricklink.com/catalogItemInv.asp?M=par047,3626bp03,"Yellow Minifigure, Head Moustache Pointed with Standard Grin Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,pck002,https://www.bricklink.com/catalogItemInv.asp?M=pck002,970c00,Green Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,pck002,https://www.bricklink.com/catalogItemInv.asp?M=pck002,973p73c01,Green Torso Town Vest with Patch Pockets over White Shirt Pattern / White Arms / Yellow Hands 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,pck002,https://www.bricklink.com/catalogItemInv.asp?M=pck002,4485,"Red Minifigure, Headgear Cap - Long Flat Bill "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,pck002,https://www.bricklink.com/catalogItemInv.asp?M=pck002,3626bpb0176,"Yellow Minifigure, Head Glasses with Blue Sunglasses and Wide-Spaced Stubble Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par048,https://www.bricklink.com/catalogItemInv.asp?M=par048,3901,"Black Minifigure, Hair Male "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par048,https://www.bricklink.com/catalogItemInv.asp?M=par048,973px2c01,Blue Torso Blue Jogging Suit Pattern / Blue Arms / Yellow Hands 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par048,https://www.bricklink.com/catalogItemInv.asp?M=par048,970c00,Red Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par048,https://www.bricklink.com/catalogItemInv.asp?M=par048,3626bp02,"Yellow Minifigure, Head Female with Red Lips, Eyelashes (Standard Woman Pattern) - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,oct012,https://www.bricklink.com/catalogItemInv.asp?M=oct012,970c00,Green Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,oct012,https://www.bricklink.com/catalogItemInv.asp?M=oct012,4485,"Red Minifigure, Headgear Cap - Long Flat Bill "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,oct012,https://www.bricklink.com/catalogItemInv.asp?M=oct012,973px130c01,White Torso Octan Logo Pattern / White Arms / Yellow Hands 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,oct012,https://www.bricklink.com/catalogItemInv.asp?M=oct012,3626bp01,"Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,cop002,https://www.bricklink.com/catalogItemInv.asp?M=cop002,970c00,Black Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,cop002,https://www.bricklink.com/catalogItemInv.asp?M=cop002,973px20c01,Black Torso Police Suit with Yellow Star Badge Pattern / Black Arms / Yellow Hands 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,cop002,https://www.bricklink.com/catalogItemInv.asp?M=cop002,3624,"White Minifigure, Headgear Hat, Police "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,cop002,https://www.bricklink.com/catalogItemInv.asp?M=cop002,3626bpx11,"Yellow Minifigure, Head Moustache Thick Flat and Short Eyebrows Pattern - Blocked Open Stud "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par031,https://www.bricklink.com/catalogItemInv.asp?M=par031,4485,"Blue Minifigure, Headgear Cap - Long Flat Bill "
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par031,https://www.bricklink.com/catalogItemInv.asp?M=par031,970c00,White Hips  and Legs Plain 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par031,https://www.bricklink.com/catalogItemInv.asp?M=par031,973px126c01,White Torso Paradisa Sailboat with Sunset Pattern / Yellow Arms / Yellow Hands 
6597-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=6597-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=6597-1&viewItemType=M,par031,https://www.bricklink.com/catalogItemInv.asp?M=par031,3626bp03,"Yellow Minifigure, Head Moustache Pointed with Standard Grin Pattern - Blocked Open Stud "
3350-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=3350-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=3350-1&viewItemType=M,doc010,https://www.bricklink.com/catalogItemInv.asp?M=doc010,970c00,White Hips  and Legs Plain 
3350-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=3350-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=3350-1&viewItemType=M,doc010,https://www.bricklink.com/catalogItemInv.asp?M=doc010,4485pb02,"White Minifigure, Headgear Cap - Long Flat Bill with Blue EMT Star of Life Pattern "
3350-1,Town,https://www.bricklink.com/v2/catalog/catalogitem.page?S=3350-1#T=S&O={%22iconly%22:0},https://www.bricklink.com/catalogItemInv.asp?S=3350-1&viewItemType=M,doc010,https://www.bricklink.com/catalogItemInv.asp?M=doc010,973px168c01,"White Torso Hospital EMT Star of Life, Open Collar, Pocket Pen Pattern / White Arms / Yellow Hands "
