item_number,description,category,price_guide_link,past_used_avg,past_used_min,past_used_max,current_used_avg,current_used_min,current_used_max,past_new_avg,past_new_min,past_new_max,current_new_avg,current_new_min,current_new_max
sw1127,Garindan,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0557,General Airen Cracken,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1140,General Jan Dodonna,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0579,General Maximillian Veers,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1154,General Maximillian Veers - Cap,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1175,General Maximillian Veers - Dual Molded Legs,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0178,General Maximillian Veers - Goggles Print and Dark Bluish Gray Helmet,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1101,General Maximillian Veers - Helmet with Goggles Print,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0289,General Maximillian Veers - Light Bluish Gray Helmet and Armor,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0460,General Rieekan,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0562,"Gonk Droid (GNK Power Droid), Dark Bluish Gray",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0073a,"Gonk Droid (GNK Power Droid), Dark Bluish Gray Body and Light Bluish Gray Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0073a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1041,"Gonk Droid (GNK Power Droid), Dark Turquoise",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0073,"Gonk Droid (GNK Power Droid), Light and Dark Gray",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0430,"Gonk Droid (GNK Power Droid), Light Bluish Gray Body and Dark Bluish Gray Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0767,"Gonk Droid (GNK Power Droid), Reddish Brown",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0157,Grand Moff Wilhuff Tarkin - Smooth Hair,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0770,Grand Moff Wilhuff Tarkin - Swept Back Hair,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0558,Gray Squadron Pilot,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0110,Greedo,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0898,Greedo (with Belt on Torso),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0553,Greedo (with Belt),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0356,Han Solo (Celebration),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0644,Han Solo (Endor Outfit),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0727,Han Solo (Hoth),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0466,"Han Solo (Hoth, Snow Goggles and Tan Bandana)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0976,Han Solo - Dual Molded Legs,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0179,"Han Solo - Light Nougat, Black Vest",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0179a,"Han Solo - Light Nougat, Black Vest (2010)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0179a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0253,"Han Solo - Light Nougat, Parka Hood, Tan Legs with Holster",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0253a,"Han Solo - Light Nougat, Parka Hood, Tan Legs with Holster (2010)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0253a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0088,"Han Solo - Light Nougat, Reddish Brown Legs with Holster",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0088a,"Han Solo - Light Nougat, Reddish Brown Legs with Holster (2010)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0088a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0205a,"Han Solo - Light Nougat, Stormtrooper Outfit (2010)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0205a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0084,"Han Solo - Light Nougat, White Shirt, Reddish Brown Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0081,"Han Solo - Light Nougat,Reddish Brown Hair, Tan Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0709,"Han Solo - Parka, Dark Brown Coat (Hoth)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0205,Han Solo - Stormtrooper Outfit,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0772,"Han Solo - Stormtrooper Outfit, Printed Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1204,"Han Solo - Stormtrooper Outfit, Printed Legs, Shoulder Belts",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0978,Han Solo in Carbonite (Block with Handles),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0984,Han Solo in Carbonite (Brick 1 x 2 x 5),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0601,"Han Solo, Black Vest, Dark Blue Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0334,"Han Solo, Black Vest, Dark Blue Legs, Eyes with Pupils",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1032,"Han Solo, Blue Legs (20th Anniversary Torso)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0014,"Han Solo, Blue Legs (Falcon)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0045,"Han Solo, Brown Legs with Holster Pattern",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0015,"Han Solo, Brown Legs without Holster Pattern (Skiff)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0111,"Han Solo, Dark Blue Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0539,"Han Solo, Dark Blue Legs, Vest with Pockets",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0771,"Han Solo, Dark Blue Legs, Vest with Pockets, Wavy Hair",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0714,"Han Solo, Dark Brown Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0879,"Han Solo, Dark Brown Legs with Holster Pattern, Dark Blue Jacket, Wavy Hair",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1021,"Han Solo, Dark Brown Legs with Holster Pattern, Dark Blue Jacket, Wavy Hair, Smile / Frown",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0823,"Han Solo, Dark Brown Legs, Wavy Hair",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0290,"Han Solo, Reddish Brown Legs with Holster Pattern, Open Jacket",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0451,"Han Solo, Reddish Brown Legs with Holster Pattern, Vest with Pockets",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0278,"Han Solo, Reddish Brown Legs without Holster Pattern",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0403,"Han Solo, Reddish Brown Legs without Holster Pattern, Dual Sided Head",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0612,"Han Solo, Reddish Brown Legs without Holster Pattern, Dual Sided Head, Cheek Lines",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0343,"Han Solo, Tan Legs with Holster Pattern, Parka Hood with Tan Fur",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0258,Hoth Officer,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0016,"Hoth Rebel (Yellow Head, Brown Visor)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0108,"Hoth Rebel (Yellow Head, White Visor Goggles)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0167,"Hoth Rebel - Light Nougat Head, White Visor Goggles",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0252,"Hoth Rebel - Light Nougat Head, White Visor Snow Goggles",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0291,Hoth Rebel Trooper (Black Chin Dimple),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0259,Hoth Rebel Trooper (Orange Chin Dimple),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0736,Hoth Rebel Trooper Dark Tan Uniform (Brown Beard),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0735,Hoth Rebel Trooper Dark Tan Uniform (Frown),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1187,"Hoth Rebel Trooper Dark Tan Uniform and Helmet, White Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1185,"Hoth Rebel Trooper Dark Tan Uniform and Helmet, White Legs, Female",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0425,Hoth Rebel Trooper Tan Uniform (Moustache),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0462,Hoth Rebel Trooper Tan Uniform (Stubble),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0678,Hoth Rebel Trooper White Uniform (Cheek Lines),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0708,Hoth Rebel Trooper White Uniform (Frown),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0760,Hoth Rebel Trooper White Uniform (Moustache),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0734,"Hoth Rebel Trooper White Uniform (Tan Beard, Backpack)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0765,"Hoth Rebel Trooper White Uniform (Tan Beard, without Backpack)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1188,"Hoth Rebel Trooper White Uniform, Dark Tan Helmet, Female",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1186,"Hoth Rebel Trooper White Uniform, Dark Tan Helmet, Reddish Brown Head",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1008,"Hoth Rebel Trooper White Uniform, Dark Tan Legs (Brown Angular Beard)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1015,"Hoth Rebel Trooper White Uniform, Dark Tan Legs (Frown)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1016,"Hoth Rebel Trooper White Uniform, Dark Tan Legs (Open Mouth Smile)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1014,"Hoth Rebel Trooper White Uniform, Dark Tan Legs (White Beard)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1026,"Hoth Rebel Trooper White Uniform, Dark Tan Legs, Backpack (Cheek Lines)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1130,Hrchek Kal Fas,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0151,IG-88,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0831,IG-88,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0351,IG-88 (Printed Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0831a,IG-88 with Round 1 x 1 Plate,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0831a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0968,IG-88 without Round 1 x 1 Plate,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0093,Imperial AT-ST Pilot / Driver (Plain Helmet),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0401,"Imperial AT-ST Pilot / Driver (Plain Helmet, Dual Sided Head)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0693,Imperial Crew - Black Cap,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0584,Imperial Crew - Dark Bluish Gray Cap,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0545,"Imperial Crew, Black Jumpsuit, Cavalry Kepi",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1044,Imperial Crewmember - Printed Arms,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0529,"Imperial Gunner (Closed Mouth, Silver Imperial Logo)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1045,"Imperial Gunner (Closed Mouth, White Imperial Logo)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0520,"Imperial Gunner (Open Mouth, Silver Imperial Logo)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0774,"Imperial Navy Officer (Lieutenant / Security, Stormtrooper Captain)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0583,Imperial Navy Trooper (Black Jumpsuit),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1142,Imperial Officer,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0582,Imperial Officer (Captain / Commandant / Commander),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0114,"Imperial Officer (Captain / Commandant / Commander) - Cavalry Kepi, Smile and Brown Eyebrows",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0293,"Imperial Officer (Captain / Commandant / Commander) - Cavalry Kepi, Smirk",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0154,"Imperial Officer (Captain / Commandant / Commander) - Cavalry Kepi, Standard Grin",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0046,"Imperial Officer (Captain / Commandant / Commander) - Police Cap, Yellow Head with Standard Grin",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0376,"Imperial Officer (Captain / Commandant / Commander) - Two Code Cylinders, Cavalry Kepi",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1043,Imperial Officer (Junior Lieutenant / Lieutenant) - Dual Molded Legs,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0877,Imperial Officer (Major / Colonel / Commodore),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0775,Imperial Officer - Light Bluish Gray Uniform,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0426,Imperial Officer with Battle Armor (Captain / Commandant / Commander) - Chin Strap,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0261,"Imperial Officer with Battle Armor (Captain / Commandant / Commander) - Dark Bluish Gray Legs, Smirk",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0294,Imperial Pilot (Cap),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1190,Imperial Probe Droid,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0459,"Imperial Probe Droid (Trans-Clear Dish Stand, Lever on Top)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0171,"Imperial Probe Droid (White Dish Stand, Lever on Top)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0682,Imperial Probe Droid - Mini,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1017,"Imperial Probe Droid, Black Sensors, Single Bar Frame Octagonal",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0847,"Imperial Probe Droid, Black Sensors, with Stand",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0847a,"Imperial Probe Droid, Black Sensors, without Stand",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0847a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0712a,"Imperial Probe Droid, Dark Bluish Gray Sensors (Dark Bluish Gray Round Plate Inside)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0712a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0712,"Imperial Probe Droid, Dark Bluish Gray Sensors (Reddish Brown Round Plate Inside)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1116,"Imperial Scout Trooper (Dual Molded Helmet) - Male, Light Nougat Head, Cheek Lines",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
