item_number,description,category,price_guide_link,past_used_avg,past_used_min,past_used_max,current_used_avg,current_used_min,current_used_max,past_new_avg,past_new_min,past_new_max,current_new_avg,current_new_min,current_new_max
sw0132,Wookiee Warrior,Star Wars Episode 3,https://www.bricklink.com/catalogPG.asp?M=sw0132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1028,"Wookiee Warrior, Printed Legs",Star Wars Episode 3,https://www.bricklink.com/catalogPG.asp?M=sw1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0936,2-1B Medical Droid (Dotted Badge and Peeling Paint Pattern),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0956,"2-1B Medical Droid (Dotted Badge Pattern, Dark Bluish Gray Legs)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0345,"2-1B Medical Droid (Dotted Badge Pattern, Light Bluish Gray Legs)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0830,4-LOM,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0633,Admiral (Colonel) Wullf Yularen,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0247,Admiral Ackbar,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0352,Admiral Firmus Piett,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0145,ASP Droid,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0683,Assassin Droid (Dark Bluish Gray),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0215,Assassin Droid (White),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0555,"Astromech Droid, R2-A5",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0933,"Astromech Droid, R2-BHD",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0908,"Astromech Droid, R2-D2, Dirt Stains on Front",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1200,"Astromech Droid, R2-D2, Dirt Stains on Front and Back",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0512,"Astromech Droid, R2-D2, Flat Silver Head",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1202,"Astromech Droid, R2-D2, Flat Silver Head, Dark Pink Dots, Large Receptor, Back Printing",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0028a,"Astromech Droid, R2-D2, Serving Tray Dark Bluish Gray",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0028a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0217a,"Astromech Droid, R2-D2, Serving Tray Dark Tan",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0217a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0155,"Astromech Droid, R2-D5",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0943,"Astromech Droid, R2-Q2 (Large Red Dots)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0303,"Astromech Droid, R2-Q2 (Small Red Dots)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0213,"Astromech Droid, R2-Q5",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0724,"Astromech Droid, R3-A2",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0773,"Astromech Droid, R3-M3",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0895,"Astromech Droid, R3-T2",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0937,"Astromech Droid, R5-A2",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0029a,"Astromech Droid, R5-D4, Long Red Stripes on Dome",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0029a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0142,"Astromech Droid, R5-D4, Plain Dome",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0373,"Astromech Droid, R5-D8 / R5-D4",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0370,"Astromech Droid, R5-F7",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0375,"Astromech Droid, R5-J2",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1104,"AT-AT Driver - Dark Red Imperial Logo, Cheek Lines, Frown",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1105,"AT-AT Driver - Dark Red Imperial Logo, Cheek Lines, Smile",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1176,"AT-AT Driver - Dark Red Imperial Logo, Female",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0581,"AT-AT Driver - Dark Red Imperial Logo, Grimacing",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0177,"AT-AT Driver - Red Imperial Logo, Bluish Grays, Black Head, Stormtrooper Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0262,"AT-AT Driver - Red Imperial Logo, Bluish Grays, Black Head, Stormtrooper Type 2 Helmet",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0102,"AT-AT Driver - Red Imperial Logo, Yellow Head",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1208,Aunt Beru Whitesun Lars,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0074,B'Omarr Monk (Trans-Neon Orange Plate),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0412,B'Omarr Monk (Trans-Orange Plate),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0150,Bespin Guard,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0611,"Bespin Guard - Light Nougat Head, Detailed Gold Trim",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0762,"Bespin Guard - Light Nougat Head, Detailed Gold Trim, Furrowed Eyebrows",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0975,"Bespin Guard - Light Nougat Head, Detailed Gold Trim, Moustache",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0404,"Bib Fortuna - Cape, Light Nougat Skin",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0076,"Bib Fortuna - Cape, Tan Skin",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0009,Biggs Darklighter,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0944,Biggs Darklighter (Dual Molded Helmet),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1038,Biggs Darklighter (Hair),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0554,Bith Musician,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0107,Boba Fett (Cloud City - Printed Arms & Legs),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0431,Boba Fett - Balaclava Head,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0002a,Boba Fett - Bluish Grays,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0002a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0002b,Boba Fett - Bluish Grays - Dark Red Helmet Highlights,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0002b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0002,Boba Fett - Classic Grays,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0822,Boba Fett - Clone Head,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0396,Boba Fett - Head Beard Stubble,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0711,Boba Fett - Pauldron Cloth with Dark Orange Stripe Pattern,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0279,"Boba Fett - Pauldron, Helmet, Jet Pack",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0610,"Boba Fett - Pauldron, Helmet, Jet Pack, Printed Arms and Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0977,"Boba Fett - Pauldron, Helmet, Jet Pack, Printed Arms and Legs, Clone Head",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0828,Bossk - Olive Green,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0280,Bossk - Sand Green,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0407,Boushh,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0158,C-3PO - Chrome Gold (SW 30th Anniversary Edition),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0365,C-3PO - Colorful Wires Pattern,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0700,"C-3PO - Colorful Wires, Printed Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1209,"C-3PO - Molded Light Bluish Gray Right Foot, Printed Arms",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0161a,C-3PO - Pearl Gold with Pearl Gold Hands,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0161a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0161,C-3PO - Pearl Gold with Pearl Light Gold Hands,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0010,C-3PO - Pearl Light Gold,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0561,C-3PO - Printed Legs (Robot Limiter/Restraining Bolt),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1201,"C-3PO - Printed Legs, Toes and Arms",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0256,Captain Antilles,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1035,Captain Antilles (Dark Tan Shirt),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0011,Chewbacca (Brown),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1184,Chewbacca - Snow,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0236,Chief Chirpa (Ewok),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0969,Cloud Car Pilot,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0250,"Crix Madine, Dark Tan Hips and Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0250a,"Crix Madine, Tan Hips and Legs",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0250a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1025,Dak Ralter (Jumpsuit Pockets and Three Bullets on Right Leg),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0012a,Dak Ralter (with Dark Bluish Gray Hips),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0012a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0567,Dak Ralter (with Pockets on Legs),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0012b,"Dak Ralter - Dark Bluish Gray Hips, Light Nougat Head",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0012b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0012,Dak Ralter with Dark Gray Hips,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1029,Darth Vader (20th Anniversary Torso),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0386,Darth Vader (Black Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0232,Darth Vader (Death Star torso - no Eyebrows),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0209,Darth Vader (Death Star torso),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0214,Darth Vader (Imperial Inspection - Eyebrows),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0123,Darth Vader (Imperial Inspection),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0004a,Darth Vader (Light Bluish Gray Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0004a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0004,Darth Vader (Light Gray Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1106,"Darth Vader (Printed Arms, Spongy Cape)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1112,"Darth Vader (Printed Arms, Traditional Starched Fabric Cape)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0586,Darth Vader (Tan Head),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1141,Darth Vader (Traditional Starched Fabric Cape),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0636,Darth Vader (Type 2 Helmet),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0277,Darth Vader (White Pupils),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0218,Darth Vader - Chrome Black,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0117,Darth Vader with Light-Up Lightsaber,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0768,Death Star Droid,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0374,Death Star Trooper,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0769,Death Star Trooper (Imperial Navy Trooper),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0149,Dengar,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0350,Dengar (Light Bluish Gray Torso),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0751,Dengar (White Torso),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1125,Dr. Cornelius Evazan,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0634,Emperor Palpatine,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw1107,Emperor Palpatine (Hood Basic),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0124,"Emperor Palpatine - Light Bluish Gray Head, Light Bluish Gray Hands",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0595,"Emperor Palpatine - Tan Head, Tan Hands",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0066,"Emperor Palpatine - Yellow Head, Black Hands",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0041,"Emperor Palpatine - Yellow Head, Yellow Hands",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0240,Endor Rebel Commando - Beard,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0511,Endor Rebel Commando - Beard and Angry Dual Sided Head,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0367,Endor Rebel Commando - Dark Tan Vest,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0239,Endor Rebel Commando - Frown,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0368,Endor Rebel Commando - Stubble,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0507,Endor Rebel Trooper (Sand Green),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0645,Endor Rebel Trooper 1 (Olive Green),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0646,Endor Rebel Trooper 2 (Olive Green) (Commander Rex),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0072,EV-9D9,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0508,Ewok Warrior,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0050,"Ewok, Brown Hood (Wicket)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0067,"Ewok, Tan Hood (Paploo)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0959,FX-7 Medical Assistant Droid,Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0075,Gamorrean Guard (Dark Gray Arms),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0405,"Gamorrean Guard (Olive Green, Detailed)",Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sw0087,Gamorrean Guard (Reddish Brown Arms),Star Wars Episode 4/5/6,https://www.bricklink.com/catalogPG.asp?M=sw0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
