item_number,description,color,gender,age,emotion
3626cpb1596,"Minifigure, Head Beard Reddish Brown, Bushy Eyebrows, Sideburns, White Pupils, Lopsided Smile Pattern",Yellow,male,young adult,smirk
3626cpb2756,"Minifigure, Head Beard Stubble Black Eyepatch with Copper and Orange Eyepiece Pattern",Yellow,male,young adult,smirk
3626cpb1432,"Minifigure, Head Beard Stubble Dark Red, Reddish Brown Eyepatch with Copper Eyepiece Pattern",Yellow,male,young adult,smirk
3626cpb1330,"Minifigure, Head Beard Stubble, Black Eyebrows, Scar on Right Eyebrow, Open Mouth with Teeth Pattern",Yellow,male,young adult,smirk
3626cpb1965,"Minifigure, Head Beard Stubble, Black Raised Right Eyebrow, Smirk Angled to Right, White Pupils Pattern",Yellow,male,young adult,smirk
3626bpb0653,"Minifigure, Head Beard Stubble, Black Raised Right Eyebrow, White Pupils Pattern",Yellow,male,young adult,smirk
3626cpb0653,"Minifigure, Head Beard Stubble, Black Raised Right Eyebrow, White Pupils Pattern",Yellow,male,young adult,smirk
3626bpb0495,"Minifigure, Head Beard Stubble, Brown Eyebrows, Crooked Smile, White Pupils and Scar Pattern",Yellow,male,young adult,smirk
3626cpb0495,"Minifigure, Head Beard Stubble, Brown Eyebrows, Crooked Smile, White Pupils and Scar Pattern",Yellow,male,young adult,smirk
3626cpb1226,"Minifigure, Head Beard Stubble, Dark Tan Eyebrows, Crow's Feet, Lopsided Smile Pattern",Yellow,male,older adult,smirk
3626cpb1193,"Minifigure, Head Beard Stubble, Raised Left Eyebrow, Headset and Smile Pattern",Yellow,male,young adult,smirk
3626bpb0497,"Minifigure, Head Beard Stubble, Sideburns, Goatee and Red Scar Pattern (Jake Raines)",Yellow,male,young adult,smirk
3626cpb0497,"Minifigure, Head Beard Stubble, Sideburns, Goatee and Red Scar Pattern (Jake Raines)",Yellow,male,young adult,smirk
3626bpb0161,"Minifigure, Head Beard with Goatee, Unibrow and Eye Whites Pattern",Yellow,male,young adult,smirk
3626bpb0742,"Minifigure, Head Black Eyebrows, Cheek Lines and Swim Goggles Pattern",Yellow,neutral,young adult,smirk
3626bpb0776,"Minifigure, Head Black Eyebrows, Raised Right Eyebrow, Crooked Smile Pattern",Yellow,neutral,young adult,smirk
3626cpb1599,"Minifigure, Head Black Eyebrows, White Pupils, Black and Silver Headset Pattern",Yellow,neutral,young adult,smirk
3626bpb0741,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Crooked Happy with Teeth Pattern",Yellow,neutral,young adult,smirk
3626cpb1828,"Minifigure, Head Black Thick Eyebrows, Reddish Brown Crow's Feet and Cheek Lines Pattern",Yellow,neutral,older adult,smirk
3626bpb0744,"Minifigure, Head Brown Eyebrows, Cheek Lines, Open Mouth on One Side and Beads of Sweat Pattern",Yellow,neutral,young adult,smirk
3626cpb1214,"Minifigure, Head Dark Brown Eyebrows, Crooked Smile and Laugh Lines Pattern",Yellow,neutral,older adult,smirk
3626cpb2146,"Minifigure, Head Dark Brown Eyebrows, Lopsided Happy, Med. Nougat Anchor Beard Pattern",Yellow,male,young adult,smirk
3626cpb2085,"Minifigure, Head Dark Brown Eyebrows, Muttonchops, and Soul Patch Pattern",Yellow,neutral,young adult,smirk
3626cpb1457,"Minifigure, Head Dark Brown Thick Eyebrows and Goatee, White Pupils, Smirk and Cheek Lines Pattern",Yellow,male,young adult,smirk
3626cpb1291,"Minifigure, Head Dark Orange Eyebrows and Beard, Broken Tooth, Determined Happy, Pupils Pattern",Yellow,male,young adult,smirk
3626cpb1812,"Minifigure, Head Dark Tan Eyebrows and Stubble, Black Eyes, Crooked Happy Pattern",Yellow,male,young adult,smirk
3626cpb2716,"Minifigure, Head Dark Tan Eyebrows, Cheek Lines, Smile with Right Eye Winking Pattern",Yellow,neutral,young adult,smirk
3626cpb1316,"Minifigure, Head Glasses Digital with Light Brown Eyebrows and Chin Dimple Pattern",Yellow,neutral,young adult,smirk
3626bpb0114,"Minifigure, Head Glasses with Black Sunglasses, Goatee and Headset Pattern",Yellow,male,young adult,smirk
3626bpb0202,"Minifigure, Head Glasses with Black Sunglasses, Partially Open Mouth, Sideburns and Stubble Pattern",Yellow,male,young adult,smirk
3626cpb1182,"Minifigure, Head Glasses with Blue Sunglasses and Crooked Smile Pattern",Yellow,neutral,young adult,smirk
3626cpb0587,"Minifigure, Head Glasses with Silver Round Frames, Dark Tan Sideburns Pattern",Yellow,male,young adult,smirk
3626bpb0189,"Minifigure, Head Glasses with Silver Sunglasses with Ribbon, Aggravated Happy Pattern",Yellow,neutral,young adult,smirk
3626bpb0193,"Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Happy Pattern",Yellow,neutral,young adult,smirk
3626cpb0193,"Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Happy Pattern",Yellow,neutral,young adult,smirk
3626cpb2540,"Minifigure, Head Glasses, Orange Sunglasses with Silver Frames, Lopsided Happy, Thick Sideburns Pattern",Yellow,male,young adult,smirk
3626bpb0921,"Minifigure, Head Male Black Angry Eyebrows, Evil Happy with Teeth, Wrinkles Pattern",Yellow,male,older adult,smirk
3626bpb0530,"Minifigure, Head Male Crooked Smile, Black Eyebrows, White Pupils, Chin Dimple Pattern",Yellow,male,young adult,smirk
3626cpb0530,"Minifigure, Head Male Crooked Smile, Black Eyebrows, White Pupils, Chin Dimple Pattern",Yellow,male,young adult,smirk
3626cpb1217,"Minifigure, Head Male Dark Brown Bushy Eyebrows, Cheek Lines and Lopsided Smile Pattern",Yellow,male,young adult,smirk
3626cpb2428,"Minifigure, Head Male Eyepatch Silver with Rivets, Gold Tooth, Smile Pattern (MetalBeard)",Yellow,male,young adult,smirk
3626bpx91,"Minifigure, Head Male HP Hagrid Pattern",Yellow,male,young adult,smirk
3626bpb0095,"Minifigure, Head Male Open Mouth and Raised Eyebrow and Headset Pattern",Yellow,male,young adult,smirk
3626bpx51,"Minifigure, Head Male Open Mouth, Gray Eyes with White Pupils, Thin Black Eyebrows and Headset Pattern",Yellow,male,young adult,smirk
3626cpb1735,"Minifigure, Head Male Raised Bushy Eyebrows, White Pupils, Chin Dimple, Open Mouth Crooked Smile Pattern (Cole)",Yellow,male,young adult,smirk
3626bpx33,"Minifigure, Head Male Red Hair with Black Outline, Stubble Pattern",Yellow,male,young adult,smirk
3626bpx10,"Minifigure, Head Male Sideburns and Green Bandana Pattern",Yellow,male,young adult,smirk
3626cpb0756,"Minifigure, Head Male Sideburns, Moustache, Wrinkles and Smirk Pattern (Rodney Rathbone)StudCatalog: Parts: Minifigure, Head",Yellow,male,older adult,smirk
3626bpb0232,"Minifigure, Head Male Smirk, Blue Goatee, Blue and Black Fade and Checkered Hair Pattern (Zed)",Yellow,male,young adult,smirk
3626cpb1966,"Minifigure, Head Male Smirk, Peach Mark, Pupils, Stubble Beard and Moustache and Sideburns Pattern",Yellow,male,young adult,smirk
3626bpx301,"Minifigure, Head Male Smirk, Pupils, Stubble Beard and Moustache and Sideburns Pattern",Yellow,male,young adult,smirk
3626cpx301,"Minifigure, Head Male Smirk, Pupils, Stubble Beard and Moustache and Sideburns Pattern",Yellow,male,young adult,smirk
3626bpb0046,"Minifigure, Head Male White Eyebrows and Goatee, Angry Smirk Pattern",Yellow,male,young adult,smirk
3626bpb0163,"Minifigure, Head Male White Eyes, Black Eyegrease, Wavy Mouth Pattern",Yellow,male,young adult,smirk
3626bpa3,"Minifigure, Head Moustache Black Bangs, Striped Sideburns Pattern",Yellow,male,young adult,smirk
3626bpb0319,"Minifigure, Head Moustache Brown Long, Sideburns, Stubble, Thick Eyebrows, White Pupils Pattern",Yellow,male,young adult,smirk
3626cpb0319,"Minifigure, Head Moustache Brown Long, Sideburns, Stubble, Thick Eyebrows, White Pupils Pattern",Yellow,male,young adult,smirk
3626bpx68,"Minifigure, Head Moustache Curly, Gray Streaks in Hair Pattern",Yellow,male,young adult,smirk
3626bpb0640,"Minifigure, Head Red Eyebrows and Sideburns, Broken Tooth, Determined Happy, Pupils Pattern",Yellow,male,young adult,smirk
3626cpb0640,"Minifigure, Head Red Eyebrows and Sideburns, Broken Tooth, Determined Happy, Pupils Pattern",Yellow,male,young adult,smirk
3626cpb1757,"Minifigure, Head Red Eyebrows, Green Eye Paint, Crooked Smile, Copper Earpiece Pattern",Yellow,neutral,young adult,smirk
3626bpb0432,"Minifigure, Head Thin Crooked Eyebrows, Curly Moustache, Goatee, and White Pupils Pattern",Yellow,male,young adult,smirk
3626cpb2424,"Minifigure, Head White and Gray Eyebrows, Beard and Braided Ponytail on Back, Med. Nougat Wrinkles, Smile Pattern (Sensei Wu)",Yellow,male,older adult,smirk
3626cpb2553,"Minifigure, Head Dual Sided Reddish Brown Eyebrows with Scar, Surprised / HUD with Black Screen, Medium Azure Highlights Pattern",Yellow,neutral,young adult,surprised
3626cpb2553,"Minifigure, Head Dual Sided Reddish Brown Eyebrows with Scar, Surprised / HUD with Black Screen, Medium Azure Highlights Pattern",Yellow,neutral,young adult,neutral
3626bpb0394,"Minifigure, Head Rosy Cheeks, Open Mouth, Brown Eyebrows Pattern (Caroler)",Yellow,neutral,young adult,surprised
3626cpb0394,"Minifigure, Head Rosy Cheeks, Open Mouth, Brown Eyebrows Pattern (Caroler)",Yellow,neutral,young adult,surprised
3626cpb2020,"Minifigure, Head Dual Sided Glasses Round with Bright Light Blue Lenses and Black Frames, Frown / Surprised Pattern (Steve)",Yellow,neutral,young adult,surprised
3626cpb2020,"Minifigure, Head Dual Sided Glasses Round with Bright Light Blue Lenses and Black Frames, Frown / Surprised Pattern (Steve)",Yellow,neutral,young adult,frown
3626cpb1314,"Minifigure, Head Dual Sided Eyebrows, Crow's Feet, Open Mouth Smile / Queasy Expression with Sweat Drop PatternStud (Undetermined Version)X Catalog: Parts: Minifigure, Head",Yellow,neutral,older adult,surprised
3626cpb1314,"Minifigure, Head Dual Sided Eyebrows, Crow's Feet, Open Mouth Smile / Queasy Expression with Sweat Drop PatternStud (Undetermined Version)X Catalog: Parts: Minifigure, Head",Yellow,neutral,older adult,happy
3626cpb2470,"Minifigure, Head Dual Sided Reddish Brown Eyebrows and Stubble, Smile / Injured Left Eye and Broken Teeth Pattern",Yellow,male,young adult,surprised
3626cpb2470,"Minifigure, Head Dual Sided Reddish Brown Eyebrows and Stubble, Smile / Injured Left Eye and Broken Teeth Pattern",Yellow,male,young adult,surprised
3626bpb0534,"Minifigure, Head Male Black Eyebrows, Raised Left Eyebrow, Black Goatee, White Pupils Pattern",Yellow,male,young adult,surprised
3626cpb1249,"Minifigure, Head Moustache Black Curled, Bushy Eyebrows, Round Mouth Pattern",Yellow,male,young adult,surprised
3626bpb0030,"Minifigure, Head Moustache Large Gray, Gray Eyebrows, and Large Glasses Pattern",Yellow,male,young adult,surprised
3626bpb0063,"Minifigure, Head Female with Green Lips and Red Eyebrows Pattern (Poison Ivy)",Light Nougat,female,young adult,smirk
3626bpb0069,"Minifigure, Head Female Blue Green Eyes, Brown Hair Lines on Sides Pattern (Katara)",Light Nougat,female,young adult,neutral
3626bpb0076,"Minifigure, Head Female with Peach Lips, Blue Eyes, Tan Bangs Pattern (SW Juno)",Light Nougat,female,young adult,neutral
3626bpb0205,"Minifigure, Head Female with Brown Thin Eyebrows, White Pupils and Short Eyelashes, Wide Smile with Red Lips Pattern",Light Nougat,female,young adult,smile
3626bpb0210,"Minifigure, Head Dual Sided Female with Awake / Asleep Pattern (HP Hermione)",Light Nougat,female,young adult,smirk
3626bpb0210,"Minifigure, Head Dual Sided Female with Awake / Asleep Pattern (HP Hermione)",Light Nougat,female,young adult,sleepy
3626bpb0211,"Minifigure, Head Female Glasses, White Pupils, Red Lips and Dimples Pattern (HP Professor Trelawney)",Light Nougat,female,young adult,neutral
3626bpb0242,"Minifigure, Head Female with Brown Thin Eyebrows, White Pupils, Short Eyelashes, Wide Smile with Pink Lips Pattern",Light Nougat,female,young adult,smile
3626bpb0257,"Minifigure, Head Dual Sided Female Red Lips with Smirk and Silver Glasses / Arched Eyebrows Pattern",Light Nougat,female,young adult,neutral
3626bpb0257,"Minifigure, Head Dual Sided Female Red Lips with Smirk and Silver Glasses / Arched Eyebrows Pattern",Light Nougat,female,young adult,smirk
3626bpb0286,"Minifigure, Head Female with Peach Lips, Stern Eyebrows, White Pupils Pattern (Irina)",Light Nougat,female,young adult,neutral
3626bpb0290,"Minifigure, Head Female Reddish Brown Eyebrows, Red Lips Pattern (Trixie)",Light Nougat,female,young adult,neutral
3626bpb0291,"Minifigure, Head Female Brown Hair and Eyebrows, Red Lips Frown Pattern",Light Nougat,female,young adult,sad
3626bpb0416,"Minifigure, Head Dual Sided Female Eyelashes, Eye Shadow, Dark Red Lips, Smile / Frown Pattern (Tamina, Leia)",Light Nougat,female,young adult,smile
3626bpb0416,"Minifigure, Head Dual Sided Female Eyelashes, Eye Shadow, Dark Red Lips, Smile / Frown Pattern (Tamina, Leia)",Light Nougat,female,young adult,frown
3626bpb0476,"Minifigure, Head Dual Sided Female with Freckles and Eyelashes, Smile / Frown Pattern (HP Ginny Weasley)",Light Nougat,female,young adult,smile
3626bpb0476,"Minifigure, Head Dual Sided Female with Freckles and Eyelashes, Smile / Frown Pattern (HP Ginny Weasley)",Light Nougat,female,young adult,neutral
3626bpb0477,"Minifigure, Head Female with Peach Lips, Crow's Feet and Mouth Lines Pattern (HP Mrs. Weasley)",Light Nougat,female,older adult,smile
3626bpb0482,"Minifigure, Head Dual Sided Female Smile / Annoyed Pattern",Light Nougat,female,young adult,smile
3626bpb0482,"Minifigure, Head Dual Sided Female Smile / Annoyed Pattern",Light Nougat,female,young adult,annoyed
3626bpb0489,"Minifigure, Head Dual Sided Female, Red Lips, Goggles / no Goggles Pattern (HP Madame Hooch)",Light Nougat,female,young adult,smirk
3626bpb0489,"Minifigure, Head Dual Sided Female, Red Lips, Goggles / no Goggles Pattern (HP Madame Hooch)",Light Nougat,female,young adult,smile
3626bpb0494,"Minifigure, Head Dual Sided Female, Dark Pink Lips, Spectrespecs / No Spectrespecs Pattern (HP Luna)",Light Nougat,female,young adult,smile
3626bpb0494,"Minifigure, Head Dual Sided Female, Dark Pink Lips, Spectrespecs / No Spectrespecs Pattern (HP Luna)",Light Nougat,female,young adult,neutral
3626bpb0556,"Minifigure, Head Dual Sided Female PotC Elizabeth Light Brown Eyebrows and Dimple, Smile / Scared Pattern",Light Nougat,female,young adult,smile
3626bpb0556,"Minifigure, Head Dual Sided Female PotC Elizabeth Light Brown Eyebrows and Dimple, Smile / Scared Pattern",Light Nougat,female,young adult,scared
3626bpb0564,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows and Eye Shadow, Medium Nougat Lips, Neutral / Conniving Pattern",Light Nougat,female,young adult,neutral
3626bpb0564,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows and Eye Shadow, Medium Nougat Lips, Neutral / Conniving Pattern",Light Nougat,female,young adult,smirk
3626bpb0569,"Minifigure, Head Dual Sided Female Mermaid with Dark Brown Sad Eyebrows and Tear / Scales and Gills Pattern",Light Nougat,female,young adult,sad
3626bpb0569,"Minifigure, Head Dual Sided Female Mermaid with Dark Brown Sad Eyebrows and Tear / Scales and Gills Pattern",Light Nougat,female,young adult,neutral
3626bpb0570,"Minifigure, Head Dual Sided Female Mermaid with Dark Brown Eyebrows and Dimple / Bared Teeth and Gills Pattern",Light Nougat,female,young adult,smile
3626bpb0570,"Minifigure, Head Dual Sided Female Mermaid with Dark Brown Eyebrows and Dimple / Bared Teeth and Gills Pattern",Light Nougat,female,young adult,angry
3626bpb0590,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows, Crow's Feet, Smile / Angry Pattern (HP Narcissa)",Light Nougat,female,older adult,sad
3626bpb0590,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows, Crow's Feet, Smile / Angry Pattern (HP Narcissa)",Light Nougat,female,older adult,angry
3626bpb0600,"Minifigure, Head Female Dark Bluish Gray Eyebrows, Peach Lips Pattern (HP Professor Sprout)",Light Nougat,female,young adult,smile
3626bpb0635,"Minifigure, Head Dual Sided Female Eyelashes and Red Lips, Smile / Angry Pattern",Light Nougat,female,young adult,smile
3626bpb0635,"Minifigure, Head Dual Sided Female Eyelashes and Red Lips, Smile / Angry Pattern",Light Nougat,female,young adult,angry
3626bpb0645,"Minifigure, Head Dual Sided Female Purple Lips with Smirk and Glasses / Arched Eyebrows and Eyelashes Pattern",Light Nougat,female,young adult,smirk
3626bpb0645,"Minifigure, Head Dual Sided Female Purple Lips with Smirk and Glasses / Arched Eyebrows and Eyelashes Pattern",Light Nougat,female,young adult,smile
3626bpb0672,"Minifigure, Head Female SW Barriss Offee, Purple Lips, Dark Tan Tattoo Pattern",Light Nougat,female,young adult,neutral
3626cpb0205,"Minifigure, Head Female with Brown Thin Eyebrows, White Pupils and Short Eyelashes, Wide Smile with Red Lips Pattern",Light Nougat,female,young adult,smile
3626cpb0242,"Minifigure, Head Female with Brown Thin Eyebrows, White Pupils, Short Eyelashes, Wide Smile with Pink Lips Pattern",Light Nougat,female,young adult,smile
3626cpb0416,"Minifigure, Head Dual Sided Female Eyelashes, Eye Shadow, Dark Red Lips, Smile / Frown Pattern (Tamina, Leia)",Light Nougat,female,young adult,smile
3626cpb0416,"Minifigure, Head Dual Sided Female Eyelashes, Eye Shadow, Dark Red Lips, Smile / Frown Pattern (Tamina, Leia)",Light Nougat,female,young adult,frown
3626cpb0482,"Minifigure, Head Dual Sided Female Smile / Annoyed Pattern",Light Nougat,female,young adult,smile
3626cpb0482,"Minifigure, Head Dual Sided Female Smile / Annoyed Pattern",Light Nougat,female,young adult,annoyed
3626cpb0489,"Minifigure, Head Dual Sided Female, Red Lips, Goggles / no Goggles Pattern (HP Madame Hooch)",Light Nougat,female,young adult,smirk
3626cpb0489,"Minifigure, Head Dual Sided Female, Red Lips, Goggles / no Goggles Pattern (HP Madame Hooch)",Light Nougat,female,young adult,smile
3626cpb0556,"Minifigure, Head Dual Sided Female PotC Elizabeth Light Brown Eyebrows and Dimple, Smile / Scared Pattern",Light Nougat,female,young adult,smile
3626cpb0556,"Minifigure, Head Dual Sided Female PotC Elizabeth Light Brown Eyebrows and Dimple, Smile / Scared Pattern",Light Nougat,female,young adult,scared
3626cpb0564,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows and Eye Shadow, Medium Nougat Lips, Neutral / Conniving Pattern",Light Nougat,female,young adult,neutral
3626cpb0564,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows and Eye Shadow, Medium Nougat Lips, Neutral / Conniving Pattern",Light Nougat,female,young adult,smirk
3626cpb0569,"Minifigure, Head Dual Sided Female Mermaid with Dark Brown Sad Eyebrows and Tear / Scales and Gills Pattern",Light Nougat,female,young adult,sad
3626cpb0569,"Minifigure, Head Dual Sided Female Mermaid with Dark Brown Sad Eyebrows and Tear / Scales and Gills Pattern",Light Nougat,female,young adult,neutral
3626cpb0590,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows, Crow's Feet, Smile / Angry Pattern (HP Narcissa)",Light Nougat,female,older adult,sad
3626cpb0590,"Minifigure, Head Dual Sided Female, Dark Brown Eyebrows, Crow's Feet, Smile / Angry Pattern (HP Narcissa)",Light Nougat,female,older adult,angry
3626cpb0600,"Minifigure, Head Female Dark Bluish Gray Eyebrows, Peach Lips Pattern (HP Professor Sprout)",Light Nougat,female,young adult,smile
3626cpb0635,"Minifigure, Head Dual Sided Female Eyelashes and Red Lips, Smile / Angry Pattern",Light Nougat,female,young adult,smile
3626cpb0635,"Minifigure, Head Dual Sided Female Eyelashes and Red Lips, Smile / Angry Pattern",Light Nougat,female,young adult,angry
3626cpb0645,"Minifigure, Head Dual Sided Female Purple Lips with Smirk and Glasses / Arched Eyebrows and Eyelashes Pattern",Light Nougat,female,young adult,smirk
3626cpb0645,"Minifigure, Head Dual Sided Female Purple Lips with Smirk and Glasses / Arched Eyebrows and Eyelashes Pattern",Light Nougat,female,young adult,smile
3626cpb0672,"Minifigure, Head Female SW Barriss Offee, Purple Lips, Dark Tan Tattoo Pattern",Light Nougat,female,young adult,neutral
3626cpb0706,"Minifigure, Head Dual Sided Female, Dark Orange Eyebrows, Eyelashes and Cheek Lines, Smile / Angry Pattern",Light Nougat,female,young adult,smile
3626cpb0706,"Minifigure, Head Dual Sided Female, Dark Orange Eyebrows, Eyelashes and Cheek Lines, Smile / Angry Pattern",Light Nougat,female,young adult,angry
3626cpb0711,"Minifigure, Head Dual Sided Female Green Lips and Orange Eyebrows, Smile / Bared Teeth Pattern",Light Nougat,female,young adult,smirk
3626cpb0711,"Minifigure, Head Dual Sided Female Green Lips and Orange Eyebrows, Smile / Bared Teeth Pattern",Light Nougat,female,young adult,angry
3626cpb0813,"Minifigure, Head Dual Sided Female LotR Tauriel, Freckles, Calm / Angry, Bared Teeth Pattern",Light Nougat,female,young adult,neutral
3626cpb0813,"Minifigure, Head Dual Sided Female LotR Tauriel, Freckles, Calm / Angry, Bared Teeth Pattern",Light Nougat,female,young adult,angry
3626cpb0909,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Freckles, Eyelashes, Dark Red Lips, Smile / Scared Pattern",Light Nougat,female,young adult,smile
3626cpb0909,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Freckles, Eyelashes, Dark Red Lips, Smile / Scared Pattern",Light Nougat,female,young adult,scared
3626cpb0953,"Minifigure, Head Dual Sided Female Dark Pink Lips, Eyebrow Raised / Scared Pattern (Red Harrington)",Light Nougat,female,young adult,smirk
3626cpb0953,"Minifigure, Head Dual Sided Female Dark Pink Lips, Eyebrow Raised / Scared Pattern (Red Harrington)",Light Nougat,female,young adult,scared
3626cpb0958,"Minifigure, Head Dual Sided Female Red Lips, Determined / Scared Pattern (Rebecca Reid)",Light Nougat,female,young adult,frown
3626cpb0958,"Minifigure, Head Dual Sided Female Red Lips, Determined / Scared Pattern (Rebecca Reid)",Light Nougat,female,young adult,scared
3626cpb0966,"Minifigure, Head Dual Sided Female Glasses, Dark Red Lips / Black Eye Mask, White Face Paint, Open Mouth Smile Pattern (Dr Harleen Quinzel)",Light Nougat,female,young adult,smirk
3626cpb0966,"Minifigure, Head Dual Sided Female Glasses, Dark Red Lips / Black Eye Mask, White Face Paint, Open Mouth Smile Pattern (Dr Harleen Quinzel)",Light Nougat,female,young adult,evil
3626cpb1002,"Minifigure, Head Dual Sided Female Eyelashes and Red Lips, Smile / Yellow Eyes Angry Pattern (Phoenix Jean Grey)",Light Nougat,female,young adult,smile
3626cpb1002,"Minifigure, Head Dual Sided Female Eyelashes and Red Lips, Smile / Yellow Eyes Angry Pattern (Phoenix Jean Grey)",Light Nougat,female,young adult,evil
3626cpb1006,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Freckles, Tan Lips, Closed Mouth Smile / Open Mouth Scowl Pattern",Light Nougat,female,young adult,smile
3626cpb1006,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Freckles, Tan Lips, Closed Mouth Smile / Open Mouth Scowl Pattern",Light Nougat,female,young adult,frown
3626cpb1099,"Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Red Lips, Dimples, Smile / Scared Pattern (Mary Jane 5)",Light Nougat,female,young adult,smile
3626cpb1099,"Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Red Lips, Dimples, Smile / Scared Pattern (Mary Jane 5)",Light Nougat,female,young adult,surprised
3626cpb1103,"Minifigure, Head Dual Sided Female Red Lips and Eye Shadow, Beauty Mark, Mouth Closed / Bared Teeth Pattern (Karai)",Light Nougat,female,young adult,neutral
3626cpb1103,"Minifigure, Head Dual Sided Female Red Lips and Eye Shadow, Beauty Mark, Mouth Closed / Bared Teeth Pattern (Karai)",Light Nougat,female,young adult,angry
3626cpb1201,"Minifigure, Head Dual Sided Female LotR Galadriel Eyelashes, Medium Nougat Lips, Neutral / Angry, White Eyes Pattern",Light Nougat,female,young adult,neutral
3626cpb1201,"Minifigure, Head Dual Sided Female LotR Galadriel Eyelashes, Medium Nougat Lips, Neutral / Angry, White Eyes Pattern",Light Nougat,female,young adult,evil
3626cpb1212,"Minifigure, Head Dual Sided Female Dark Red Eyebrows, Eyelashes, Pink Lips, Cheek Lines, Smile / Bared Teeth Pattern (April O'Neil)",Light Nougat,female,young adult,smile
3626cpb1212,"Minifigure, Head Dual Sided Female Dark Red Eyebrows, Eyelashes, Pink Lips, Cheek Lines, Smile / Bared Teeth Pattern (April O'Neil)",Light Nougat,female,young adult,angry
3626cpb1227,"Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Medium Nougat Lips, Smile / Bared Teeth with Red Eyes Pattern",Light Nougat,female,young adult,smile
3626cpb1227,"Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Medium Nougat Lips, Smile / Bared Teeth with Red Eyes Pattern",Light Nougat,female,young adult,evil
3626cpb1237,"Minifigure, Head Dual Sided Female Black Eyebrows, Light Orange Lips and Beauty Mark / Open Mouth Pattern",Light Nougat,female,young adult,neutral
3626cpb1237,"Minifigure, Head Dual Sided Female Black Eyebrows, Light Orange Lips and Beauty Mark / Open Mouth Pattern",Light Nougat,female,young adult,angry
3626cpb1283,"Minifigure, Head Dual Sided Female Red Lips, Goggles, Closed Mouth / Open Mouth Smile Pattern (Christina Hydron)",Light Nougat,female,young adult,smile
3626cpb1283,"Minifigure, Head Dual Sided Female Red Lips, Goggles, Closed Mouth / Open Mouth Smile Pattern (Christina Hydron)",Light Nougat,female,young adult,neutral
3626cpb1363,"Minifigure, Head Dual Sided Female Magenta Eyebrows and Lips, Lime Eyes, Smile / Clenched Pattern (Starfire)",Light Nougat,female,young adult,smile
3626cpb1363,"Minifigure, Head Dual Sided Female Magenta Eyebrows and Lips, Lime Eyes, Smile / Clenched Pattern (Starfire)",Light Nougat,female,young adult,scared
3626cpb1368,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Eyelashes, Nougat Lips, Determined / Worried Pattern",Light Nougat,female,young adult,frown
3626cpb1368,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Eyelashes, Nougat Lips, Determined / Worried Pattern",Light Nougat,female,young adult,sad
3626cpb1377,"Minifigure, Head Dual Sided Female Freckles, Blue Tinted Glasses, Smiling / Scared Clenched Teeth Pattern (Velma)",Light Nougat,female,young adult,smile
3626cpb1377,"Minifigure, Head Dual Sided Female Freckles, Blue Tinted Glasses, Smiling / Scared Clenched Teeth Pattern (Velma)",Light Nougat,female,young adult,scared
3626cpb1437,"Minifigure, Head Female Dark Gray Eyebrows, Red Lips, Cheek Lines Pattern",Light Nougat,female,young adult,neutral
3626cpb1438,"Minifigure, Head Dual Sided Female with Black Eyebrows, Pink Lips, Smile / Concerned with Raised Right Eyebrow Pattern",Light Nougat,female,young adult,neutral
3626cpb1438,"Minifigure, Head Dual Sided Female with Black Eyebrows, Pink Lips, Smile / Concerned with Raised Right Eyebrow Pattern",Light Nougat,female,young adult,smirk
3626cpb1458,"Minifigure, Head Dual Sided Female Glasses Red Frames, Dark Brown Eyebrows with Open Smile / Slight Smile Pattern (Amy Fowler)",Light Nougat,female,young adult,happy
3626cpb1458,"Minifigure, Head Dual Sided Female Glasses Red Frames, Dark Brown Eyebrows with Open Smile / Slight Smile Pattern (Amy Fowler)",Light Nougat,female,young adult,smile
3626cpb1459,"Minifigure, Head Dual Sided Female Glasses Red Angled Frames, Dark Tan Eyebrows with Open Smile / Angry Pattern (Bernadette)",Light Nougat,female,young adult,happy
3626cpb1459,"Minifigure, Head Dual Sided Female Glasses Red Angled Frames, Dark Tan Eyebrows with Open Smile / Angry Pattern (Bernadette)",Light Nougat,female,young adult,angry
