item_number,description,category,gender,item_link,parts_link,temp,gender2,release_year
cty0094,"Police - City Suit with Blue Tie and Badge, Black Legs, Sunglasses, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0094,https://www.bricklink.com/catalogItemInv.asp?M=cty0094,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Glasses with Dark Blue Sunglasses, Closed Mouth, Light Brown Sideburns and Goatee Pattern - Blocked Open Stud ",male,2008
cty0098,"Police - City Suit with Blue Tie and Badge, Black Legs, Thin Grin with Teeth, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0098,https://www.bricklink.com/catalogItemInv.asp?M=cty0098,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Brown Eyebrows, Thin Grin with Teeth, Black Eyes with White Pupils Pattern - Blocked Open Stud ",no tag,2008
cty0095,"Police - City Suit with Blue Tie and Badge, Black Legs, Vertical Cheek Lines, Brown Eyebrows, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0095,https://www.bricklink.com/catalogItemInv.asp?M=cty0095,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Male Brown Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple Pattern - Blocked Open Stud ",male,2008
cty0101,"Police - City Suit with Blue Tie and Badge, Black Legs, Vertical Cheek Lines, Reddish Brown Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0101,https://www.bricklink.com/catalogItemInv.asp?M=cty0101,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Reddish Brown Minifigure, Hair Male Yellow Minifigure, Head Male Brown Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple Pattern - Blocked Open Stud ",male,2008
cty0205,"Police - City Suit with Blue Tie and Badge, Black Legs, Vertical Cheek Lines, White Hat, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0205,https://www.bricklink.com/catalogItemInv.asp?M=cty0205,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure Life Jacket Yellow Minifigure, Head Male Brown Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple Pattern - Blocked Open Stud ",male,2011
cop045,"Police - City Suit with Blue Tie and Badge, Black Legs, White Hat - with Light-Up Flashlight",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop045,https://www.bricklink.com/catalogItemInv.asp?M=cop045,,no tag,2005
cty0005a,"Police - City Suit with Blue Tie and Badge, Black Legs, White Hat, Black Eyebrows, Thin Grin",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0005a,https://www.bricklink.com/catalogItemInv.asp?M=cty0005a,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Black Eyebrows, Thin Grin, Black Eyes with White Pupils Pattern - Blocked Open Stud ",no tag,2011
cty0005,"Police - City Suit with Blue Tie and Badge, Black Legs, White Hat, Brown Eyebrows, Thin Grin",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0005,https://www.bricklink.com/catalogItemInv.asp?M=cty0005,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Brown Eyebrows, Thin Grin, Black Eyes with White Pupils Pattern - Blocked Open Stud ",no tag,2005
cty0025,"Police - City Suit with Blue Tie and Badge, Black Legs, White Hat, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0025,https://www.bricklink.com/catalogItemInv.asp?M=cty0025,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure Life Jacket Yellow Minifigure, Head Glasses with Gray Eyebrows, Beard and Moustache Pattern - Blocked Open Stud ",male,2006
cty0013,"Police - City Suit with Blue Tie and Badge, Black Legs, White Helmet, Trans-Black Visor, Scowl",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0013,https://www.bricklink.com/catalogItemInv.asp?M=cty0013,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Blocked Open Stud ",male,2005
cty0092,"Police - City Suit with Blue Tie and Badge, Black Legs, White Helmet, Trans-Black Visor, Smile",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0092,https://www.bricklink.com/catalogItemInv.asp?M=cty0092,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Black Hair, Eyebrows, and Smirk Pattern - Blocked Open Stud ",male,2007
cty0210,"Police - City Suit with Blue Tie and Badge, Black Legs, White Short Bill Cap, Open Grin",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0210,https://www.bricklink.com/catalogItemInv.asp?M=cty0210,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Cap - Short Curved Bill Yellow Minifigure, Head Male Brown Eyebrows, Open Lopsided Grin, White Pupils Pattern - Blocked Open Stud ",male,2011
cty0255,"Police - City Suit with Blue Tie and Badge, Black Legs, White Short Bill Cap, Scowl",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0255,https://www.bricklink.com/catalogItemInv.asp?M=cty0255,"Black Hips  and Legs Plain Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Cap - Short Curved Bill Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Blocked Open Stud ",male,2011
cop048,"Police - City Suit with Blue Tie and Badge, Dark Bluish Gray Legs, Black Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop048,https://www.bricklink.com/catalogItemInv.asp?M=cop048,"Black Minifigure, Headgear Cap - Long Flat Bill Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Dark Bluish Gray Hips  and Legs Plain Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,2006
cop050,"Police - City Suit with Blue Tie and Badge, Dark Bluish Gray Legs, Black Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop050,https://www.bricklink.com/catalogItemInv.asp?M=cop050,"Black Minifigure, Headgear Hat, Police Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Dark Bluish Gray Hips  and Legs Plain Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,2006
cop049,"Police - City Suit with Blue Tie and Badge, Dark Bluish Gray Legs, White Helmet, Black Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop049,https://www.bricklink.com/catalogItemInv.asp?M=cop049,"Black Minifigure, Visor Standard Black Torso Police Jacket with Pocket, Gold Badge and Blue Tie Pattern / Black Arms / Yellow Hands Dark Bluish Gray Hips  and Legs Plain White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Standard Grin Pattern - Blocked Open Stud ",no tag,2006
cty0012,"Police - City Suit with Red Tie and Badge, Black Legs, White Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0012,https://www.bricklink.com/catalogItemInv.asp?M=cty0012,"Black Hips  and Legs Plain Black Torso Police Jacket with Gold Badge and Red Tie Pattern / Black Arms / Yellow Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Beard Gray with Gray Eyebrows, Sideburns and Crow's Feet Wrinkles Pattern - Blocked Open Stud ",male,2005
cty1201,Police - Clara the Criminal,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1201,https://www.bricklink.com/catalogItemInv.asp?M=cty1201,"Black Hips  and Legs Plain Black Torso Leather Jacket with Gray Striped Undershirt and Silver Buckle with Dark Tan Belt Pattern / Black Arms / Black Hands Dark Brown Minifigure, Hair Mid-Length Tousled with Side Part Yellow Minifigure, Head Female Black Eye Mask and Eyebrows, Scar and Black Lips Grimace Pattern - Hollow Stud ",female,2020
cty1256,"Police - Clara the Criminal, Pearl Dark Gray Aviator Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1256,https://www.bricklink.com/catalogItemInv.asp?M=cty1256,"Black Hips  and Legs Plain Black Torso Leather Jacket with Gray Striped Undershirt and Silver Buckle with Dark Tan Belt Pattern / Black Arms / Black Hands Dark Bluish Gray Minifigure, Visor Goggles Pearl Dark Gray Minifigure, Headgear Cap, Aviator Yellow Minifigure, Head Female Black Eye Mask and Eyebrows, Scar and Black Lips Grimace Pattern - Hollow Stud ",female,2021
cty1148,"Police - Helicopter Pilot, Bright Light Blue Jumpsuit",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1148,https://www.bricklink.com/catalogItemInv.asp?M=cty1148,"Black Hips and Bright Light Blue Legs with Black Safety Belt/Harness Pattern Bright Light Blue Torso Police Black Pilot Safety Vest with Police Badge and Dark Bluish Gray Pockets Pattern / Bright Light Blue Arms / Black Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Angry Eyebrows and Scowl, Headset, White Pupils Pattern - Hollow Stud ",no tag,2020
cty0341,Police - LEGO City Undercover Chase McCain,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0341,https://www.bricklink.com/catalogItemInv.asp?M=cty0341,"Black Hips and Legs with Brown Belt and Gray Pockets Outline Pattern Dark Tan Minifigure, Hair Short Tousled with Side Part Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Zipper and White 'POLICE' Pattern on Back / Medium Blue Arm Left / Medium Blue Arm Right with Star Badge Pattern / Yellow Hands Yellow Minifigure, Head Black and Tan Eyebrows, White Pupils, Cheek Lines, Smirk Pattern - Blocked Open Stud ",no tag,2012
cty0356,"Police - LEGO City Undercover Chase McCain, Dark Blue Legs",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0356,https://www.bricklink.com/catalogItemInv.asp?M=cty0356,"Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Dark Tan Minifigure, Hair Short Tousled with Side Part Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Black and Dark Tan Eyebrows, White Pupils, Cheek Lines, Smirk Pattern - Hollow Stud ",no tag,2013
cty0359,Police - LEGO City Undercover Elite Police Helicopter Pilot,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0359,https://www.bricklink.com/catalogItemInv.asp?M=cty0359,"Dark Blue Hips and Legs with Topographical Map and Zippered Pocket Pattern Dark Blue Torso Police Flight Suit Jacket with Name Tag and Badge, Zippered Pockets Pattern / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Reddish Brown Eyebrows, White Pupils, Lopsided Smile with Black Dimple Pattern - Hollow Stud ",no tag,2013
cty0357,Police - LEGO City Undercover Elite Police Motorcycle Officer,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0357,https://www.bricklink.com/catalogItemInv.asp?M=cty0357,"Black Minifigure, Headgear Helmet Motorcycle (Standard) Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Trans-Black Minifigure, Visor Standard Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2013
cty0361,Police - LEGO City Undercover Elite Police Officer 2,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0361,https://www.bricklink.com/catalogItemInv.asp?M=cty0361,"Black Minifigure, Headgear Cap, Aviator Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Trans-Black Minifigure, Visor Standard Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2013
cty0362,Police - LEGO City Undercover Elite Police Officer 3,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0362,https://www.bricklink.com/catalogItemInv.asp?M=cty0362,"Black Minifigure, Headgear Cap, Aviator Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Trans-Black Minifigure, Visor Standard Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Hollow Stud ",male,2013
cty0375,Police - LEGO City Undercover Elite Police Officer 4,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0375,https://www.bricklink.com/catalogItemInv.asp?M=cty0375,"Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Dark Brown Minifigure, Hair Female Ponytail Long French Braided Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Female Black Eyebrows, Red Lips Smile Pattern - Hollow Stud ",female,2013
cty0376,Police - LEGO City Undercover Elite Police Officer 5,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0376,https://www.bricklink.com/catalogItemInv.asp?M=cty0376,"Black Minifigure, Hair Short Tousled with Side Part Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Chin Dimple Pattern - Blocked Open Stud ",no tag,2013
cty0377,Police - LEGO City Undercover Elite Police Officer 6,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0377,https://www.bricklink.com/catalogItemInv.asp?M=cty0377,"Black Minifigure, Headgear Cap, Aviator Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Trans-Black Minifigure, Visor Standard Yellow Minifigure, Head Beard Stubble, Black Raised Right Eyebrow, White Pupils Pattern - Hollow Stud ",male,2013
cty0378,Police - LEGO City Undercover Elite Police Officer 7,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0378,https://www.bricklink.com/catalogItemInv.asp?M=cty0378,"Black Minifigure, Headgear Cap, Aviator Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Trans-Black Minifigure, Visor Standard Yellow Minifigure, Head Beard Brown Angular with White Pupils and Glasses Pattern - Hollow Stud ",male,2013
cty0432,Police - LEGO City Undercover Elite Police Officer 8,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0432,https://www.bricklink.com/catalogItemInv.asp?M=cty0432,"Black Minifigure, Headgear Cap - Short Curved Bill Dark Blue Hips and Legs with Gunbelt and Zippered Pocket Pattern Medium Blue Torso Police Shirt with Dark Bluish Gray Vest, Gold Badge, Radio, White Undershirt and White 'POLICE' Pattern on Back / Medium Blue Arms / Yellow Hands Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2013
cty1365,"Police - Officer Gracie Goodhart, Dark Blue Vest, Black Pants, Orange Goggles, and Dark Brown Hair with Bun",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1365,https://www.bricklink.com/catalogItemInv.asp?M=cty1365,"Black Hips  and Legs Plain Dark Brown Minifigure, Hair Female with Large High Bun White Torso Dark Blue Vest over Shirt and Black Tie, Blue and Silver Checkered Stripe, Radio, Badge and 'POLICE' Pattern / White Arms / Yellow Hands Yellow Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Trans-Orange Glasses, Peach Lips, Scowl / Smile with Freckles Pattern - Hollow Stud ",female,2022
cty1278,"Police - Officer Gracie Goodhart, Dark Blue Vest, Orange Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1278,https://www.bricklink.com/catalogItemInv.asp?M=cty1278,"Black Hips  and Legs Plain Dark Brown Minifigure, Hair Female with Large High Bun Orange Minifigure Life Jacket, 2 Straps White Torso Dark Blue Vest over Shirt and Black Tie, Blue and Silver Checkered Stripe, Radio, Badge and 'POLICE' Pattern / White Arms / Yellow Hands Yellow Minifigure, Head Dual Sided Female, Reddish Brown Eyebrows, Trans-Orange Glasses, Peach Lips, Scowl / Smile with Freckles Pattern - Hollow Stud ",female,2021
cty1375,"Police - Officer Sam Grizzled, Bright Light Blue Jacket, Dark Blue Legs, Dark Bluish Gray Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1375,https://www.bricklink.com/catalogItemInv.asp?M=cty1375,"Bright Light Blue Torso Police Black Pilot Safety Vest with Police Badge and Dark Bluish Gray Pockets Pattern / Bright Light Blue Arms / Black Hands Dark Blue Hips  and Legs Plain Dark Bluish Gray Minifigure, Hair Short Swept Back with Sideburns and Widow's Peak Yellow Minifigure, Head Gray Eyebrows, Moustache, Stubble, Sad Face Pattern - Hollow Stud ",male,2022
cty1204,"Police - Officer Sam Grizzled, Sand Blue Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1204,https://www.bricklink.com/catalogItemInv.asp?M=cty1204,"Black Minifigure, Visor Night Vision / Robot Goggles Dark Blue Hips  and Legs Plain Sand Blue Torso Police with Silver Badge, Black Belt, Gray Safety Vest with Pockets, 'POLICE' on Back Pattern / Sand Blue Arms / Black Hands White Minifigure, Headgear Helmet Sports/Flight Yellow Minifigure, Head Gray Eyebrows, Moustache, Stubble, Sad Face Pattern - Hollow Stud ",male,2020
cty1137,Police - Officer Tom Bennett,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1137,https://www.bricklink.com/catalogItemInv.asp?M=cty1137,"Bright Light Blue Torso Police Shirt with Gold Badge, Dark Blue Tie, Dark Tan Belt and 'POLICE' and Radio on Back Pattern / Bright Light Blue Arms / Yellow Hands Dark Blue Hips  and Legs Plain Dark Brown Minifigure, Hair Short Combed Sideways Part Left Yellow Minifigure, Head Black Eyebrows, Black Eyes with White Pupils, Chin Dimple, Sad Mouth Pattern - Hollow Stud ",no tag,2020
cty1131,Police - Pilot Sam Grizzled,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1131,https://www.bricklink.com/catalogItemInv.asp?M=cty1131,"Bright Light Blue Torso Police Black Pilot Safety Vest with Police Badge and Dark Bluish Gray Pockets Pattern / Bright Light Blue Arms / Black Hands Dark Blue Hips  and Legs Plain Trans-Light Blue Minifigure, Visor Flight Helmet White Minifigure, Headgear Helmet Sports/Flight Yellow Minifigure, Head Gray Eyebrows, Moustache, Stubble, Sad Face Pattern - Hollow Stud ",male,2020
wc022,"Police - Security Guard, Dark Bluish Gray Legs, Black Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc022,https://www.bricklink.com/catalogItemInv.asp?M=wc022,"Black Minifigure, Headgear Cap - Long Flat Bill Dark Bluish Gray Hips  and Legs Plain Dark Bluish Gray Torso Security Guard, Gold Badge, Dark Blue Belt with Radio Pattern / Dark Bluish Gray Arms / Black Hands Yellow Minifigure, Head Glasses with Orange Sunglasses and Smirk Pattern - Blocked Open Stud ",no tag,2005
wc003,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc003,https://www.bricklink.com/catalogItemInv.asp?M=wc003,"Dark Blue Minifigure, Headgear Cap - Long Flat Bill Dark Gray Hips  and Legs Plain Dark Gray Torso Security Guard, Gold Badge, Dark Blue Belt with Radio Pattern / Dark Gray Arms / Black Hands Yellow Minifigure, Head Glasses with Orange Sunglasses and Smirk Pattern - Blocked Open Stud ",no tag,2003
wc001,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap, Dark Blue Vest",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc001,https://www.bricklink.com/catalogItemInv.asp?M=wc001,"Dark Blue Minifigure Vest Dark Blue Minifigure, Headgear Cap - Long Flat Bill Dark Gray Hips  and Legs Plain Dark Gray Torso Security Guard, Gold Badge, Dark Blue Belt with Radio Pattern / Dark Gray Arms / Black Hands Yellow Minifigure, Head Glasses with Orange Sunglasses and Smirk Pattern - Blocked Open Stud ",no tag,2003
wc001s,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap, Dark Blue Vest with Security and Badge Pattern (Stickers)",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=wc001s,https://www.bricklink.com/catalogItemInv.asp?M=wc001s,"Dark Blue Minifigure Vest with Gold Badge on Front and White 'SECURITY' on Back Pattern (Stickers) - Set 7033 Dark Blue Minifigure, Headgear Cap - Long Flat Bill Dark Gray Hips  and Legs Plain Dark Gray Torso Security Guard, Gold Badge, Dark Blue Belt with Radio Pattern / Dark Gray Arms / Black Hands Yellow Minifigure, Head Glasses with Orange Sunglasses and Smirk Pattern - Blocked Open Stud ",no tag,2003
cty1135,"Police - Security Officer, Black Legs, Brown Hair",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1135,https://www.bricklink.com/catalogItemInv.asp?M=cty1135,"Black Hips  and Legs Plain Reddish Brown Minifigure, Hair Spiked White Torso Town Police with Body Armor, Name Tag, Radio, and 'SECURITY' Pattern / White Arms / Yellow Hands Yellow Minifigure, Head Dual Sided Black Eyebrows, Wide Smile, Chin / Eyes Closed, Singing Pattern - Hollow Stud ",no tag,2020
cop009,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap with Police Pattern",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop009,https://www.bricklink.com/catalogItemInv.asp?M=cop009,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill with White 'POLICE' and Red Line Pattern Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands Yellow Minifigure, Head Glasses with Blue Sunglasses and Wide-Spaced Stubble Pattern - Blocked Open Stud ",male,1994
cop044,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap with Police Pattern, Black Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop044,https://www.bricklink.com/catalogItemInv.asp?M=cop044,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill with White 'POLICE' and Red Line Pattern Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1997
soc045,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap, Black Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=soc045,https://www.bricklink.com/catalogItemInv.asp?M=soc045,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1996
cop033,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop033,https://www.bricklink.com/catalogItemInv.asp?M=cop033,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap - Long Flat Bill Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands Yellow Minifigure Life Jacket Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1999
cop022,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Cap, Life Jacket, Black Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop022,https://www.bricklink.com/catalogItemInv.asp?M=cop022,"Black Hips  and Legs Plain Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands White Minifigure, Headgear Cap - Long Flat Bill Yellow Minifigure Life Jacket Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1996
cop020,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Cap, Life Jacket, Blue Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop020,https://www.bricklink.com/catalogItemInv.asp?M=cop020,"Black Hips  and Legs Plain Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands White Minifigure, Headgear Cap - Long Flat Bill Yellow Minifigure Life Jacket Yellow Minifigure, Head Glasses with Blue Sunglasses and Wide-Spaced Stubble Pattern - Blocked Open Stud ",male,1994
cop036,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Helmet with Police Pattern, Trans-Green Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop036,https://www.bricklink.com/catalogItemInv.asp?M=cop036,"Black Hips  and Legs Plain Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands Trans-Green Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) with Black 'POLICE' and Red Line Pattern Yellow Minifigure, Head Glasses with Black Sunglasses and Standard Grin Pattern - Blocked Open Stud ",no tag,1998
cop008,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Cap with Police Pattern",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cop008,https://www.bricklink.com/catalogItemInv.asp?M=cop008,"Black Minifigure, Headgear Cap - Long Flat Bill with White 'POLICE' and Red Line Pattern Black Torso Police Vest, White Shirt, ID, Yellow Star Badge Pattern / White Arms / Yellow Hands Light Gray Hips  and Legs Plain Yellow Minifigure, Head Glasses with Blue Sunglasses and Wide-Spaced Stubble Pattern - Blocked Open Stud ",male,1993
