item_number,description,category,gender,item_link,parts_link,temp,gender2,release_year
cty0517,"Swamp Police - Officer, Shirt, Dark Tan Hat, Black Beard",Town,male,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0517,https://www.bricklink.com/catalogItemInv.asp?M=cty0517,"NA",male,2015
cty0517a,"Swamp Police - Officer, Shirt, Dark Tan Hat, Brown Beard",Town,male,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0517a,https://www.bricklink.com/catalogItemInv.asp?M=cty0517a,"NA",male,2015
cty0647,"Fire Boat Captain - White Shirt with Red Tie, Badge, Belt, Black Legs, White Police Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0647,https://www.bricklink.com/catalogItemInv.asp?M=cty0647,"Black Hips  and Legs Plain White Minifigure, Headgear Hat, Police White Torso Fire Chief Shirt with Tie, Fire Logo Badge and Belt Pattern / White Arms / Yellow Hands Yellow Minifigure, Head Beard Gray with Gray Eyebrows, Sideburns and Stern Pattern - Hollow Stud ",male,2016
cty0263,"Forest Police - Dark Tan Jacket with Pockets, Gold Badge and Braid, Olive Green Tie, Dark Tan Legs, Campaign Hat",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0263,https://www.bricklink.com/catalogItemInv.asp?M=cty0263,"Dark Tan Hips  and Legs Plain Dark Tan Torso Jacket with Pockets, Gold Badge and Braid, Olive Green Tie Pattern / Dark Tan Arms / Yellow Hands Tan Minifigure, Headgear Hat, Campaign Yellow Minifigure, Head Female Black Eyebrows, Peach Lips Open Smile Pattern - Hollow Stud ",female,2012
cty0306,"Forest Police - Dark Tan Shirt with Pockets, Dark Blue Legs, Campaign Hat, Black and Silver Sunglasses, Life Jacket Center Buckle",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0306,https://www.bricklink.com/catalogItemInv.asp?M=cty0306,"Dark Blue Hips  and Legs Plain Dark Tan Torso Shirt Button Down with Pockets, Radio, Badge and Dark Brown Belt Pattern / Dark Tan Arms / Yellow Hands Tan Minifigure, Headgear Hat, Campaign Yellow Minifigure Life Jacket, Center Buckle Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2012
cty0273,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, Campaign Hat, Angry Eyebrows and Scowl, White Pupils",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0273,https://www.bricklink.com/catalogItemInv.asp?M=cty0273,"Dark Blue Hips  and Legs Plain Dark Tan Torso Shirt Button Down with Pockets, Radio, Badge and Dark Brown Belt Pattern / Dark Tan Arms / Yellow Hands Tan Minifigure, Headgear Hat, Campaign Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Hollow Stud ",male,2012
cty0264,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, Campaign Hat, Black and Silver Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0264,https://www.bricklink.com/catalogItemInv.asp?M=cty0264,"Dark Blue Hips  and Legs Plain Dark Tan Torso Shirt Button Down with Pockets, Radio, Badge and Dark Brown Belt Pattern / Dark Tan Arms / Yellow Hands Tan Minifigure, Headgear Hat, Campaign Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2012
cty0284,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, Campaign Hat, Orange Sunglasses, Life Jacket Center Buckle",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0284,https://www.bricklink.com/catalogItemInv.asp?M=cty0284,"Dark Blue Hips  and Legs Plain Dark Tan Torso Shirt Button Down with Pockets, Radio, Badge and Dark Brown Belt Pattern / Dark Tan Arms / Yellow Hands Tan Minifigure, Headgear Hat, Campaign Yellow Minifigure Life Jacket, Center Buckle Yellow Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern - Hollow Stud ",no tag,2012
cty0260,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, Campaign Hat, Silver Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0260,https://www.bricklink.com/catalogItemInv.asp?M=cty0260,"Dark Blue Hips  and Legs Plain Dark Tan Torso Shirt Button Down with Pockets, Radio, Badge and Dark Brown Belt Pattern / Dark Tan Arms / Yellow Hands Tan Minifigure, Headgear Hat, Campaign Yellow Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Wavy, Thin Grin Pattern - Hollow Stud ",no tag,2012
cty0276,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Blue Legs, White Helmet with Visor, Black and Silver Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0276,https://www.bricklink.com/catalogItemInv.asp?M=cty0276,"Dark Blue Hips  and Legs Plain Dark Tan Torso Shirt Button Down with Pockets, Radio, Badge and Dark Brown Belt Pattern / Dark Tan Arms / Yellow Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2012
cty0425,"Forest Police - Dark Tan Shirt with Pockets, Radio and Gold Badge, Dark Tan Legs, Campaign Hat, Angry Eyebrows and Scowl",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0425,https://www.bricklink.com/catalogItemInv.asp?M=cty0425,"Dark Tan Hips  and Legs Plain Dark Tan Torso Shirt Button Down with Pockets, Radio, Badge and Dark Brown Belt Pattern / Dark Tan Arms / Yellow Hands Tan Minifigure, Headgear Hat, Campaign Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Black Chin and Left Cheek Dimples Pattern - Blocked Open Stud ",male,2012
cty0267,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0267,https://www.bricklink.com/catalogItemInv.asp?M=cty0267,"Dark Blue Hips and Legs with Topographical Map and Zippered Pocket Pattern Dark Blue Torso Police Flight Suit Jacket with Name Tag and Badge, Zippered Pockets Pattern / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern - Hollow Stud ",no tag,2012
cty0383a,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Black and Silver Sunglasses, Black Eyebrows",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0383a,https://www.bricklink.com/catalogItemInv.asp?M=cty0383a,"Dark Blue Hips and Legs with Topographical Map and Zippered Pocket Pattern Dark Blue Torso Police Flight Suit Jacket with Name Tag and Badge, Zippered Pockets Pattern / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2016
cty0383,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Black and Silver Sunglasses, NO Eyebrows",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0383,https://www.bricklink.com/catalogItemInv.asp?M=cty0383,"Dark Blue Hips and Legs with Topographical Map and Zippered Pocket Pattern Dark Blue Torso Police Flight Suit Jacket with Name Tag and Badge, Zippered Pockets Pattern / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2012
cty0274,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Life Jacket Center Buckle, Black and Pearl Dark Gray Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0274,https://www.bricklink.com/catalogItemInv.asp?M=cty0274,"Dark Blue Hips and Legs with Topographical Map and Zippered Pocket Pattern Dark Blue Torso Police Flight Suit Jacket with Name Tag and Badge, Zippered Pockets Pattern / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure Life Jacket, Center Buckle Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2012
cty0277,"Forest Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Life Jacket Center Buckle, Orange Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0277,https://www.bricklink.com/catalogItemInv.asp?M=cty0277,"Dark Blue Hips and Legs with Topographical Map and Zippered Pocket Pattern Dark Blue Torso Police Flight Suit Jacket with Name Tag and Badge, Zippered Pockets Pattern / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure Life Jacket, Center Buckle Yellow Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern - Hollow Stud ",no tag,2012
cty0836,Mountain Police - Armored Truck Driver,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0836,https://www.bricklink.com/catalogItemInv.asp?M=cty0836,"Dark Green Hips  and Legs Plain Dark Green Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top White Torso Town Police with Body Armor, Name Tag, Radio, and 'SECURITY' Pattern / White Arms / Yellow Hands Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Reddish Brown Left Cheek Line Pattern - Hollow Stud ",male,2018
cty0363,"Police - City Burglar, Black Hair, Mask",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0363,https://www.bricklink.com/catalogItemInv.asp?M=cty0363,"Black Hips  and Legs Plain Black Minifigure, Hair Combed Front to Rear Dark Bluish Gray Torso Sweater Striped with Utility Belt, Rope and Keys Pattern / Dark Bluish Gray Arms / Yellow Hands Yellow Minifigure, Head Male Black Eye Mask Black with Eye Holes and Thin Moustache Pattern - Hollow Stud ",male,2013
cty0358,"Police - City Burglar, Dark Bluish Gray Knit Cap, Mask",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0358,https://www.bricklink.com/catalogItemInv.asp?M=cty0358,"Black Hips  and Legs Plain Dark Bluish Gray Minifigure, Headgear Cap, Knit Dark Bluish Gray Torso Sweater Striped with Utility Belt, Rope and Keys Pattern / Dark Bluish Gray Arms / Yellow Hands Yellow Minifigure, Head Male Black Eye Mask Black with Eye Holes and Thin Moustache Pattern - Hollow Stud ",male,2013
cty0433,"Police - City Burglar, Dark Bluish Gray Knit Cap, Red Bandana, Mask",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0433,https://www.bricklink.com/catalogItemInv.asp?M=cty0433,"Black Hips  and Legs Plain Dark Bluish Gray Minifigure, Headgear Cap, Knit Dark Bluish Gray Torso Sweater Striped with Utility Belt, Rope and Keys Pattern / Dark Bluish Gray Arms / Yellow Hands Red Minifigure Bandana / Scarf Yellow Minifigure, Head Male Black Eye Mask Black with Eye Holes and Thin Moustache Pattern - Hollow Stud ",male,2013
cty0364,"Police - City Burglar, Knit Cap",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0364,https://www.bricklink.com/catalogItemInv.asp?M=cty0364,"Black Hips  and Legs Plain Dark Bluish Gray Minifigure, Headgear Cap, Knit Dark Bluish Gray Torso Sweater Striped with Utility Belt, Rope and Keys Pattern / Dark Bluish Gray Arms / Yellow Hands Yellow Minifigure, Head Beard Stubble, Black Angry Eyebrows and Scowl, White Pupils Pattern - Hollow Stud ",male,2013
cty0501,"Police - City Burglar, Knit Cap and Open Backpack",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0501,https://www.bricklink.com/catalogItemInv.asp?M=cty0501,"Black Hips  and Legs Plain Black Minifigure, Headgear Cap, Knit Dark Bluish Gray Torso Sweater Striped with Utility Belt, Rope and Keys Pattern / Dark Bluish Gray Arms / Yellow Hands Dark Tan Minifigure Backpack Open Yellow Minifigure, Head Male Smirk, Black Dimple, Pupils, Stubble Beard, Moustache, and Sideburns Pattern - Hollow Stud ",male,2014
cty0780,Police - City Chase McCain - Dark Blue Uniform,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0780,https://www.bricklink.com/catalogItemInv.asp?M=cty0780,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Jacket with Dark Bluish Gray Vest, Gold Badge, Radio and 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Dark Tan Minifigure, Hair Short Tousled with Side Part Yellow Minifigure, Head Black and Dark Tan Eyebrows, White Pupils, Cheek Lines, Smirk Pattern - Hollow Stud ",no tag,2017
cty0482,Police - City Helicopter Pilot,Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0482,https://www.bricklink.com/catalogItemInv.asp?M=cty0482,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Jacket with White Undershirt, Zippers, Gold Badge and Buckle with 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Black Eyebrows, Thin Grin, Black Eyes with White Pupils Pattern - Hollow Stud ",no tag,2014
cty1380,"Police - City Helicopter Pilot, Allen",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1380,https://www.bricklink.com/catalogItemInv.asp?M=cty1380,"Bright Light Blue Torso Police Black Pilot Safety Vest with Police Badge and Dark Bluish Gray Pockets Pattern / Bright Light Blue Arms / Black Hands Dark Blue Hips  and Legs Plain Trans-Light Blue Minifigure, Visor Flight Helmet White Minifigure, Headgear Helmet Sports/Flight  Yellow Minifigure, Head Dual Sided, Black Eyebrows, Medium Nougat Freckles, Open Mouth Smile / Scared Worried Pattern - Hollow Stud ",no tag,2022
cty0632,"Police - City Helicopter Pilot, Dark Blue Jumpsuit",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0632,https://www.bricklink.com/catalogItemInv.asp?M=cty0632,"Dark Blue Hips and Legs with Topographical Map and Zippered Pocket Pattern Dark Blue Torso Police Flight Suit Jacket with Name Tag and Badge, Zippered Pockets Pattern / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2016
cty0487,"Police - City Helicopter Pilot, Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0487,https://www.bricklink.com/catalogItemInv.asp?M=cty0487,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Jacket with White Undershirt, Zippers, Gold Badge and Buckle with 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black and Pearl Dark Gray Sunglasses, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2014
cty0487a,"Police - City Helicopter Pilot, Sunglasses, Black Eyebrows",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0487a,https://www.bricklink.com/catalogItemInv.asp?M=cty0487a,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Jacket with White Undershirt, Zippers, Gold Badge and Buckle with 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud ",no tag,2014
cty0256,"Police - City Leather Jacket with Gold Badge and 'POLICE' on Back, White Hat, Lopsided Smile",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0256,https://www.bricklink.com/catalogItemInv.asp?M=cty0256,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt with 'POLICE' Pattern on Back / Black Arms / Dark Bluish Gray Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Reddish Brown Eyebrows, White Pupils, Lopsided Smile with Black Dimple Pattern - Blocked Open Stud ",no tag,2011
cty0228,"Police - City Leather Jacket with Gold Badge and 'POLICE' on Back, White Helmet, Trans-Black Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0228,https://www.bricklink.com/catalogItemInv.asp?M=cty0228,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt with 'POLICE' Pattern on Back / Black Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Black Eyebrows, Left Raised, Cheek Lines, Chin Dimple, Wide Grin Showing Teeth Pattern - Blocked Open Stud ",no tag,2011
cty0230,"Police - City Leather Jacket with Gold Badge and 'POLICE' on Back, White Helmet, Trans-Black Visor, Cheek Lines",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0230,https://www.bricklink.com/catalogItemInv.asp?M=cty0230,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt with 'POLICE' Pattern on Back / Black Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Brown Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple Pattern - Blocked Open Stud ",male,2011
cty0027a,"Police - City Leather Jacket with Gold Badge and 'POLICE' on Back, White Helmet, Trans-Black Visor, Silver Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0027a,https://www.bricklink.com/catalogItemInv.asp?M=cty0027a,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt with 'POLICE' Pattern on Back / Black Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Grin Pattern - Blocked Open Stud ",no tag,2011
cty0207,"Police - City Leather Jacket with Gold Badge and 'POLICE' on Back, White Short Bill Cap, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0207,https://www.bricklink.com/catalogItemInv.asp?M=cty0207,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt with 'POLICE' Pattern on Back / Black Arms / Dark Bluish Gray Hands White Minifigure, Headgear Cap - Short Curved Bill Yellow Minifigure Life Jacket Yellow Minifigure, Head Black Eyebrows, Left Raised, Cheek Lines, Chin Dimple, Wide Grin Showing Teeth Pattern - Blocked Open Stud ",no tag,2011
cty0231,"Police - City Leather Jacket with Gold Badge and 'POLICE' on Back, White Short Bill Cap, Lopsided Smile",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0231,https://www.bricklink.com/catalogItemInv.asp?M=cty0231,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt with 'POLICE' Pattern on Back / Black Arms / Dark Bluish Gray Hands White Minifigure, Headgear Cap - Short Curved Bill Yellow Minifigure, Head Reddish Brown Eyebrows, White Pupils, Lopsided Smile with Black Dimple Pattern - Blocked Open Stud ",no tag,2011
twn182,"Police - City Leather Jacket with Gold Badge, Black Helmet, Trans-Clear Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=twn182,https://www.bricklink.com/catalogItemInv.asp?M=twn182,"Black Hips  and Legs Plain Black Minifigure, Headgear Helmet Motorcycle (Standard) Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands Trans-Clear Minifigure, Visor Standard Yellow Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Mouth Open Scared / Mischievous Smile Pattern - Hollow Stud ",no tag,2013
cty0174,"Police - City Leather Jacket with Gold Badge, White Hat, Dark Blue Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0174,https://www.bricklink.com/catalogItemInv.asp?M=cty0174,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Glasses with Dark Blue Sunglasses, Closed Mouth, Light Brown Sideburns and Goatee Pattern - Blocked Open Stud ",male,2006
cty0039,"Police - City Leather Jacket with Gold Badge, White Hat, Silver Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0039,https://www.bricklink.com/catalogItemInv.asp?M=cty0039,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands White Minifigure, Headgear Hat, Police Yellow Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Grin Pattern - Blocked Open Stud ",no tag,2006
cty0242,"Police - City Leather Jacket with Gold Badge, White Helmet, Trans-Black Visor, Black Eyebrows",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0242,https://www.bricklink.com/catalogItemInv.asp?M=cty0242,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Crooked Smile, Black Eyebrows, White Pupils, Chin Dimple Pattern - Blocked Open Stud ",male,2011
cty0006,"Police - City Leather Jacket with Gold Badge, White Helmet, Trans-Black Visor, Dark Blue Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0006,https://www.bricklink.com/catalogItemInv.asp?M=cty0006,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Dark Blue Sunglasses, Closed Mouth, Light Brown Sideburns and Goatee Pattern - Blocked Open Stud ",male,2005
cty0102,"Police - City Leather Jacket with Gold Badge, White Helmet, Trans-Black Visor, Orange Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0102,https://www.bricklink.com/catalogItemInv.asp?M=cty0102,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Orange Sunglasses and Smirk Pattern - Blocked Open Stud ",no tag,2008
cty0027,"Police - City Leather Jacket with Gold Badge, White Helmet, Trans-Black Visor, Silver Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0027,https://www.bricklink.com/catalogItemInv.asp?M=cty0027,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Grin Pattern - Blocked Open Stud ",no tag,2006
cty0131,"Police - City Leather Jacket with Gold Badge, White Helmet, Trans-Black Visor, Wide Smile",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0131,https://www.bricklink.com/catalogItemInv.asp?M=cty0131,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Pupils, Black Hair, Eyebrows and Wide Smile Pattern (Jayko) - Blocked Open Stud ",male,2008
cty0197,"Police - City Leather Jacket with Gold Badge, White Short Bill Cap, Silver Sunglasses, Life Jacket",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0197,https://www.bricklink.com/catalogItemInv.asp?M=cty0197,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands White Minifigure, Headgear Cap - Short Curved Bill Yellow Minifigure Life Jacket Yellow Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Grin Pattern - Blocked Open Stud ",no tag,2010
cty0198,"Police - City Leather Jacket with Gold Badge, White Short Bill Cap, Vertical Cheek Lines",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0198,https://www.bricklink.com/catalogItemInv.asp?M=cty0198,"Black Hips  and Legs Plain Black Torso Police Leather Jacket, Gold Badge, Radio, Belt Pattern / Black Arms / Dark Bluish Gray Hands White Minifigure, Headgear Cap - Short Curved Bill Yellow Minifigure, Head Male Brown Eyebrows, White Pupils, Vertical Cheek Lines, Chin Dimple Pattern - Blocked Open Stud ",male,2010
cty0484,"Police - City Motorcycle Officer, Lopsided Grin",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0484,https://www.bricklink.com/catalogItemInv.asp?M=cty0484,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Jacket with White Undershirt, Zippers, Gold Badge and Buckle with 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Grin Pattern - Hollow Stud ",male,2014
cty0449,"Police - City Motorcycle Officer, Silver Sunglasses",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0449,https://www.bricklink.com/catalogItemInv.asp?M=cty0449,"Dark Blue Hips  and Legs Plain Dark Blue Torso Police Jacket with White Undershirt, Zippers, Gold Badge and Buckle with 'POLICE' Pattern on Back / Dark Blue Arms / Dark Bluish Gray Hands Trans-Black Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Wavy, Thin Grin Pattern - Hollow Stud ",no tag,2014
cty1143,"Police - City Motorcyclist, Safety Vest with Police Badge, Dark Blue Legs, White Helmet, Trans-Clear Visor",Town,no tag,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1143,https://www.bricklink.com/catalogItemInv.asp?M=cty1143,"Bright Light Blue Torso Police Black Pilot Safety Vest with Police Badge and Dark Bluish Gray Pockets Pattern / Bright Light Blue Arms / Black Hands Dark Blue Hips  and Legs Plain Trans-Clear Minifigure, Visor Standard White Minifigure, Headgear Helmet Motorcycle (Standard) Yellow Minifigure, Head Male Angry Eyebrows and Scowl, Reddish Brown Left Cheek Line Pattern - Hollow Stud ",male,2020
