Image,Item Id,Item Description,color,Group,DesignID ,DKK ,EUR ,Element platform
,4550169,FLAT TILE 1X1,154,PLATES,3070,0.16,0.02,LEGO
,4558593,FLAT TILE 1X1,28,PLATES,3070,0.08,0.01,LEGO
,4558595,FLAT TILE 1X1,106,PLATES,3070,0.16,0.02,LEGO
,4580007,FLAT TILE 1X1,222,PLATES,3070,0.16,0.02,LEGO
,4631385,FLAT TILE 1X1,140,PLATES,3070,0.16,0.02,LEGO
,4655243,FLAT TILE 1X1,322,PLATES,3070,0.16,0.02,LEGO
,6055171,FLAT TILE 1X1,141,PLATES,3070,0.16,0.02,LEGO
,6055172,FLAT TILE 1X1,138,PLATES,3070,0.16,0.02,LEGO
,6065504,FLAT TILE 1X1,191,PLATES,3070,0.16,0.02,LEGO
,6099364,FLAT TILE 1X1,124,PLATES,3070,0.16,0.02,LEGO
,345626,PLATE 6X14,26,PLATES,3456,3.92,0.53,LEGO
,4210720,PLATE 6X14,199,PLATES,3456,3.92,0.53,LEGO
,4293831,PLATE 6X14,194,PLATES,3456,3.92,0.53,LEGO
,6035541,PLATE 6X14,138,PLATES,3456,5.04,0.68,LEGO
,346001,PLATE 1X8,1,PLATES,3460,0.32,0.04,LEGO
,346021,PLATE 1X8,21,PLATES,3460,0.32,0.04,LEGO
,346023,PLATE 1X8,23,PLATES,3460,0.32,0.04,LEGO
,346024,PLATE 1X8,24,PLATES,3460,0.32,0.04,LEGO
,346026,PLATE 1X8,26,PLATES,3460,0.32,0.04,LEGO
,346028,PLATE 1X8,28,PLATES,3460,0.32,0.04,LEGO
,4114324,PLATE 1X8,5,PLATES,3460,0.32,0.04,LEGO
,4210212,PLATE 1X8,119,PLATES,3460,0.48,0.06,LEGO
,4210998,PLATE 1X8,199,PLATES,3460,0.32,0.04,LEGO
,4211425,PLATE 1X8,194,PLATES,3460,0.32,0.04,LEGO
,4216945,PLATE 1X8,192,PLATES,3460,0.32,0.04,LEGO
,4519946,PLATE 1X8,308,PLATES,3460,0.40,0.05,LEGO
,4541507,PLATE 1X8,154,PLATES,3460,0.48,0.06,LEGO
,4625022,PLATE 1X8,324,PLATES,3460,0.40,0.05,LEGO
,6074793,PLATE 1X8,322,PLATES,3460,0.40,0.05,LEGO
,6109929,PLATE 1X8,124,PLATES,3460,0.48,0.06,LEGO
,362301,PLATE 1X3,1,PLATES,3623,0.16,0.02,LEGO
,362321,PLATE 1X3,21,PLATES,3623,0.16,0.02,LEGO
,362323,PLATE 1X3,23,PLATES,3623,0.16,0.02,LEGO
,362324,PLATE 1X3,24,PLATES,3623,0.16,0.02,LEGO
,362326,PLATE 1X3,26,PLATES,3623,0.16,0.02,LEGO
,4107758,PLATE 1X3,28,PLATES,3623,0.16,0.02,LEGO
,4121921,PLATE 1X3,5,PLATES,3623,0.16,0.02,LEGO
,4177735,PLATE 1X3,140,PLATES,3623,0.16,0.02,LEGO
,4210210,PLATE 1X3,119,PLATES,3623,0.16,0.02,LEGO
,4211133,PLATE 1X3,199,PLATES,3623,0.16,0.02,LEGO
,4211152,PLATE 1X3,192,PLATES,3623,0.16,0.02,LEGO
,4211429,PLATE 1X3,194,PLATES,3623,0.16,0.02,LEGO
,4539076,PLATE 1X3,154,PLATES,3623,0.16,0.02,LEGO
,6013975,PLATE 1X3,141,PLATES,3623,0.24,0.03,LEGO
,6035470,PLATE 1X3,268,PLATES,3623,0.16,0.02,LEGO
,6036788,PLATE 1X3,222,PLATES,3623,0.16,0.02,LEGO
,6069257,PLATE 1X3,151,PLATES,3623,0.24,0.03,LEGO
,6069258,PLATE 1X3,326,PLATES,3623,0.24,0.03,LEGO
,6073042,PLATE 1X3,191,PLATES,3623,0.24,0.03,LEGO
,6022048,PLATE 1X3,124,PLATES,3623,0.16,0.02,LEGO
,6119107,PLATE 1X3,322,PLATES,3623,0.16,0.02,LEGO
,6112961,PLATE 1X3,325,PLATES,3623,0.16,0.02,LEGO
,366601,PLATE 1X6,1,PLATES,3666,0.24,0.03,LEGO
,366621,PLATE 1X6,21,PLATES,3666,0.24,0.03,LEGO
,366623,PLATE 1X6,23,PLATES,3666,0.24,0.03,LEGO
,366624,PLATE 1X6,24,PLATES,3666,0.24,0.03,LEGO
,366626,PLATE 1X6,26,PLATES,3666,0.24,0.03,LEGO
,366628,PLATE 1X6,28,PLATES,3666,0.24,0.03,LEGO
,4124067,PLATE 1X6,5,PLATES,3666,0.24,0.03,LEGO
,4173332,PLATE 1X6,106,PLATES,3666,0.24,0.03,LEGO
,4179829,PLATE 1X6,102,PLATES,3666,0.24,0.03,LEGO
,4211056,PLATE 1X6,199,PLATES,3666,0.24,0.03,LEGO
,4211438,PLATE 1X6,194,PLATES,3666,0.24,0.03,LEGO
,4221590,PLATE 1X6,192,PLATES,3666,0.24,0.03,LEGO
,4245566,PLATE 1X6,141,PLATES,3666,0.32,0.04,LEGO
,4508313,PLATE 1X6,140,PLATES,3666,0.24,0.03,LEGO
,4529160,PLATE 1X6,119,PLATES,3666,0.24,0.03,LEGO
,4539062,PLATE 1X6,154,PLATES,3666,0.24,0.03,LEGO
,4625036,PLATE 1X6,322,PLATES,3666,0.24,0.03,LEGO
,4649745,PLATE 1X6,324,PLATES,3666,0.24,0.03,LEGO
,4654105,PLATE 1X6,124,PLATES,3666,0.32,0.04,LEGO
,4655691,PLATE 1X6,268,PLATES,3666,0.32,0.04,LEGO
,6015424,PLATE 1X6,138,PLATES,3666,0.32,0.04,LEGO
,6020074,PLATE 1X6,191,PLATES,3666,0.32,0.04,LEGO
,6058222,PLATE 1X6,222,PLATES,3666,0.32,0.04,LEGO
,371001,PLATE 1X4,1,PLATES,3710,0.16,0.02,LEGO
,371021,PLATE 1X4,21,PLATES,3710,0.16,0.02,LEGO
,371023,PLATE 1X4,23,PLATES,3710,0.16,0.02,LEGO
,371024,PLATE 1X4,24,PLATES,3710,0.16,0.02,LEGO
,371026,PLATE 1X4,26,PLATES,3710,0.16,0.02,LEGO
,371028,PLATE 1X4,28,PLATES,3710,0.16,0.02,LEGO
,4113233,PLATE 1X4,5,PLATES,3710,0.16,0.02,LEGO
,4118782,PLATE 1X4,106,PLATES,3710,0.16,0.02,LEGO
,4179828,PLATE 1X4,102,PLATES,3710,0.16,0.02,LEGO
,4187743,PLATE 1X4,119,PLATES,3710,0.16,0.02,LEGO
,4211001,PLATE 1X4,199,PLATES,3710,0.16,0.02,LEGO
,4211190,PLATE 1X4,192,PLATES,3710,0.16,0.02,LEGO
,4211445,PLATE 1X4,194,PLATES,3710,0.16,0.02,LEGO
,4502089,PLATE 1X4,140,PLATES,3710,0.16,0.02,LEGO
,4539061,PLATE 1X4,154,PLATES,3710,0.16,0.02,LEGO
,4619524,PLATE 1X4,324,PLATES,3710,0.16,0.02,LEGO
,4626904,PLATE 1X4,138,PLATES,3710,0.24,0.03,LEGO
,6002148,PLATE 1X4,222,PLATES,3710,0.16,0.02,LEGO
,6020073,PLATE 1X4,191,PLATES,3710,0.24,0.03,LEGO
,6020923,PLATE 1X4,141,PLATES,3710,0.24,0.03,LEGO
,6037652,PLATE 1X4,124,PLATES,3710,0.24,0.03,LEGO
,6074892,PLATE 1X4,38,PLATES,3710,0.24,0.03,LEGO
,6070757,PLATE 1X4,322,PLATES,3710,0.24,0.03,LEGO
,6100234,PLATE 1X4,151,PLATES,3710,0.24,0.03,LEGO
,379501,PLATE 2X6,1,PLATES,3795,0.40,0.05,LEGO
,379521,PLATE 2X6,21,PLATES,3795,0.40,0.05,LEGO
,379523,PLATE 2X6,23,PLATES,3795,0.40,0.05,LEGO
,379524,PLATE 2X6,24,PLATES,3795,0.40,0.05,LEGO
,379526,PLATE 2X6,26,PLATES,3795,0.40,0.05,LEGO
,379528,PLATE 2X6,28,PLATES,3795,0.40,0.05,LEGO
,4113993,PLATE 2X6,5,PLATES,3795,0.40,0.05,LEGO
,4121741,PLATE 2X6,106,PLATES,3795,0.40,0.05,LEGO
,4211002,PLATE 2X6,199,PLATES,3795,0.40,0.05,LEGO
,4211247,PLATE 2X6,192,PLATES,3795,0.40,0.05,LEGO
,4211452,PLATE 2X6,194,PLATES,3795,0.40,0.05,LEGO
,4518687,PLATE 2X6,308,PLATES,3795,0.48,0.06,LEGO
,4550329,PLATE 2X6,138,PLATES,3795,0.48,0.06,LEGO
,4618986,PLATE 2X6,154,PLATES,3795,0.56,0.08,LEGO
,4621548,PLATE 2X6,119,PLATES,3795,0.40,0.05,LEGO
,4625027,PLATE 2X6,324,PLATES,3795,0.40,0.05,LEGO
,4625633,PLATE 2X6,222,PLATES,3795,0.40,0.05,LEGO
,4640891,PLATE 2X6,321,PLATES,3795,0.56,0.08,LEGO
,6101858,PLATE 2X6,102,PLATES,3795,0.56,0.08,LEGO
,6097509,PLATE 2X6,191,PLATES,3795,0.48,0.06,LEGO
,383201,PLATE 2X10,1,PLATES,3832,0.56,0.08,LEGO
,383221,PLATE 2X10,21,PLATES,3832,0.56,0.08,LEGO
,383223,PLATE 2X10,23,PLATES,3832,0.64,0.09,LEGO
,383224,PLATE 2X10,24,PLATES,3832,0.56,0.08,LEGO
,383226,PLATE 2X10,26,PLATES,3832,0.56,0.08,LEGO
,383228,PLATE 2X10,28,PLATES,3832,0.64,0.09,LEGO
,4210678,PLATE 2X10,199,PLATES,3832,0.56,0.08,LEGO
,4211214,PLATE 2X10,192,PLATES,3832,0.56,0.08,LEGO
,4211462,PLATE 2X10,194,PLATES,3832,0.56,0.08,LEGO
,4249019,PLATE 2X10,5,PLATES,3832,0.56,0.08,LEGO
,6109812,PLATE 2X10,268,PLATES,3832,0.88,0.12,LEGO
,6131797,PLATE 2X10,38,PLATES,3832,0.80,0.11,LEGO
,395826,PLATE 6X6,26,PLATES,3958,1.04,0.14,LEGO
,4125217,PLATE 6X6,5,PLATES,3958,1.04,0.14,LEGO
,4144012,PLATE 6X6,1,PLATES,3958,1.04,0.14,LEGO
,4144302,PLATE 6X6,21,PLATES,3958,1.12,0.15,LEGO
,4199519,PLATE 6X6,23,PLATES,3958,1.04,0.14,LEGO
,4211134,PLATE 6X6,199,PLATES,3958,1.04,0.14,LEGO
,4211474,PLATE 6X6,194,PLATES,3958,1.04,0.14,LEGO
,4217848,PLATE 6X6,192,PLATES,3958,1.04,0.14,LEGO
,4525858,PLATE 6X6,119,PLATES,3958,1.04,0.14,LEGO
,4530712,PLATE 6X6,138,PLATES,3958,1.28,0.17,LEGO
,4550701,PLATE 6X6,24,PLATES,3958,1.44,0.19,LEGO
,6004650,PLATE 6X6,37,PLATES,3958,1.28,0.17,LEGO
,6052391,PLATE 6X6,106,PLATES,3958,1.28,0.17,LEGO
,6097194,PLATE 6X6,28,PLATES,3958,1.20,0.16,LEGO
,6106692,PLATE 6X6,140,PLATES,3958,1.44,0.19,LEGO
,416201,FLAT TILE 1X8,1,PLATES,4162,0.32,0.04,LEGO
,416221,FLAT TILE 1X8,21,PLATES,4162,0.32,0.04,LEGO
,416223,FLAT TILE 1X8,23,PLATES,4162,0.32,0.04,LEGO
,416226,FLAT TILE 1X8,26,PLATES,4162,0.32,0.04,LEGO
,4189400,FLAT TILE 1X8,24,PLATES,4162,0.32,0.04,LEGO
,4211008,FLAT TILE 1X8,199,PLATES,4162,0.32,0.04,LEGO
,4211481,FLAT TILE 1X8,194,PLATES,4162,0.32,0.04,LEGO
,4296081,FLAT TILE 1X8,28,PLATES,4162,0.32,0.04,LEGO
,4507080,FLAT TILE 1X8,140,PLATES,4162,0.40,0.05,LEGO
,4539083,FLAT TILE 1X8,154,PLATES,4162,0.40,0.05,LEGO
,4544139,FLAT TILE 1X8,5,PLATES,4162,0.40,0.05,LEGO
,4585337,FLAT TILE 1X8,192,PLATES,4162,0.40,0.05,LEGO
,6078339,FLAT TILE 1X8,322,PLATES,4162,0.48,0.06,LEGO
,6099347,FLAT TILE 1X8,124,PLATES,4162,0.56,0.08,LEGO
,6117716,FLAT TILE 1X8,102,PLATES,4162,0.40,0.05,LEGO
,4281607,DUPLO PLATE 6X12,37,PLATES,4196,12.72,1.71,DUPLO
,4583812,DUPLO PLATE 6X12,194,PLATES,4196,12.72,1.71,DUPLO
,428221,PLATE 2X16,21,PLATES,4282,1.12,0.15,LEGO
,428226,PLATE 2X16,26,PLATES,4282,1.12,0.15,LEGO
,4119227,PLATE 2X16,1,PLATES,4282,1.12,0.15,LEGO
,4210796,PLATE 2X16,199,PLATES,4282,1.12,0.15,LEGO
,4211486,PLATE 2X16,194,PLATES,4282,1.12,0.15,LEGO
,6024127,PLATE 2X16,102,PLATES,4282,1.60,0.21,LEGO
,6030980,PLATE 2X16,5,PLATES,4282,1.28,0.17,LEGO
,6120642,PLATE 2X16,140,PLATES,4282,1.60,0.21,LEGO
,447701,PLATE 1X10,1,PLATES,4477,0.40,0.05,LEGO
,447721,PLATE 1X10,21,PLATES,4477,0.40,0.05,LEGO
,447723,PLATE 1X10,23,PLATES,4477,0.40,0.05,LEGO
,447726,PLATE 1X10,26,PLATES,4477,0.40,0.05,LEGO
,4143409,PLATE 1X10,5,PLATES,4477,0.40,0.05,LEGO
,4223683,PLATE 1X10,192,PLATES,4477,0.40,0.05,LEGO
,4251149,PLATE 1X10,194,PLATES,4477,0.40,0.05,LEGO
,4257526,PLATE 1X10,199,PLATES,4477,0.40,0.05,LEGO
,4625630,PLATE 1X10,124,PLATES,4477,1.84,0.25,LEGO
,6037995,PLATE 1X10,154,PLATES,4477,0.56,0.08,LEGO
,6079138,PLATE 1X10,24,PLATES,4477,0.56,0.08,LEGO
,6070758,PLATE 1X10,322,PLATES,4477,0.56,0.08,LEGO
,4490741,DUPLO PLATE 4X8,24,PLATES,4672,5.92,0.79,DUPLO
,4211836,PLATE 6X12 W. 22 KNOBS,194,PLATES,6178,3.20,0.43,LEGO
,4527977,PLATE 6X12 W. 22 KNOBS,1,PLATES,6178,3.12,0.42,LEGO
,617901,PLATE 4X4 W. 4 KNOBS,1,PLATES,6179,0.48,0.06,LEGO
,617926,PLATE 4X4 W. 4 KNOBS,26,PLATES,6179,0.48,0.06,LEGO
,4211837,PLATE 4X4 W. 4 KNOBS,194,PLATES,6179,0.48,0.06,LEGO
,4509911,PLATE 4X4 W. 4 KNOBS,199,PLATES,6179,0.48,0.06,LEGO
,4525895,PLATE 4X4 W. 4 KNOBS,24,PLATES,6179,0.56,0.08,LEGO
,4616342,PLATE 4X4 W. 4 KNOBS,21,PLATES,6179,0.48,0.06,LEGO
,4616574,PLATE 4X4 W. 4 KNOBS,138,PLATES,6179,0.72,0.10,LEGO
,4660867,PLATE 4X4 W. 4 KNOBS,221,PLATES,6179,0.56,0.08,LEGO
,6037549,PLATE 4X4 W. 4 KNOBS,5,PLATES,6179,0.72,0.10,LEGO
,6075217,PLATE 4X4 W. 4 KNOBS,192,PLATES,6179,0.56,0.08,LEGO
,6116293,PLATE 4X4 W. 4 KNOBS,191,PLATES,6179,0.72,0.10,LEGO
,6056294,PLATE 4X4 W. 4 KNOBS,124,PLATES,6179,0.72,0.10,LEGO
,6114272,PLATE 4X4 W. 4 KNOBS,23,PLATES,6179,0.72,0.10,LEGO
,4100378,PLATE 4X6 W. 12 KNOBS,26,PLATES,6180,0.80,0.11,LEGO
,4163986,PLATE 4X6 W. 12 KNOBS,1,PLATES,6180,0.80,0.11,LEGO
,4211838,PLATE 4X6 W. 12 KNOBS,194,PLATES,6180,0.80,0.11,LEGO
,4625545,PLATE 4X6 W. 12 KNOBS,222,PLATES,6180,1.12,0.15,LEGO
,6024672,PLATE 4X6 W. 12 KNOBS,221,PLATES,6180,0.96,0.13,LEGO
,6075218,PLATE 4X6 W. 12 KNOBS,192,PLATES,6180,1.12,0.15,LEGO
,6116969,PLATE 4X6 W. 12 KNOBS,124,PLATES,6180,1.04,0.14,LEGO
,6115246,PLATE 4X6 W. 12 KNOBS,322,PLATES,6180,1.12,0.15,LEGO
,6037386,PLATE 6X16 W. 26 KNOBS,199,PLATES,6205,5.12,0.69,LEGO
,6052293,PLATE 6X16 W. 26 KNOBS,324,PLATES,6205,4.16,0.56,LEGO
,6072638,PLATE 6X16 W. 26 KNOBS,23,PLATES,6205,4.08,0.55,LEGO
,6092509,PLATE 6X16 W. 26 KNOBS,26,PLATES,6205,4.08,0.55,LEGO
,4167842,PLATE 1X2 - TR.,40,PLATES,6225,0.16,0.02,LEGO
,4194746,PLATE 1X2 - TR.,44,PLATES,6225,0.16,0.02,LEGO
,4201019,PLATE 1X2 - TR.,41,PLATES,6225,0.16,0.02,LEGO
,4260426,PLATE 1X2 - TR.,43,PLATES,6225,0.16,0.02,LEGO
,4280341,PLATE 1X2 - TR.,182,PLATES,6225,0.16,0.02,LEGO
,6001197,PLATE 1X2 - TR.,111,PLATES,6225,0.16,0.02,LEGO
,6051918,PLATE 1X2 - TR.,42,PLATES,6225,0.16,0.02,LEGO
,6102038,PLATE 1X2 - TR.,49,PLATES,6225,0.16,0.02,LEGO
,6121436,PLATE 1X2 - TR.,143,PLATES,6225,0.16,0.02,LEGO
,663601,FLAT TILE 1X6,1,PLATES,6636,0.24,0.03,LEGO
,663624,FLAT TILE 1X6,24,PLATES,6636,0.24,0.03,LEGO
,663626,FLAT TILE 1X6,26,PLATES,6636,0.24,0.03,LEGO
,4113858,FLAT TILE 1X6,21,PLATES,6636,0.24,0.03,LEGO
,4118785,FLAT TILE 1X6,23,PLATES,6636,0.24,0.03,LEGO
,4157277,FLAT TILE 1X6,5,PLATES,6636,0.24,0.03,LEGO
,4210651,FLAT TILE 1X6,199,PLATES,6636,0.24,0.03,LEGO
,4211204,FLAT TILE 1X6,192,PLATES,6636,0.24,0.03,LEGO
,4211549,FLAT TILE 1X6,194,PLATES,6636,0.24,0.03,LEGO
,4252437,FLAT TILE 1X6,140,PLATES,6636,0.24,0.03,LEGO
,4507047,FLAT TILE 1X6,138,PLATES,6636,0.24,0.03,LEGO
,4619507,FLAT TILE 1X6,324,PLATES,6636,0.24,0.03,LEGO
,4619657,FLAT TILE 1X6,268,PLATES,6636,0.32,0.04,LEGO
,4649764,FLAT TILE 1X6,221,PLATES,6636,0.32,0.04,LEGO
,4650690,FLAT TILE 1X6,106,PLATES,6636,0.24,0.03,LEGO
,4650865,FLAT TILE 1X6,154,PLATES,6636,0.32,0.04,LEGO
,4654129,FLAT TILE 1X6,191,PLATES,6636,0.32,0.04,LEGO
,6016484,FLAT TILE 1X6,330,PLATES,6636,0.32,0.04,LEGO
,6102995,FLAT TILE 1X6,312,PLATES,6636,0.32,0.04,LEGO
,6102821,FLAT TILE 1X6,124,PLATES,6636,0.32,0.04,LEGO
,6048851,DUPLO PLATE 4X8,37,PLATES,10199,5.84,0.78,DUPLO
,6063473,DUPLO PLATE 4X8,23,PLATES,10199,5.84,0.78,DUPLO
,6014617,FLAT TILE 6X6,194,PLATES,10202,1.36,0.18,LEGO
,6001512,FLAT TILE 2X2 NO 138,1,PLATES,10215,0.56,0.08,LEGO
,6015347,PLATE 3X3,194,PLATES,11212,0.40,0.05,LEGO
,6039176,PLATE 3X3,199,PLATES,11212,0.40,0.05,LEGO
,6104805,PLATE 3X3,1,PLATES,11212,0.48,0.06,LEGO
,6023265,"FLAT TILE 2X2 ""NO.215""",138,PLATES,13084,0.56,0.08,LEGO
,6038640,"FLAT TILE 1X2 ""NO.130""",322,PLATES,14384,0.40,0.05,LEGO
,6058329,FLAT TILE CORNER 1X2X2,1,PLATES,14719,0.24,0.03,LEGO
,6065824,FLAT TILE CORNER 1X2X2,194,PLATES,14719,0.16,0.02,LEGO
,6078641,FLAT TILE CORNER 1X2X2,21,PLATES,14719,0.32,0.04,LEGO
,6070650,PLATE 4X4,21,PLATES,14721,3.60,0.48,DUPLO
,6070667,PLATE 4X4,37,PLATES,14721,3.60,0.48,DUPLO
,6062215,"PLATE 3X3, CROSS",38,PLATES,15397,0.48,0.06,LEGO
,6097283,"PLATE 3X3, CROSS",26,PLATES,15397,0.48,0.06,LEGO
,6102516,"PLATE 3X3, CROSS",324,PLATES,15397,0.48,0.06,LEGO
,6099412,"PLATE 3X3, CROSS",1,PLATES,15397,0.48,0.06,LEGO
,6051422,"LATTICE PLATE 1X2 ""NO. 1000""",336,PLATES,15561,0.32,0.04,LEGO
,6051511,PLATE 1X2 W. 1 KNOB,1,PLATES,15573,0.08,0.01,LEGO
,6066097,PLATE 1X2 W. 1 KNOB,194,PLATES,15573,0.08,0.01,LEGO
,6092572,PLATE 1X2 W. 1 KNOB,199,PLATES,15573,0.08,0.01,LEGO
,6092587,PLATE 1X2 W. 1 KNOB,5,PLATES,15573,0.08,0.01,LEGO
,6092590,PLATE 1X2 W. 1 KNOB,192,PLATES,15573,0.08,0.01,LEGO
,6101073,PLATE 1X2 W. 1 KNOB,124,PLATES,15573,0.16,0.02,LEGO
,6092604,PLATE 1X2 W. 1 KNOB,268,PLATES,15573,0.16,0.02,LEGO
,6092565,PLATE 1X2 W. 1 KNOB,21,PLATES,15573,0.08,0.01,LEGO
,6092594,PLATE 1X2 W. 1 KNOB,297,PLATES,15573,0.16,0.02,LEGO
,6092585,PLATE 1X2 W. 1 KNOB,26,PLATES,15573,0.08,0.01,LEGO
,6092588,PLATE 1X2 W. 1 KNOB,140,PLATES,15573,0.08,0.01,LEGO
,6092597,PLATE 1X2 W. 1 KNOB,154,PLATES,15573,0.08,0.01,LEGO
,6092592,PLATE 1X2 W. 1 KNOB,119,PLATES,15573,0.08,0.01,LEGO
,6092583,PLATE 1X2 W. 1 KNOB,24,PLATES,15573,0.08,0.01,LEGO
,6092591,PLATE 1X2 W. 1 KNOB,138,PLATES,15573,0.16,0.02,LEGO
,6092599,PLATE 1X2 W. 1 KNOB,106,PLATES,15573,0.16,0.02,LEGO
,6092582,PLATE 1X2 W. 1 KNOB,23,PLATES,15573,0.08,0.01,LEGO
,6092586,PLATE 1X2 W. 1 KNOB,28,PLATES,15573,0.08,0.01,LEGO
,6092602,PLATE 1X2 W. 1 KNOB,38,PLATES,15573,0.24,0.03,LEGO
,6092601,PLATE 1X2 W. 1 KNOB,102,PLATES,15573,0.24,0.03,LEGO
,6051823,"FLAT TILE 1X2 ""NO. 1000""",335,PLATES,15598,0.56,0.08,LEGO
,6057518,"FLAT TILE 1X4 ""NO. 61""",199,PLATES,16183,0.56,0.08,LEGO
,6057639,"FLAT TILE 2X4 ""NO. 56""",1,PLATES,16202,0.88,0.12,LEGO
,6059077,"FLAT TILE 2X2 ""NO.224""",1,PLATES,16394,0.56,0.08,LEGO
,6062410,"FLAT TILE 2X4 ""NO. 60""",26,PLATES,16592,0.88,0.12,LEGO
,6062411,"FLAT TILE 2X2 "" NO. 225""",1,PLATES,16593,0.56,0.08,LEGO
,6063898,"FLAT TILE 1X1 ""NO. 147""",194,PLATES,16827,0.40,0.05,LEGO
,6064767,"FLAT TILE 1X8 ""NO. 30""",26,PLATES,16986,2.08,0.28,LEGO
,6079461,PLATE 3X4 WITH 4 KNOBS,194,PLATES,17836,0.48,0.06,LEGO
,6076678,PLATE 3X4 WITH 4 KNOBS,26,PLATES,17836,0.48,0.06,LEGO
,6076806,"FLAT TILE 1X2 ""NO.137""",194,PLATES,17849,0.40,0.05,LEGO
,6082179,"FLAT TILE 1X8 ""NO. 31"" 2/2 FRENCH NO.2",26,PLATES,18354,2.08,0.28,LEGO
,6082195,"FLAT TILE 1X8 ""NO.""35""",26,PLATES,18356,2.08,0.28,LEGO
,6089148,"FLAT TILE 1X8 ""NO. 36""",26,PLATES,18794,2.08,0.28,LEGO
,6100457,DUPLO PLATE 6X12,21,PLATES,18921,14.08,1.89,DUPLO
,6100460,DUPLO PLATE 6X12,1,PLATES,18921,14.72,1.98,DUPLO
,6100462,DUPLO PLATE 6X12,119,PLATES,18921,14.72,1.98,DUPLO
,6109109,DUPLO PLATE 4X8,1,PLATES,20820,6.72,0.90,DUPLO
,6126082,PLATE 2X2 W 1 KNOB,194,PLATES,23893,0.16,0.02,LEGO
,6126075,PLATE 2X2 W 1 KNOB,138,PLATES,23893,0.24,0.03,LEGO
,6126046,PLATE 2X2 W 1 KNOB,1,PLATES,23893,0.16,0.02,LEGO
,6126083,PLATE 2X2 W 1 KNOB,199,PLATES,23893,0.16,0.02,LEGO
,6126049,PLATE 2X2 W 1 KNOB,23,PLATES,23893,0.16,0.02,LEGO
,6126048,PLATE 2X2 W 1 KNOB,21,PLATES,23893,0.16,0.02,LEGO
,6126050,PLATE 2X2 W 1 KNOB,24,PLATES,23893,0.16,0.02,LEGO
,6126069,PLATE 2X2 W 1 KNOB,124,PLATES,23893,0.24,0.03,LEGO
,6126090,PLATE 2X2 W 1 KNOB,322,PLATES,23893,0.16,0.02,LEGO
,6126086,PLATE 2X2 W 1 KNOB,268,PLATES,23893,0.24,0.03,LEGO
,6126060,PLATE 2X2 W 1 KNOB,102,PLATES,23893,0.24,0.03,LEGO
,3000840,PLATE 1X1 - TR.,40,PLATES,30008,0.08,0.01,LEGO
,3000841,PLATE 1X1 - TR.,41,PLATES,30008,0.08,0.01,LEGO
,3000844,PLATE 1X1 - TR.,44,PLATES,30008,0.08,0.01,LEGO
,4217436,PLATE 1X1 - TR.,48,PLATES,30008,0.08,0.01,LEGO
,4266417,PLATE 1X1 - TR.,43,PLATES,30008,0.08,0.01,LEGO
,4542673,PLATE 1X1 - TR.,182,PLATES,30008,0.16,0.02,LEGO
,6030982,PLATE 1X1 - TR.,111,PLATES,30008,0.16,0.02,LEGO
,6051920,PLATE 1X1 - TR.,42,PLATES,30008,0.16,0.02,LEGO
,3003941,FLAT TILE 1X1,41,PLATES,30039,0.08,0.01,LEGO
,4216384,FLAT TILE 1X1,48,PLATES,30039,0.16,0.02,LEGO
,6038458,FLAT TILE 1X1,111,PLATES,30039,0.16,0.02,LEGO
,6047501,FLAT TILE 1X1,40,PLATES,30039,0.16,0.02,LEGO
,6051921,FLAT TILE 1X1,42,PLATES,30039,0.16,0.02,LEGO
,6109457,FLAT TILE 1X1,182,PLATES,30039,0.32,0.04,LEGO
,4113854,FLAT TILE 1X2 - TR,43,PLATES,30070,0.16,0.02,LEGO
,4189801,FLAT TILE 1X2 - TR,41,PLATES,30070,0.16,0.02,LEGO
,4194535,FLAT TILE 1X2 - TR,44,PLATES,30070,0.16,0.02,LEGO
,4529685,FLAT TILE 1X2 - TR,111,PLATES,30070,0.16,0.02,LEGO
,4541710,FLAT TILE 1X2 - TR,182,PLATES,30070,0.24,0.03,LEGO
,4569297,FLAT TILE 1X2 - TR,40,PLATES,30070,0.24,0.03,LEGO
,4667222,FLAT TILE 1X2 - TR,42,PLATES,30070,0.24,0.03,LEGO
,4190187,RADIATOR GRILLE - TR,41,PLATES,30244,0.16,0.02,LEGO
,6097654,RADIATOR GRILLE 1X2,182,PLATES,30244,0.24,0.03,LEGO
,4153497,DUPLO 2X4 PLATE,21,PLATES,40666,1.44,0.19,DUPLO
,4160152,DUPLO 2X4 PLATE,24,PLATES,40666,1.44,0.19,DUPLO
,4170795,DUPLO 2X4 PLATE,37,PLATES,40666,1.44,0.19,DUPLO
,4170804,DUPLO 2X4 PLATE,23,PLATES,40666,1.44,0.19,DUPLO
,4183518,DUPLO 2X4 PLATE,106,PLATES,40666,1.44,0.19,DUPLO
,4185178,DUPLO 2X4 PLATE,119,PLATES,40666,1.44,0.19,DUPLO
,4216423,DUPLO 2X4 PLATE,199,PLATES,40666,1.44,0.19,DUPLO
,4216758,DUPLO 2X4 PLATE,102,PLATES,40666,1.76,0.24,DUPLO
,4250172,DUPLO 2X4 PLATE,1,PLATES,40666,1.44,0.19,DUPLO
,4251777,DUPLO 2X4 PLATE,192,PLATES,40666,1.44,0.19,DUPLO
,4527235,DUPLO 2X4 PLATE,5,PLATES,40666,1.76,0.24,DUPLO
