Image,Item Id,Item Description,color,Group,DesignID ,DKK ,EUR ,Element platform
,4518889,ROOF TILE 2X4/45°,124,"BRICKS, WITH SLOPE",3037,0.56,0.08,LEGO
,4541380,ROOF TILE 2X4/45°,154,"BRICKS, WITH SLOPE",3037,0.48,0.06,LEGO
,4578094,ROOF TILE 2X4/45°,140,"BRICKS, WITH SLOPE",3037,0.48,0.06,LEGO
,6036490,ROOF TILE 2X4/45°,322,"BRICKS, WITH SLOPE",3037,0.40,0.05,LEGO
,6109901,ROOF TILE 2X4/45°,324,"BRICKS, WITH SLOPE",3037,0.56,0.08,LEGO
,6115263,ROOF TILE 2X4/45°,38,"BRICKS, WITH SLOPE",3037,0.48,0.06,LEGO
,303826,ROOF TILE 2X3/45°,26,"BRICKS, WITH SLOPE",3038,0.40,0.05,LEGO
,4211773,ROOF TILE 2X3/45°,194,"BRICKS, WITH SLOPE",3038,0.40,0.05,LEGO
,4218188,ROOF TILE 2X3/45°,199,"BRICKS, WITH SLOPE",3038,0.40,0.05,LEGO
,4258358,ROOF TILE 2X3/45°,1,"BRICKS, WITH SLOPE",3038,0.40,0.05,LEGO
,4568711,ROOF TILE 2X3/45°,140,"BRICKS, WITH SLOPE",3038,0.48,0.06,LEGO
,303901,ROOF TILE 2X2/45°,1,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,303921,ROOF TILE 2X2/45°,21,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,303923,ROOF TILE 2X2/45°,23,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,303924,ROOF TILE 2X2/45°,24,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,303926,ROOF TILE 2X2/45°,26,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,303928,ROOF TILE 2X2/45°,28,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,4114322,ROOF TILE 2X2/45°,5,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,4118828,ROOF TILE 2X2/45°,106,"BRICKS, WITH SLOPE",3039,0.32,0.04,LEGO
,4153653,ROOF TILE 2X2/45°,140,"BRICKS, WITH SLOPE",3039,0.32,0.04,LEGO
,4211054,ROOF TILE 2X2/45°,199,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,4211202,ROOF TILE 2X2/45°,192,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,4211410,ROOF TILE 2X2/45°,194,"BRICKS, WITH SLOPE",3039,0.24,0.03,LEGO
,4550362,ROOF TILE 2X2/45°,124,"BRICKS, WITH SLOPE",3039,0.40,0.05,LEGO
,4609925,ROOF TILE 2X2/45°,154,"BRICKS, WITH SLOPE",3039,0.32,0.04,LEGO
,4650630,ROOF TILE 2X2/45°,119,"BRICKS, WITH SLOPE",3039,0.40,0.05,LEGO
,6020181,ROOF TILE 2X2/45°,191,"BRICKS, WITH SLOPE",3039,0.40,0.05,LEGO
,6022023,ROOF TILE 2X2/45°,324,"BRICKS, WITH SLOPE",3039,0.32,0.04,LEGO
,6115261,ROOF TILE 2X2/45°,38,"BRICKS, WITH SLOPE",3039,0.40,0.05,LEGO
,4121932,ROOF TILE 1X2/45°,1,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4121934,ROOF TILE 1X2/45°,21,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4121936,ROOF TILE 1X2/45°,23,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4121965,ROOF TILE 1X2/45°,24,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4121966,ROOF TILE 1X2/45°,26,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4121967,ROOF TILE 1X2/45°,106,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4121969,ROOF TILE 1X2/45°,28,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4121972,ROOF TILE 1X2/45°,5,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4211135,ROOF TILE 1X2/45°,199,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4211199,ROOF TILE 1X2/45°,192,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4211614,ROOF TILE 1X2/45°,194,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4255624,ROOF TILE 1X2/45°,141,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4517995,ROOF TILE 1X2/45°,222,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4518557,ROOF TILE 1X2/45°,308,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4530678,ROOF TILE 1X2/45°,138,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4537925,ROOF TILE 1X2/45°,119,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4541526,ROOF TILE 1X2/45°,154,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4619655,ROOF TILE 1X2/45°,322,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4625626,ROOF TILE 1X2/45°,124,"BRICKS, WITH SLOPE",3040,0.24,0.03,LEGO
,4626883,ROOF TILE 1X2/45°,102,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,6022005,ROOF TILE 1X2/45°,324,"BRICKS, WITH SLOPE",3040,0.24,0.03,LEGO
,6023157,ROOF TILE 1X2/45°,191,"BRICKS, WITH SLOPE",3040,0.24,0.03,LEGO
,6036851,ROOF TILE 1X2/45°,321,"BRICKS, WITH SLOPE",3040,0.24,0.03,LEGO
,6058135,ROOF TILE 1X2/45°,312,"BRICKS, WITH SLOPE",3040,0.24,0.03,LEGO
,6069259,ROOF TILE 1X2/45°,38,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,6103405,ROOF TILE 1X2/45°,140,"BRICKS, WITH SLOPE",3040,0.24,0.03,LEGO
,6109814,ROOF TILE 1X2/45°,268,"BRICKS, WITH SLOPE",3040,0.16,0.02,LEGO
,4163373,RIDGED TILE 2X2/45°,26,"BRICKS, WITH SLOPE",3043,0.48,0.06,LEGO
,4157124,RIDGED TILE 1X2/45°,21,"BRICKS, WITH SLOPE",3044,0.32,0.04,LEGO
,4226221,RIDGED TILE 1X2/45°,199,"BRICKS, WITH SLOPE",3044,0.24,0.03,LEGO
,4163087,CORNER BRICK 2X2/45° OUTSIDE,21,"BRICKS, WITH SLOPE",3045,0.40,0.05,LEGO
,4189064,CORNER BRICK 2X2/45° OUTSIDE,26,"BRICKS, WITH SLOPE",3045,0.40,0.05,LEGO
,4196736,CORNER BRICK 2X2/45° OUTSIDE,140,"BRICKS, WITH SLOPE",3045,0.40,0.05,LEGO
,4210646,CORNER BRICK 2X2/45° OUTSIDE,199,"BRICKS, WITH SLOPE",3045,0.40,0.05,LEGO
,4216250,CORNER BRICK 2X2/45° OUTSIDE,194,"BRICKS, WITH SLOPE",3045,0.32,0.04,LEGO
,4233370,CORNER BRICK 2X2/45° OUTSIDE,1,"BRICKS, WITH SLOPE",3045,0.32,0.04,LEGO
,4271076,CORNER BRICK 2X2/45° OUTSIDE,24,"BRICKS, WITH SLOPE",3045,0.40,0.05,LEGO
,4652624,CORNER BRICK 2X2/45° OUTSIDE,192,"BRICKS, WITH SLOPE",3045,0.40,0.05,LEGO
,6036493,CORNER BRICK 2X2/45° OUTSIDE,322,"BRICKS, WITH SLOPE",3045,0.32,0.04,LEGO
,6107202,CORNER BRICK 2X2/45° OUTSIDE,268,"BRICKS, WITH SLOPE",3045,0.40,0.05,LEGO
,6115260,CORNER BRICK 2X2/45° OUTSIDE,38,"BRICKS, WITH SLOPE",3045,0.40,0.05,LEGO
,4210702,CORNER BRICK 2X2/45° INSIDE,199,"BRICKS, WITH SLOPE",3046,0.32,0.04,LEGO
,4218890,CORNER BRICK 2X2/45° INSIDE,26,"BRICKS, WITH SLOPE",3046,0.40,0.05,LEGO
,4578099,CORNER BRICK 2X2/45° INSIDE,140,"BRICKS, WITH SLOPE",3046,0.32,0.04,LEGO
,6112264,CORNER BRICK 2X2/45° INSIDE,1,"BRICKS, WITH SLOPE",3046,0.32,0.04,LEGO
,6112265,CORNER BRICK 2X2/45° INSIDE,154,"BRICKS, WITH SLOPE",3046,0.32,0.04,LEGO
,4220539,ATTIC 1X2/45°,26,"BRICKS, WITH SLOPE",3049,0.32,0.04,LEGO
,4653091,ATTIC 1X2/45°,194,"BRICKS, WITH SLOPE",3049,0.40,0.05,LEGO
,6059271,ATTIC 1X2/45°,1,"BRICKS, WITH SLOPE",3049,0.40,0.05,LEGO
,6061594,ATTIC 1X2/45°,308,"BRICKS, WITH SLOPE",3049,0.40,0.05,LEGO
,329701,ROOF TILE 3X4/25°,1,"BRICKS, WITH SLOPE",3297,0.56,0.08,LEGO
,329721,ROOF TILE 3X4/25°,21,"BRICKS, WITH SLOPE",3297,0.56,0.08,LEGO
,329726,ROOF TILE 3X4/25°,26,"BRICKS, WITH SLOPE",3297,0.56,0.08,LEGO
,4211420,ROOF TILE 3X4/25°,194,"BRICKS, WITH SLOPE",3297,0.80,0.11,LEGO
,4261715,ROOF TILE 3X4/25°,199,"BRICKS, WITH SLOPE",3297,1.12,0.15,LEGO
,4296132,ROOF TILE 3X4/25°,28,"BRICKS, WITH SLOPE",3297,0.80,0.11,LEGO
,4599548,ROOF TILE 3X4/25°,124,"BRICKS, WITH SLOPE",3297,0.80,0.11,LEGO
,6034928,ROOF TILE 3X4/25°,154,"BRICKS, WITH SLOPE",3297,0.72,0.10,LEGO
,6036241,ROOF TILE 3X4/25°,140,"BRICKS, WITH SLOPE",3297,0.72,0.10,LEGO
,329801,ROOF TILE 2X3/25°,1,"BRICKS, WITH SLOPE",3298,0.32,0.04,LEGO
,329821,ROOF TILE 2X3/25°,21,"BRICKS, WITH SLOPE",3298,0.32,0.04,LEGO
,329824,ROOF TILE 2X3/25°,24,"BRICKS, WITH SLOPE",3298,0.32,0.04,LEGO
,329826,ROOF TILE 2X3/25°,26,"BRICKS, WITH SLOPE",3298,0.32,0.04,LEGO
,4121742,ROOF TILE 2X3/25°,106,"BRICKS, WITH SLOPE",3298,0.32,0.04,LEGO
,4211106,ROOF TILE 2X3/25°,199,"BRICKS, WITH SLOPE",3298,0.32,0.04,LEGO
,4211421,ROOF TILE 2X3/25°,194,"BRICKS, WITH SLOPE",3298,0.32,0.04,LEGO
,4216625,ROOF TILE 2X3/25°,192,"BRICKS, WITH SLOPE",3298,0.32,0.04,LEGO
,4599547,ROOF TILE 2X3/25°,124,"BRICKS, WITH SLOPE",3298,0.40,0.05,LEGO
,6021566,ROOF TILE 2X3/25°,321,"BRICKS, WITH SLOPE",3298,0.48,0.06,LEGO
,6025376,ROOF TILE 2X3/25°,140,"BRICKS, WITH SLOPE",3298,0.40,0.05,LEGO
,6055875,ROOF TILE 2X3/25°,268,"BRICKS, WITH SLOPE",3298,0.48,0.06,LEGO
,6078613,ROOF TILE 2X3/25°,138,"BRICKS, WITH SLOPE",3298,0.40,0.05,LEGO
,329921,RIDGED TILE 2X4/25°,21,"BRICKS, WITH SLOPE",3299,0.56,0.08,LEGO
,4529155,RIDGED TILE 2X4/25°,26,"BRICKS, WITH SLOPE",3299,0.56,0.08,LEGO
,6089695,RIDGED TILE 2X4/25°,1,"BRICKS, WITH SLOPE",3299,0.56,0.08,LEGO
,330021,RIDGED TILE 2X2/25°,21,"BRICKS, WITH SLOPE",3300,0.48,0.06,LEGO
,4578606,RIDGED TILE 2X2/25°,1,"BRICKS, WITH SLOPE",3300,0.40,0.05,LEGO
,4529679,ROOF TILE 2X2/45 INV.,119,"BRICKS, WITH SLOPE",3660,0.32,0.04,LEGO
,4648296,ROOF TILE 2X2/45 INV.,308,"BRICKS, WITH SLOPE",3660,0.40,0.05,LEGO
,6025375,ROOF TILE 2X2/45 INV.,140,"BRICKS, WITH SLOPE",3660,0.32,0.04,LEGO
,6052917,ROOF TILE 2X2/45 INV.,154,"BRICKS, WITH SLOPE",3660,0.32,0.04,LEGO
,6055241,ROOF TILE 2X2/45 INV.,141,"BRICKS, WITH SLOPE",3660,0.40,0.05,LEGO
,6056214,ROOF TILE 2X2/45 INV.,102,"BRICKS, WITH SLOPE",3660,0.40,0.05,LEGO
,6070756,ROOF TILE 2X2/45 INV.,322,"BRICKS, WITH SLOPE",3660,0.32,0.04,LEGO
,366001,ROOF TILE 2X2/45° INV.,1,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,366021,ROOF TILE 2X2/45° INV.,21,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,366023,ROOF TILE 2X2/45° INV.,23,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,366024,ROOF TILE 2X2/45° INV.,24,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,366026,ROOF TILE 2X2/45° INV.,26,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,4118829,ROOF TILE 2X2/45° INV.,106,"BRICKS, WITH SLOPE",3660,0.32,0.04,LEGO
,4118866,ROOF TILE 2X2/45° INV.,5,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,4142717,ROOF TILE 2X2/45° INV.,28,"BRICKS, WITH SLOPE",3660,0.32,0.04,LEGO
,4211000,ROOF TILE 2X2/45° INV.,199,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,4211221,ROOF TILE 2X2/45° INV.,192,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,4211436,ROOF TILE 2X2/45° INV.,194,"BRICKS, WITH SLOPE",3660,0.24,0.03,LEGO
,4142989,ROOF TILE 1X2 INV,28,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,366501,ROOF TILE 1X2 INV.,1,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,366521,ROOF TILE 1X2 INV.,21,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,366523,ROOF TILE 1X2 INV.,23,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,366524,ROOF TILE 1X2 INV.,24,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,366526,ROOF TILE 1X2 INV.,26,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4159196,ROOF TILE 1X2 INV.,5,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4211096,ROOF TILE 1X2 INV.,199,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4211222,ROOF TILE 1X2 INV.,192,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4211437,ROOF TILE 1X2 INV.,194,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4590811,ROOF TILE 1X2 INV.,154,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4598015,ROOF TILE 1X2 INV.,102,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4616279,ROOF TILE 1X2 INV.,106,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4619509,ROOF TILE 1X2 INV.,324,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4622743,ROOF TILE 1X2 INV.,221,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4623297,ROOF TILE 1X2 INV.,151,"BRICKS, WITH SLOPE",3665,0.32,0.04,LEGO
,4654915,ROOF TILE 1X2 INV.,308,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,4656081,ROOF TILE 1X2 INV.,268,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,6030276,ROOF TILE 1X2 INV.,119,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,6070769,ROOF TILE 1X2 INV.,322,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,6121959,ROOF TILE 1X2 INV.,138,"BRICKS, WITH SLOPE",3665,0.24,0.03,LEGO
,367521,CORNER OUTSIDE 3X3/25°,21,"BRICKS, WITH SLOPE",3675,0.96,0.13,LEGO
,367526,CORNER OUTSIDE 3X3/25°,26,"BRICKS, WITH SLOPE",3675,0.64,0.09,LEGO
,4598532,CORNER OUTSIDE 3X3/25°,151,"BRICKS, WITH SLOPE",3675,0.96,0.13,LEGO
,4600461,CORNER OUTSIDE 3X3/25°,154,"BRICKS, WITH SLOPE",3675,0.64,0.09,LEGO
,6055877,CORNER OUTSIDE 3X3/25°,268,"BRICKS, WITH SLOPE",3675,0.64,0.09,LEGO
,6096662,CORNER OUTSIDE 3X3/25°,138,"BRICKS, WITH SLOPE",3675,0.56,0.08,LEGO
,6108865,CORNER OUTSIDE 3X3/25°,1,"BRICKS, WITH SLOPE",3675,0.64,0.09,LEGO
,4210862,ROOF TILE CORN. INVERT.2X2/45°,199,"BRICKS, WITH SLOPE",3676,0.32,0.04,LEGO
,4264338,ROOF TILE CORN. INVERT.2X2/45°,24,"BRICKS, WITH SLOPE",3676,0.64,0.09,LEGO
,6037454,ROOF TILE CORN. INVERT.2X2/45°,192,"BRICKS, WITH SLOPE",3676,0.64,0.09,LEGO
,4211320,ROOF TILE 2X2X2/65 DEG.,192,"BRICKS, WITH SLOPE",3678,0.80,0.11,LEGO
,4234525,ROOF TILE 2X2X2/65 DEG.,1,"BRICKS, WITH SLOPE",3678,0.56,0.08,LEGO
,4234534,ROOF TILE 2X2X2/65 DEG.,199,"BRICKS, WITH SLOPE",3678,0.56,0.08,LEGO
,4234535,ROOF TILE 2X2X2/65 DEG.,194,"BRICKS, WITH SLOPE",3678,0.56,0.08,LEGO
,4251818,ROOF TILE 2X2X2/65 DEG.,21,"BRICKS, WITH SLOPE",3678,0.56,0.08,LEGO
,4273703,ROOF TILE 2X2X2/65 DEG.,26,"BRICKS, WITH SLOPE",3678,0.56,0.08,LEGO
,4616593,ROOF TILE 2X2X2/65 DEG.,138,"BRICKS, WITH SLOPE",3678,0.72,0.10,LEGO
,4625281,ROOF TILE 2X2X2/65 DEG.,154,"BRICKS, WITH SLOPE",3678,0.64,0.09,LEGO
,4653712,ROOF TILE 2X2X2/65 DEG.,23,"BRICKS, WITH SLOPE",3678,0.64,0.09,LEGO
,6106008,ROOF TILE 2X2X2/65 DEG.,24,"BRICKS, WITH SLOPE",3678,0.80,0.11,LEGO
,6109828,ROOF TILE 2X2X2/65 DEG.,322,"BRICKS, WITH SLOPE",3678,0.80,0.11,LEGO
,4191414,ROOF TILE CORNER 2X2X3/73°,194,"BRICKS, WITH SLOPE",3685,0.80,0.11,LEGO
,6035351,ROOF TILE CORNER 2X2X3/73°,199,"BRICKS, WITH SLOPE",3685,0.80,0.11,LEGO
,6109972,ROOF TILE CORNER 2X2X3/73°,268,"BRICKS, WITH SLOPE",3685,0.80,0.11,LEGO
,6108596,ROOF TILE CORNER 2X2X3/73°,1,"BRICKS, WITH SLOPE",3685,0.80,0.11,LEGO
,4626002,PYRAMID BRICK 2X2X2/73°,28,"BRICKS, WITH SLOPE",3688,0.48,0.06,LEGO
,4645099,PYRAMID BRICK 2X2X2/73°,199,"BRICKS, WITH SLOPE",3688,0.64,0.09,LEGO
,374724,ROOF TILE 2X3/25° INV.,24,"BRICKS, WITH SLOPE",3747,0.40,0.05,LEGO
,374726,ROOF TILE 2X3/25° INV.,26,"BRICKS, WITH SLOPE",3747,0.40,0.05,LEGO
,4121737,ROOF TILE 2X3/25° INV.,106,"BRICKS, WITH SLOPE",3747,0.56,0.08,LEGO
,4211064,ROOF TILE 2X3/25° INV.,199,"BRICKS, WITH SLOPE",3747,0.40,0.05,LEGO
,4211570,ROOF TILE 2X3/25° INV.,194,"BRICKS, WITH SLOPE",3747,0.40,0.05,LEGO
,4500453,ROOF TILE 2X3/25° INV.,5,"BRICKS, WITH SLOPE",3747,0.48,0.06,LEGO
,4500462,ROOF TILE 2X3/25° INV.,21,"BRICKS, WITH SLOPE",3747,0.40,0.05,LEGO
,4500469,ROOF TILE 2X3/25° INV.,1,"BRICKS, WITH SLOPE",3747,0.40,0.05,LEGO
,4508616,ROOF TILE 2X3/25° INV.,192,"BRICKS, WITH SLOPE",3747,0.40,0.05,LEGO
,4509443,ROOF TILE 2X3/25° INV.,23,"BRICKS, WITH SLOPE",3747,0.40,0.05,LEGO
,6097491,ROOF TILE 2X3/25° INV.,140,"BRICKS, WITH SLOPE",3747,0.56,0.08,LEGO
,416126,ROOF TILE 3X3/25°,26,"BRICKS, WITH SLOPE",4161,0.72,0.10,LEGO
,6052995,ROOF TILE 3X3/25°,154,"BRICKS, WITH SLOPE",4161,0.64,0.09,LEGO
,6108588,ROOF TILE 3X3/25°,1,"BRICKS, WITH SLOPE",4161,0.72,0.10,LEGO
,428601,ROOF TILE 1X3/25°,1,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,428621,ROOF TILE 1X3/25°,21,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,428623,ROOF TILE 1X3/25°,23,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,428624,ROOF TILE 1X3/25°,24,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,428626,ROOF TILE 1X3/25°,26,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,4107637,ROOF TILE 1X3/25°,28,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,4211045,ROOF TILE 1X3/25°,199,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,4211197,ROOF TILE 1X3/25°,192,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,4211488,ROOF TILE 1X3/25°,194,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,4598531,ROOF TILE 1X3/25°,151,"BRICKS, WITH SLOPE",4286,0.32,0.04,LEGO
,4650862,ROOF TILE 1X3/25°,154,"BRICKS, WITH SLOPE",4286,0.32,0.04,LEGO
,6015454,ROOF TILE 1X3/25°,138,"BRICKS, WITH SLOPE",4286,0.32,0.04,LEGO
,6056239,ROOF TILE 1X3/25°,212,"BRICKS, WITH SLOPE",4286,0.32,0.04,LEGO
,6058090,ROOF TILE 1X3/25°,5,"BRICKS, WITH SLOPE",4286,0.32,0.04,LEGO
,6070295,ROOF TILE 1X3/25°,325,"BRICKS, WITH SLOPE",4286,0.32,0.04,LEGO
,6103774,ROOF TILE 1X3/25°,140,"BRICKS, WITH SLOPE",4286,0.32,0.04,LEGO
,6097317,ROOF TILE 1X3/25°,322,"BRICKS, WITH SLOPE",4286,0.24,0.03,LEGO
,428701,ROOF TILE 1X3/25° INV.,1,"BRICKS, WITH SLOPE",4287,0.24,0.03,LEGO
,428721,ROOF TILE 1X3/25° INV.,21,"BRICKS, WITH SLOPE",4287,0.24,0.03,LEGO
,428723,ROOF TILE 1X3/25° INV.,23,"BRICKS, WITH SLOPE",4287,0.24,0.03,LEGO
,428724,ROOF TILE 1X3/25° INV.,24,"BRICKS, WITH SLOPE",4287,0.24,0.03,LEGO
,428726,ROOF TILE 1X3/25° INV.,26,"BRICKS, WITH SLOPE",4287,0.24,0.03,LEGO
,4211068,ROOF TILE 1X3/25° INV.,199,"BRICKS, WITH SLOPE",4287,0.24,0.03,LEGO
,4211195,ROOF TILE 1X3/25° INV.,192,"BRICKS, WITH SLOPE",4287,0.24,0.03,LEGO
,4211489,ROOF TILE 1X3/25° INV.,194,"BRICKS, WITH SLOPE",4287,0.24,0.03,LEGO
,4583837,ROOF TILE 1X3/25° INV.,141,"BRICKS, WITH SLOPE",4287,0.32,0.04,LEGO
,6037389,ROOF TILE 1X3/25° INV.,28,"BRICKS, WITH SLOPE",4287,0.32,0.04,LEGO
,4163334,ROOF TILE 2X8/45°,26,"BRICKS, WITH SLOPE",4445,0.96,0.13,LEGO
,4163984,ROOF TILE 2X8/45°,1,"BRICKS, WITH SLOPE",4445,1.12,0.15,LEGO
,4509914,ROOF TILE 2X8/45°,194,"BRICKS, WITH SLOPE",4445,1.12,0.15,LEGO
,4550322,ROOF TILE 2X8/45°,21,"BRICKS, WITH SLOPE",4445,0.96,0.13,LEGO
,4585518,ROOF TILE 2X8/45°,154,"BRICKS, WITH SLOPE",4445,1.12,0.15,LEGO
,446001,ROOF TILE 1X2X3/73°,1,"BRICKS, WITH SLOPE",4460,0.40,0.05,LEGO
,446026,ROOF TILE 1X2X3/73°,26,"BRICKS, WITH SLOPE",4460,0.40,0.05,LEGO
,4121925,ROOF TILE 1X2X3/73°,23,"BRICKS, WITH SLOPE",4460,0.48,0.06,LEGO
,4129996,ROOF TILE 1X2X3/73°,5,"BRICKS, WITH SLOPE",4460,0.40,0.05,LEGO
,4211494,ROOF TILE 1X2X3/73°,194,"BRICKS, WITH SLOPE",4460,0.40,0.05,LEGO
,4221745,ROOF TILE 1X2X3/73°,199,"BRICKS, WITH SLOPE",4460,0.40,0.05,LEGO
,4270470,ROOF TILE 1X2X3/73°,192,"BRICKS, WITH SLOPE",4460,0.40,0.05,LEGO
,4295307,ROOF TILE 1X2X3/73°,106,"BRICKS, WITH SLOPE",4460,0.64,0.09,LEGO
,4623597,ROOF TILE 1X2X3/73°,154,"BRICKS, WITH SLOPE",4460,0.64,0.09,LEGO
,4653509,ROOF TILE 1X2X3/73°,138,"BRICKS, WITH SLOPE",4460,0.64,0.09,LEGO
,6027624,ROOF TILE 1X2X3/73°,323,"BRICKS, WITH SLOPE",4460,0.64,0.09,LEGO
,6055224,ROOF TILE 1X2X3/73°,141,"BRICKS, WITH SLOPE",4460,0.64,0.09,LEGO
,6107204,ROOF TILE 1X2X3/73°,268,"BRICKS, WITH SLOPE",4460,0.64,0.09,LEGO
,4161067,RAMP 6X8,26,"BRICKS, WITH SLOPE",4515,2.32,0.31,LEGO
,4211819,RAMP 6X8,194,"BRICKS, WITH SLOPE",4515,1.92,0.26,LEGO
,4654618,RAMP 6X8,199,"BRICKS, WITH SLOPE",4515,1.92,0.26,LEGO
,486101,"ROOF TILE 3X4, 25°/45°",1,"BRICKS, WITH SLOPE",4861,0.80,0.11,LEGO
,6013539,"ROOF TILE 3X4, 25°/45°",199,"BRICKS, WITH SLOPE",4861,1.12,0.15,LEGO
,6039192,ROOF TILE 2X4 INV.,192,"BRICKS, WITH SLOPE",4871,0.48,0.06,LEGO
,6064071,ROOF TILE 2X4 INV.,24,"BRICKS, WITH SLOPE",4871,0.56,0.08,LEGO
,6110067,ROOF TILE 2X4 INV.,119,"BRICKS, WITH SLOPE",4871,0.64,0.09,LEGO
,487121,ROOF TILE 4X2/45° INV.,21,"BRICKS, WITH SLOPE",4871,0.48,0.06,LEGO
,4173943,ROOF TILE 4X2/45° INV.,1,"BRICKS, WITH SLOPE",4871,0.48,0.06,LEGO
,4188534,ROOF TILE 4X2/45° INV.,26,"BRICKS, WITH SLOPE",4871,0.48,0.06,LEGO
,4211076,ROOF TILE 4X2/45° INV.,199,"BRICKS, WITH SLOPE",4871,0.48,0.06,LEGO
,4211517,ROOF TILE 4X2/45° INV.,194,"BRICKS, WITH SLOPE",4871,0.48,0.06,LEGO
,4261784,ROOF TILE 4X2/45° INV.,140,"BRICKS, WITH SLOPE",4871,0.56,0.08,LEGO
,4656767,ROOF TILE 4X2/45° INV.,23,"BRICKS, WITH SLOPE",4871,0.48,0.06,LEGO
,622740,ROOF TILE 2X2/45° - TR.,40,"BRICKS, WITH SLOPE",6227,0.32,0.04,LEGO
,622743,ROOF TILE 2X2/45° - TR.,43,"BRICKS, WITH SLOPE",6227,0.32,0.04,LEGO
,6056694,ROOF TILE 2X2/45° - TR.,41,"BRICKS, WITH SLOPE",6227,0.40,0.05,LEGO
,6070495,ROOF TILE 2X2/45° - TR.,42,"BRICKS, WITH SLOPE",6227,0.32,0.04,LEGO
