rb,Picture,Element Id,Element Name,Color (common),Color TLG,Price DKK,Price EUR
1357,,4225469,ANGULAR BRICK 1X1,reddish brown,reddish brown,"0,14","0,02"
1884,,4521571,ANGULAR BRICK 1X1,orange,bright orange,"0,19","0,03"
2055,,4539092,ANGULAR BRICK 1X1,dark red,dark red,"0,20","0,03"
4055,,6070689,ANGULAR BRICK 1X1,medium blue,medium blue,"0,19","0,03"
8371,,6244796,ANGULAR BRICK 1X1,trans clear,transparent clear,"0,41","0,05"
9503,,6268001,ANGULAR PANEL 3X5X3 W/ 4.85 HOLE,white,white,"1,25","0,17"
9504,,6268003,ANGULAR PANEL 3X5X3 W/ 4.85 HOLE,dark blue,earth blue,"1,63","0,22"
9505,,6268008,ANGULAR PANEL 3X5X3 W/ 4.85 HOLE,DBG (dark bluish gray),dark stone grey,"1,44","0,19"
9506,,6268010,ANGULAR PANEL 3X5X3 W/ 4.85 HOLE,yellow,bright yellow,"1,37","0,18"
9507,,6268012,ANGULAR PANEL 3X5X3 W/ 4.85 HOLE,black,black,"1,31","0,18"
9508,,6268014,ANGULAR PANEL 3X5X3 W/ 4.85 HOLE,trans clear,transparent clear,"1,19","0,16"
2913,,4654582,"ANGULAR PLATE 1,5 TOP 1X2 1/2",LBG (light bluish gray),medium stone grey,"0,15","0,02"
3168,,6016172,"ANGULAR PLATE 1,5 TOP 1X2 1/2",black,black,"0,15","0,02"
3194,,6018774,"ANGULAR PLATE 1,5 TOP 1X2 1/2",white,white,"0,15","0,02"
5559,,6152101,"ANGULAR PLATE 1,5 TOP 1X2 1/2",dark azur,dark azur,"0,20","0,03"
5690,,6163471,"ANGULAR PLATE 1,5 TOP 1X2 1/2",blue,bright blue,"0,17","0,02"
6491,,6185994,"ANGULAR PLATE 1,5 TOP 1X2 1/2",yellow,bright yellow,"0,20","0,03"
6680,,6193782,"ANGULAR PLATE 1,5 TOP 1X2 1/2",orange,bright orange,"0,17","0,02"
7294,,6214341,"ANGULAR PLATE 1,5 TOP 1X2 1/2",DBG (dark bluish gray),dark stone grey,"0,17","0,02"
8637,,6249418,"ANGULAR PLATE 1,5 TOP 1X2 1/2",107,107,"0,26","0,03"
8660,,6249809,"ANGULAR PLATE 1,5 TOP 1X2 1/2",tan,brick yellow,"0,20","0,03"
2996,,6000606,ANGULAR PLATE 1.5 BOT. 1X2 1/2,DBG (dark bluish gray),dark stone grey,"0,15","0,02"
3051,,6004990,ANGULAR PLATE 1.5 BOT. 1X2 1/2,LBG (light bluish gray),medium stone grey,"0,15","0,02"
3224,,6020193,ANGULAR PLATE 1.5 BOT. 1X2 1/2,black,black,"0,15","0,02"
3844,,6057458,ANGULAR PLATE 1.5 BOT. 1X2 1/2,yellow,bright yellow,"0,16","0,02"
4057,,6070698,ANGULAR PLATE 1.5 BOT. 1X2 1/2,white,white,"0,15","0,02"
4246,,6089698,ANGULAR PLATE 1.5 BOT. 1X2 1/2,red,bright red,"0,18","0,02"
4449,,6099243,ANGULAR PLATE 1.5 BOT. 1X2 1/2,green,dark green,"0,15","0,02"
4465,,6099449,ANGULAR PLATE 1.5 BOT. 1X2 1/2,purple,bright purple,"0,27","0,04"
5107,,6133721,ANGULAR PLATE 1.5 BOT. 1X2 1/2,blue,bright blue,"0,21","0,03"
5562,,6152110,ANGULAR PLATE 1.5 BOT. 1X2 1/2,dark azur,dark azur,"0,18","0,02"
6202,,6174856,ANGULAR PLATE 1.5 BOT. 1X2 1/2,reddish brown,reddish brown,"0,21","0,03"
7516,,6218266,ANGULAR PLATE 1.5 BOT. 1X2 1/2,lime,bright yellowish green,"0,26","0,03"
7526,,6218368,ANGULAR PLATE 1.5 BOT. 1X2 1/2,orange,bright orange,"0,21","0,03"
8703,,6250168,ANGULAR PLATE 1.5 BOT. 1X2 1/2,dark tan,sand yellow,"0,21","0,03"
2912,,4654580,ANGULAR PLATE 1.5 BOT. 1X2 2/2,LBG (light bluish gray),medium stone grey,"0,18","0,02"
2997,,6000650,ANGULAR PLATE 1.5 BOT. 1X2 2/2,black,black,"0,18","0,02"
3009,,6001806,ANGULAR PLATE 1.5 BOT. 1X2 2/2,red,bright red,"0,20","0,03"
3939,,6061676,ANGULAR PLATE 1.5 BOT. 1X2 2/2,orange,bright orange,"0,25","0,03"
4434,,6097637,ANGULAR PLATE 1.5 BOT. 1X2 2/2,white,white,"0,21","0,03"
5106,,6133720,ANGULAR PLATE 1.5 BOT. 1X2 2/2,blue,bright blue,"0,25","0,03"
6207,,6174925,ANGULAR PLATE 1.5 BOT. 1X2 2/2,tan,brick yellow,"0,21","0,03"
6983,,6208753,ANGULAR PLATE 1.5 BOT. 1X2 2/2,yellow,bright yellow,"0,31","0,04"
7774,,6224472,ANGULAR PLATE 1.5 BOT. 1X2 2/2,dark blue,earth blue,"0,26","0,03"
7863,,6226436,ANGULAR PLATE 1.5 BOT. 1X2 2/2,reddish brown,reddish brown,"0,22","0,03"
8977,,6252320,"ANIMAL HEAD, NO. 39",DBG (dark bluish gray),dark stone grey,"1,74","0,23"
4137,,6076467,ANIMAL NO. 17 - DECO NO. 1,30,30,"4,47","0,60"
3957,,6062475,ANIMAL NO. 17 Colour 199/01,30,30,"2,59","0,35"
9596,,6270123,"ANIMAL NO. 2, WING LEFT",32,32,"3,73","0,50"
9597,,6270125,"ANIMAL NO. 2, WING LEFT",33,33,"3,75","0,50"
9598,,6270126,"ANIMAL NO. 2, WING RIGHT",32,32,"3,68","0,49"
9599,,6270127,"ANIMAL NO. 2, WING RIGHT",33,33,"3,70","0,50"
7872,,6226594,ANIMAL NO. 31,dark tan,sand yellow,"2,78","0,37"
3281,,6022359,ANIMAL NO.11 ASS.,reddish brown,reddish brown,"18,11","2,43"
6438,,6184796,ANIMAL TAIL,DBG (dark bluish gray),dark stone grey,"1,99","0,27"
3669,,6051532,ANIMAL WING W/SHAFT 4MM,black,black,"0,43","0,06"
6765,,6195496,ANIMAL WING W/SHAFT 4MM,dark tan,sand yellow,"0,39","0,05"
5724,,6164380,ANTENNA 1X1X8,trans neon green,transparent flourescent green,"0,42","0,06"
5725,,6164381,ANTENNA 1X1X8,LBG (light bluish gray),medium stone grey,"0,51","0,07"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
9495,,6265148,ANTENNA 1X1X8,black,black,"0,55","0,07"
1610,,4287814,ANTIQUE KEY ( 2 PCS ),DBG (dark bluish gray),dark stone grey,"2,67","0,36"
3266,,6022033,ANTIQUE KEY (2 PCS),pearl gold,warm gold,"2,64","0,35"
383,,4107050,APPLE WITH LEAF,green,bright green,"0,60","0,08"
3701,,6054438,APPLE WITH LEAF,red,bright red,"0,55","0,07"
5389,,6145252,APPLE WITH LEAF,green,dark green,"0,60","0,08"
6556,,6186834,APPLE WITH LEAF,pearl gold,warm gold,"0,62","0,08"
8449,,6246842,ARCH 1X12X3,white,white,"1,82","0,24"
8450,,6246843,ARCH 1X12X3,reddish brown,reddish brown,"1,86","0,25"
8451,,6246844,ARCH 1X12X3,LBG (light bluish gray),medium stone grey,"1,81","0,24"
8452,,6246845,ARCH 1X12X3,tan,brick yellow,"1,63","0,22"
8453,,6246849,ARCH 1X12X3,black,black,"1,61","0,22"
3420,,6031056,ARCH 1X4X2,LBG (light bluish gray),medium stone grey,"0,51","0,07"
3421,,6031057,ARCH 1X4X2,tan,brick yellow,"0,51","0,07"
3422,,6031098,ARCH 1X4X2,white,white,"0,52","0,07"
4565,,6102580,ARCH 1X4X2,cool yellow,cool yellow,"0,58","0,08"
6167,,6174192,ARCH 1X4X2,medium flesh,medium nougat,"0,53","0,07"
9046,,6252917,ARCH 1X4X2,spring lime,spring yellowish green,"0,59","0,08"
5057,,6132770,ARCH 1X6X2,black,black,"0,64","0,09"
5058,,6132772,ARCH 1X6X2,white,white,"0,66","0,09"
5060,,6132777,ARCH 1X6X2,red,bright red,"0,78","0,10"
6521,,6186338,ARCH 1X6X2,LBG (light bluish gray),medium stone grey,"0,73","0,10"
7636,,6221720,ARCH 1X6X2,purple,bright purple,"0,93","0,12"
8178,,6234162,ARCH 1X6X2,yellow,bright yellow,"0,75","0,10"
2414,,4586275,ARCH BRICK 3X3X2,white,white,"0,87","0,12"
2517,,4609397,ARCH BRICK 3X3X2,black,black,"0,85","0,11"
3189,,6018581,ARCH BRICK 3X3X2,DBG (dark bluish gray),dark stone grey,"0,97","0,13"
,,,,,,,
,,,,,,,
3842,,6057435,ARCH BRICK 3X3X2,tan,brick yellow,"0,87","0,12"
6082,,6173013,ARCH BRICK 3X3X2,Bright Light Orange,flame yellowish orange,"0,95","0,13"
7725,,6223695,ARCH BRICK 3X3X2,dark blue,earth blue,"0,92","0,12"
8623,,6249333,ARCH BRICK 3X3X2,pearl gold,warm gold,"1,06","0,14"
4195,,6080433,ARCH BRICK 6x6x2,dark green,earth green,"2,45","0,33"
4196,,6080435,ARCH BRICK 6x6x2,dark red,dark red,"2,87","0,38"
5471,,6147324,ARM 3M W/ B-CONNECTOR,Bright Light Orange,flame yellowish orange,"2,42","0,32"
7760,,6224250,ARM 3M W/ B-CONNECTOR,dark azur,dark azur,"3,16","0,42"
,,,,,,,
7775,,6224518,"ARM, NO. 1",white,white,"0,33","0,04"
9435,,6259768,"ARM, NO. 1",medium flesh,medium nougat,"0,34","0,05"
5851,,6168708,ARMOR FOR HAND W/ÃƒÂ˜ 3.2 SHAFT,titanium metallic,titanium metallic,"0,39","0,05"
5531,,6151391,ARMOR NO. 16,silver metallic,silver metallic,"0,47","0,06"
6767,,6195509,"ARMOUR, NO. 16",titanium metallic,titanium metallic,"0,33","0,04"
5717,,6164242,"ARMOUR, NO.18",titanium metallic,titanium metallic,"0,96","0,13"
3702,,6054526,ARROW 8M FOR SPRING SHOOTER,trans red,transparent red,"0,32","0,04"
3960,,6062599,ARROW 8M FOR SPRING SHOOTER,trans green,transparent bright green,"0,32","0,04"
4007,,6065898,ARROW 8M FOR SPRING SHOOTER,trans blue,transparent blue,"0,32","0,04"
4084,,6072635,ARROW 8M FOR SPRING SHOOTER,trans orange,transparent bright orange,"0,32","0,04"
8690,,6250082,ARROW 8M FOR SPRING SHOOTER,reddish brown,reddish brown,"0,36","0,05"
8966,,6252238,ARROW 8M FOR SPRING SHOOTER,trans bluish violet,transparent bright bluish violet,"0,36","0,05"
1661,,4299625,ARROW 8M W/SOFT UPPER P.,30,30,"4,32","0,58"
3454,,6033953,ASS. CRANE ARM W. B-CONNECTOR,yellow,bright yellow,"18,10","2,43"
1996,,4532220,ASSEMBLY ELEMENT ÃƒÂ˜3.2,black,black,"0,26","0,03"
5338,,6143062,ASSEMBLY ELEMENT ÃƒÂ˜3.2,tan,brick yellow,"0,32","0,04"
1317,,4220539,ATTIC 1X2/45Ã‚Â°,black,black,"0,28","0,04"
2895,,4653091,ATTIC 1X2/45Ã‚Â°,LBG (light bluish gray),medium stone grey,"0,33","0,04"
3915,,6059271,ATTIC 1X2/45Ã‚Â°,white,white,"0,33","0,04"
6211,,6174938,ATTIC 1X2/45Ã‚Â°,DBG (dark bluish gray),dark stone grey,"0,33","0,04"
6985,,6208781,ATTIC 1X2/45Ã‚Â°,Bright Light Orange,flame yellowish orange,"0,34","0,05"
9222,,6254307,ATTIC 1X2/45Ã‚Â°,blue,bright blue,"0,28","0,04"
4161,,6078349,AXE,silver metallic,silver metallic,"2,01","0,27"
2582,,4613958,AXE HEAD W HOLE ÃƒÂ˜ 3.2,titanium metallic,titanium metallic,"0,29","0,04"
6810,,6198173,AXE HEAD W HOLE ÃƒÂ˜ 3.2,silver metallic,silver metallic,"0,29","0,04"
8541,,6248542,"AXE, NO. 2",31,31,"0,88","0,12"
5729,,6166106,BACK PLATE W.2 KNOBS FOR TEXTILE,trans clear,transparent clear,"0,65","0,09"
5404,,6145971,BACKHOE CHASSIS W. B CON.,yellow,bright yellow,"18,91","2,53"
4172,,6078731,"BACKPACK W.HOLE ÃƒÂ˜.4,85",black,black,"0,94","0,13"
3068,,6006126,BAD ROBOT ARM,white,white,"0,26","0,03"
3073,,6006738,BAD ROBOT ARM,dark red,dark red,"0,27","0,04"
3074,,6006741,BAD ROBOT ARM,pearl gold,warm gold,"0,27","0,04"
3089,,6008483,BAD ROBOT ARM,silver metallic,silver metallic,"0,30","0,04"
3090,,6008484,BAD ROBOT ARM,titanium metallic,titanium metallic,"0,26","0,03"
3125,,6012812,BAD ROBOT ARM,DBG (dark bluish gray),dark stone grey,"0,26","0,03"
3143,,6014032,BAD ROBOT ARM,blue,bright blue,"0,30","0,04"
3145,,6014296,BAD ROBOT ARM,olive green,olive green,"0,28","0,04"
9705,,6276867,BAD ROBOT ARM,black,black,"0,37","0,05"
9706,,6276868,BAD ROBOT ARM,reddish brown,reddish brown,"0,37","0,05"
4230,,6087082,"BAG, BASKET",medium lavender,medium lavender,"0,99","0,13"
4343,,6096091,"BAG, BASKET",Bright Light Orange,flame yellowish orange,"0,94","0,13"
4344,,6096094,"BAG, BASKET",purple,bright purple,"1,00","0,13"
6302,,6177228,"BAG, SPORT",magenta,bright reddish violet,"1,32","0,18"
4421,,6097483,BALCONY 1/2 4X8X2 1/3,white,white,"3,65","0,49"
8671,,6249938,"BALL 3M, 1/2",LBG (light bluish gray),medium stone grey,"0,53","0,07"
9446,,6261264,"BALL ÃƒÂ˜14,2",orange,bright orange,"1,26","0,17"
2148,,4545430,"BALL ÃƒÂ˜16,5",red,bright red,"0,53","0,07"
,,,,,,,
,,,,,,,
6816,,6198976,"BALL ÃƒÂ˜16,5",black,black,"0,56","0,08"
578,,4144567,BALL COUPLING FRICTION/FORK,black,black,"0,92","0,12"
2542,,4610948,BALL CUP 3M ÃƒÂ˜10.2,black,black,"0,65","0,09"
7089,,6210805,BALL CUP 3M ÃƒÂ˜10.2,yellow,bright yellow,"0,66","0,09"
4659,,6106472,BALL CUP HIGH FRICTION W. RUBBER,32,32,"1,23","0,16"
1070,,4211375,BALL W. CROSS AXLE,LBG (light bluish gray),medium stone grey,"0,29","0,04"
765,,4184169,BALL WITH FRICTION SNAP,black,black,"0,17","0,02"
9203,,6254216,BALL WITH FRICTION SNAP,red,bright red,"0,21","0,03"
798,,4189225,BALUSTRADE 1X8X2,yellow,bright yellow,"0,87","0,12"
3958,,6062482,BALUSTRADE 1X8X2,DBG (dark bluish gray),dark stone grey,"0,86","0,12"
7893,,6226740,BALUSTRADE 1X8X2,black,black,"0,86","0,12"
,,,,,,,
,,,,,,,
9566,,6270003,BAMBOO LEAVES 3X3,green,dark green,"0,37","0,05"
442,,4114584,BANANA,yellow,bright yellow,"0,34","0,05"
6379,,6179794,BANANA,pearl gold,warm gold,"0,40","0,05"
2349,,4571096,BANANAS,yellow,bright yellow,"4,42","0,59"
6631,,6192049,BANDAGE NO. 1,white,white,"0,19","0,03"
9079,,6253219,"BANDANA, NO. 1",pearl gold,warm gold,"1,58","0,21"
9328,,6256824,"BANDANA, NO. 1",DBG (dark bluish gray),dark stone grey,"1,57","0,21"
767,,4184617,BANNER 26 DEG. M. 2 HOLDERE,black,black,"0,33","0,04"
1273,,4215387,BANNER 26 DEG. M. 2 HOLDERE,DBG (dark bluish gray),dark stone grey,"0,33","0,04"
1978,,4529551,BANNER 26 DEG. M. 2 HOLDERE,dark blue,earth blue,"0,34","0,05"
3298,,6023099,BANNER 26 DEG. W. 2 HOLDERS,white,white,"0,34","0,05"
4435,,6097642,BANNER 26 DEG. W. 2 HOLDERS,sand blue,sand blue,"0,34","0,05"
5092,,6133557,BANNER 26 DEG. W. 2 HOLDERS,green,dark green,"0,35","0,05"
5154,,6134627,BANNER 26 DEG. W. 2 HOLDERS,red,bright red,"0,34","0,05"
5629,,6155255,BANNER 26 DEG. W. 2 HOLDERS,sand green,sand green,"0,38","0,05"
5949,,6170898,BANNER 26 DEG. W. 2 HOLDERS,orange,bright orange,"0,38","0,05"
8081,,6231385,BANNER 26 DEG. W. 2 HOLDERS,dark tan,sand yellow,"0,38","0,05"
3607,,6045908,BANNER W. 3.18 STICK 3X8,dark blue,earth blue,"1,05","0,14"
4876,,6120915,BANNER W. 3.18 STICK 3X8,trans neon orange,transparent flourescent reddish orange,"1,15","0,15"
6243,,6175981,BANNER W. 3.18 STICK 3X8,trans green,transparent bright green,"1,15","0,15"
6788,,6196680,BANNER W. 3.18 STICK 3X8,white,white,"1,14","0,15"
8061,,6230283,BANNER W. 3.18 STICK 3X8,black,black,"1,01","0,14"
8179,,6234182,BANNER W.3.18 STICK 3X8,trans light blue,transparent light blue,"1,14","0,15"
9719,,6278986,BARREL 2X2,DBG (dark bluish gray),dark stone grey,"0,98","0,13"
9720,,6278987,BARREL 2X2,dark brown,dark brown,"1,03","0,14"
9721,,6278989,BARREL 2X2,reddish brown,reddish brown,"1,00","0,13"
3541,,6037884,BARRIER LEVER W. B-CONNECTOR,white,white,"3,57","0,48"
8628,,6249382,BARRIER LEVER W. B-CONNECTOR,yellow,bright yellow,"3,65","0,49"
3542,,6037885,BARRIER LEVER W. B-CONNECTOR W.DEC.,white,white,"12,30","1,65"
8199,,6234994,BARS FOR FRAME 1X2X2,black,black,"0,13","0,02"
7644,,6222204,"BASE 4X8, NO. 1",black,black,"30,06","4,03"
9339,,6257289,"BASE 4X8, NO. 1",black,black,"30,11","4,03"
1495,,4261365,BASE PLATE 16X16,DBG (dark bluish gray),dark stone grey,"5,38","0,72"
1309,,4219615,BASE PLATE 16X32,green,dark green,"8,60","1,15"
1366,,4226002,BASE PLATE 16X32,blue,bright blue,"8,14","1,09"
1537,,4269651,BASE PLATE 16X32,DBG (dark bluish gray),dark stone grey,"7,60","1,02"
2218,,4558611,BASE PLATE 32X32,tan,brick yellow,"15,27","2,05"
3931,,6061048,BASE PLATE 32X32,LBG (light bluish gray),medium stone grey,"14,94","2,00"
5287,,6139364,BASE PLATE 32X32,DBG (dark bluish gray),dark stone grey,"14,53","1,95"
1310,,4219691,BASE PLATE 32X32 BLUE,blue,bright blue,"14,86","1,99"
1311,,4219692,BASE PLATE 32X32 green,green,dark green,"16,15","2,16"
1568,,4278193,BASE PLATE 48X48,LBG (light bluish gray),medium stone grey,"37,52","5,03"
1374,,4226978,BASE PLATE 8X16,DBG (dark bluish gray),dark stone grey,"3,64","0,49"
7617,,6221020,"BASEBALL BAT W/ 3.2 SHAFT, NO.1",white,white,"2,98","0,40"
5243,,6138584,BASKET 2X3X2 WITH FORK,LBG (light bluish gray),medium stone grey,"1,10","0,15"
9547,,6269072,BASKET BALL NET W. CROSS AXLE,white,white,"1,65","0,22"
379,,4106513,BAT,black,black,"0,68","0,09"
3062,,6005331,BEAM 1M W. 2 CROSS AXLES 90Ã‚Â°,DBG (dark bluish gray),dark stone grey,"0,30","0,04"
4485,,6099801,BEAM 1M W. 2 CROSS AXLES 90Ã‚Â°,black,black,"0,30","0,04"
9440,,6259825,BEAM 1M W. 2 CROSS AXLES 90Ã‚Â°,orange,bright orange,"0,38","0,05"
4913,,6123815,BEAM 1M W/CROSS AXLE,LBG (light bluish gray),medium stone grey,"0,28","0,04"
5146,,6134197,BEAM 1M W/CROSS AXLE,dark brown,dark brown,"0,35","0,05"
5164,,6135014,BEAM 1M W/CROSS AXLE,DBG (dark bluish gray),dark stone grey,"0,28","0,04"
5832,,6167939,BEAM 1M W/CROSS AXLE,red,bright red,"0,32","0,04"
6364,,6179606,BEAM 1M W/CROSS AXLE,white,white,"0,28","0,04"
9085,,6253260,BEAM 1M W/CROSS AXLE,black,black,"0,32","0,04"
3767,,6055629,"BEAM 1M WITH 3 BALLS ÃƒÂ˜5,9",DBG (dark bluish gray),dark stone grey,"0,34","0,05"
4492,,6100030,BEAM 1X1,DBG (dark bluish gray),dark stone grey,"0,11","0,01"
4882,,6121485,BEAM 1X1,black,black,"0,11","0,01"
5669,,6161155,BEAM 1X1,silver metallic,silver metallic,"0,12","0,02"
5826,,6167923,BEAM 1X1,tan,brick yellow,"0,13","0,02"
5943,,6170813,BEAM 1X1,reddish brown,reddish brown,"0,11","0,01"
6290,,6177114,BEAM 1X1,white,white,"0,11","0,01"
6426,,6183784,BEAM 1X1,LBG (light bluish gray),medium stone grey,"0,11","0,01"
8210,,6236395,BEAM 1X1,titanium metallic,titanium metallic,"0,14","0,02"
9325,,6256803,BEAM 1X1,pearl gold,warm gold,"0,14","0,02"
7977,,6227958,"BEAM 1X1, NO. 1",336,336,"0,36","0,05"
6303,,6177268,BEAM 1X2 W/ CROSS AND HOLE,white,white,"0,26","0,03"
3069,,6006141,BEAM 1X2 W/CROSS AND HOLE,DBG (dark bluish gray),dark stone grey,"0,23","0,03"
3850,,6057526,BEAM 1X2 W/CROSS AND HOLE,orange,bright orange,"0,26","0,03"
5872,,6170313,BEAM 1X2 W/CROSS AND HOLE,dark tan,sand yellow,"0,31","0,04"
6080,,6173004,BEAM 1X2 W/CROSS AND HOLE,medium azur,medium azur,"0,31","0,04"
8150,,6233765,BEAM 1X2 W/CROSS AND HOLE,dark blue,earth blue,"0,27","0,04"
9492,,6265089,BEAM 1X2 W/CROSS AND HOLE,LBG (light bluish gray),medium stone grey,"0,15","0,02"
9493,,6265091,BEAM 1X2 W/CROSS AND HOLE,black,black,"0,15","0,02"
9494,,6265128,BEAM 1X2 W/CROSS AND HOLE,orange,bright orange,"0,18","0,02"
6949,,6207938,"BEAM 1X3, W/ SHOOTER BARREL",yellow,bright yellow,"1,48","0,20"
8979,,6252349,"BEAM 1X3, W/ SHOOTER BARREL",LBG (light bluish gray),medium stone grey,"1,57","0,21"
,,,,,,,
2242,,4560108,Beam 2 with ball ÃƒÂ˜ 10.2,black,black,"0,53","0,07"
1617,,4289258,Beam 2M w. ball ÃƒÂ¸ 10.2,DBG (dark bluish gray),dark stone grey,"0,51","0,07"
1354,,4225033,BEAM 3 M. W/4 SNAPS,LBG (light bluish gray),medium stone grey,"0,57","0,08"
2220,,4558692,BEAM 3M ÃƒÂ˜4.85 W. FORK,black,black,"0,67","0,09"
8223,,6236809,BEAM 3M SNAP/BALL ÃƒÂ˜10.2,black,black,"1,08","0,14"
,,,,,,,
8481,,6247352,"BEAM 4 MODULE, W/ BALL CUP 5.9 W/O FRICT",LBG (light bluish gray),medium stone grey,"1,00","0,13"
6075,,6172966,BEAM 4X2 W. 90 HOLE ÃƒÂ˜ 4.8,black,black,"0,49","0,07"
2437,,4593555,BEAM A 5M BALL/CUP ÃƒÂ˜10.2,black,black,"0,67","0,09"
2436,,4593553,BEAM A 7M BALL/CUP ÃƒÂ˜10.2,black,black,"0,89","0,12"
2067,,4539880,BEAM FRAME 5X7 ÃƒÂ˜ 4.85,LBG (light bluish gray),medium stone grey,"1,70","0,23"
3166,,6016154,BEAM FRAME 5X7 ÃƒÂ˜ 4.85,black,black,"1,91","0,26"
3761,,6055519,BEAM I -FRAME 3X5 90 DEGR. HOLE ÃƒÂ˜4.85,LBG (light bluish gray),medium stone grey,"0,71","0,10"
6461,,6185105,BEAM I -FRAME 3X5 90 DEGR. HOLE ÃƒÂ˜4.85,red,bright red,"0,76","0,10"
2082,,4540797,BEAM R. FRAME 5X11 ÃƒÂ˜4.85,LBG (light bluish gray),medium stone grey,"2,31","0,31"
5752,,6167281,"BEAM, 1 MODULE W/ 2 CROSS AXLE, 180 DEG.",DBG (dark bluish gray),dark stone grey,"0,39","0,05"
5895,,6170474,"BEAM, 3 MODULE",lime,bright yellowish green,"0,28","0,04"
5296,,6139581,"BEAR SITTING W/ HOLE ÃƒÂ˜1,5 ""NO. 1""",dark brown,dark brown,"2,43","0,33"
7915,,6227046,"BEAR, NO. 5",white,white,"19,11","2,56"
4029,,6069014,BEAR.ELEM. INV. ROOR TILE 45Ã‚Â°,DBG (dark bluish gray),dark stone grey,"1,28","0,17"
1361,,4225778,BEARD FOR MINI FIGURE,LBG (light bluish gray),medium stone grey,"0,39","0,05"
5006,,613201,BEARD FOR MINI FIGURE,white,white,"0,50","0,07"
2524,,4610044,BEARD FOR MINI FIGURE 2,white,white,"0,84","0,11"
5386,,6145153,BEARD FOR MINI FIGURE 2,dark orange,dark orange,"1,00","0,13"
2515,,4609289,BEARD SENSAI,white,white,"1,27","0,17"
,,,,,,,
,,,,,,,
1170,,4211569,BEARING ELEMENT 2X2 2/3,LBG (light bluish gray),medium stone grey,"0,38","0,05"
3287,,6022740,BEARING ELEMENT 2X2 2/3,red,bright red,"0,41","0,05"
5643,,615726,BEARING ELEMENT 2X2 2/3,black,black,"0,38","0,05"
68,,3000023,BEARING ELEMENT 2X2 W.D. SNAP,blue,bright blue,"0,70","0,09"
953,,4211024,BEARING ELEMENT 2X2 W.D. SNAP,DBG (dark bluish gray),dark stone grey,"0,69","0,09"
1219,,4211752,BEARING ELEMENT 2X2 W.D. SNAP,LBG (light bluish gray),medium stone grey,"0,69","0,09"
3493,,6035762,BEARING ELEMENT 2X2 W.D. SNAP,white,white,"0,78","0,10"
1142,,4211504,"BEARING ELEMENT 2X2, DOUBLE",LBG (light bluish gray),medium stone grey,"0,29","0,04"
2501,,460026,"BEARING ELEMENT 2X2, DOUBLE",black,black,"0,29","0,04"
3179,,6018081,"BEARING ELEMENT 2X2, SINGLE",LBG (light bluish gray),medium stone grey,"0,29","0,04"
4274,,6092658,"BEARING ELEMENT 2X2, SINGLE",black,black,"0,28","0,04"
4408,,6097381,BEARING ELEMENT 2X4 MINI SNAP,black,black,"0,92","0,12"
,,,,,,,
,,,,,,,
890,,4210718,BEARING ELEMENT 2X4 W.D. SNAP,DBG (dark bluish gray),dark stone grey,"1,04","0,14"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1202,,4211676,BEARING ELEMENT 2X4 W.D. SNAP,LBG (light bluish gray),medium stone grey,"1,05","0,14"
66,,287826,BEARING ELEMENT 3X6,black,black,"3,03","0,41"
67,,292626,"BEARING PLATE 1X4, DOUBLE",black,black,"0,32","0,04"
2426,,4587301,BERET - MINI FIGURE,black,black,"1,14","0,15"
3435,,6031956,BEVEL GEAR Z20,LBG (light bluish gray),medium stone grey,"0,74","0,10"
3436,,6031962,BEVEL GEAR Z20,tan,brick yellow,"0,65","0,09"
,,,,,,,
7988,,6228496,"BICYCLE FRAME, NO. 1",lime,bright yellowish green,"1,92","0,26"
701,,4173941,BION. EYE,white,white,"0,34","0,05"
1582,,4281515,BION. EYE,orange,bright orange,"0,39","0,05"
2072,,4540065,BION. EYE,black,black,"0,34","0,05"
5506,,6149991,BION. EYE,LBG (light bluish gray),medium stone grey,"0,38","0,05"
6182,,6174481,BION. EYE,yellow,bright yellow,"0,35","0,05"
7835,,6225507,BION. EYE,dark azur,dark azur,"0,39","0,05"
9700,,6275769,BION. EYE,trans red,transparent red,"0,32","0,04"
9701,,6275770,BION. EYE,trans clear,transparent clear,"0,31","0,04"
,,,,,,,
9702,,6275771,BION. EYE,trans blue,transparent blue,"0,33","0,04"
6348,,6178520,"BIRD, NO. 1",31,31,"1,24","0,17"
7815,,6225227,"BIRD, NO. 1",white,white,"0,60","0,08"
8681,,6250014,"BIRD, NO. 5",yellow,bright yellow,"8,60","1,15"
8682,,6250016,"BIRD, NO. 8",white,white,"15,25","2,04"
7127,,6211857,"BIRD, W/ 1.5 HOLE, NO. 5",magenta,bright reddish violet,"3,39","0,45"
7128,,6211862,"BIRD, W/ 1.5 HOLE, NO. 6",medium blue,medium blue,"3,39","0,45"
9600,,6270131,BLADE 10M W/ÃƒÂ˜3.2,pearl gold,warm gold,"0,49","0,07"
9601,,6270134,BLADE 10M W/ÃƒÂ˜3.2,titanium metallic,titanium metallic,"0,52","0,07"
9605,,6270138,BLADE 5M W/ÃƒÂ˜3.2,pearl gold,warm gold,"0,27","0,04"
5152,,6134587,BLADE NO. 3,silver metallic,silver metallic,"0,39","0,05"
5163,,6135009,BLADE NO. 9,black,black,"0,31","0,04"
