Image,Item ID,Item Description,Design ID,LEGO Color,BrickLink Color,BL Part ID,EUR,USD,BL Search,New,BL price,% of BL,BL part name,comments,Vote Total #,Weighted Vote Total #,Total EU,Alice,WBI,Bob,Dave Ingraham,Jordan x2,Dave Smith,Kelli Smith,NIcole and Shawn,Tom,Koen,Cass,Brad
,6015454,ROOF TILE 1X3/25°,,SAND YELLOW,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6015454,No,$0.05,135.50%,,x,0,-1,,,,,,,,,,,,,
,4107637,ROOF TILE 1X3/25°,,DK.GREEN,,#REF!,€0.02,$0.02,https://www.bricklink.com/v2/search.page?q=4107637,No,$0.03,121.95%,,x,0,-1,,,,,,,,,,,,,
,428621,ROOF TILE 1X3/25°,,BR.RED,,#REF!,€0.02,$0.02,https://www.bricklink.com/v2/search.page?q=428621,No,$0.03,121.95%,,x,0,-1,,,,,,,,,,,,,
,6097317,ROOF TILE 1X3/25°,,MEDIUM AZUR,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6097317,No,$0.03,81.30%,,,0,-1,,,,,,,,,,,,,
,428701,ROOF TILE 1X3/25° INV.,,WHITE,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=428701,No,$0.09,243.90%,,x,0,-1,,,,,,,,,,,,,
,4211489,ROOF TILE 1X3/25° INV.,,MED. ST-GREY,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4211489,No,$0.07,189.70%,,x,0,-1,,,,,,,,,,,,,
,4211195,ROOF TILE 1X3/25° INV.,,RED. BROWN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4211195,No,$0.07,189.70%,,x,0,-1,,,,,,,,,,,,,
,428726,ROOF TILE 1X3/25° INV.,,BLACK,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=428726,No,$0.06,162.60%,,x,0,-1,,,,,,,,,,,,,
,4211068,ROOF TILE 1X3/25° INV.,,DK. ST. GREY,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4211068,No,$0.06,162.60%,,x,0,-1,,,,,,,,,,,,,
,428721,ROOF TILE 1X3/25° INV.,,BR.RED,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=428721,No,$0.04,108.40%,,x,0,-1,,,,,,,,,,,,,
,6185675,"ROOF TILE 1X4, INV., DEG. 45, W/ CUTOUT",,DK. ST. GREY,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6185675,No,$0.11,223.58%,,,0,-1,,,,,,,,,,,,,
,6338001,"ROOF TILE 1X4, INV., DEG. 45, W/ CUTOUT",,WHITE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6338001,Yes,,0.00%,,,0,-1,,,,,,,,,,,,,
,4535930,ROOF TILE 1X4X1,,DK. ST. GREY,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4535930,No,$0.12,243.90%,,x,0,-1,,,,,,,,,,,,,
,4515360,ROOF TILE 1X4X1,,BR.RED,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4515360,No,$0.12,243.90%,,x,0,-1,,,,,,,,,,,,,
,6101304,ROOF TILE 1X4X1,,EARTH BLUE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6101304,No,$0.11,223.58%,,x,0,-1,,,,,,,,,,,,,
,4656699,ROOF TILE 1X4X1,,BR.YEL,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4656699,No,$0.11,223.58%,,x,0,-1,,,,,,,,,,,,,
,4515359,ROOF TILE 1X4X1,,WHITE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4515359,No,$0.10,203.25%,,x,0,-1,,,,,,,,,,,,,
,4515362,ROOF TILE 1X4X1,,BLACK,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4515362,No,$0.09,182.93%,,x,0,-1,,,,,,,,,,,,,
,4519742,ROOF TILE 1X4X1,,DK. BROWN,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4519742,No,$0.07,113.82%,,x,0,-1,,,,,,,,,,,,,
,6223277,ROOF TILE 1X6X5,,WHITE,,#REF!,€0.21,$0.26,https://www.bricklink.com/v2/search.page?q=6223277,No,$0.46,178.09%,,x,0,-1,,,,,,,,,,,,,
,6250337,ROOF TILE 1X6X5,,BRICK-YEL,,#REF!,€0.19,$0.23,https://www.bricklink.com/v2/search.page?q=6250337,No,$0.38,162.60%,,x,0,-1,,,,,,,,,,,,,
,6262530,"ROOF TILE 1X8X3, DEG. 25, NO. 1",,WHITE,,#REF!,€0.22,$0.27,https://www.bricklink.com/v2/search.page?q=6262530,No,$0.79,291.94%,,x,0,-1,,,,,,,,,,,,,
,6262464,"ROOF TILE 1X8X3, DEG. 25, NO. 1",,BR.RED,,#REF!,€0.22,$0.27,https://www.bricklink.com/v2/search.page?q=6262464,No,$0.58,214.34%,,x,0,-1,,,,,,,,,,,,,
,4626200,ROOF TILE 2X1X2,,BRICK-YEL,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4626200,No,$0.09,243.90%,,x,0,-1,,,,,,,,,,,,,
,4515373,ROOF TILE 2X1X2,,BLACK,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4515373,No,$0.08,216.80%,,x,0,-1,,,,,,,,,,,,,
,4515374,ROOF TILE 2X1X2,,MED. ST-GREY,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4515374,No,$0.08,216.80%,,x,0,-1,,,,,,,,,,,,,
,4629736,ROOF TILE 2X1X2,,RED. BROWN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4629736,No,$0.08,216.80%,,x,0,-1,,,,,,,,,,,,,
,4515370,ROOF TILE 2X1X2,,WHITE,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4515370,No,$0.08,216.80%,,x,0,-1,,,,,,,,,,,,,
,4624089,ROOF TILE 2X1X2,,DK. BROWN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4624089,No,$0.07,189.70%,,x,0,-1,,,,,,,,,,,,,
,6003331,ROOF TILE 2X1X2,,EARTH GREEN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6003331,No,$0.07,189.70%,,x,0,-1,,,,,,,,,,,,,
,6022070,ROOF TILE 2X1X2,,M. LILAC,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6022070,No,$0.05,135.50%,,x,0,-1,,,,,,,,,,,,,
,6163294,ROOF TILE 2X1X2,,AQUA,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6163294,No,$0.03,81.30%,,,0,-1,,,,,,,,,,,,,
,6329580,"ROOF TILE 2X2, 45 DEG., NO. 27",,WHITE,,#REF!,€0.12,$0.15,https://www.bricklink.com/v2/search.page?q=6329580,Yes,,0.00%,,,0,-1,,,,,,,,,,,,,
,6329582,"ROOF TILE 2X2, 45 DEG., NO. 28",,WHITE,,#REF!,€0.12,$0.15,https://www.bricklink.com/v2/search.page?q=6329582,Yes,$0.22,149.05%,,,0,-1,,,,,,,,,,,,,
,6329592,"ROOF TILE 2X2, 45 DEG., NO. 30",,DK. ST. GREY,,#REF!,€0.12,$0.15,https://www.bricklink.com/v2/search.page?q=6329592,Yes,n/a,#VALUE!,,,0,-1,,,,,,,,,,,,,
,6078297,ROOF TILE 2X2/45 INV.,,DARK AZUR,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6078297,No,$0.09,182.93%,,x,0,-1,,,,,,,,,,,,,
,6025375,ROOF TILE 2X2/45 INV.,,EARTH BLUE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6025375,No,$0.06,121.95%,,x,0,-1,,,,,,,,,,,,,
,6170916,ROOF TILE 2X2/45 INV.,,FL. YELL-ORA,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6170916,No,$0.05,101.63%,,x,0,-1,,,,,,,,,,,,,
,4529679,ROOF TILE 2X2/45 INV.,,BR.YEL-GREEN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4529679,No,$0.03,81.30%,,,0,-1,,,,,,,,,,,,,
,6172860,ROOF TILE 2X2/45 INV.,,BR.RED-VIOL.,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6172860,No,$0.04,81.30%,,,0,-1,,,,,,,,,,,,,
,6223452,ROOF TILE 2X2/45 INV.,,MEDIUM LAVENDER,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6223452,No,$0.04,81.30%,,,0,-1,,,,,,,,,,,,,
,6070756,ROOF TILE 2X2/45 INV.,,MEDIUM AZUR,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6070756,No,$0.03,60.98%,,,0,-1,,,,,,,,,,,,,
,6249419,ROOF TILE 2X2/45°,,BR.BLUEGREEN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6249419,No,$0.11,298.10%,,x,0,-1,,,,,,,,,,,,,
,303926,ROOF TILE 2X2/45°,,BLACK,,#REF!,€0.02,$0.02,https://www.bricklink.com/v2/search.page?q=303926,No,$0.07,284.55%,,x,0,-1,,,,,,,,,,,,,
,4211054,ROOF TILE 2X2/45°,,DK. ST. GREY,,#REF!,€0.02,$0.02,https://www.bricklink.com/v2/search.page?q=4211054,No,$0.07,284.55%,,x,0,-1,,,,,,,,,,,,,
,6107200,ROOF TILE 2X2/45°,,M. LILAC,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6107200,No,$0.10,271.00%,,x,0,-1,,,,,,,,,,,,,
,4211410,ROOF TILE 2X2/45°,,MED. ST-GREY,,#REF!,€0.02,$0.02,https://www.bricklink.com/v2/search.page?q=4211410,No,$0.06,243.90%,,x,0,-1,,,,,,,,,,,,,
,4114322,ROOF TILE 2X2/45°,,BRICK-YEL,,#REF!,€0.02,$0.02,https://www.bricklink.com/v2/search.page?q=4114322,No,$0.06,243.90%,,x,0,-1,,,,,,,,,,,,,
,303901,ROOF TILE 2X2/45°,,WHITE,,#REF!,€0.02,$0.02,https://www.bricklink.com/v2/search.page?q=303901,No,$0.05,203.25%,,x,0,-1,,,,,,,,,,,,,
,6184880,ROOF TILE 2X2/45°,,SAND YELLOW,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6184880,No,$0.07,189.70%,,x,0,-1,,,,,,,,,,,,,
,4609925,ROOF TILE 2X2/45°,,NEW DARK RED,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4609925,No,$0.05,135.50%,,x,0,-1,,,,,,,,,,,,,
,303921,ROOF TILE 2X2/45°,,BR.RED,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=303921,No,$0.05,135.50%,,x,0,-1,,,,,,,,,,,,,
,303923,ROOF TILE 2X2/45°,,BR.BLUE,,#REF!,€0.02,$0.02,https://www.bricklink.com/v2/search.page?q=303923,No,$0.03,121.95%,,x,0,-1,,,,,,,,,,,,,
,6244885,ROOF TILE 2X2/45°,,TR.L.BLUE,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=6244885,No,$0.07,113.82%,,x,0,-1,,,,,,,,,,,,,
,6020181,ROOF TILE 2X2/45°,,FL. YELL-ORA,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6020181,No,$0.04,108.40%,,x,0,-1,,,,,,,,,,,,,
,4153653,ROOF TILE 2X2/45°,,EARTH BLUE,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4153653,No,$0.04,108.40%,,x,0,-1,,,,,,,,,,,,,
,6172518,ROOF TILE 2X2/45°,,LAVENDER,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6172518,No,$0.04,108.40%,,x,0,-1,,,,,,,,,,,,,
,6173655,ROOF TILE 2X2/45°,,MEDIUM AZUR,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6173655,No,$0.04,108.40%,,x,0,-1,,,,,,,,,,,,,
,4211202,ROOF TILE 2X2/45°,,RED. BROWN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4211202,No,$0.04,108.40%,,x,0,-1,,,,,,,,,,,,,
,4650630,ROOF TILE 2X2/45°,,BR.YEL-GREEN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4650630,No,$0.03,81.30%,,,0,-1,,,,,,,,,,,,,
,6244887,ROOF TILE 2X2/45°,,TR.BLUE,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=6244887,No,$0.04,65.04%,,,0,-1,,,,,,,,,,,,,
,6244886,ROOF TILE 2X2/45°,,TR.,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6244886,No,$0.03,60.98%,,,0,-1,,,,,,,,,,,,,
,303928,ROOF TILE 2X2/45°,,DK.GREEN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=303928,No,$0.02,54.20%,,,0,-1,,,,,,,,,,,,,
,4550362,ROOF TILE 2X2/45°,,BR.RED-VIOL.,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4550362,No,$0.02,54.20%,,,0,-1,,,,,,,,,,,,,
,6022023,ROOF TILE 2X2/45°,,MEDIUM LAVENDER,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=6022023,No,$0.02,54.20%,,,0,-1,,,,,,,,,,,,,
,4118828,ROOF TILE 2X2/45°,,BR.ORANGE,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4118828,No,$0.02,54.20%,,,0,-1,,,,,,,,,,,,,
,303924,ROOF TILE 2X2/45°,,BR.YEL,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=303924,No,$0.02,54.20%,,,0,-1,,,,,,,,,,,,,
,6331105,ROOF TILE 2X2/45°,,TR.KL.BL.VIO,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6331105,Yes,,0.00%,,,0,-1,,,,,,,,,,,,,
,366026,ROOF TILE 2X2/45° INV.,,BLACK,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=366026,No,$0.10,271.00%,,x,0,-1,,,,,,,,,,,,,
,366021,ROOF TILE 2X2/45° INV.,,BR.RED,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=366021,No,$0.07,189.70%,,x,0,-1,,,,,,,,,,,,,
,4211000,ROOF TILE 2X2/45° INV.,,DK. ST. GREY,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4211000,No,$0.06,162.60%,,x,0,-1,,,,,,,,,,,,,
,366024,ROOF TILE 2X2/45° INV.,,BR.YEL,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=366024,No,$0.05,101.63%,,x,0,-1,,,,,,,,,,,,,
,4142717,ROOF TILE 2X2/45° INV.,,DK.GREEN,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4142717,No,$0.03,60.98%,,,0,-1,,,,,,,,,,,,,
,4211221,ROOF TILE 2X2/45° INV.,,RED. BROWN,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4211221,No,$0.03,60.98%,,,0,-1,,,,,,,,,,,,,
,366023,ROOF TILE 2X2/45° INV.,,BR.BLUE,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=366023,No,$0.02,54.20%,,,0,-1,,,,,,,,,,,,,
,4118829,ROOF TILE 2X2/45° INV.,,BR.ORANGE,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4118829,No,$0.02,54.20%,,,0,-1,,,,,,,,,,,,,
,4526659,"ROOF TILE 2X2X1 1/2, D.PETROL",,BR.YEL,,#REF!,€0.48,$0.59,https://www.bricklink.com/v2/search.page?q=4526659,No,$0.13,22.02%,,,0,-1,,,,,,,,,,,,,
,6213273,"ROOF TILE 2X2X1 1/2, NO. 5",,BR.YEL-GREEN,,#REF!,€0.60,$0.74,https://www.bricklink.com/v2/search.page?q=6213273,No,$0.90,121.95%,,,0,-1,,,,,,,,,,,,,
,6217996,"ROOF TILE 2X2X1 1/2, NO. 6",,BR.RED,,#REF!,€0.48,$0.59,https://www.bricklink.com/v2/search.page?q=6217996,No,$0.57,96.54%,,,0,-1,,,,,,,,,,,,,
,4234525,ROOF TILE 2X2X2/65 DEG.,,WHITE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4234525,No,$0.12,243.90%,,x,0,-1,,,,,,,,,,,,,
,4625281,ROOF TILE 2X2X2/65 DEG.,,NEW DARK RED,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=4625281,No,$0.15,203.25%,,x,0,-1,,,,,,,,,,,,,
,4234535,ROOF TILE 2X2X2/65 DEG.,,MED. ST-GREY,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4234535,No,$0.10,203.25%,,x,0,-1,,,,,,,,,,,,,
,4211320,ROOF TILE 2X2X2/65 DEG.,,RED. BROWN,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4211320,No,$0.08,130.08%,,x,0,-1,,,,,,,,,,,,,
,4616593,ROOF TILE 2X2X2/65 DEG.,,SAND YELLOW,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=4616593,No,$0.09,121.95%,,x,0,-1,,,,,,,,,,,,,
,6000853,ROOF TILE 2X2X3/ 73 GR.,,DK. ST. GREY,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6000853,No,$0.21,284.55%,,x,0,-1,,,,,,,,,,,,,
,6004491,ROOF TILE 2X2X3/ 73 GR.,,WHITE,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6004491,No,$0.15,203.25%,,x,0,-1,,,,,,,,,,,,,
,6000852,ROOF TILE 2X2X3/ 73 GR.,,SAND YELLOW,,#REF!,€0.08,$0.10,https://www.bricklink.com/v2/search.page?q=6000852,No,$0.13,132.11%,,x,0,-1,,,,,,,,,,,,,
,6007895,ROOF TILE 2X2X3/ 73 GR.,,DK.GREEN,,#REF!,€0.09,$0.11,https://www.bricklink.com/v2/search.page?q=6007895,No,$0.12,108.40%,,x,0,-1,,,,,,,,,,,,,
,6007898,ROOF TILE 2X2X3/ 73 GR.,,NEW DARK RED,,#REF!,€0.08,$0.10,https://www.bricklink.com/v2/search.page?q=6007898,No,$0.09,91.46%,,,0,-1,,,,,,,,,,,,,
,6208516,"ROOF TILE 2X3, DEG. 22",,BR.RED,,#REF!,€0.20,$0.25,https://www.bricklink.com/v2/search.page?q=6208516,No,$0.57,231.71%,,,0,-1,,,,,,,,,,,,,
,6294369,"ROOF TILE 2X3, DEG. 22",,WHITE,,#REF!,€0.26,$0.32,https://www.bricklink.com/v2/search.page?q=6294369,No,$0.61,190.74%,,,0,-1,,,,,,,,,,,,,
,6250694,"ROOF TILE 2X3, DEG. 22",,BR.YEL-GREEN,,#REF!,€0.27,$0.33,https://www.bricklink.com/v2/search.page?q=6250694,No,$0.28,84.31%,,,0,-1,,,,,,,,,,,,,
,329824,ROOF TILE 2X3/25°,,BR.YEL,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=329824,No,$0.10,271.00%,,x,0,-1,,,,,,,,,,,,,
,4216625,ROOF TILE 2X3/25°,,RED. BROWN,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=4216625,No,$0.09,243.90%,,x,0,-1,,,,,,,,,,,,,
,329801,ROOF TILE 2X3/25°,,WHITE,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=329801,No,$0.09,243.90%,,x,0,-1,,,,,,,,,,,,,
,329826,ROOF TILE 2X3/25°,,BLACK,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=329826,No,$0.08,216.80%,,x,0,-1,,,,,,,,,,,,,
,6055875,ROOF TILE 2X3/25°,,M. LILAC,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6055875,No,$0.08,162.60%,,x,0,-1,,,,,,,,,,,,,
,329821,ROOF TILE 2X3/25°,,BR.RED,,#REF!,€0.03,$0.04,https://www.bricklink.com/v2/search.page?q=329821,No,$0.05,135.50%,,x,0,-1,,,,,,,,,,,,,
,6025376,ROOF TILE 2X3/25°,,EARTH BLUE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6025376,No,$0.05,101.63%,,x,0,-1,,,,,,,,,,,,,
,4121742,ROOF TILE 2X3/25°,,BR.ORANGE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4121742,No,$0.05,101.63%,,x,0,-1,,,,,,,,,,,,,
,6021566,ROOF TILE 2X3/25°,,DARK AZUR,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=6021566,No,$0.04,81.30%,,,0,-1,,,,,,,,,,,,,
,6294307,ROOF TILE 2X3/25°,,BR.BLUE,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=6294307,No,$0.04,65.04%,,,0,-1,,,,,,,,,,,,,
,6097491,ROOF TILE 2X3/25° INV.,,EARTH BLUE,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6097491,No,$0.21,284.55%,,x,0,-1,,,,,,,,,,,,,
,4500453,ROOF TILE 2X3/25° INV.,,BRICK-YEL,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4500453,No,$0.13,211.38%,,x,0,-1,,,,,,,,,,,,,
,374726,ROOF TILE 2X3/25° INV.,,BLACK,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=374726,No,$0.09,146.34%,,x,0,-1,,,,,,,,,,,,,
,4500469,ROOF TILE 2X3/25° INV.,,WHITE,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4500469,No,$0.08,130.08%,,x,0,-1,,,,,,,,,,,,,
,4211064,ROOF TILE 2X3/25° INV.,,DK. ST. GREY,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4211064,No,$0.06,97.56%,,,0,-1,,,,,,,,,,,,,
,4211570,ROOF TILE 2X3/25° INV.,,MED. ST-GREY,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4211570,No,$0.06,97.56%,,,0,-1,,,,,,,,,,,,,
,4508616,ROOF TILE 2X3/25° INV.,,RED. BROWN,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4508616,No,$0.06,97.56%,,,0,-1,,,,,,,,,,,,,
,4121737,ROOF TILE 2X3/25° INV.,,BR.ORANGE,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=4121737,No,$0.06,81.30%,,,0,-1,,,,,,,,,,,,,
,374724,ROOF TILE 2X3/25° INV.,,BR.YEL,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=374724,No,$0.05,81.30%,,,0,-1,,,,,,,,,,,,,
,4509443,ROOF TILE 2X3/25° INV.,,BR.BLUE,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4509443,No,$0.03,48.78%,,,0,-1,,,,,,,,,,,,,
,4500462,ROOF TILE 2X3/25° INV.,,BR.RED,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4500462,No,$0.03,48.78%,,,0,-1,,,,,,,,,,,,,
,6274727,"ROOF TILE 2X3/25°, NO. 1",,EARTH BLUE,,#REF!,€0.22,$0.27,https://www.bricklink.com/v2/search.page?q=6274727,No,$0.30,110.86%,,x,0,-1,,,,,,,,,,,,,
,6303213,ROOF TILE 2X3/45°,,BR.RED,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6303213,Yes,$0.22,298.10%,,x,0,-1,,,,,,,,,,,,,
,303826,ROOF TILE 2X3/45°,,BLACK,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=303826,No,$0.15,243.90%,,x,0,-1,,,,,,,,,,,,,
,4258358,ROOF TILE 2X3/45°,,WHITE,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4258358,No,$0.09,146.34%,,x,0,-1,,,,,,,,,,,,,
,6287382,ROOF TILE 2X4 INV.,,BR.ORANGE,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6287382,No,$0.08,108.40%,,x,0,-1,,,,,,,,,,,,,
,6139363,ROOF TILE 2X4 INV.,,BRICK-YEL,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6139363,No,$0.07,94.85%,,,0,-1,,,,,,,,,,,,,
,6215106,ROOF TILE 2X4 INV.,,BR.YEL,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6215106,No,$0.05,67.75%,,,0,-1,,,,,,,,,,,,,
,6039192,ROOF TILE 2X4 INV.,,RED. BROWN,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=6039192,No,$0.03,48.78%,,,0,-1,,,,,,,,,,,,,
,6195281,ROOF TILE 2X4/45°,,FL. YELL-ORA,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=6195281,No,$0.19,257.45%,,x,0,-1,,,,,,,,,,,,,
,4141737,ROOF TILE 2X4/45°,,DK.GREEN,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4141737,No,$0.15,243.90%,,x,0,-1,,,,,,,,,,,,,
,303701,ROOF TILE 2X4/45°,,WHITE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=303701,No,$0.12,243.90%,,x,0,-1,,,,,,,,,,,,,
,4541380,ROOF TILE 2X4/45°,,NEW DARK RED,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4541380,No,$0.14,227.64%,,x,0,-1,,,,,,,,,,,,,
,4211409,ROOF TILE 2X4/45°,,MED. ST-GREY,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4211409,No,$0.11,223.58%,,x,0,-1,,,,,,,,,,,,,
,4219911,ROOF TILE 2X4/45°,,BR.YEL,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4219911,No,$0.09,182.93%,,x,0,-1,,,,,,,,,,,,,
,4578094,ROOF TILE 2X4/45°,,EARTH BLUE,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4578094,No,$0.11,178.86%,,x,0,-1,,,,,,,,,,,,,
,4107437,ROOF TILE 2X4/45°,,BR.BLUE,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=4107437,No,$0.07,142.28%,,x,0,-1,,,,,,,,,,,,,
,303721,ROOF TILE 2X4/45°,,BR.RED,,#REF!,€0.04,$0.05,https://www.bricklink.com/v2/search.page?q=303721,No,$0.05,101.63%,,x,0,-1,,,,,,,,,,,,,
,6109901,ROOF TILE 2X4/45°,,MEDIUM LAVENDER,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=6109901,No,$0.03,48.78%,,,0,-1,,,,,,,,,,,,,
,4518889,ROOF TILE 2X4/45°,,BR.RED-VIOL.,,#REF!,€0.05,$0.06,https://www.bricklink.com/v2/search.page?q=4518889,No,$0.02,32.52%,,,0,-1,,,,,,,,,,,,,
,4143000,"ROOF TILE 2X4X1, 18°",,WHITE,,#REF!,€0.06,$0.07,https://www.bricklink.com/v2/search.page?q=4143000,No,$0.18,243.90%,,x,0,-1,,,,,,,,,,,,,
