Image,Item ID,Item Description,"Color
ID","Color
Name","Design
ID","Color
Name",Price,Savings,DKK ,USD,"# of
Buyers","Total
Qty",Alice, Bob ,Daniel F, Dave I ,Dave S,David F x2,Jordan x2,Kelli S,Michael,Nicole/Shawn,RJ,Sean E,Tom,These will all be calculated fields; no data entry in this space
,6102903,BRICK 2X6,37,Br.Green,44237,Bright Green,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6089268,BRICK 2X6,154,New Dark Red,44237,Dark Red,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,4639693,BRICK 2X8,24,Br.Yel,93888,Yellow,,,0.72,$0.115,0,0,,,,,,,,,,,,,,
,6033776,BRICK 2X8,1,White,93888,White,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6036408,BRICK 2X8,21,Br.Red,93888,Red,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6037384,BRICK 2X8,23,Br.Blue,93888,Blue,,,0.72,$0.115,0,0,,,,,,,,,,,,,,
,6037390,BRICK 2X8,26,Black,93888,Black,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6037398,BRICK 2X8,5,Brick-Yel,93888,Tan,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6037399,BRICK 2X8,194,Med. St-Grey,93888,Light Bluish Gray,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6188426,BRICK 4X4 ¼ CIRCLE,26,Black,2577,Black,,,0.96,$0.154,0,0,,,,,,,,,,,,,,
,4558956,BRICK 4X4 ROUND W. Ø4.9 W. KL.,1,White,87081,White,,,0.72,$0.115,0,0,,,,,,,,,,,,,,
,4558957,BRICK 4X4 ROUND W. Ø4.9 W. KL.,26,Black,87081,Black,,,0.72,$0.115,0,0,,,,,,,,,,,,,,
,4558959,BRICK 4X4 ROUND W. Ø4.9 W. KL.,199,Dk. St. Grey,87081,Dark Bluish Gray,,,0.72,$0.115,0,0,,,,,,,,,,,,,,
,4610843,BRICK 4X4 ROUND W. Ø4.9 W. KL.,21,Br.Red,87081,Red,,,0.72,$0.115,0,0,,,,,,,,,,,,,,
,6034334,BRICK 4X4 ROUND W. Ø4.9 W. KL.,192,Red. Brown,87081,Reddish Brown,,,0.80,$0.128,0,0,,,,,,,,,,,,,,
,6172421,BRICK 4X4 ROUND W. Ø4.9 W. KL.,325,Lavender,87081,Lavender,,,0.80,$0.128,0,0,,,,,,,,,,,,,,
,6195468,BRICK 4X4X2 W. BOW / Ø 4.85,194,Med. St-Grey,61487,Light Bluish Gray,,,1.36,$0.218,0,0,,,,,,,,,,,,,,
,235701,BRICK CORNER 1X2X2,1,White,2357,White,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,235721,BRICK CORNER 1X2X2,21,Br.Red,2357,Red,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,235724,BRICK CORNER 1X2X2,24,Br.Yel,2357,Yellow,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,235726,BRICK CORNER 1X2X2,26,Black,2357,Black,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4124455,BRICK CORNER 1X2X2,5,Brick-Yel,2357,Tan,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4125281,BRICK CORNER 1X2X2,28,Dk.Green,2357,Green,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4211109,BRICK CORNER 1X2X2,199,Dk. St. Grey,2357,Dark Bluish Gray,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4211200,BRICK CORNER 1X2X2,192,Red. Brown,2357,Reddish Brown,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4211349,BRICK CORNER 1X2X2,194,Med. St-Grey,2357,Light Bluish Gray,,,0.24,$0.038,1,1,,,,,,,1,,,,,,,
,4541379,BRICK CORNER 1X2X2,154,New Dark Red,2357,Dark Red,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4558606,BRICK CORNER 1X2X2,23,Br.Blue,2357,Blue,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6000880,BRICK CORNER 1X2X2,102,Md.Blue,2357,Medium Blue,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6034175,BRICK CORNER 1X2X2,191,Fl. Yell-Ora,2357,Bright Light Orange,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6097870,BRICK CORNER 1X2X2,325,Lavender,2357,Lavender,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6173741,BRICK CORNER 1X2X2,221,Br. Purple,2357,Dark Pink,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6176193,BRICK CORNER 1X2X2,268,M. Lilac,2357,Dark Purple,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6109979,BRICK CORNER 1X2X2,124,Br.Red-Viol,2357,Magenta,,,0.40,$0.064,0,0,,,,,,,,,,,,,,
,614301,BRICK Ø16 W. CROSS,1,White,6143,White,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,614326,BRICK Ø16 W. CROSS,26,Black,6143,Black,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4125220,BRICK Ø16 W. CROSS,5,Brick-Yel,6143,Tan,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4211166,BRICK Ø16 W. CROSS,192,Red. Brown,6143,Reddish Brown,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4211526,BRICK Ø16 W. CROSS,194,Med. St-Grey,6143,Light Bluish Gray,,,0.16,$0.026,1,5,,,,,,,,,,5,,,,
,4249139,BRICK Ø16 W. CROSS,199,Dk. St. Grey,6143,Dark Bluish Gray,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4251378,BRICK Ø16 W. CROSS,28,Dk.Green,6143,Green,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4505985,BRICK Ø16 W. CROSS,140,Earth Blue,6143,Dark Blue,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4527943,BRICK Ø16 W. CROSS,119,Br.Yel-Green,6143,Lime,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4622176,BRICK Ø16 W. CROSS,268,M. Lilac,6143,Dark Purple,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6150222,BRICK Ø16 W. CROSS,138,Sand Yellow,6143,Dark Tan,,,0.32,$0.051,1,1,1,,,,,,,,,,,,,
,609101,BRICK W. ARCH 1X1X1 1/3,1,White,6091,White,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4188357,BRICK W. ARCH 1X1X1 1/3,24,Br.Yel,6091,Yellow,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4189123,BRICK W. ARCH 1X1X1 1/3,23,Br.Blue,6091,Blue,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4210797,BRICK W. ARCH 1X1X1 1/3,199,Dk. St. Grey,6091,Dark Bluish Gray,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4211519,BRICK W. ARCH 1X1X1 1/3,194,Med. St-Grey,6091,Light Bluish Gray,,,0.16,$0.026,1,5,,,,,,,,,,5,,,,
,4212446,BRICK W. ARCH 1X1X1 1/3,119,Br.Yel-Green,6091,Lime,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4273526,BRICK W. ARCH 1X1X1 1/3,5,Brick-Yel,6091,Tan,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4539082,BRICK W. ARCH 1X1X1 1/3,154,New Dark Red,6091,Dark Red,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4588024,BRICK W. ARCH 1X1X1 1/3,141,Earth Green,6091,Dark Green,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4625616,BRICK W. ARCH 1X1X1 1/3,324,Medium Lavendel,6091,Medium Lavender,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4655246,BRICK W. ARCH 1X1X1 1/3,322,Medium Azur,6091,Medium Azure,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6023185,BRICK W. ARCH 1X1X1 1/3,191,Fl. Yell-Ora,6091,Bright Light Orange,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6035547,BRICK W. ARCH 1X1X1 1/3,192,Red. Brown,6091,Reddish Brown,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6056413,BRICK W. ARCH 1X1X1 1/3,221,Br. Purple,6091,Dark Pink,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6109953,BRICK W. ARCH 1X1X1 1/3,124,Br.Red-Viol,6091,Magenta,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6100223,BRICK W. ARCH 1X1X1 1/3,28,Dk.Green,6091,Green,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6112356,BRICK W. ARCH 1X1X1 1/3,106,Br.Orange,6091,Orange,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6100644,BRICK W. ARCH 1X1X1 1/3,138,Sand Yellow,6091,Dark Tan,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6115447,BRICK W. ARCH 1X1X1 1/3,140,Earth Blue,6091,Dark Blue,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6133822,BRICK W. ARCH 1X1X1 1/3,226,Cool Yel.,6091,Bright Light Yellow,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6151669,BRICK W. ARCH 1X1X1 1/3,321,Dark Azur,6091,Dark Azure,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,6167645,BRICK W. ARCH 1X1X1 1/3,312,M. Nougat,6091,Medium Dark Flesh,,,0.16,$0.026,0,0,,,,,,,,,,,,,,
,4512727,BRICK W. BOW 1X3,26,Black,4490,Black,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4520970,BRICK W. BOW 1X3,1,White,4490,White,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4618651,BRICK W. BOW 1X3,5,Brick-Yel,4490,Tan,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4645397,BRICK W. BOW 1X3,194,Med. St-Grey,4490,Light Bluish Gray,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4652259,BRICK W. BOW 1X3,199,Dk. St. Grey,4490,Dark Bluish Gray,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,365901,BRICK W. BOW 1X4,1,White,3659,White,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,365921,BRICK W. BOW 1X4,21,Br.Red,3659,Red,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,365926,BRICK W. BOW 1X4,26,Black,3659,Black,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4210999,BRICK W. BOW 1X4,199,Dk. St. Grey,3659,Dark Bluish Gray,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4211435,BRICK W. BOW 1X4,194,Med. St-Grey,3659,Light Bluish Gray,,,0.32,$0.051,1,1,,1,,,,,,,,,,,,
,4244613,BRICK W. BOW 1X4,221,Br. Purple,3659,Dark Pink,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4550323,BRICK W. BOW 1X4,5,Brick-Yel,3659,Tan,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4623775,BRICK W. BOW 1X4,308,Dk. Brown,3659,Dark Brown,,,0.40,$0.064,0,0,,,,,,,,,,,,,,
,6112854,BRICK W. BOW 1X4,268,M. Lilac,3659,Dark Purple,,,0.40,$0.064,0,0,,,,,,,,,,,,,,
,6177697,BRICK W. BOW 1X4,192,Red. Brown,3659,Reddish Brown,,,0.40,$0.064,2,9,,4,,,,5,,,,,,,,
,6175307,BRICK W. BOW 1X4,222,Lgh. Purple,3659,Bright Pink,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6044725,BRICK W. BOW 1X5X4,192,Red. Brown,14395,Reddish Brown,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6075057,BRICK W. BOW 1X5X4,5,Brick-Yel,14395,Tan,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6075060,BRICK W. BOW 1X5X4,199,Dk. St. Grey,14395,Dark Bluish Gray,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6075062,BRICK W. BOW 1X5X4,26,Black,14395,Black,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6075066,BRICK W. BOW 1X5X4,194,Med. St-Grey,14395,Light Bluish Gray,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6062279,BRICK W. BOW 1X8X2,1,White,16577,White,,,0.96,$0.154,0,0,,,,,,,,,,,,,,
,6079721,BRICK W. BOW 1X8X2,199,Dk. St. Grey,16577,Dark Bluish Gray,,,0.96,$0.154,0,0,,,,,,,,,,,,,,
,6079722,BRICK W. BOW 1X8X2,194,Med. St-Grey,16577,Light Bluish Gray,,,0.96,$0.154,0,0,,,,,,,,,,,,,,
,6079724,BRICK W. BOW 1X8X2,5,Brick-Yel,16577,Tan,,,0.96,$0.154,0,0,,,,,,,,,,,,,,
,6170259,BRICK W. BOW 1X8X2,124,Br.Red-Viol,16577,Magenta,,,1.20,$0.192,0,0,,,,,,,,,,,,,,
,6170954,BRICK W. BOW 1X8X2,312,M. Nougat,16577,Medium Dark Flesh,,,1.12,$0.179,0,0,,,,,,,,,,,,,,
,6170955,BRICK W. BOW 1X8X2,221,Br. Purple,16577,Dark Pink,,,1.20,$0.192,0,0,,,,,,,,,,,,,,
,6174427,BRICK W. BOW 1X8X2,140,Earth Blue,16577,Dark Blue,,,1.04,$0.166,0,0,,,,,,,,,,,,,,
,6174242,BRICK W. BOW 1X8X2,192,Red. Brown,16577,Reddish Brown,,,1.04,$0.166,0,0,,,,,,,,,,,,,,
,4613174,BRICK W. BOW 2X4,21,Br.Red,93606,Red,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,4622742,BRICK W. BOW 2X4,194,Med. St-Grey,93606,Light Bluish Gray,,,0.48,$0.077,1,5,,,,,,,,,,5,,,,
,4647286,BRICK W. BOW 2X4,26,Black,93606,Black,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6005668,BRICK W. BOW 2X4,199,Dk. St. Grey,93606,Dark Bluish Gray,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6031947,BRICK W. BOW 2X4,1,White,93606,White,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6032854,BRICK W. BOW 2X4,308,Dk. Brown,93606,Dark Brown,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6054529,BRICK W. BOW 2X4,106,Br.Orange,93606,Orange,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6054531,BRICK W. BOW 2X4,119,Br.Yel-Green,93606,Lime,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6056662,BRICK W. BOW 2X4,140,Earth Blue,93606,Dark Blue,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6079001,BRICK W. BOW 2X4,24,Br.Yel,93606,Yellow,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6031839,BRICK W. BOW 2X4,321,Dark Azur,93606,Dark Azure,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6173943,BRICK W. BOW 2X4,23,Br.Blue,93606,Blue,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,608101,BRICK W. BOW 4X1X1 1/3,1,White,6081,White,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,4116617,BRICK W. BOW 4X1X1 1/3,21,Br.Red,6081,Red,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,4204625,BRICK W. BOW 4X1X1 1/3,24,Br.Yel,6081,Yellow,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,4210968,BRICK W. BOW 4X1X1 1/3,199,Dk. St. Grey,6081,Dark Bluish Gray,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,4260409,BRICK W. BOW 4X1X1 1/3,194,Med. St-Grey,6081,Light Bluish Gray,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,4579753,BRICK W. BOW 4X1X1 1/3,141,Earth Green,6081,Dark Green,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6148787,BRICK W. BOW 4X1X1 1/3,28,Dk.Green,6081,Green,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6022037,BRICK W. BOW 4X1X1 1/3,124,Br.Red-Viol,6081,Magenta,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6106187,BRICK W. INSIDE BOW 1X6X2,5,Brick-Yel,15254,Tan,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6106184,BRICK W. INSIDE BOW 1X6X2,21,Br.Red,15254,Red,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6106183,BRICK W. INSIDE BOW 1X6X2,1,White,15254,White,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6106189,BRICK W. INSIDE BOW 1X6X2,194,Med. St-Grey,15254,Light Bluish Gray,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6106193,BRICK W. INSIDE BOW 1X6X2,312,M. Nougat,15254,Medium Dark Flesh,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6106191,BRICK W. INSIDE BOW 1X6X2,199,Dk. St. Grey,15254,Dark Bluish Gray,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6177998,BRICK W. INSIDE BOW 1X6X2,192,Red. Brown,15254,Reddish Brown,,,0.80,$0.128,0,0,,,,,,,,,,,,,,
,6099909,BRICK W. PLATE 2X3X1 1/3,199,Dk. St. Grey,18671,Dark Bluish Gray,,,0.96,$0.154,0,0,,,,,,,,,,,,,,
,6093054,BRICK W. PLATE 2X3X1 1/3,194,Med. St-Grey,18671,Light Bluish Gray,,,0.96,$0.154,0,0,,,,,,,,,,,,,,
,6132157,BRICK W. PLATE 2X3X1 1/3,140,Earth Blue,18671,Dark Blue,,,0.96,$0.154,0,0,,,,,,,,,,,,,,
,6194847,BRICK W. PLATE 2X3X1 1/3,5,Brick-Yel,18671,Tan,,,1.12,$0.179,0,0,,,,,,,,,,,,,,
,4210815,BRICK W. SHAFT 1X8X1,199,Dk. St. Grey,30359,Dark Bluish Gray,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6030989,BRICK W. SHAFT 1X8X1,194,Med. St-Grey,30359,Light Bluish Gray,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6170391,BRICK W/ INSIDE BOW 1X6X2,23,Br.Blue,15254,Blue,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6186647,BRICK W/ INSIDE BOW 1X6X2,191,Fl. Yell-Ora,15254,Bright Light Orange,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6186139,BRICK W/ INSIDE BOW 1X6X2,102,Md.Blue,15254,Medium Blue,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6102586,BRICK W/ARCH 2X4X2 1/3,21,Br.Red,18974,Red,,,0.88,$0.141,0,0,,,,,,,,,,,,,,
,6102590,BRICK W/ARCH 2X4X2 1/3,106,Br.Orange,18974,Orange,,,0.88,$0.141,0,0,,,,,,,,,,,,,,
,6119118,BRICK W/ARCH 2X4X2 1/3,199,Dk. St. Grey,18974,Dark Bluish Gray,,,0.80,$0.128,0,0,,,,,,,,,,,,,,
,6112243,BRICK W/ARCH 2X4X2 1/3,26,Black,18974,Black,,,0.80,$0.128,0,0,,,,,,,,,,,,,,
,6112242,BRICK W/ARCH 2X4X2 1/3,23,Br.Blue,18974,Blue,,,0.80,$0.128,0,0,,,,,,,,,,,,,,
,4246896,Brick w/bow 1/3,199,Dk. St. Grey,50950,Dark Bluish Gray,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4247771,Brick w/bow 1/3,24,Br.Yel,50950,Yellow,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4249112,Brick w/bow 1/3,1,White,50950,White,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4251161,Brick w/bow 1/3,26,Black,50950,Black,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4251162,Brick w/bow 1/3,21,Br.Red,50950,Red,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4251163,Brick w/bow 1/3,194,Med. St-Grey,50950,Light Bluish Gray,,,0.24,$0.038,1,5,,,,,,,,,,5,,,,
,4251969,Brick w/bow 1/3,106,Br.Orange,50950,Orange,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4267850,Brick w/bow 1/3,141,Earth Green,50950,Dark Green,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4537928,Brick w/bow 1/3,119,Br.Yel-Green,50950,Lime,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4540280,Brick w/bow 1/3,140,Earth Blue,50950,Dark Blue,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4541546,Brick w/bow 1/3,154,New Dark Red,50950,Dark Red,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4543998,Brick w/bow 1/3,23,Br.Blue,50950,Blue,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4619514,Brick w/bow 1/3,324,Medium Lavendel,50950,Medium Lavender,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4624088,Brick w/bow 1/3,5,Brick-Yel,50950,Tan,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,4640901,Brick w/bow 1/3,321,Dark Azur,50950,Dark Azure,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6022064,Brick w/bow 1/3,191,Fl. Yell-Ora,50950,Bright Light Orange,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6022199,Brick w/bow 1/3,308,Dk. Brown,50950,Dark Brown,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6035598,Brick w/bow 1/3,322,Medium Azur,50950,Medium Azure,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6037650,Brick w/bow 1/3,124,Br.Red-Viol,50950,Magenta,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6039946,Brick w/bow 1/3,28,Dk.Green,50950,Green,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6103449,Brick w/bow 1/3,268,M. Lilac,50950,Dark Purple,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6109409,Brick w/bow 1/3,326,Spr. Yell. Gree,50950,Yellowish Green,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6100237,Brick w/bow 1/3,151,Sand Green,50950,Sand Green,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6097051,Brick w/bow 1/3,325,Lavender,50950,Lavender,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6133062,Brick w/bow 1/3,222,Lgh. Purple,50950,Bright Pink,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6138517,Brick w/bow 1/3,37,Br.Green,50950,Bright Green,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6174788,Brick w/bow 1/3,221,Br. Purple,50950,Dark Pink,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6147790,Brick w/half bow 2x3 w/cut,26,Black,24309,Black,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6132212,Brick w/half bow 2x3 w/cut,1,White,24309,White,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6132207,Brick w/half bow 2x3 w/cut,194,Med. St-Grey,24309,Light Bluish Gray,,,0.48,$0.077,1,5,,,,,,,,,,5,,,,
,6035405,BRICK WITH BOW 1x10,1,White,13731,White,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6037664,BRICK WITH BOW 1x10,26,Black,13731,Black,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6037666,BRICK WITH BOW 1x10,199,Dk. St. Grey,13731,Dark Bluish Gray,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6037667,BRICK WITH BOW 1x10,194,Med. St-Grey,13731,Light Bluish Gray,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6037668,BRICK WITH BOW 1x10,23,Br.Blue,13731,Blue,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6121293,BRICK WITH BOW 1x10,106,Br.Orange,13731,Orange,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,6132539,BRICK WITH BOW 1x10,24,Br.Yel,13731,Yellow,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6178465,BRICK WITH BOW 1x10,191,Fl. Yell-Ora,13731,Bright Light Orange,,,0.64,$0.102,0,0,,,,,,,,,,,,,,
,4568955,BRICK WITH BOW 1X3X2,312,M. Nougat,88292,Medium Dark Flesh,,,0.32,$0.051,1,1,,,,,,,1,,,,,,,
,4568956,BRICK WITH BOW 1X3X2,1,White,88292,White,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4579306,BRICK WITH BOW 1X3X2,5,Brick-Yel,88292,Tan,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,4581280,BRICK WITH BOW 1X3X2,26,Black,88292,Black,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6056816,BRICK WITH BOW 1X3X2,21,Br.Red,88292,Red,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6186635,BRICK WITH BOW 1X3X2,199,Dk. St. Grey,88292,Dark Bluish Gray,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6032409,BRICK WITH BOW 1X3X2,191,Fl. Yell-Ora,88292,Bright Light Orange,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6038525,BRICK WITH BOW 1X3X3,1,White,13965,White,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6038531,BRICK WITH BOW 1X3X3,26,Black,13965,Black,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6055086,BRICK WITH BOW 1X3X3,192,Red. Brown,13965,Reddish Brown,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6058093,BRICK WITH BOW 1X3X3,5,Brick-Yel,13965,Tan,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6097484,BRICK WITH BOW 1X3X3,140,Earth Blue,13965,Dark Blue,,,0.48,$0.077,0,0,,,,,,,,,,,,,,
,6191988,BRICK WITH BOW 1X3X3,21,Br.Red,13965,Red,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6186070,BRICK WITH BOW 1X3X3,326,Spr. Yell. Gree,13965,Yellowish Green,,,0.56,$0.090,0,0,,,,,,,,,,,,,,
,6024715,BRICK WITH BOW 1X4,24,Br.Yel,11153,Yellow,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6033782,BRICK WITH BOW 1X4,119,Br.Yel-Green,11153,Lime,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6037746,BRICK WITH BOW 1X4,26,Black,11153,Black,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6037750,BRICK WITH BOW 1X4,106,Br.Orange,11153,Orange,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6042950,BRICK WITH BOW 1X4,194,Med. St-Grey,11153,Light Bluish Gray,,,0.24,$0.038,1,5,,,,,,,,,,5,,,,
,6042951,BRICK WITH BOW 1X4,28,Dk.Green,11153,Green,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6042952,BRICK WITH BOW 1X4,5,Brick-Yel,11153,Tan,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6042953,BRICK WITH BOW 1X4,154,New Dark Red,11153,Dark Red,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6042955,BRICK WITH BOW 1X4,199,Dk. St. Grey,11153,Dark Bluish Gray,,,0.24,$0.038,0,0,,,,,,,,,,,,,,
,6042956,BRICK WITH BOW 1X4,140,Earth Blue,11153,Dark Blue,,,0.32,$0.051,0,0,,,,,,,,,,,,,,
,6045936,BRICK WITH BOW 1X4,1,White,11153,White,,,0.24,$0.038,1,1,,,,,,,1,,,,,,,
