image,item_number,color_code,description,color,gender,age,emotion
,3626cpb1739,90,"Minifigure, Head Dual Sided Black Headband, Squinted Batman Eyes, Crooked Smile / Gray Eyebrows and Clenched Teeth Pattern (Batman)",Light Nougat,male,young adult,happy
,3626cpb1739,90,"Minifigure, Head Dual Sided Black Headband, Squinted Batman Eyes, Crooked Smile / Gray Eyebrows and Clenched Teeth Pattern (Batman)",Light Nougat,male,young adult,scared
,3626cpb0976,90,"Minifigure, Head Dual Sided Light Gray Eyebrows, White Pupils, Open Mouth, Cheek Lines, Smile / Open Mouth Scared Pattern",Light Nougat,neutral,young adult,happy
,3626cpb0976,90,"Minifigure, Head Dual Sided Light Gray Eyebrows, White Pupils, Open Mouth, Cheek Lines, Smile / Open Mouth Scared Pattern",Light Nougat,neutral,young adult,scared
,3626cpb1740,90,"Minifigure, Head Dual Sided White Headband and Worried / Black Headband and Squinted Batman Eyes, Disgusted Pattern (Batman)",Light Nougat,neutral,young adult,sad
,3626cpb1740,90,"Minifigure, Head Dual Sided White Headband and Worried / Black Headband and Squinted Batman Eyes, Disgusted Pattern (Batman)",Light Nougat,male,young adult,scared
,3626cpb0873,90,"Minifigure, Head Dual Sided Bushy Orange Eyebrows, Cheek Lines, Frown / Angry Pattern (Aquaman)",Light Nougat,male,young adult,happy
,3626cpb0873,90,"Minifigure, Head Dual Sided Bushy Orange Eyebrows, Cheek Lines, Frown / Angry Pattern (Aquaman)",Light Nougat,male,young adult,sleepy
,3626cpb2120,90,"Minifigure, Head Dual Sided Black Mask, Smirk / Happy Pattern (Mr. Incredible)",Light Nougat,male,young adult,happy
,3626cpb2120,90,"Minifigure, Head Dual Sided Black Mask, Smirk / Happy Pattern (Mr. Incredible)",Light Nougat,male,young adult,smile
,3626bpb0235,90,"Minifigure, Head Dark Orange Trim Beard (round below mouth) and Eyebrows Pattern",Light Nougat,male,young adult,happy
,3626cpb1603,90,"Minifigure, Head Dark Tan Eyebrows, Chin Stubble, White Pupils, Cheek Lines, Happy Pattern (Max Kruse)",Light Nougat,male,young adult,happy
,3626cpb1607,90,"Minifigure, Head Dark Tan Eyebrows, White Pupils, Chin Dimple, Cheek Lines, Happy Pattern (Thomas Müller)",Light Nougat,male,young adult,happy
,3626cpb1666,90,"Minifigure, Head Dark Tan Eyebrows, White Pupils, Dark Tan Stubble, Happy Pattern (Benedikt Höwedes)",Light Nougat,male,young adult,happy
,3626cpb2160,90,"Minifigure, Head Glasses Sunglasses with Open Mouth Happy Pattern (Plastic Man)",Light Nougat,male,young adult,happy
,3626bpb0028,90,"Minifigure, Head Glasses with Monocle, White Pupil, Wide Happy Pattern (The Penguin)",Light Nougat,male,young adult,happy
,3626bpb0288,90,"Minifigure, Head Male Brown Eyebrows, Open Lopsided Happy, Chin Dimple, White Pupils Pattern",Light Nougat,male,young adult,happy
,3626cpb0288,90,"Minifigure, Head Male Brown Eyebrows, Open Lopsided Happy, Chin Dimple, White Pupils Pattern",Light Nougat,male,young adult,happy
,3626bpb0685,90,"Minifigure, Head Male Brown Eyebrows, White Pupils, Smile Wrinkles and Wide Happy Pattern",Light Nougat,male,older adult,happy
,3626bpb0382,90,"Minifigure, Head Male Brown Stubble, Brown Eyebrows and Open Happy Pattern",Light Nougat,male,young adult,happy
,3626cpb0382,90,"Minifigure, Head Male Brown Stubble, Brown Eyebrows and Open Happy Pattern",Light Nougat,male,young adult,happy
,3626cpb2025,90,"Minifigure, Head Male Green Eye Mask, Bright Light Yellow Sideburns and Goatee, Open Happy Pattern",Light Nougat,male,young adult,happy
,3626bpb0493,90,"Minifigure, Head Male HP Hagrid Wrinkles Pattern",Light Nougat,male,older adult,happy
,3626cpb0493,90,"Minifigure, Head Male HP Hagrid Wrinkles Pattern",Light Nougat,male,older adult,happy
,3626bpb0061,90,"Minifigure, Head Male Purple Eye Mask with Eye Holes, Black Eyebrows and Smile Pattern (The Riddler)",Light Nougat,male,young adult,happy
,3626cpb1097,90,"Minifigure, Head Male Purple Eye Mask with Eye Holes, Forehead Lines and Open Mouth Smile with Teeth Pattern (The Riddler)",Light Nougat,male,young adult,happy
,3626cpb2191,90,"Minifigure, Head Med. Nougat Eyebrows and Contour Lines, Wide Happy Pattern",Light Nougat,neutral,young adult,happy
,3626bpb0138,28,"Minifigure, Head NBA Dirk Nowitzki Pattern",Nougat,male,young adult,happy
,3626cpb2339,90,"Minifigure, Head Orange Cut Half Circle Beard, Black Eyebrows, Open Mouth, Smile, Teeth Pattern (Fred Flintstone)",Light Nougat,male,young adult,happy
,3626cpb2341,90,"Minifigure, Head Orange Cut Half Circle Beard, Black Eyebrows, Open Mouth, Smile, Tongue Pattern (Barney Rubble)",Light Nougat,male,young adult,happy
,3626cpb1606,90,"Minifigure, Head Reddish Brown Eyebrows, Stubble, White Pupils, Chin Dimple, Happy Pattern (Christoph Kramer)",Light Nougat,male,young adult,happy
,3626cpb2459,90,"Minifigure, Head Thick Black Glasses, Dark Orange Mutton Chops, Smile Showing Teeth Pattern",Light Nougat,male,young adult,happy
,3626cpb0408,90,"Minifigure, Head Male Brown Eyebrows, White Pupils and Chin Dimple Pattern (SW Luke Skywalker)",Light Nougat,male,young adult,neutral
,3626bps2,90,"Minifigure, Head Male SW Brown Eyebrows and Chin Dimple Pattern",Light Nougat,male,young adult,neutral
,3626cps2,90,"Minifigure, Head Male SW Brown Eyebrows and Chin Dimple Pattern",Light Nougat,male,young adult,neutral
,3626bpb0260,90,"Minifigure, Head Male White Headband Pattern (Batman)",Light Nougat,male,young adult,neutral
,3626cpb1259,90,"Minifigure, Head Male White Strip on Forehead and Brown Chin Dimple Pattern (Comic Con Batman)",Light Nougat,male,young adult,neutral
,3626cpb2391,90,"Minifigure, Head Dual Sided Child Dark Brown Eyebrows, Dark Orange Freckles, Worried / Angry Pattern",Light Nougat,neutral,child,neutral
,3626cpb2391,90,"Minifigure, Head Dual Sided Child Dark Brown Eyebrows, Dark Orange Freckles, Worried / Angry Pattern",Light Nougat,neutral,child,angry
,3626bpb0624,90,"Minifigure, Head Dual Sided Child Freckles, White Pupils / SW Podracer Goggles Pattern",Light Nougat,neutral,child,neutral
,3626bpb0624,90,"Minifigure, Head Dual Sided Child Freckles, White Pupils / SW Podracer Goggles Pattern",Light Nougat,neutral,child,angry
,3626cpb1647,90,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Closed Mouth / Open Mouth with Tongue, Slimed Pattern",Light Nougat,neutral,young adult,neutral
,3626cpb1647,90,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Closed Mouth / Open Mouth with Tongue, Slimed Pattern",Light Nougat,neutral,young adult,angry
,3626cpb2673,90,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Gap Between Teeth, Neutral / Scared Pattern",Light Nougat,neutral,young adult,neutral
,3626cpb2673,90,"Minifigure, Head Dual Sided Dark Brown Eyebrows, Gap Between Teeth, Neutral / Scared Pattern",Light Nougat,neutral,young adult,sad
,3626cpb1371,90,"Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Neutral / Scared Pattern (Fred)",Light Nougat,male,young adult,neutral
,3626cpb1371,90,"Minifigure, Head Dual Sided Black Eyebrows, Chin Dimple, Neutral / Scared Pattern (Fred)",Light Nougat,male,young adult,scared
,3626cpb0957,90,"Minifigure, Head Dual Sided Child with Freckles, Smile / Scared Pattern (Danny Reid)",Light Nougat,neutral,child,neutral
,3626cpb0957,90,"Minifigure, Head Dual Sided Child with Freckles, Smile / Scared Pattern (Danny Reid)",Light Nougat,neutral,child,scared
,3626cpb0758,90,"Minifigure, Head Dual Sided Orange Eyebrows, Pupils, Chin Dimple, Frown / Scared Pattern",Light Nougat,neutral,young adult,neutral
,3626cpb0758,90,"Minifigure, Head Dual Sided Orange Eyebrows, Pupils, Chin Dimple, Frown / Scared Pattern",Light Nougat,neutral,young adult,scared
,3626cpb1866,90,"Minifigure, Head Dual Sided Red Eye Mask with Blue and Red Eyes, Buck Teeth, Neutral / Scared Pattern",Light Nougat,neutral,young adult,neutral
