image,item_number,color_code,description,color,gender,age,emotion
,3626cpb1890,3,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Green Eyes, Lopsided Open Mouth Happy / Gritted Teeth Pattern (Lloyd)",Yellow,male,young adult,smirk
,3626bpb0684,3,"Minifigure, Head Beard Stubble, Wrinkles and Worried Look Pattern",Yellow,male,older adult,frown
,3626cpb0684,3,"Minifigure, Head Beard Stubble, Wrinkles and Worried Look Pattern",Yellow,male,older adult,frown
,3626cpb1819,3,"Minifigure, Head Black Eyebrows, Right Raised Eyebrow, Black Thin Curly Moustache Pattern",Yellow,male,young adult,frown
,3626cpb2406,3,"Minifigure, Head Black Eyebrows, Vertical Cheek Lines, Slight Frown, Chin Dimple and White Pupils Pattern",Yellow,neutral,young adult,frown
,3626cpb1878,3,"Minifigure, Head Black Thick Eyebrows, Large Med. Nougat Scar with Stitches, Closed Mouth Frown Pattern",Yellow,neutral,young adult,frown
,3626bpb0463,3,"Minifigure, Head Blue Eyebrows, Vertical Cheek Lines, Slight Frown, Chin Dimple and White Pupils Pattern - Blocked Open Stud",Yellow,neutral,young adult,frown
,3626cpb1483,3,"Minifigure, Head Dark Blue Headband, White Pupils, Black Moustache and Goatee Pattern",Yellow,male,young adult,frown
,3626bpb0917,3,"Minifigure, Head Face Paint with Red War Paint Pattern",Yellow,neutral,young adult,frown
,3626cpb1005,3,"Minifigure, Head Glasses with Black and Silver Highlighted Sunglasses, Closed Mouth, Dark Brown Sideburns Pattern",Yellow,male,young adult,frown
,3626bpb0226,3,"Minifigure, Head Glasses with Headset, Bandana Pattern (Diamond)",Yellow,male,older adult,frown
,3626bpb0796,3,"Minifigure, Head Male Black Eyebrows, Cheek Lines and Black Underlined Eyes Pattern",Yellow,male,young adult,frown
,3626cpb1040,3,"Minifigure, Head Male Bushy Gray Eyebrows, Wrinkles, Scowl Pattern (Sensei Garmadon)",Yellow,male,older adult,frown
,3626bpx9,3,"Minifigure, Head Male Eyepatch and Scruffy White Eyebrows Pattern",Yellow,male,young adult,frown
,3626bpx72,3,"Minifigure, Head Male Eyepatch, Frown, Stubble and Gray Eye Pattern",Yellow,male,young adult,frown
,3626bpx331,3,"Minifigure, Head Male Headband Red and Stubble Beard Pattern",Yellow,male,young adult,frown
,3626bpb0169,3,"Minifigure, Head Male Orient China Guard Pattern",Yellow,male,young adult,frown
,3626bpb0532,3,"Minifigure, Head Male Raised Bushy Eyebrows, White Pupils, Chin Dimple Pattern",Yellow,male,young adult,frown
,3626cpb0532,3,"Minifigure, Head Male Raised Bushy Eyebrows, White Pupils, Chin Dimple Pattern",Yellow,male,young adult,frown
,3626bpb0219,3,"Minifigure, Head Male Sideburns with White Stripes, Frown and Facial Hair, White Pupils Pattern (Vladek)",Yellow,male,young adult,frown
,3626bpx93,3,"Minifigure, Head Male Snarl, Stubble, and Scar Right Pattern",Yellow,male,young adult,frown
,3626cpb1248,3,"Minifigure, Head Male Stern Black Eyebrows, Crow's Feet, Cheek Lines, Chin Dimple Pattern",Yellow,male,older adult,frown
,3626bpb0643,3,"Minifigure, Head Male Stern Black Eyebrows, White Pupils, Frown, Sweat Drops Pattern",Yellow,male,young adult,frown
,3626cpb0643,3,"Minifigure, Head Male Stern Black Eyebrows, White Pupils, Frown, Sweat Drops Pattern",Yellow,male,young adult,frown
,3626bpx133,3,"Minifigure, Head Male Stubble, Black Messy Hair, and Angry Eyebrows Pattern",Yellow,male,young adult,frown
,3626bpb0692,3,"Minifigure, Head Male White and Gray Bushy Eyebrows, Crow's Feet Pattern",Yellow,male,older adult,frown
,3626bpx8,3,"Minifigure, Head Moustache Angry Eyebrows and Striped Sideburns Pattern",Yellow,male,young adult,frown
,3626bpab,3,"Minifigure, Head Moustache Brown Bushy, Stubble, Under-Eyes Wrinkles, Stripe Sideburns Pattern",Yellow,male,older adult,frown
,3626cpb1203,3,"Minifigure, Head Moustache Curly Long, Stern Eyebrows, White Pupils Pattern",Yellow,male,young adult,frown
,3626bpx74,3,"Minifigure, Head Moustache Frown and Pointed Eyebrows and Hairline Pattern",Yellow,male,young adult,frown
,3626bpx73,3,"Minifigure, Head Moustache Gray Eyes, Frown Pattern",Yellow,male,young adult,frown
,3626bpb0101,3,"Minifigure, Head Moustache Gray Hair, and Eyebrows Pattern",Yellow,male,young adult,frown
,3626bpx39,3,"Minifigure, Head Moustache Long, Gray Headband with Red Dot Pattern",Yellow,male,young adult,frown
,3626bpx78,3,"Minifigure, Head Moustache Thick Angry and Long Hair and Stubble Pattern",Yellow,male,young adult,frown
,3626bpb0112,3,"Minifigure, Head Moustache Thin, Goatee, Long Eyebrow, Stubble Pattern",Yellow,male,young adult,frown
,3626bpb0164,3,"Minifigure, Head Moustache Thin, V Brow Eyes Pattern",Yellow,male,young adult,frown
,3626cpb2602,3,"Minifigure, Head Orange Eyebrows, Moustache, and Beard, Dark Red Highlights Pattern",Yellow,male,young adult,frown
,3626cpb2555,3,"Minifigure, Head Reddish Brown Eyebrows, Green Eyes, Firm Expression, Gold Triangle Soul Patch and Tattoos Pattern",Yellow,neutral,young adult,frown
,3626bpb0503,3,"Minifigure, Head Thick Eyebrows, White Pupils and Crow's Feet Pattern",Yellow,neutral,older adult,frown
,3626bpb0440,3,"Minifigure, Head Black Eyes and Eyebrows, Two-Color Cheek Paint Pattern",Yellow,neutral,young adult,happy
,3626cpb1600,3,"Minifigure, Head Bright Green and Black Sunglasses, Lopsided Happy Pattern",Yellow,neutral,young adult,happy
,3626cpb1597,3,"Minifigure, Head Dark Tan Eyebrows, White Pupils, Happy with Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb2748,3,"Minifigure, Head Dual Sided Black Eyebrows, Happy / Frown Pattern",Yellow,neutral,young adult,happy
,3626cpb2748,3,"Minifigure, Head Dual Sided Black Eyebrows, Happy / Frown Pattern",Yellow,neutral,young adult,frown
,3626cpb2743,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Open Mouth with Red Tongue / Red Tongue Sticking Out Pattern",Yellow,neutral,child,happy
,3626cpb2743,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Open Mouth with Red Tongue / Red Tongue Sticking Out Pattern",Yellow,neutral,child,happy
,3626cpb1058,3,"Minifigure, Head Dual Sided Open Lopsided Smile / Laughing Pattern (Emmet)",Yellow,male,young adult,happy
,3626cpb1058,3,"Minifigure, Head Dual Sided Open Lopsided Smile / Laughing Pattern (Emmet)",Yellow,male,young adult,happy
,3626cpb2306,3,"Minifigure, Head Dual Sided Wide Smile with Closed Teeth, Black Eyes / Closed Eyes Pattern",Yellow,neutral,young adult,happy
,3626cpb2306,3,"Minifigure, Head Dual Sided Wide Smile with Closed Teeth, Black Eyes / Closed Eyes Pattern",Yellow,neutral,young adult,happy
,3626cpb1354,3,"Minifigure, Head Dual Sided Huge Happy, White Pupils, Eyebrows / Sad with Tear, Concave Eyebrows Pattern",Yellow,neutral,young adult,happy
,3626cpb1354,3,"Minifigure, Head Dual Sided Huge Happy, White Pupils, Eyebrows / Sad with Tear, Concave Eyebrows Pattern",Yellow,neutral,young adult,sad
,3626cpb2272,3,"Minifigure, Head Dual Sided Black Standard Eyes, Smile with Tongue / Scared Pattern (Benny)",Yellow,male,young adult,happy
,3626cpb2272,3,"Minifigure, Head Dual Sided Black Standard Eyes, Smile with Tongue / Scared Pattern (Benny)",Yellow,male,young adult,scared
,3626cpb1349,3,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, White Pupils, Freckles and Smiling / Scared Pattern",Yellow,neutral,child,happy
,3626cpb1349,3,"Minifigure, Head Dual Sided Child Reddish Brown Eyebrows, White Pupils, Freckles and Smiling / Scared Pattern",Yellow,neutral,child,scared
,3626bpb0364,3,"Minifigure, Head Dual Sided Red Sunglasses and Happy / Scared Pattern",Yellow,neutral,young adult,happy
,3626bpb0364,3,"Minifigure, Head Dual Sided Red Sunglasses and Happy / Scared Pattern",Yellow,neutral,young adult,scared
,3626bpb0659,3,"Minifigure, Head Dual Sided Black Eyebrows, Yawning / Asleep Pattern",Yellow,neutral,young adult,happy
,3626bpb0659,3,"Minifigure, Head Dual Sided Black Eyebrows, Yawning / Asleep Pattern",Yellow,neutral,young adult,sleepy
,3626cpb1242,3,"Minifigure, Head Dual Sided Black Closed Eyes, Smile with Tongue / Black Eyes, Eyebrows and Wide Closed Mouth Smile Pattern (Benny)",Yellow,male,young adult,happy
,3626cpb1242,3,"Minifigure, Head Dual Sided Black Closed Eyes, Smile with Tongue / Black Eyes, Eyebrows and Wide Closed Mouth Smile Pattern (Benny)",Yellow,male,young adult,smile
,3626cpb2753,3,"Minifigure, Head Dual Sided Black Eyebrows, Glasses with Raised Eyebrows / Smile Pattern",Yellow,neutral,young adult,happy
,3626cpb2753,3,"Minifigure, Head Dual Sided Black Eyebrows, Glasses with Raised Eyebrows / Smile Pattern",Yellow,neutral,young adult,smile
,3626cpb1100,3,"Minifigure, Head Dual Sided Black Standard Eyes, Smile with Tongue / Standard Happy Pattern (Benny)",Yellow,male,young adult,happy
,3626cpb1100,3,"Minifigure, Head Dual Sided Black Standard Eyes, Smile with Tongue / Standard Happy Pattern (Benny)",Yellow,male,young adult,smile
,3626cpb2472,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Small Happy / Small Closed Smile Pattern",Yellow,neutral,child,happy
,3626cpb2472,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Small Happy / Small Closed Smile Pattern",Yellow,neutral,child,smile
,3626cpb2614,3,"Minifigure, Head Dual Sided Child, Black Eyebrows, Happy / Open Mouth Smile with Butterfly Pattern",Yellow,neutral,child,happy
,3626cpb2614,3,"Minifigure, Head Dual Sided Child, Black Eyebrows, Happy / Open Mouth Smile with Butterfly Pattern",Yellow,neutral,child,smile
,3626cpb2426,3,"Minifigure, Head Dual Sided Lopsided Smile / Cheerful Pattern (Emmet)",Yellow,male,young adult,happy
,3626cpb2426,3,"Minifigure, Head Dual Sided Lopsided Smile / Cheerful Pattern (Emmet)",Yellow,male,young adult,smile
,3626cpb2396,3,"Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern",Yellow,neutral,young adult,happy
,3626cpb2396,3,"Minifigure, Head Dual Sided Thick Black Eyebrows, Black Sunglasses, Smile with Teeth / White Pupils, Closed Mouth Pattern",Yellow,neutral,young adult,smile
,3626cpb2648,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Open Mouth Smile with Teeth and Tongue / Surprised Pattern",Yellow,neutral,child,happy
,3626cpb2648,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Open Mouth Smile with Teeth and Tongue / Surprised Pattern",Yellow,neutral,child,surprised
,3626cpb2649,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Smile with Teeth / Surprised Pattern",Yellow,neutral,child,happy
,3626cpb2649,3,"Minifigure, Head Dual Sided Child Black Eyebrows, Smile with Teeth / Surprised Pattern",Yellow,neutral,child,surprised
,3626cpb1598,3,"Minifigure, Head Black Eyebrows Thick, White Pupils, Happy with Teeth Pattern",Yellow,neutral,young adult,happy
,3626bpb0608,3,"Minifigure, Head Black Eyebrows, Cheek Dimples, White Pupils and Happy Pattern",Yellow,neutral,young adult,happy
,3626cpb2596,3,"Minifigure, Head Black Eyebrows, Chin Dimple and Large Smile Showing Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb2612,3,"Minifigure, Head Black Eyebrows, Green Glasses Star Shaped, Large Open Mouth Smile with Teeth and Tongue Pattern",Yellow,neutral,young adult,happy
,3626cpb1569,3,"Minifigure, Head Black Eyebrows, White Pupils, Chin Dimple, Open Mouth Smile with Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb1231,3,"Minifigure, Head Black Eyebrows, White Pupils, Crooked Open Mouth Smile with Teeth Pattern",Yellow,neutral,young adult,happy
,3626bpb0660,3,"Minifigure, Head Black Eyebrows, White Pupils, Dirt Stains, Open Mouth Smile with Teeth Pattern",Yellow,neutral,young adult,happy
,3626bpb0716,3,"Minifigure, Head Black Eyebrows, White Pupils, Open Mouth Smile with Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb1180,3,"Minifigure, Head Black Eyebrows, Wide Eyes, Open Mouth Smile with Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb2082,3,"Minifigure, Head Black Eyebrows, Wide Happy with Tongue Pattern",Yellow,neutral,young adult,happy
,3626cpb1876,3,"Minifigure, Head Black Straight Eyebrows, Dark Azure Eyes, Wide Open Mouth Happy, White Hair on Back Pattern (Zane)",Yellow,male,young adult,happy
,3626cpb2663,3,"Minifigure, Head Brown Eyebrows, White Pupils, Freckles and Smile Pattern",Yellow,neutral,young adult,happy
,3626bpb0471,3,"Minifigure, Head Child Brown Eyebrows and Freckles, Happy, White Pupils Pattern",Yellow,neutral,child,happy
,3626cpb0471,3,"Minifigure, Head Child Brown Eyebrows and Freckles, Happy, White Pupils Pattern",Yellow,neutral,child,happy
,3626cpb2079,3,"Minifigure, Head Child Dark Orange Small Eyebrows, Small Open Mouth with Teeth and Tongue Pattern",Yellow,neutral,child,happy
,3626cpb2597,3,"Minifigure, Head Child Reddish Brown Eyebrows, Small Happy with Top Teeth Pattern",Yellow,neutral,child,happy
,3626cpb2335,3,"Minifigure, Head Child, Dark Orange Eyebrows and Freckles, Small Smile Pattern",Yellow,neutral,child,happy
,3626cpb1815,3,"Minifigure, Head Dark Orange Eyebrows and Freckles, Wide Happy with Teeth Pattern",Yellow,neutral,young adult,happy
,3626bpx19,3,"Minifigure, Head Male Bangs and Freckles Pattern",Yellow,male,young adult,happy
,3626cpb0984,3,"Minifigure, Head Male Black Eyebrows, Cheekbone Lines under Eyes, Gap Tooth Smile Pattern",Yellow,male,young adult,happy
,3626cpb1064,3,"Minifigure, Head Male Black Eyebrows, Open Mouth Smile with Dimples, White Teeth and Red Tongue Pattern",Yellow,male,young adult,happy
,3626bpb0910,3,"Minifigure, Head Male Black Eyebrows, Open Mouth Smile with Tongue Pattern",Yellow,male,young adult,happy
,3626cpb1031,3,"Minifigure, Head Male Black Eyebrows, Smile with Red Tongue Out and White Sweat Drops on Forehead Pattern",Yellow,male,young adult,happy
,3626bpb0405,3,"Minifigure, Head Male Brown Eyebrows, Open Lopsided Happy, White Pupils Pattern",Yellow,male,young adult,happy
,3626cpb0405,3,"Minifigure, Head Male Brown Eyebrows, Open Lopsided Happy, White Pupils Pattern",Yellow,male,young adult,happy
,3626cpb2097,3,"Minifigure, Head Male Dark Brown Eyebrows, Open Mouth Smile with White Teeth and Red Tongue Pattern",Yellow,male,young adult,happy
,3626bpb0510,3,"Minifigure, Head Male Thick Brown Eyebrows, White Pupils and Happy with Teeth Pattern",Yellow,male,young adult,happy
,3626cpb1177,3,"Minifigure, Head Open Mouth Smile with Teeth and Braces, Freckles Pattern",Yellow,neutral,young adult,happy
,3626cpb2149,3,"Minifigure, Head Reddish Brown Eyebrows, Dark Blue Glasses, Happy Showing Teeth and Tongue Pattern",Yellow,neutral,young adult,happy
,3626bpb0505,3,"Minifigure, Head Face Paint with Blue and White Painted Cheeks and Happy Pattern",Yellow,neutral,young adult,happy
,3626cpb1158,3,"Minifigure, Head Dual Sided Black Glasses, Happy with Teeth and Tongue / Sunglasses, Clenched Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb1158,3,"Minifigure, Head Dual Sided Black Glasses, Happy with Teeth and Tongue / Sunglasses, Clenched Teeth Pattern",Yellow,neutral,young adult,scared
,3626cpb1894,3,"Minifigure, Head Dual Sided Black Straight Eyebrows, Medium Blue Eyes, Smile / Scowl Pattern",Yellow,neutral,young adult,happy
,3626cpb1894,3,"Minifigure, Head Dual Sided Black Straight Eyebrows, Medium Blue Eyes, Smile / Scowl Pattern",Yellow,neutral,young adult,angry
,3626cpb2360,3,"Minifigure, Head Dual Sided Large Open Mouth Happy / Confused with Left Eyebrow Raised and Open Mouth Pattern (Emmet)",Yellow,male,young adult,happy
,3626cpb2360,3,"Minifigure, Head Dual Sided Large Open Mouth Happy / Confused with Left Eyebrow Raised and Open Mouth Pattern (Emmet)",Yellow,male,young adult,angry
,3626cpb2462,3,"Minifigure, Head Dual Sided Black Eyebrows, Wide Happy with Teeth and Tongue / Blushing with Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb2462,3,"Minifigure, Head Dual Sided Black Eyebrows, Wide Happy with Teeth and Tongue / Blushing with Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb2290,115,"Minifigure, Head Dual Sided Reddish Brown Eyebrows and Mouth, Green Eyes with Gold Energy Effect, Frown / Fierce Outburst Pattern",Yellow,neutral,young adult,happy
,3626cpb2290,115,"Minifigure, Head Dual Sided Reddish Brown Eyebrows and Mouth, Green Eyes with Gold Energy Effect, Frown / Fierce Outburst Pattern",Yellow,neutral,young adult,sad
,3626bpb0333,3,"Minifigure, Head Dual Sided Thin Eyebrows, Happy / Surprised Pattern",Yellow,neutral,young adult,happy
,3626bpb0333,3,"Minifigure, Head Dual Sided Thin Eyebrows, Happy / Surprised Pattern",Yellow,neutral,young adult,scared
,3626bpb0546,3,"Minifigure, Head Glasses Rectangular, Black Eyebrows, Open Mouth Smile, White Pupils Pattern",Yellow,neutral,young adult,happy
,3626cpb1190,3,"Minifigure, Head Glasses Rectangular, Brown Eyebrows, Open Mouth Smile with Teeth, White Pupils Pattern",Yellow,neutral,young adult,happy
,3626bpb0240,3,"Minifigure, Head Glasses with Blue Glasses, Long Black Bangs and Open Mouth Pattern",Yellow,neutral,young adult,happy
,3626bpb0641,3,"Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern",Yellow,neutral,young adult,happy
,3626cpb0641,3,"Minifigure, Head Glasses with Orange Sunglasses with Nose Piece, Open Mouth Smile, Chin Dimple Pattern",Yellow,neutral,young adult,happy
,3626cpb2078,3,"Minifigure, Head Gold-Rimmed Sunglasses, Wide Smile with Teeth Pattern",Yellow,neutral,young adult,happy
,3626bpb0793,3,"Minifigure, Head Male Black Eyebrows, Open Mouth Smile Pattern",Yellow,male,young adult,happy
,3626cpb0833,3,"Minifigure, Head Male Brown Eyebrows, Eyelashes, Open Lopsided Smile and Teeth Pattern",Yellow,male,young adult,happy
,3626cpb1001,3,"Minifigure, Head Male Dark Brown Eyebrows (Left Curved Down), Open Side Smile with Dimples (No Chin Dimple) Pattern",Yellow,male,young adult,happy
,3626bpx53,3,"Minifigure, Head Male Huge Happy, Headset, Eyebrows Pattern (Flex)",Yellow,male,young adult,happy
,3626bpb0320,3,"Minifigure, Head Male Huge Happy, White Pupils, Eyebrows Pattern",Yellow,male,young adult,happy
,3626cpb2411,3,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Lopsided Happy with Teeth / Surprised Pattern (Rex Dangervest)",Yellow,male,young adult,happy
,3626cpb2411,3,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Lopsided Happy with Teeth / Surprised Pattern (Rex Dangervest)",Yellow,male,young adult,angry
,3626cpb1532,3,"Minifigure, Head Dual Sided Red Sunglasses / Angry Eyebrows and Scowl Pattern (Griffin Turner)",Yellow,male,young adult,happy
,3626cpb1532,3,"Minifigure, Head Dual Sided Red Sunglasses / Angry Eyebrows and Scowl Pattern (Griffin Turner)",Yellow,male,young adult,angry
,3626cpb1244,3,"Minifigure, Head Dual Sided Brown Unibrow, Cheek Lines, Open Mouth Smile / Small Frown Pattern (President Business)",Yellow,male,older adult,happy
,3626cpb1244,3,"Minifigure, Head Dual Sided Brown Unibrow, Cheek Lines, Open Mouth Smile / Small Frown Pattern (President Business)",Yellow,male,older adult,frown
,3626cpb1591,3,"Minifigure, Head Dual Sided Dark Tan Eyebrows and Stubble Beard, Happy / Raised Left Eyebrow, Lost Pattern",Yellow,male,young adult,happy
,3626cpb1591,3,"Minifigure, Head Dual Sided Dark Tan Eyebrows and Stubble Beard, Happy / Raised Left Eyebrow, Lost Pattern",Yellow,male,young adult,frown
,3626cpb2361,3,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Closed Eyes and Wide Open Mouth / Lopsided Happy with Teeth Pattern (Rex Dangervest)",Yellow,male,young adult,happy
,3626cpb2361,3,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Closed Eyes and Wide Open Mouth / Lopsided Happy with Teeth Pattern (Rex Dangervest)",Yellow,male,young adult,happy
,3626cpb2315,3,"Minifigure, Head Dual Sided Reddish Brown Unibrow, Open Mouth Smile, Raised Unibrow / Lowered Unibrow Pattern (President Business)",Yellow,male,older adult,happy
,3626cpb2315,3,"Minifigure, Head Dual Sided Reddish Brown Unibrow, Open Mouth Smile, Raised Unibrow / Lowered Unibrow Pattern (President Business)",Yellow,male,older adult,happy
,3626cpb1101,3,"Minifigure, Head Dual Sided Winking and Lopsided Smile / Closed Eyes and Yawning Pattern (Emmet)",Yellow,male,young adult,happy
,3626cpb1101,3,"Minifigure, Head Dual Sided Winking and Lopsided Smile / Closed Eyes and Yawning Pattern (Emmet)",Yellow,male,young adult,smirk
,3626bpb0368,3,"Minifigure, Head Dual Sided Huge Happy, White Pupils, Eyebrows / Sad with Tear, Convex Eyebrows Pattern",Yellow,neutral,young adult,happy
,3626bpb0368,3,"Minifigure, Head Dual Sided Huge Happy, White Pupils, Eyebrows / Sad with Tear, Convex Eyebrows Pattern",Yellow,neutral,young adult,sad
,3626cpb1050,3,"Minifigure, Head Dual Sided Silver Sunglasses with Vertical Lines / Scribble-Face Smile Pattern",Yellow,neutral,young adult,happy
,3626cpb1050,3,"Minifigure, Head Dual Sided Silver Sunglasses with Vertical Lines / Scribble-Face Smile Pattern",Yellow,neutral,young adult,sad
,3626bpb0398,3,"Minifigure, Head Dual Sided Stubble Smile / Crinkled Mouth and Inverted Eyebrows Pattern",Yellow,male,young adult,happy
,3626bpb0398,3,"Minifigure, Head Dual Sided Stubble Smile / Crinkled Mouth and Inverted Eyebrows Pattern",Yellow,male,young adult,sad
,3626cpb0398,3,"Minifigure, Head Dual Sided Stubble Smile / Crinkled Mouth and Inverted Eyebrows Pattern",Yellow,male,young adult,happy
,3626cpb0398,3,"Minifigure, Head Dual Sided Stubble Smile / Crinkled Mouth and Inverted Eyebrows Pattern",Yellow,male,young adult,sad
,3626cpb2608,3,"Minifigure, Head Dual Sided White Headband with Sand Blue Square Symbol, Smile / Gritted Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb2608,3,"Minifigure, Head Dual Sided White Headband with Sand Blue Square Symbol, Smile / Gritted Teeth Pattern",Yellow,neutral,young adult,scared
,3626cpb2317,3,"Minifigure, Head Dual Sided Black Thick Eyebrows and Stubble, Closed Eyes Open Mouth / Smirk with Lowered Eyebrows Pattern",Yellow,male,young adult,happy
,3626cpb2317,3,"Minifigure, Head Dual Sided Black Thick Eyebrows and Stubble, Closed Eyes Open Mouth / Smirk with Lowered Eyebrows Pattern",Yellow,male,young adult,smirk
,3626bpb0358,3,"Minifigure, Head Dual Sided Power Miner Thin Eyebrows, Determined / Open Mouth Happy with Teeth Pattern",Yellow,neutral,young adult,happy
,3626bpb0358,3,"Minifigure, Head Dual Sided Power Miner Thin Eyebrows, Determined / Open Mouth Happy with Teeth Pattern",Yellow,neutral,young adult,smirk
,3626bpb0514,3,"Minifigure, Head Beard Gray with Gray Eyebrows, Sideburns, Wide Happy and White Pupils Pattern",Yellow,male,young adult,happy
,3626cpb1219,3,"Minifigure, Head Beard Stubble, Black Bushy Eyebrows, Sideburns, Crow's Feet, Happy with Teeth Pattern",Yellow,male,older adult,happy
,3626bpb0606,3,"Minifigure, Head Beard Stubble, Brown Eyebrows, White Pupils, Crow's Feet, Happy Pattern",Yellow,male,older adult,happy
,3626bpx288,3,"Minifigure, Head Beard with Thick Gray Eyebrows, Angular Beard, Crooked Smile with Teeth, White Pupils Pattern",Yellow,male,young adult,happy
,3626cpx288,3,"Minifigure, Head Beard with Thick Gray Eyebrows, Angular Beard, Open White Mouth, White Pupils Pattern",Yellow,male,young adult,happy
,3626cpb2199,3,"Minifigure, Head Beard with Thick Gray Eyebrows, Angular Beard, Open White Mouth, White Pupils Pattern",Yellow,male,young adult,happy
,3626cpb2180,3,"Minifigure, Head Black Eyebrows, Moustache, Goatee, Stubble, Wide Happy with Teeth Pattern",Yellow,male,young adult,happy
,3626bpb0604,3,"Minifigure, Head Black Eyebrows, White Pupils, Chin Dimple, Crow's Feet, Open Mouth Smile with Teeth Pattern",Yellow,neutral,older adult,happy
,3626bpb0611,3,"Minifigure, Head Black Eyebrows, White Pupils, Wrinkles, Open Mouth Smile with Teeth Pattern",Yellow,neutral,older adult,happy
,3626cpb1125,3,"Minifigure, Head Black Eyes, Open Mouth Smile and Curly Brown Moustache Pattern (Western Emmet)",Yellow,male,young adult,happy
,3626cpb1822,3,"Minifigure, Head Black Wide Eyebrows, Wide Happy Showing Teeth, Dark Tan Dimple and Chin Pattern",Yellow,neutral,young adult,happy
,3626cpb1482,3,"Minifigure, Head Brown Eyebrows and Goatee, White Pupils, Crow's Feet, Smile with Teeth Pattern",Yellow,male,older adult,happy
,3626cpb1466,3,"Minifigure, Head Brown Eyebrows, Goatee and Moustache, White Pupils, Gray Soot Marks Pattern",Yellow,male,young adult,happy
,3626bpb0861,3,"Minifigure, Head Brown Eyebrows, Raised Right Eyebrow, Cheek Lines, Open Mouth Smile with Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb0505,3,"Minifigure, Head Face Paint with Blue and White Painted Cheeks and Happy Pattern",Yellow,neutral,young adult,happy
,3626cpb1000,3,"Minifigure, Head Face Paint with Blue Swirls, Black Eyebrows and Happy Pattern",Yellow,neutral,young adult,happy
,3626cpb1134,3,"Minifigure, Head Glasses Rectangular, Black and Brown Beard and Moustache, Bushy Eyebrows, Smile with Teeth Pattern",Yellow,male,young adult,happy
,3626bpb0460,3,"Minifigure, Head Glasses with Monocle on Chain and Bushy Dark Bluish Gray Eyebrows and Moustache Pattern",Yellow,male,young adult,happy
,3626cpb0460,3,"Minifigure, Head Glasses with Monocle on Chain and Bushy Dark Bluish Gray Eyebrows and Moustache Pattern",Yellow,male,young adult,happy
,3626bpb0467,3,"Minifigure, Head Glasses with Purple Sunglasses with Silver Frames, Happy Pattern",Yellow,neutral,young adult,happy
,3626bpb0119,3,"Minifigure, Head Glasses with Thin Silver Sunglasses, Big Happy Pattern",Yellow,neutral,young adult,happy
,3626cpb0992,3,"Minifigure, Head Glasses with Trans-Black Sunglasses, Dark Brown Eyebrows and Cheek Lines Pattern",Yellow,neutral,young adult,happy
,3626bpb0542,3,"Minifigure, Head Glasses, Pink and Silver, Gray Eyebrows, Open Mouth with Teeth Pattern",Yellow,neutral,young adult,happy
,3626cpb1417,3,"Minifigure, Head Gray Eyebrows Raised and Bushy Moustache, Wrinkles, White Pupils and Happy Pattern",Yellow,male,older adult,happy
,3626bpb0302,3,"Minifigure, Head Male Arched Eyebrow, White Teeth with Gold Tooth, Coarse Stubble Pattern",Yellow,male,young adult,happy
,3626cpb0302,3,"Minifigure, Head Male Arched Eyebrow, White Teeth with Gold Tooth, Coarse Stubble Pattern",Yellow,male,young adult,happy
,3626bpx303,3,"Minifigure, Head Male Arched Eyebrow, White Teeth with Gold Tooth, Fine Stubble and Line under Mouth Pattern",Yellow,male,young adult,happy
,3626bpb0362,3,"Minifigure, Head Male Arched Eyebrow, White Teeth, Course Stubble, Jewel over Left Eye Pattern",Yellow,male,young adult,happy
,3626bpb0428,3,"Minifigure, Head Male Black Crooked Eyebrows, Vertical Cheek Lines, White Mouth and White Pupils Pattern",Yellow,male,young adult,happy
,3626cpb0856,3,"Minifigure, Head Male Black Eye Mask Black with Eye Holes and Thin Moustache Pattern",Yellow,male,young adult,happy
