Image,Item No.,Description,Expression 1,Expression 2,Color,,,Young Child,Youth/Younger Adult,Older Adult,,,,,,,,,,,
,3626bp61,"Minifigure, Head Moustache Ice Planet White and White Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0652,"Minifigure, Head Moustache Mutton Chops, Dark Orange Sideburns, Bushy Eyebrows, Goatee, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0652,"Minifigure, Head Moustache Mutton Chops, Dark Orange Sideburns, Bushy Eyebrows, Goatee, White Pupils Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx121,"Minifigure, Head Moustache Pointed, Black Hair and Sideburns, Open Mouth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx81,"Minifigure, Head Moustache Pointed, Goatee and Stubble Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0186,"Minifigure, Head Moustache Raised Eyebrow, White Teeth with Missing Tooth and Lower Lip Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx120,"Minifigure, Head Moustache Red Goatee Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx122,"Minifigure, Head Moustache Red, Eyebrows and Hair Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0057,"Minifigure, Head Moustache Red, Headset, Red Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpa5,"Minifigure, Head Moustache Scruffy Raised Eyebrows, Smirk Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0012,"Minifigure, Head Moustache Thin, Stubble and Sideburns Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx96,"Minifigure, Head Moustache Wavy, Goatee and Bushy Eyebrows Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx108,"Minifigure, Head Moustache, Stubble and Bald Hair Part Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx13,"Minifigure, Head Moustache, Stubble and Messy Hair Black Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626apb04,"Minifigure, Head Moustache, Stubble and Messy Hair Black Pattern - Solid ",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626apb08,"Minifigure, Head Moustache, Stubble and Sideburns Brown Pattern - Solid StudX Catalog: Parts: Minifigure, Head",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0117,"Minifigure, Head NBA with Lips and Goatee and Hair Stripes Pattern",Smile,,Yellow,NBA,,,,1,,,,,,,,,,,
,3626cpb2647,"Minifigure, Head Reddish Brown Eyebrows and Moustache, Black Eyepatch, Gray Goatee, Smile with White Teeth, and Red Beard Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2087,"Minifigure, Head Reddish Brown Eyebrows and Sideburns, Lopsided Happy with Teeth Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2473,"Minifigure, Head Reddish Brown Eyebrows, Moustache Stubble and Goatee Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2523,"Minifigure, Head Sideburns and Worried Look Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2697,"Minifigure, Head Thick Dark Tan Eyebrows, Glasses, Cheek Lines, Dimples, Neutral Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1397,"Minifigure, Head White Moustache, Goatee and Eyebrows, Brown Forehead and Cheek Lines, Slight Smile Pattern",Smile,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2610,"Minifigure, Head Dual Sided Black Eyebrows, Med. Nougat Cheek Lines, Smile Showing Teeth / Singing with Eyes Closed Pattern",Smirk,Annoyed,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2312,"Minifigure, Head Dual Sided Black Eyebrows Left Raised, Lopsided Smile, Black Eyes / Sunglasses Pattern",Smirk,Smirk,Yellow,,,,1,1,,,,,,,,,,,
,3626cpb2784,"Minifigure, Head Black Eyepatch with Gold Skull, Dark Turquoise Eyebrow and Bright Pink Tongue Pattern",Smirk,,Yellow,,,,1,1,,,,,,,,,,,
,3626cpb2758,"Minifigure, Head Black Moustache Fu Manchu, Winking Eye, Laugh Lines Pattern",Smirk,,Yellow,,,1,,1,,,,,,,,,,,
,3626bpb0738,"Minifigure, Head Brown Eyebrows, Lopsided Smile, Chin Dimple and Wink Pattern",Smirk,,Yellow,,,,1,1,,,,,,,,,,,
,3626cpb1760,"Minifigure, Head Dual Sided Black Eyebrows, Scar Across Left Eye, Smirk / Orange Rimmed Eyes, Gold Pupils, Scowl Pattern",Smirk,Angry,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2407,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Scar, White Pupils, Smile / Gold Pupils, Fire, Angry Pattern",Smirk,Angry,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2446,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, White Pupils, Lopsided Smile / Black Eyebrows, Flat Silver Eyes, Energy, Angry Pattern (Jay)",Smirk,Angry,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2549,"Minifigure, Head Dual Sided, Reddish Brown Eyebrows, Green Eyes, Lopsided Happy Further Right / HUD with Black Screen, Medium Azure Highlights Pattern",Smirk,Angry,Yellow,Masked,,1,1,,,,,,,,,,,,
,3626cpb2036,"Minifigure, Head Dual Sided Smile with Silver Headset and Orange Head-Up Display (HUD) / Frown Pattern",Smirk,Frown,Yellow,,,1,,,,,,,,,,,,,
,3626cpb2439,"Minifigure, Head Dual Sided Bandage, Dark Brown Bushy Eyebrows, Winking Left Eye, Lopsided Big Smile / Scared Pattern",Smirk,Scared,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2454,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Scar, Lopsided Smile / Scared Pattern",Smirk,Scared,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2567,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Scar, Open Mouth Smile / Scared Pattern",Smirk,Scared,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1337,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Brown Chin Dimple, Mouth Open Scared / Mouth Closed Stern Pattern",Smirk,Scared,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1879,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Scared / Lopsided Smile Pattern",Smirk,Scared,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2703,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Med. Nougat Cheek and Chin Lines, Smile with Teeth / Scared Pattern",Smirk,Scared,Yellow,,,1,,,,,,,,,,,,,
,3626bpb0654,"Minifigure, Head Dual Sided Thin Smirk, Raised Eyebrow / Scared with Teeth Pattern",Smirk,Scared,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb0654,"Minifigure, Head Dual Sided Thin Smirk, Raised Eyebrow / Scared with Teeth Pattern",Smirk,Scared,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2284,"Minifigure, Head Dual Sided Winking Smile / Open Mouth Scared Pattern (Emmet)",Smirk,Scared,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2529,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Med. Nougat Freckles / HUD with Black Screen, Medium Azure Highlights Pattern",Smirk,Smirk,Yellow,Masked,,1,1,,,,,,,,,,,,
,3626cpb2153,"Minifigure, Head Black Eyebrows Thick, White Pupils, Orange Chin Dimple, Crooked Smile Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2539,"Minifigure, Head Black Eyebrows, Left Lowered, Lopsided Happy, Sly Expression Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpb0547,"Minifigure, Head Black Eyebrows, Lopsided Smile and Wink Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1233,"Minifigure, Head Black Eyebrows, Raised Left Eyebrow, White Pupils, Crooked Happy with Teeth Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2603,"Minifigure, Head Black Eyebrows, Red Tongue Sticking Out, Med. Nougat Bandage on Left Cheek Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1717,"Minifigure, Head Black Eyebrows, Reddish Brown Dimples, Lopsided Open Mouth Happy Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2519,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Scuff, Lopsided Happy Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1769,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Scuff, Open Mouth Smile Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1950,"Minifigure, Head Black Eyebrows, Winking Right Eye, White Pupil Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1535,"Minifigure, Head Black Thick Angry Eyebrows, Lopsided Happy Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2779,,Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpb0278,"Minifigure, Head Brown Eyebrows, White Pupils, Lopsided Smile with Black Dimple Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb0278,"Minifigure, Head Brown Eyebrows, White Pupils, Lopsided Smile with Black Dimple Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1286,"Minifigure, Head Brown Eyebrows, White Pupils, Lopsided Smile with Brown Dimple Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1508,"Minifigure, Head Child Brown Eyebrows, Raised Left Eyebrow, Freckles, White Pupils, Crooked Smile Pattern",Smirk,,Yellow,,,1,,,,,,,,,,,,,
,3626cpb1823,"Minifigure, Head Glasses, Orange and Copper Sunglasses, Black Eyebrows, Right Raised Eyebrow, Smirk Pattern",Smirk,,Yellow,Sunglasses,,1,1,,,,,,,,,,,,
,3626bp7a,"Minifigure, Head Male Brown Hair over Eye and Black Eyebrows Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpb0435,"Minifigure, Head Male Crooked Smile, Black Eyes with White Pupils, Black Eyebrows Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpb0125,"Minifigure, Head Male HP Tom Riddle with Black Eyelashes and White Pupils, Arched Right Brow, Chin Dimple Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpb0221,"Minifigure, Head Male Pupils, Black Hair, Eyebrows and Wide Smile Pattern (Jayko)",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626bps5,"Minifigure, Head Male Smirk and Brown Eyebrows Pattern (SW Han Solo)",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cps5,"Minifigure, Head Male Smirk and Brown Eyebrows Pattern (SW Han Solo)",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpx134,"Minifigure, Head Male Spiky Black Hair, Nose Freckles and Smirk Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1455,"Minifigure, Head Male Stern Black Eyebrows, White Pupils and Smirk Pattern (Kai)",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1216,"Minifigure, Head Male Stern Black Eyebrows, White Pupils, Happy Pattern (Lloyd)",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626bpb0055,"Minifigure, Head Male White Eyes, White Hair, White Teeth, Happy, Gap Tooth Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2089,"Minifigure, Head Orange Eyebrows, Winking Left Eye, Open Mouth with Teeth and Tongue Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2554,"Minifigure, Head Red Headband/Mask, Black Eyebrows with Scar on Right, Lopsided Happy Pattern",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb1869,"Minifigure, Head Reddish Brown Eyebrows, Green Eyes, Lopsided Open Mouth Happy Pattern (Lloyd)",Smirk,,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2563,"Minifigure, Head Dual Sided Thick Black Eyebrows, Lopsided Open Mouth / HUD with Black Screen, Medium Azure Highlights Pattern",Smirk,Angry,Yellow,Masked,, ,1,1,,,,,,,,,,,
,3626cpb0857,"Minifigure, Head Male Black Eyebrows, Chin Dimple and Lopsided Happy Pattern",Smirk,,Yellow,,, ,1,1,,,,,,,,,,,
,3626bpb0586,"Minifigure, Head Dual Sided Black Curved Eyebrows, Brown Chin Dimple, Laughing / Worried Pattern",Smirk,Frown,Yellow,,,,1,,,,,,,,,,,,
,3626cpb0586,"Minifigure, Head Dual Sided Black Curved Eyebrows, Brown Chin Dimple, Laughing / Worried Pattern",Smirk,Frown,Yellow,,,,1,,,,,,,,,,,,
,3626cpb2541,"Minifigure, Head Dual Sided Reddish Brown Eyebrows, Green Eyes, Lopsided Happy / HUD with Black Screen, Medium Azure Highlights Pattern",Smirk,Neutral,Yellow,Masked,,,1,,,,,,,,,,,,
,3626cpb1359,"Minifigure, Head Dual Sided Black Glasses, Crooked Smile / Sunglasses, Clenched Teeth Pattern",Smirk,Scared,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1974,"Minifigure, Head Dual Sided Black Eyebrows, Wide Smile, Chin / Eyes Closed, Singing Pattern",Smirk,Sleepy,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1506,"Minifigure, Head Dual Sided Dark Tan Eyebrows, Cheek Lines, Smile with Right Eye Winking / Smile with Teeth Pattern",Smirk,Smirk,Yellow,Wink,,,1,,,,,,,,,,,,
,3626bpb0584,"Minifigure, Head Dual Sided Snarling / Raised Eyebrows Pattern",Smirk,Surprised,Yellow,,,,1,,,,,,,,,,,,
,3626cpb0584,"Minifigure, Head Dual Sided Snarling / Raised Eyebrows Pattern",Smirk,Surprised,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0740,"Minifigure, Head Dark Brown Eyebrows, Smile and Beads of Sweat Pattern",Smirk,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb1290,"Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern",Smirk,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626bpb0468,"Minifigure, Head Glasses with Black and Silver Sunglasses, Chin Dimple Pattern",Smirk,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626cpb0468,"Minifigure, Head Glasses with Black and Silver Sunglasses, Chin Dimple Pattern",Smirk,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626cpb1179,"Minifigure, Head Glasses with Black Sunglasses Large and Lopsided Smile Wide with Teeth Pattern",Smirk,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626cpb1837,"Minifigure, Head Glasses with Blue Sunglasses, Black Eyebrows, Left Eyebrow Raised Pattern",Smirk,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626cpb0469,"Minifigure, Head Glasses with Orange Sunglasses, Brown Eyebrows and Crooked Smile Pattern",Smirk,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0053,"Minifigure, Head Glasses with Small Black Sunglasses, Smirk Pattern (Snap)",Smirk,,Yellow,Sunglasses,,,1,,,,,,,,,,,,
,3626bpb0537,"Minifigure, Head Male Black Eyebrows Furrowed, Open Mouth Smile with Teeth and Tongue, White Pupils Pattern",Smirk,,Yellow,,,,1,,,,,,,,,,,,
,3626cpb0537,"Minifigure, Head Male Black Eyebrows Furrowed, Open Mouth Smile with Teeth and Tongue, White Pupils Pattern",Smirk,,Yellow,,,,1,,,,,,,,,,,,
,3626bpx90,"Minifigure, Head Male Messy Orange Hair and Black Sideburns Pattern",Smirk,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0123,"Minifigure, Head Male White Bandage with Blood, Side Open Mouth Pattern",Smirk,,Yellow,,,,1,,,,,,,,,,,,
,3626bpb0596,"Minifigure, Head Dual Sided Arched Eyebrows and Goatee, Smile / Angry Pattern",Smirk,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1893,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Smile / Angry Pattern (Cole)",Smirk,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1509,"Minifigure, Head Dual Sided Black Thick Eyebrows, White Pupils, Orange Chin Dimple, Crooked Smile / Open Mouth Angry Pattern",Smirk,Angry,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2287,"Minifigure, Head Dual Sided Lopsided Smile / Angry Pattern (Emmet)",Smirk,Angry,Yellow,,,,1,,,,,,,,,,,,
,3626cpb0995,"Minifigure, Head Dual Sided Beard Stubble Dark Red, Sideburns, Goatee, Curved Black Eyebrows, Lopsided Open Happy / Determined Pattern",Smirk,Annoyed,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1345,"Minifigure, Head Dual Sided Dark Orange Eyebrows, Crooked Smile with Teeth / Determined, Closed Mouth Pattern",Smirk,Annoyed,Yellow,,,,1,,,,,,,,,,,,
,3626bpx169,"Minifigure, Head Dual Sided HP Ron / Crabbe Pattern",Smirk,Annoyed,Yellow,,,1,1,,,,,,,,,,,,
,3626cpb2303,"Minifigure, Head Dual Sided Black Eyebrows, Stubble, Happy, Tongue / Angry Pattern (Rex Dangervest)",Smirk,Frown,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2461,"Minifigure, Head Dual Sided Dark Brown Eyebrows and Soul Patch, Smirk / Frown Pattern",Smirk,Frown,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0299,"Minifigure, Head Dual Sided Sunglasses, Headset / Angry Eyebrows and Scowl, White Pupils Pattern",Smirk,Frown,Yellow,Sunglasses,,,1,1,,,,,,,,,,,
,3626cpb0879,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Lines, Smile / Breathing Apparatus Pattern",Smirk,Frown,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1504,"Minifigure, Head Dual Sided Dark Orange Eyebrows with Scar, Goatee, Freckles, Determined / Smile with Teeth, Eyes Closed Pattern",Smirk,Happy,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2460,"Minifigure, Head Dual Sided Stubble, Dimpled Chin, Angry Scowl with Tongue / Smile with Teeth Pattern",Smirk,Happy,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1348,"Minifigure, Head Dual Sided Black Digital Sunglasses, Stubble, Crooked Open Mouth Smile / Determined, Closed Mouth Pattern",Smirk,Neutral,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1804,"Minifigure, Head Dual Sided Brown Thick Eyebrows, Curly Moustache, Smirk / Thick Moustache, Bushy Beard Pattern",Smirk,Neutral,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0870,"Minifigure, Head Dual Sided Light Brown Eyebrows and Beard, Scar, Open Mouth with Teeth / Breathing Apparatus Pattern",Smirk,Neutral,Yellow,Breathing apparatus),,,,1,,,,,,,,,,,
,3626cpb1961,"Minifigure, Head Dual Sided Black Eyebrows, Determined / Scared with Stone Cracks Pattern",Smirk,Sad,Yellow,,,,1,1,,,,,,,,,,,
,3626bpx117,"Minifigure, Head Dual Sided Thick Brown Eyebrows Determined / Scared Open Mouth Pattern",Smirk,Scared,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2750,"Minifigure, Head Dual Sided Black Eyebrows, Thin Moustache and Beard, Raised Right Eyebrow / Eyes Closed Pattern",Smirk,Sleepy,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1549,"Minifigure, Head Beard Gray Stubble, Black Moustache and Angry Eyebrows, Lines under Eyes, Smirk Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0323,"Minifigure, Head Beard Red-Brown, Sneer, Eyepatch Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1596,"Minifigure, Head Beard Reddish Brown, Bushy Eyebrows, Sideburns, White Pupils, Lopsided Smile Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2756,"Minifigure, Head Beard Stubble Black Eyepatch with Copper and Orange Eyepiece Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1432,"Minifigure, Head Beard Stubble Dark Red, Reddish Brown Eyepatch with Copper Eyepiece Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1330,"Minifigure, Head Beard Stubble, Black Eyebrows, Scar on Right Eyebrow, Open Mouth with Teeth Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1965,"Minifigure, Head Beard Stubble, Black Raised Right Eyebrow, Smirk Angled to Right, White Pupils Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0653,"Minifigure, Head Beard Stubble, Black Raised Right Eyebrow, White Pupils Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0653,"Minifigure, Head Beard Stubble, Black Raised Right Eyebrow, White Pupils Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0495,"Minifigure, Head Beard Stubble, Brown Eyebrows, Crooked Smile, White Pupils and Scar Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0495,"Minifigure, Head Beard Stubble, Brown Eyebrows, Crooked Smile, White Pupils and Scar Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1226,"Minifigure, Head Beard Stubble, Dark Tan Eyebrows, Crow's Feet, Lopsided Smile Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1193,"Minifigure, Head Beard Stubble, Raised Left Eyebrow, Headset and Smile Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0497,"Minifigure, Head Beard Stubble, Sideburns, Goatee and Red Scar Pattern (Jake Raines)",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0497,"Minifigure, Head Beard Stubble, Sideburns, Goatee and Red Scar Pattern (Jake Raines)",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0161,"Minifigure, Head Beard with Goatee, Unibrow and Eye Whites Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0742,"Minifigure, Head Black Eyebrows, Cheek Lines and Swim Goggles Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0776,"Minifigure, Head Black Eyebrows, Raised Right Eyebrow, Crooked Smile Pattern",Smirk,,Yellow,,,,1,1,,,,,,,,,,,
,3626cpb1599,"Minifigure, Head Black Eyebrows, White Pupils, Black and Silver Headset Pattern",Smirk,,Yellow,,,,1,1,,,,,,,,,,,
,3626bpb0741,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Crooked Happy with Teeth Pattern",Smirk,,Yellow,,,,1,1,,,,,,,,,,,
,3626cpb1828,"Minifigure, Head Black Thick Eyebrows, Reddish Brown Crow's Feet and Cheek Lines Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0744,"Minifigure, Head Brown Eyebrows, Cheek Lines, Open Mouth on One Side and Beads of Sweat Pattern",Smirk,,Yellow,,,,,1,"wrinkles, sweat",,,,,,,,,,
,3626cpb1214,"Minifigure, Head Dark Brown Eyebrows, Crooked Smile and Laugh Lines Pattern",Smirk,,Yellow,,,,1,1,,,,,,,,,,,
,3626cpb2146,"Minifigure, Head Dark Brown Eyebrows, Lopsided Happy, Med. Nougat Anchor Beard Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2085,"Minifigure, Head Dark Brown Eyebrows, Muttonchops, and Soul Patch Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1457,"Minifigure, Head Dark Brown Thick Eyebrows and Goatee, White Pupils, Smirk and Cheek Lines Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1291,"Minifigure, Head Dark Orange Eyebrows and Beard, Broken Tooth, Determined Happy, Pupils Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1812,"Minifigure, Head Dark Tan Eyebrows and Stubble, Black Eyes, Crooked Happy Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2716,"Minifigure, Head Dark Tan Eyebrows, Cheek Lines, Smile with Right Eye Winking Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1316,"Minifigure, Head Glasses Digital with Light Brown Eyebrows and Chin Dimple Pattern",Smirk,,Yellow,Sunglasses,,,1,1,,,,,,,,,,,
,3626bpb0114,"Minifigure, Head Glasses with Black Sunglasses, Goatee and Headset Pattern",Smirk,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626bpb0202,"Minifigure, Head Glasses with Black Sunglasses, Partially Open Mouth, Sideburns and Stubble Pattern",Smirk,,Yellow,Sunglasses,,,,1,,,,,,,,,,,
,3626cpb1182,"Minifigure, Head Glasses with Blue Sunglasses and Crooked Smile Pattern",Smirk,,Yellow,Sunglasses,,,1,1,,,,,,,,,,,
,3626cpb0587,"Minifigure, Head Glasses with Silver Round Frames, Dark Tan Sideburns Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0189,"Minifigure, Head Glasses with Silver Sunglasses with Ribbon, Aggravated Happy Pattern",Smirk,,Yellow,Sunglasses,,,1,1,,,,,,,,,,,
,3626bpb0193,"Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Happy Pattern",Smirk,,Yellow,Sunglasses,,,1,1,,,,,,,,,,,
,3626cpb0193,"Minifigure, Head Glasses with Silver Sunglasses, Black Eyebrows Pointed, Thin Happy Pattern",Smirk,,Yellow,Sunglasses,,,1,1,,,,,,,,,,,
,3626cpb2540,"Minifigure, Head Glasses, Orange Sunglasses with Silver Frames, Lopsided Happy, Thick Sideburns Pattern",Smirk,,Yellow,Sunglasses,,,1,1,,,,,,,,,,,
,3626bpb0921,"Minifigure, Head Male Black Angry Eyebrows, Evil Happy with Teeth, Wrinkles Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0530,"Minifigure, Head Male Crooked Smile, Black Eyebrows, White Pupils, Chin Dimple Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb0530,"Minifigure, Head Male Crooked Smile, Black Eyebrows, White Pupils, Chin Dimple Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1217,"Minifigure, Head Male Dark Brown Bushy Eyebrows, Cheek Lines and Lopsided Smile Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb2428,"Minifigure, Head Male Eyepatch Silver with Rivets, Gold Tooth, Smile Pattern (MetalBeard)",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx91,"Minifigure, Head Male HP Hagrid Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpb0095,"Minifigure, Head Male Open Mouth and Raised Eyebrow and Headset Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626bpx51,"Minifigure, Head Male Open Mouth, Gray Eyes with White Pupils, Thin Black Eyebrows and Headset Pattern",Smirk,,Yellow,,,,,1,,,,,,,,,,,
,3626cpb1735,"Minifigure, Head Male Raised Bushy Eyebrows, White Pupils, Chin Dimple, Open Mouth Crooked Smile Pattern (Cole)",Smirk,,Yellow,,,,,1,,,,,,,,,,,
