item_number,description,category
but040,"Shirt with 6 Buttons - Blue, White Legs, Brown Female Hair",Town
twn129,"Shirt with Female Rainbow Stars Pattern, Blue Legs, Dark Orange Female Hair Mid-Length",Town
twn128,"Shirt with Female Rainbow Stars Pattern, Blue Legs, Dark Red Hair Ponytail Long with Side Bangs",Town
cty0233a,"Shirt with Female Rainbow Stars Pattern, Blue Legs, Reddish Brown Ponytail Hair, Black Eyebrows",Town
cty0233,"Shirt with Female Rainbow Stars Pattern, Blue Legs, Reddish Brown Ponytail Hair, Brown Eyebrows",Town
cty0249,"Shirt with Female Rainbow Stars Pattern, Blue Legs, Reddish Brown Ponytail Hair, Life Jacket",Town
cty0249a,"Shirt with Female Rainbow Stars Pattern, Blue Legs, Reddish Brown Ponytail Hair, Life Jacket Center Buckle",Town
twn204,"Shirt with Female Rainbow Stars Pattern, Dark Azure Short Legs, Glasses, Dark Brown Hair",Town
twn204a,"Shirt with Female Rainbow Stars Pattern, Dark Azure Short Legs, Glasses, Eyelashes, Dark Brown Hair",Town
twn130,"Shirt with Female Rainbow Stars Pattern, Dark Purple Short Legs, Tan Ponytail Hair",Town
twn110,"Shirt with Female Rainbow Stars Pattern, Green Legs, Black Bob Cut Hair",Town
cty0819,"Shirt with Female Rainbow Stars Pattern, Medium Azure Legs, Reddish Brown Ponytail Hair, Black Eyebrows",Town
twn114,"Shirt with Female Rainbow Stars Pattern, Orange Legs, Black Ponytail Hair",Town
cty0182,"Shirt with Female Rainbow Stars Pattern, White Legs, Black Bob Cut Hair",Town
twn078,"Shirt with Female Rainbow Stars Pattern, White Legs, Dark Red Hair Ponytail Long with Side Bangs",Town
sp120,Shuttle Astronaut - Female,Town
sp123,"Shuttle Astronaut - Female, Smile with Teeth",Town
sp121,Shuttle Astronaut - Male,Town
sp124,"Shuttle Astronaut - Male, Thin Grin with Teeth",Town
sp065,Shuttle Astronaut with NASA Sticker on Torso,Town
sp122,Shuttle Ground Crew Member,Town
cty0940,Skateboarder,Town
cty1332,"Skateboarder - Boy, Banana Shirt, Dark Azure Helmet, Backpack, Medium Blue Short Legs",Town
cty0720,Skateboarder - Lime and Black Jacket,Town
cty1138,"Skateboarder - Male, Lime Hoodie, Blue Legs, Dark Azure Helmet",Town
cty0147,"Skateboarder, Red Shirt with Silver Logos, Dark Blue Arms, Light Bluish Gray Short Legs, Male Messy Red Hair",Town
cty1230,"Skater - Girl, Dark Turquoise Jacket, Dark Pink Short Legs, Dark Purple Helmet, Bright Light Yellow Hair",Town
cty1238,"Skater - Tank Top with Surfer Silhouette, Sand Blue Legs, Red Cap, Black Angular Beard",Town
gen099,"Skeleton with Standard Skull, Bent Arms Horizontal Grip",Town
gen147,"Skeleton with Standard Skull, Black Top Hat",Town
cty1079,"Ski Patrol Member - Female, Dark Blue Helmet",Town
cty1083,"Ski Patrol Member - Female, Red Jacket, Dark Blue Cap, Ponytail",Town
cty1078,"Ski Patrol Member - Male, Dark Blue Helmet",Town
cty1086,"Ski Shop Clerk - Male, Green Jacket over Raccoon Shirt, Black Hair",Town
cty0857,Skier,Town
cty1088,"Skier - Female, Bright Light Blue Hoodie, Medium Azure Ski Helmet, Ponytail",Town
cty0991,"Skier Female, Dark Azure Jacket and Helmet, Goggles with Peach Lips",Town
cty0978,"Sky Police - Jail Prisoner 50380 Prison Stripes, Scowl with Teeth, Dark Bluish Gray Hair with Sideburns",Town
cty0954,"Sky Police - Jail Prisoner 50380 Prison Stripes, Stubble, Dark Red Knit Cap",Town
cty0979,"Sky Police - Jail Prisoner 50382 Prison Stripes, Female, Scowl with Peach Lips, Black Ponytail",Town
cty0998,"Sky Police - Jail Prisoner 50382 Prison Stripes, Female, Scowl with Red Lips and Open Mouth, Black Helmet",Town
cty0988,"Sky Police - Jail Prisoner 86753 Prison Stripes, Scowl with Open Mouth and Headset, Dark Red Knit Cap",Town
cty0993,"Sky Police - Jail Prisoner Jacket over Prison Stripes, Black Helmet, Oxygen Mask",Town
cty0994,"Sky Police - Jail Prisoner Jacket over Prison Stripes, Female, Black Helmet",Town
cty0999,"Sky Police - Jail Prisoner Jacket over Prison Stripes, Neck Bracket (for Parachute)",Town
cty0953,Sky Police - Jet Pilot,Town
cty0995,Sky Police - Jet Pilot with Neck Bracket (for Jet Pack),Town
cty0980,Sky Police - Jet Pilot with Oxygen Mask,Town
cty0997,Sky Police - Jet Pilot with Oxygen Mask and Headset,Town
cty1003,"Sky Police - Jet Pilot, Female with Neck Bracket (for Jet Pack)",Town
cty1000,"Sky Police - Jet Pilot, Female with Neck Bracket (for Parachute)",Town
cty1299,Sleet,Town
cty1100,Slick Salesman,Town
cty0990,"Snow Groomer Operator - Male, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Blue Legs, Black Knit Cap, Moustache and Sideburns",Town
cty1087,"Snowboarder - Male, Medium Blue Jacket, Light Bluish Gray Sports Helmet",Town
cty0520,Snowplow Driver,Town
cty1425,"Space Engineer - Female, Neon Yellow Safety Vest, Bright Light Blue Legs, Red Construction Helmet with Dark Brown Hair",Town
cty1426,"Space Engineer - Male, Neon Yellow Safety Vest, Bright Light Blue Legs, Red Construction Helmet, Orange Safety Glasses",Town
cty0600,"Space Engineer, Male, Orange Vest, Dark Blue Legs, White Construction Helmet, Goggles",Town
cty0557,"Space Engineer, Male, Orange Vest, Dark Blue Legs, White Construction Helmet, Stubble",Town
spp002,"Space Port - Astronaut 2 Red Buttons, White Legs with Light Gray Hips, Female",Town
spp017,"Space Port - Astronaut C1, White Legs with Black Hips",Town
spp003,"Space Port - Astronaut C1, White Legs with Light Gray Hips",Town
spp005,"Space Port - Astronaut C1, White Legs with Light Gray Hips, Breathing Apparatus",Town
spp006,"Space Port - Astronaut C1, White Legs with Light Gray Hips, Rocket Pack",Town
spp001,"Space Port - Astronaut C1, White Legs, Blue Cap",Town
spp016,"Space Port - Astronaut C1, White Legs, White Helmet, Gold Large Visor",Town
spp015,"Space Port - Astronaut C1, White Legs, White Helmet, Visor",Town
spp007,"Space Port - Ground Control, Red Cap",Town
spp008,"Space Port - Ground Control, White Cap",Town
spp009,"Space Port - Ground Control, White Construction Helmet",Town
spp011,"Space Port - Scientist, White Construction Helmet, Black Legs",Town
spp014,"Space Port - Scientist, White Construction Helmet, White Legs",Town
spp012,Space Port - Security,Town
cty0563,Space Scientist,Town
cty0226,"Spacesuit, White Legs, Blue Short Bill Cap, Black Eyebrows",Town
cty0221,"Spacesuit, White Legs, Blue Short Bill Cap, Brown Eyebrows",Town
cty0225,"Spacesuit, White Legs, Blue Short Bill Cap, Eyelashes",Town
cty0225a,"Spacesuit, White Legs, Blue Short Bill Cap, Eyelashes, Black Eyebrows",Town
cty0324,"Spacesuit, White Legs, Space Helmet, Black Eyebrows",Town
cty0223,"Spacesuit, White Legs, Space Helmet, Orange Sunglasses",Town
cty0842,Speed Record Car Driver,Town
cty0634,Sports Car Driver,Town
cty0943,Sports Car Driver - Female,Town
cty1073,"Sports Car Driver, Light Bluish Gray Hoodie with Dark Red Shirt, Tan Hair Swept Back Tousled",Town
cty0400,Statue - City Knight,Town
cty0582,"Statue - City Square Lego Store, Futuron Green (Space)",Town
cty0583,"Statue - City Square Lego Store, King's Knight (Castle)",Town
twn258,Statue - Fountain,Town
cty1218,"Statue - Light Bluish Gray Forestmen's Hat, Dark Bluish Gray Hands",Town
cty0989,Statue - Pearl Gold with Metallic Gold Fire Helmet,Town
cty1190,"Steward - Male, Black Hair, Dark Blue Suit with Striped Tie, Light Bluish Gray Legs",Town
cty1016,Stilt Walker,Town
cty0939,Street Performer,Town
cty1104,Street Racer,Town
cty1140,"Street Sweeper Operator - Male, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Orange Legs, Dark Blue Cap with Hole, Smirk",Town
twn200,Strong Man Challenger,Town
cty0423,"Stunt Pilot, Airborne Spoilers",Town
cty1397,"Stunt Plane Pilot - Dark Azure Jacket, Dark Blue Legs, White Helmet",Town
cty1308,Stuntman,Town
cty1325,"Stuntz Announcer, Spiky Bright Light Yellow Hair, White Legs, Red Jacket over Lime Shirt",Town
cty1316,Stuntz Clown,Town
cty1314,"Stuntz Crew, Female, White Cap, 'VITA RUSH' Logo, Dark Azure Legs",Town
cty1330,"Stuntz Driver, Black Hair, Sand Blue Denim Jacket, Black Legs",Town
cty1320,"Stuntz Driver, Black Helmet, Animal Mouth Shirt, Black Legs",Town
cty1315,"Stuntz Driver, Black Helmet, Shoulder Armor, Dark Turquoise Skull",Town
cty1398,"Stuntz Driver, Bright Light Orange Chicken Head Helmet, White Tank Top with 'EGGS-TREME!', Bright Light Orange Legs",Town
cty1326,"Stuntz Driver, Coral Cap, Dark Bluish Gray Legs, Medium Blue Arms",Town
cty1331,"Stuntz Driver, Dark Brown Hair, Coral Race Suit, Dark Purple Legs",Town
cty1324,"Stuntz Driver, Reddish Brown Aviator Helmet, Dark Bluish Gray Legs, Red Arms",Town
cty1327,"Stuntz Driver, Selfie Stunt, Gold Crown Helmet, Purple Legs",Town
cty1351,"Stuntz Driver, Wheelie Stunt, Dark Red Dirtbike Helmet, Red Legs, Dark Turquoise and Orange Flames",Town
cty0038,"Suit Black, Black Flat Top Hair, Standard Grin",Town
cty0172,"Suit Black, Black Hat, Silver Sunglasses - Airport Limo Driver",Town
cty0107,"Suit Black, Black Male Hair, Standard Grin",Town
cty0145a,"Suit Black, Black Police Hat, Black Eyebrows, Thin Grin",Town
cty0189,"Suit Black, Black Police Hat, Brown Beard Rounded - Tram Driver",Town
cty0145,"Suit Black, Black Police Hat, Brown Eyebrows, Thin Grin",Town
cty0183,"Suit Black, Dark Red Hair Ponytail Long, Female Dual Sided Head",Town
trn116,"Suit Black, Flat Top, Blue Sunglasses",Town
twn173,"Suit Black, Reddish Brown Male Hair, Black Eyebrows, Thin Grin",Town
trn142,"Suit Black, Reddish Brown Male Hair, Thin Grin with Teeth",Town
twn133,"Suit Black, Top Hat, Black Legs (Undetermined Eyebrows)",Town
twn133a,"Suit Black, Top Hat, Black Legs, Black Eyebrows",Town
twn133b,"Suit Black, Top Hat, Black Legs, Reddish Brown Eyebrows",Town
twn071,"Suit Black, Top Hat, Sand Blue Legs",Town
twn347,"Suit Jacket Buttoned with Red Tie, Dark Bluish Gray Legs, Dark Brown Smooth Hair",Town
trn094,"Suit with 2 Pockets White - Black Legs, Black Male Hair",Town
trn031,"Suit with 2 Pockets White - Blue Legs, Black Male Hair",Town
trn032,"Suit with 2 Pockets White - Dark Gray Legs, Black Male Hair",Town
trn104,"Suit with 2 Pockets White - Light Gray Legs, Black Cap",Town
trn033,"Suit with 2 Pockets White - Light Gray Legs, Brown Male Hair",Town
trn112,"Suit with 2 Pockets White - Light Gray Legs, White Cap",Town
trn083,"Suit with 3 Buttons Black - Black Legs, Black Male Hair",Town
trn251,"Suit with 3 Buttons Black - Black Legs, Brown Male Hair",Town
trn023,"Suit with 3 Buttons Black - Black Legs, Light Gray Cowboy Hat",Town
trn088,"Suit with 3 Buttons Black - Blue Legs, Black Hat",Town
trn097,"Suit with 3 Buttons Black - Blue Legs, Blue Hat",Town
trn101,"Suit with 3 Buttons Black - Blue Legs, Brown Male Hair",Town
trn078,"Suit with 3 Buttons Black - Light Gray Legs, Brown Male Hair",Town
trn135,"Suit with 3 Buttons Black - Light Gray Legs, Red Construction Helmet",Town
trn096,"Suit with 3 Buttons Black - Light Gray Legs, White Cap",Town
trn091,"Suit with 3 Buttons Black - Light Gray Legs, White Chef Hat",Town
trn113,"Suit with 3 Buttons Black - White Legs, Brown Male Hair",Town
trn089,"Suit with 3 Buttons Blue - Black Legs, Black Cowboy Hat",Town
trn114,"Suit with 3 Buttons Blue - Black Legs, Black Hat",Town
trn069,"Suit with 3 Buttons Blue - Black Legs, Black Male Hair",Town
trn028,"Suit with 3 Buttons Blue - Black Legs, Brown Male Hair",Town
trn099,"Suit with 3 Buttons Blue - Black Legs, Red Hat",Town
trn093,"Suit with 3 Buttons Blue - Blue Legs, Black Hat",Town
trn027,"Suit with 3 Buttons Blue - Blue Legs, Black Male Hair",Town
trn100,"Suit with 3 Buttons Blue - Blue Legs, Blue Hat",Town
trn068,"Suit with 3 Buttons Blue - Blue Legs, Red Hat",Town
trn070,"Suit with 3 Buttons Blue - Light Gray Legs, Black Male Hair",Town
trn133,"Suit with 3 Buttons Blue - Light Gray Legs, Brown Male Hair",Town
trn084,"Suit with 3 Buttons Blue - Light Gray Legs, Light Gray Cowboy Hat",Town
trn098,"Suit with 3 Buttons Blue - Red Legs, Red Hat",Town
trn137,"Suit with 3 Buttons Blue - White Legs, Black Male Hair",Town
trn134,"Suit with 3 Buttons Blue - White Legs, White Hat",Town
twn109,"Sunset and Palm Trees - Dark Blue Legs, Reddish Brown Male Hair",Town
cty0275,"Sunset and Palm Trees - Male, Blue Legs, Dark Orange Short Tousled Hair, Lopsided Grin",Town
twn107,"Sunset and Palm Trees - Male, Dark Blue Legs, Black Male Hair, Lopsided Smile",Town
cty0305,"Sunset and Palm Trees - Male, Green Legs, Reddish Brown Male Hair, Sunglasses and Stubble",Town
twn118,"Sunset and Palm Trees - Male, Red Legs, Lime Short Bill Cap, Thin Grin",Town
twn077,"Sunset and Palm Trees - Tan Legs, Red Glasses, Tan Male Hair",Town
twn283,Super Hero,Town
twn229,Supermarket Female Customer,Town
twn228,Supermarket Female Shop Assistant,Town
twn127,"Surfboard on Ocean - Blue Legs, Black Male Hair Wavy",Town
par063,"Surfboard on Ocean - Blue Legs, Black Ponytail Hair",Town
cty0144,"Surfboard on Ocean - Blue Legs, Black Short Tousled Hair, Crooked Smile",Town
par033,"Surfboard on Ocean - Blue Legs, Blue Cap",Town
par057,"Surfboard on Ocean - Blue Legs, Red Cap",Town
twn070,"Surfboard on Ocean - Blue Legs, Red Cap, Red Eyebrows, Glasses",Town
par062,"Surfboard on Ocean - Blue Legs, Reddish Brown Ponytail Hair",Town
twn285,"Surfboard on Ocean - Dark Blue Legs, Tan Tousled Hair",Town
par060,"Surfboard on Ocean - Green Legs, Red Cap",Town
twn087,"Surfboard on Ocean - Light Bluish Gray Short Legs, Black Ponytail Hair",Town
gen024,"Surfboard on Ocean - Reddish Brown Legs, Red Cap",Town
par031,"Surfboard on Ocean - White Legs, Blue Cap",Town
par058,"Surfboard on Ocean - Yellow Legs, Black Male Hair",Town
par029,"Surfboard on Ocean - Yellow Legs, Black Male Hair, Moustache",Town
par058a,"Surfboard on Ocean - Yellow Legs, Black Male Hair, Reissue Torso",Town
par030,"Surfboard on Ocean - Yellow Legs, Blue Cap",Town
par051,"Surfboard on Ocean - Yellow Legs, Blue Cap, Life Jacket",Town
par032,"Surfboard on Ocean - Yellow Legs, Brown Male Hair, Life Jacket",Town
par059,"Surfboard on Ocean, Blue Legs, Black Hips, Blue Cap",Town
cty1051,"Surfer - Female, Black Wetsuit with Medium Azure Trim, Reddish Brown Hair",Town
twn407,"Surfer - Male, White Tank Top with Dark Azure Windsurf, Dark Blue Legs, Dark Brown Hair",Town
cty1149,"Surfer - Male, White Tank Top with Dark Azure Windsurf, Sand Blue Legs, Dark Orange Tousled Hair",Town
twn315,"Surfer, Female",Town
twn314,"Surfer, Male",Town
gen139,"Surfer, Red Legs",Town
gen139a,"Surfer, Red Legs, Tan Hair",Town
cty0514,Swamp Police - Crook Female with Dark Orange Hair,Town
cty0513,Swamp Police - Crook Male with Black Knit Cap and Dark Orange Beard,Town
cty0515,Swamp Police - Crook Male with Dark Bluish Gray Knit Cap,Town
cty0522,Swamp Police - Crook Male with Dark Bluish Gray Knit Cap and Backpack,Town
cty0535,"Swamp Police - Helicopter Pilot, Dark Blue Flight Suit with Badge, Helmet, Plain Hips and Legs",Town
cty0548,"Swamp Police - Officer Female, Vest",Town
cty0523,"Swamp Police - Officer, Shirt, Dark Tan Cap",Town
cty0519,"Swamp Police - Officer, Shirt, Dark Tan Cap, Life Jacket",Town
cty0517,"Swamp Police - Officer, Shirt, Dark Tan Hat, Black Beard",Town
cty0517a,"Swamp Police - Officer, Shirt, Dark Tan Hat, Brown Beard",Town
cty0516,"Swamp Police - Officer, Vest, Dark Tan Hat, Sunglasses",Town
cty0512,"Swamp Police - Ranger, Dark Blue Legs, Campaign Hat",Town
cty0160,"Sweater Cropped with Bow, Heart Necklace, Blue Legs, Reddish Brown Hair Female Ponytail",Town
cty0339,"Sweater Cropped with Bow, Heart Necklace, Blue Short Legs, Dark Brown Hair Ponytail Long French Braided, Freckles",Town
cty0437,"Sweater Cropped with Bow, Heart Necklace, Dark Azure Short Legs, Black Bob Cut Hair",Town
cty0143,"Sweater Cropped with Bow, Heart Necklace, Dark Blue Legs, Reddish Brown Female Hair over Shoulder",Town
cty0193,"Sweater Cropped with Bow, Heart Necklace, Dark Blue Short Legs, Black Female Hair Ponytail",Town
cty0313,"Sweater Cropped with Bow, Heart Necklace, Dark Tan Legs, Black Female Hair Mid-Length",Town
twn103,"Sweater Cropped with Bow, Heart Necklace, Green Legs, Black Bob Cut Hair",Town
cty0292,"Sweater Cropped with Bow, Heart Necklace, Light Bluish Gray Legs, Dark Brown Hair Ponytail Long French Braided",Town
cty0149,"Sweater Cropped with Bow, Heart Necklace, Orange Legs, Black Female Hair Mid-Length",Town
twn134,"Sweater Cropped with Bow, Heart Necklace, Red Skirt, Bright Light Yellow Female Hair Mid-Length",Town
twn121a,"Sweater Cropped with Bow, Heart Necklace, Red Skirt, Reddish Brown Female Hair over Shoulder, Eyelashes and Smile",Town
twn121,"Sweater Cropped with Bow, Heart Necklace, Red Skirt, Reddish Brown Female Hair over Shoulder, Small Eylashes and Wide Smile",Town
cty0179a,"Sweater Cropped with Bow, Heart Necklace, Tan Legs, Reddish Brown Hair Female Ponytail, Black Eyebrows, Thin Grin",Town
cty0179,"Sweater Cropped with Bow, Heart Necklace, Tan Legs, Reddish Brown Hair Female Ponytail, Brown Eyebrows, Thin Grin",Town
cty0572,"Sweater Cropped with Bow, Heart Necklace, Tan Short Legs, Reddish Brown Female Hair over Shoulder",Town
cty0504,"Sweater Cropped with Bow, Heart Necklace, White Legs, Dark Brown Hair Ponytail Long with Side Bangs",Town
twn117,"Sweater Cropped with Bow, Heart Necklace, White Legs, Dark Red Hair Ponytail Long with Side Bangs",Town
cty1053,"Swimmer - Female, Red Swimsuit with White Stripes, Bright Light Yellow Hair",Town
cty0468,"Tank Top with Surfer Silhouette, Blue Legs, Blue Short Bill Cap, Life Jacket Center Buckle, Silver Sunglasses",Town
cty1200,"Tank Top with Surfer Silhouette, Dark Blue Legs, Reddish Brown Hair Spiked, Life Jacket 2 Straps, Silver Sunglasses",Town
cty1395,"Teacher - Male, Dark Red Suit Jacket, Sand Blue Legs, Reddish Brown Hair",Town
cty1021,"Teenage Boy, Medium Blue Jacket, Dark Blue Legs, Dark Brown Hair Swept Right with Front Curl",Town
cty1022,"Teenage Girl, Black Jacket and White Shirt with Black Stripes, Dark Blue Legs, Reddish Brown Hair Female Ponytail and Fringe",Town
cty0569,Test Plane Pilot,Town
twn201,Ticket Lady,Town
wc027,"Timmy - Black Short Legs, Plain White Torso, Red Cap",Town
trn004,"Timmy, Dark Blue Legs, Red Cap, Backpack",Town
tne001,"Tine Milk - Blue Torso (Stickers), Blue Legs, Blue Cap",Town
cty0942,Tourist,Town
twn408,"Tourist - Girl, Bright Pink Top with Butterflies and Flowers, Dark Turquoise Short Legs, Dark Orange Hair",Town
cty1118,Tourist / Surfer - Dark Azure Hawaiian Shirt,Town
cty1117,"Tourist / Surfer - Female, Lime Hoodie",Town
cty0674,"Tow Truck Driver - Male, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Orange Legs, Blue Cap with Hole, Stubble",Town
cty1103,"Tow Truck Driver, Red Bandana",Town
div001,Town,Town
div002,Town,Town
twn005,Town,Town
rac006,Town,Town
oct019,Town,Town
splc003,Town,Town
arc010,Town,Town
ext017,Town,Town
