parts_id,count,head_link,num_minifigs,type,num_outside,perc_not,has_outside,minifigs_link
3626cpb2563,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2563,2,neutral,1,50,TRUE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2563&in=M
3626cpb2572,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2572,1,female,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2572&in=M
3626cpb2573,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2573,1,male,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2573&in=M
3626cpb2588,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2588,4,female,3,75,TRUE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2588&in=M
3626cpb2633,2,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2633,2,neutral,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2633&in=M
3626cpb2640,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2640,1,neutral,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2640&in=M
3626cpb2641,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2641,1,neutral,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2641&in=M
3626cpb2661,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2661,1,female,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2661&in=M
3626cpb2732,3,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2732,3,neutral,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2732&in=M
3626cpb2751,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2751,1,male,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2751&in=M
3626cpb2757,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2757,1,male,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2757&in=M
3626cpb2758,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2758,2,male,1,50,TRUE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2758&in=M
3626cpb2759,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2759,1,male,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2759&in=M
3626cpb2812,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2812,1,female,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2812&in=M
3626cpb2828,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2828,1,neutral,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb2828&in=M
3626cpb3031,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb3031,1,neutral,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb3031&in=M
3626cpb3038,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb3038,1,male,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb3038&in=M
3626cpb3047,1,https://bricklink.com/v2/catalog/catalogitem.page?P=3626cpb3047,1,female,0,0,FALSE,https://www.bricklink.com/catalogItemIn.asp?P=3626cpb3047&in=M
