item_number,description,category,item_link
twn220,"Police - Female Officer, Dark Brown Hair with Bun",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn220
cty1148,"Police - Helicopter Pilot, Bright Light Blue Jumpsuit",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1148
cty0643,"Police - Jail Prisoner 18675, Open Shirt, Striped Legs, Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0643
cty0618,"Police - Jail Prisoner 18675, Open Shirt, Striped Legs, Gray Knit Cap, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0618
cty0100,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Angry Eyebrows and Scowl",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0100
cty0222a,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Black Eyebrows, Thin Grin, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0222a
cty0007,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Gold Tooth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0007
cty0217,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Missing Tooth, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0217
cty0222b,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Reddish Brown Eyebrows, Thin Grin, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0222b
cty0200,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Smirk and Stubble Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0200
cty0222,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Thin Grin, Backpack (Undetermined Eyebrows)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0222
cty0392,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Dark Bluish Gray Knit Cap, Backpack, Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0392
cty0040,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Dark Bluish Gray Knit Cap, Gold Tooth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0040
cty0203,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Dark Bluish Gray Knit Cap, Gold Tooth, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0203
cty0253,"Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Dark Bluish Gray Knit Cap, Missing Tooth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0253
cty0297,"Police - Jail Prisoner 50380 Prison Stripes, Light Bluish Gray Legs, Black Knit Cap, Bandana",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0297
cty0028,"Police - Jail Prisoner 50380 Prison Stripes, Light Bluish Gray Legs, Dark Bluish Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0028
cty1127,"Police - Jail Prisoner 50380 Prison Stripes, Stubble, Dark Blue Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1127
cty1122,"Police - Jail Prisoner 50380 Prison Stripes, Stubble, Dark Bluish Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1122
cty1129,"Police - Jail Prisoner 50382 Prison Stripes, Female, Black Legs, Scowl with Peach Lips, Orange Ponytail",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1129
cty1364,"Police - Jail Prisoner 50382 Prison Stripes, Female, Dark Bluish Gray Legs, Frown with Black Mask, Green Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1364
cty1275,"Police - Jail Prisoner 50382 Prison Stripes, Female, Dark Red Legs, Scowl with Peach Lips, Orange Ponytail",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1275
cty1368,"Police - Jail Prisoner 50382 Prison Stripes, Female, Dark Tan Legs, Smirk with Peach Lips, and Bright Light Yellow Ponytail",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1368
cty0288,"Police - Jail Prisoner 60675 Hoodie over Prison Stripes, Green Legs, Dark Bluish Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0288
cty0751,"Police - Jail Prisoner 86753 Prison Stripes, Black Helmet with Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0751
cty0537,"Police - Jail Prisoner 86753 Prison Stripes, Black Knit Cap, Backpack, Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0537
cty1156,"Police - Jail Prisoner 86753 Prison Stripes, Black Knit Cap, Reddish Brown Legs, Beard Stubble and Lopsided Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1156
cty0775,"Police - Jail Prisoner 86753 Prison Stripes, Black Knit Cap, White Striped Legs, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0775
cty0715,"Police - Jail Prisoner 86753 Prison Stripes, Dark Bluish Gray Beanie",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0715
cty0457,"Police - Jail Prisoner 86753 Prison Stripes, Dark Bluish Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0457
cty0463,"Police - Jail Prisoner 86753 Prison Stripes, Dark Bluish Gray Knit Cap, Backpack, Crooked Smile and Scar",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0463
cty0480,"Police - Jail Prisoner 86753 Prison Stripes, Dark Bluish Gray Knit Cap, Backpack, Scowl",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0480
cty0486,"Police - Jail Prisoner 86753 Prison Stripes, Dark Bluish Gray Knit Cap, Mask",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0486
cty1145,"Police - Jail Prisoner 86753 Prison Stripes, Dark Bluish Gray Knit Cap, Reddish Brown Beard and Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1145
jail006,"Police - Jail Prisoner 86753 Prison Stripes, Dark Bluish Gray Knit Cap, Scowl",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jail006
cty1310,"Police - Jail Prisoner 86753 Prison Stripes, Dark Brown Legs, Red Head Wrap, Dark Orange Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1310
cty1159,"Police - Jail Prisoner 86753 Prison Stripes, Dark Red Knit Cap, Scar, and Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1159
cty1242,"Police - Jail Prisoner 86753 Prison Stripes, Dark Tan Legs, Dark Bluish Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1242
cty1128,"Police - Jail Prisoner 86753 Prison Stripes, Female, Reddish Brown Female Hair over Shoulder",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1128
cty0612,"Police - Jail Prisoner 92116 Undershirt, Striped Legs, Black Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0612
cty1382,Police - Jail Prisoner Chef with Apron,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1382
cty0254,"Police - Jail Prisoner Jacket over Prison Stripes, Black Legs, Black Knit Cap, Gold Tooth, Bandana",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0254
cty0282,"Police - Jail Prisoner Jacket over Prison Stripes, Dark Bluish Gray Legs, Aviator Cap and Goggles, Missing Tooth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0282
cty0206,"Police - Jail Prisoner Jacket over Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Gold Tooth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0206
cty0208,"Police - Jail Prisoner Jacket over Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Missing Tooth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0208
cty0201,"Police - Jail Prisoner Jacket over Prison Stripes, Dark Bluish Gray Legs, Dark Bluish Gray Knit Cap, Gold Tooth, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0201
cty1142,"Police - Jail Prisoner Jacket over Prison Stripes, Female, Black Legs, Red Cap with Ponytail",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1142
cty0299,"Police - Jail Prisoner Jacket over Prison Stripes, Light Bluish Gray Legs, Black Knit Cap, Missing Tooth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0299
cty0773,"Police - Jail Prisoner Overalls 621 Prison Stripes, Dark Orange Legs, Black Knit Cap, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0773
cty0613,"Police - Jail Prisoner Shirt with Prison Stripes and Orange Undershirt, Striped Legs, Hair Combed",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0613
jail005,"Police - Jail Prisoner Shirt with Prison Stripes and Torn out Sleeves, Black Legs, Black Knit Cap, Open Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jail005
cty0448,"Police - Jail Prisoner Shirt with Prison Stripes and Torn out Sleeves, Dark Bluish Gray Legs, Black Knit Cap, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0448
cty0481,"Police - Jail Prisoner Shirt with Prison Stripes and Torn out Sleeves, Dark Bluish Gray Legs, Dark Bluish Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0481
cty0266,"Police - Jail Prisoner Shirt with Prison Stripes and Torn out Sleeves, Dark Brown Legs, Dark Bluish Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0266
cty0479,"Police - Jail Prisoner Shirt with Prison Stripes and Torn out Sleeves, Dark Tan Legs, Black Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0479
cty0265,"Police - Jail Prisoner Torn Overalls over Prison Stripes, Sand Blue Legs, Dark Red Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0265
cty0283,"Police - Jail Prisoner Torn Overalls over Prison Stripes, Sand Blue Legs, Dark Red Short Bill Cap, Life Jacket Center Buckle",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0283
jail003,"Police - Jailbreak Joe, Black Legs with White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jail003
jail004,"Police - Jailbreak Joe, Light Bluish Gray Legs (Reissue)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jail004
jail001,"Police - Jailbreak Joe, Light Gray Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jail001
jail002,"Police - Jailbreak Joe, White Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jail002
cty0341,Police - LEGO City Undercover Chase McCain,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0341
cty0356,"Police - LEGO City Undercover Chase McCain, Dark Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0356
cty0359,Police - LEGO City Undercover Elite Police Helicopter Pilot,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0359
cty0357,Police - LEGO City Undercover Elite Police Motorcycle Officer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0357
cty0361,Police - LEGO City Undercover Elite Police Officer 2,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0361
cty0362,Police - LEGO City Undercover Elite Police Officer 3,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0362
cty0375,Police - LEGO City Undercover Elite Police Officer 4,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0375
cty0376,Police - LEGO City Undercover Elite Police Officer 5,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0376
cty0377,Police - LEGO City Undercover Elite Police Officer 6,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0377
cty0378,Police - LEGO City Undercover Elite Police Officer 7,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0378
cty0432,Police - LEGO City Undercover Elite Police Officer 8,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0432
cty1365,"Police - Officer Gracie Goodhart, Dark Blue Vest, Black Pants, Orange Goggles, and Dark Brown Hair with Bun",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1365
cty1278,"Police - Officer Gracie Goodhart, Dark Blue Vest, Orange Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1278
cty1375,"Police - Officer Sam Grizzled, Bright Light Blue Jacket, Dark Blue Legs, Dark Bluish Gray Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1375
cty1204,"Police - Officer Sam Grizzled, Sand Blue Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1204
cty1137,Police - Officer Tom Bennett,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1137
cty1131,Police - Pilot Sam Grizzled,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1131
wc022,"Police - Security Guard, Dark Bluish Gray Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc022
wc003,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc003
wc001,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap, Dark Blue Vest",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc001
wc001s,"Police - Security Guard, Dark Gray Legs, Dark Blue Cap, Dark Blue Vest with Security and Badge Pattern (Stickers)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc001s
cty1135,"Police - Security Officer, Black Legs, Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1135
cop009,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap with Police Pattern",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop009
cop044,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap with Police Pattern, Black Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop044
soc045,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap, Black Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=soc045
cop033,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, Black Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop033
cop022,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Cap, Life Jacket, Black Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop022
cop020,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Cap, Life Jacket, Blue Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop020
cop036,"Police - Sheriff Star and 2 Pockets, Black Legs, White Arms, White Helmet with Police Pattern, Trans-Green Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop036
cop008,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Cap with Police Pattern",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop008
cop057,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Cap, Black Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop057
cop028,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop028
cop037,"Police - Sheriff Star and 2 Pockets, Light Gray Legs, White Arms, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop037
cop015,"Police - Suit with 4 Buttons, Black Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop015
cop016,"Police - Suit with 4 Buttons, Black Legs, Black Male Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop016
cop012,"Police - Suit with 4 Buttons, Black Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop012
cop001,"Police - Suit with 4 Buttons, Black Legs, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop001
cop017,"Police - Suit with 4 Buttons, Black Legs, White Hat, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop017
cop046,"Police - Suit with 4 Buttons, Black Legs, White Pigtails Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop046
cop052,"Police - Suit with 4 Buttons, Red Legs, White Fire Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop052
cop034,"Police - Suit with Sheriff Star, Black Legs, Black Cap with Police Pattern",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop034
cop011,"Police - Suit with Sheriff Star, Black Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop011
cop032,"Police - Suit with Sheriff Star, Black Legs, Black Male Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop032
cop051,"Police - Suit with Sheriff Star, Black Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop051
cop007,"Police - Suit with Sheriff Star, Black Legs, White Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop007
cop002,"Police - Suit with Sheriff Star, Black Legs, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop002
cop021,"Police - Suit with Sheriff Star, Black Legs, White Hat, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop021
cop035,"Police - Suit with Sheriff Star, Light Gray Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop035
cop023s,"Police - Torso Sticker with 4 Buttons and Badge, Black Legs, White Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop023s
cop042,"Police - Torso Sticker with 4 Buttons, Badge, and Collar, Black Legs, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop042
cop014s,"Police - Torso Sticker with 5 Buttons and Badge, Black Legs, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop014s
wc006,"Police - World City Chief, Dark Blue Suit with Badge and Tie, Dark Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc006
wc008,"Police - World City Helicopter Pilot, Black Jacket with Zipper and Badge",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc008
wc007,"Police - World City Jail Prisoner 50380 Medium Orange Jumpsuit, Dark Gray Knit Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc007
wc004,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Black Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc004
wc005,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Black Cap, Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc005
wc009,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Brown Male Hair, Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc009
wc026,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc026
wc023,"Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, White Helmet, Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=wc023
cop027,"Police - Zipper with Badge, Black Legs, Black Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop027
cop003,"Police - Zipper with Badge, Black Legs, White Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop003
cop013,"Police - Zipper with Badge, Black Legs, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop013
cop030,"Police - Zipper with Badge, Black Legs, White Hat, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop030
cop004,"Police - Zipper with Badge, Black Legs, White Helmet, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop004
cop041,"Police - Zipper with Sheriff Star, Black Cap, Black Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop041
cop031,"Police - Zipper with Sheriff Star, Black Cap, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop031
cop025,"Police - Zipper with Sheriff Star, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop025
cop024,"Police - Zipper with Sheriff Star, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop024
trn043,"Police - Zipper with Sheriff Star, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn043
cop006,"Police - Zipper with Sheriff Star, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop006
cop026,"Police - Zipper with Sheriff Star, White Cap, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop026
cop040,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Black Visor, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop040
cop043,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Black Visor, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop043
cop038,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Trans-Green Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop038
cop010,"Police - Zipper with Sheriff Star, White Helmet with Police Pattern, Trans-Light Blue Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop010
cop019,"Police - Zipper with Sheriff Star, White Helmet, Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop019
cop047,"Police - Zipper with Sheriff Star, White Helmet, Trans-Dark Blue Visor, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop047
cop018,"Police - Zipper with Sheriff Star, White Helmet, Trans-Green Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop018
cop029,"Police - Zipper with Sheriff Star, White Helmet, Trans-Light Blue Visor, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop029
cop005,"Police - Zipper with Sheriff Star, White Helmet, Trans-Light Blue Visor, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop005
cty1124,Police Chief - Wheeler,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1124
cty1209,"Police Chief - Wheeler, Santa Disguise",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1209
cty1123,"Police Crook, Female - Daisy Kaboom",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1123
cty1379,"Police Crook, Female - Daisy Kaboom Dark Red Torso with Orange Stripes. and Bright Light Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1379
cty1042,Police Officer - Duke DeTain,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1042
cty1257,"Police Officer - Duke DeTain, Black Helmet, Trans-Black Visor",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1257
cty1207,"Police Officer - Duke DeTain, Blue Sweater, Black Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1207
cty1210,"Police Officer - Duke DeTain, Dark Blue Shirt with Short Sleeves, Harness, Black Legs, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1210
cty1202,"Police Officer - Duke DeTain, Sand Blue Police Jacket, Dark Blue Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1202
cop056,Police Officer - Juniors,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cop056
cty1141,Police Officer - Rooky Partnur,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1141
cty1208,"Police Officer - Rooky Partnur, Jet Pilot",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1208
cty1374,"Police Officer - Rooky Partnur, Jet Pilot with Dark Blue Pants",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1374
cty1206,"Police Officer - Rooky Partnur, Sand Blue Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1206
cty1312,"Police Officer - Sand Blue Police Jacket, Dark Blue Legs, Police Hat with Gold Badge, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1312
cty1285,"Police Officer - Sand Blue Police Jacket, Dark Blue Legs, White Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1285
cty0716,"Police Officer, Black Cap and Legs, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0716
twn406,"Police Officer, Female",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn406
cty0936,"Police Officer, Female, Dark Blue Legs, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0936
twn404,"Police Officer, Moustache (1940s Era)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn404
twn405,"Police Officer, Smirk (1940s Era)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn405
cty0982,Popcorn Vendor,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0982
cty1182,Poppy Starr,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1182
cty1219,"Poppy Starr - Lime Jacket, Black Legs, Dark Azure Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1219
cty1106,"Post Office - Airmail Letter Logo and Red Jacket with Zipper, Dark Red Hat, Black Legs, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1106
post001,"Post Office - Black Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post001
post001new,"Post Office - Black Legs, Black Hat (Reissue)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post001new
post004,"Post Office - Black Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post004
post005,"Post Office - Red Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post005
post002,"Post Office - Red Legs, Red Classic Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post002
post003,"Post Office Blue Background Logo, Red Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post003
cty0676,"Post Office White Envelope and Stripe, Black Legs, Dark Orange Mid-Length Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0676
post006,"Post Office White Envelope and Stripe, Black Legs, Red Cap, Beard and Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post006
post007,"Post Office White Envelope and Stripe, Black Legs, Red Cap, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post007
post008,"Post Office White Envelope and Stripe, Black Legs, Red Short Bill Cap, Gray Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post008
twn145,"Post Office White Envelope and Stripe, Dark Blue Legs, Black Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn145
post011,"Post Office White Envelope and Stripe, Dark Bluish Gray Legs, Red Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post011
post010,"Post Office White Envelope and Stripe, Red Legs, Black Hat (Undetermined Eyebrows)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post010
post010a,"Post Office White Envelope and Stripe, Red Legs, Black Hat, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post010a
post010b,"Post Office White Envelope and Stripe, Red Legs, Black Hat, Reddish Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=post010b
