image,item_number,color_code,description,color,emotion,link,release_year
NA,3626bpb0448,3,"Minifigure, Head Dual Sided Headset and Green Glasses with Red Bars, Glasses Down / Glasses Up and Mouth Open Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0448,2010
NA,3626bpb0448,3,"Minifigure, Head Dual Sided Headset and Green Glasses with Red Bars, Glasses Down / Glasses Up and Mouth Open Pattern",Yellow,scared,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0448,2010
NA,3626bpb0452,3,"Minifigure, Head Dual Sided Red Sunglasses with White Stripes, Evil Happy / Clenched Teeth Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0452,2010
NA,3626bpb0452,3,"Minifigure, Head Dual Sided Red Sunglasses with White Stripes, Evil Happy / Clenched Teeth Pattern",Yellow,smirk,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0452,2010
NA,3626cpb2292,3,"Minifigure, Head Angry Eyebrows and Scowl with Open Mouth, Headset, White Pupils Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2292,2019
NA,3626cpb2280,3,"Minifigure, Head Angry Eyebrows and Scowl, Headset, White Pupils Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2280,2019
NA,3626cpb1881,3,"Minifigure, Head Black Bushy Eyebrows, Reddish Brown Wrinkes, Open Mouth Scowl with Missing Tooth Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1881,2017
NA,3626cpb1824,3,"Minifigure, Head Black Eyebrows and Muttonchops, Dark Tan Around Eyes, Gruff Expression Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1824,2017
NA,3626bpb0533,3,"Minifigure, Head Black Raised Eyebrows, Angry Open Mouth, White Pupils Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0533,2011
NA,3626bpx319,3,"Minifigure, Head Glasses with Green and Silver Sunglasses and Scar Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpx319,2005
NA,3626bpb0231,3,"Minifigure, Head Glasses with Sunglasses, Arched Eyebrows, Open Mouth, and Headset Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0231,2004
NA,3626cpb1485,3,"Minifigure, Head Medium Azure Eye Paint, Clenched Teeth Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1485,2016
NA,3626bpb0693,3,"Minifigure, Head Red Eyes with Black Bushy Eyebrows and Open Angry Mouth Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0693,2012
NA,3626cpb2595,3,"Minifigure, Head Black Eyebrows, Med. Nougat Cheek Lines and Frown Pattern",Yellow,annoyed,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2595,2020
NA,3626cpb2646,3,"Minifigure, Head Dual Sided Black Thick Eyebrows and Eyes with White Pupils with Smirk / Angry with Open Mouth with White Teeth Pattern",Yellow,annoyed,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2646,2020
NA,3626cpb1667,3,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Chin Dimple, Lightning Bolt, Scowl / Open Mouth with Teeth Pattern",Yellow,annoyed,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1667,2016
NA,3626cpb1667,3,"Minifigure, Head Dual Sided Black Bushy Eyebrows, Chin Dimple, Lightning Bolt, Scowl / Open Mouth with Teeth Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1667,2016
NA,3626bpb0212,3,"Minifigure, Head Glasses with Orange Sunglasses and Smirk Pattern",Yellow,annoyed,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0212,2003
NA,3626cpb0212,3,"Minifigure, Head Glasses with Orange Sunglasses and Smirk Pattern",Yellow,annoyed,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb0212,2011
NA,3626cpb1053,3,"Minifigure, Head Dual Sided Brown Unibrow, Cheek Lines, Mouth Closed / Mouth Open Angry Pattern",Yellow,annoyed,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1053,2014
NA,3626cpb1053,3,"Minifigure, Head Dual Sided Brown Unibrow, Cheek Lines, Mouth Closed / Mouth Open Angry Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1053,2014
NA,3626cpb1498,3,"Minifigure, Head Black Eyebrows Staright, White Pupils, Cheek Lines, Frown Pattern",Yellow,annoyed,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1498,2016
NA,3626cpb1328,3,"Minifigure, Head Dark Orange Eyebrows, Scar over Right Eye, Scowl Pattern",Yellow,annoyed,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1328,2015
NA,3626cpb2441,3,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Scar, Large Smile with Teeth / Grumpy Pattern",Yellow,evil,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2441,2019
NA,3626cpb2441,3,"Minifigure, Head Dual Sided Black Eyebrows, Cheek Scar, Large Smile with Teeth / Grumpy Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2441,2019
NA,3626cpb2283,3,"Minifigure, Head Angry Eyebrows, Cheek and Forehead and Chin Lines, White Pupils and White Teeth Pattern",Yellow,evil,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2283,2019
NA,3626cpb1792,3,"Minifigure, Head Black Eyebrows Furrowed, Cheek and Smirk Lines, Lopsided Smirk with Teeth Pattern",Yellow,evil,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1792,2017
NA,3626bpb0445,3,"Minifigure, Head Dual Sided Red Scars, Scowl / Determined Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0445,2010
NA,3626bpb0445,3,"Minifigure, Head Dual Sided Red Scars, Scowl / Determined Pattern",Yellow,angry,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0445,2010
NA,3626cpb2022,3,"Minifigure, Head Glasses with Light Blue Ski Goggles and Slight Frown Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2022,2018
NA,3626cpb2307,3,"Minifigure, Head Dual Sided Irritated Frown / Smile with Wide Open Mouth Showing Tongue Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2307,2019
NA,3626cpb2307,3,"Minifigure, Head Dual Sided Irritated Frown / Smile with Wide Open Mouth Showing Tongue Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2307,2019
NA,3626cpb2406,3,"Minifigure, Head Black Eyebrows, Vertical Cheek Lines, Slight Frown, Chin Dimple and White Pupils Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2406,"NA"
NA,3626cpb1878,3,"Minifigure, Head Black Thick Eyebrows, Large Med. Nougat Scar with Stitches, Closed Mouth Frown Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1878,2017
NA,3626bpb0463,3,"Minifigure, Head Blue Eyebrows, Vertical Cheek Lines, Slight Frown, Chin Dimple and White Pupils Pattern - Blocked Open Stud",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0463,2010
NA,3626bpb0917,3,"Minifigure, Head Face Paint with Red War Paint Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0917,2013
NA,3626cpb2555,3,"Minifigure, Head Reddish Brown Eyebrows, Green Eyes, Firm Expression, Gold Triangle Soul Patch and Tattoos Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2555,2020
NA,3626bpb0440,3,"Minifigure, Head Black Eyes and Eyebrows, Two-Color Cheek Paint Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0440,2010
NA,3626cpb1600,3,"Minifigure, Head Bright Green and Black Sunglasses, Lopsided Happy Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1600,2016
NA,3626cpb1597,3,"Minifigure, Head Dark Tan Eyebrows, White Pupils, Happy with Teeth Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1597,2016
NA,3626cpb2748,3,"Minifigure, Head Dual Sided Black Eyebrows, Happy / Frown Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2748,2021
NA,3626cpb2748,3,"Minifigure, Head Dual Sided Black Eyebrows, Happy / Frown Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2748,2021
NA,3626cpb2306,3,"Minifigure, Head Dual Sided Wide Smile with Closed Teeth, Black Eyes / Closed Eyes Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2306,2019
NA,3626cpb2306,3,"Minifigure, Head Dual Sided Wide Smile with Closed Teeth, Black Eyes / Closed Eyes Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb2306,2019
NA,3626cpb1354,3,"Minifigure, Head Dual Sided Huge Happy, White Pupils, Eyebrows / Sad with Tear, Concave Eyebrows Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1354,2011
NA,3626cpb1354,3,"Minifigure, Head Dual Sided Huge Happy, White Pupils, Eyebrows / Sad with Tear, Concave Eyebrows Pattern",Yellow,sad,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626cpb1354,2011
NA,3626bpb0364,3,"Minifigure, Head Dual Sided Red Sunglasses and Happy / Scared Pattern",Yellow,happy,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0364,2009
NA,3626bpb0364,3,"Minifigure, Head Dual Sided Red Sunglasses and Happy / Scared Pattern",Yellow,scared,https://www.bricklink.com/v2/catalog/catalogitem.page?P=3626bpb0364,2009
