"","item_number","description","category","item_link","minifigs_link","color_link","Name"
"1","82059pb01","Minifigure, Hair and Sideburns, Swept Back and Spiked with 6 Nougat Ears Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=82059pb01","https://www.bricklink.com/catalogItemIn.asp?P=82059pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=82059pb01#T=C","Black"
"2","44758","Minifigure, Hair Angular and Spiky with Parted Bangs","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=44758","https://www.bricklink.com/catalogItemIn.asp?P=44758&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=44758#T=C","Dark Brown"
"3","53982","Minifigure, Hair Angular Swept Back - Flexible Rubber","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=53982","https://www.bricklink.com/catalogItemIn.asp?P=53982&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=53982#T=C","Bright Green"
"4","53982","Minifigure, Hair Angular Swept Back - Flexible Rubber","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=53982","https://www.bricklink.com/catalogItemIn.asp?P=53982&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=53982#T=C","Dark Purple"
"5","53982","Minifigure, Hair Angular Swept Back - Flexible Rubber","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=53982","https://www.bricklink.com/catalogItemIn.asp?P=53982&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=53982#T=C","Red"
"6","53981","Minifigure, Hair Angular Swept Sideways - Flexible Rubber","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=53981","https://www.bricklink.com/catalogItemIn.asp?P=53981&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=53981#T=C","Black"
"7","53981","Minifigure, Hair Angular Swept Sideways - Flexible Rubber","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=53981","https://www.bricklink.com/catalogItemIn.asp?P=53981&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=53981#T=C","Medium Blue"
"8","53981","Minifigure, Hair Angular Swept Sideways - Flexible Rubber","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=53981","https://www.bricklink.com/catalogItemIn.asp?P=53981&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=53981#T=C","Red"
"9","38800","Minifigure, Hair Bowl Cut Parted in Center","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=38800","https://www.bricklink.com/catalogItemIn.asp?P=38800&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=38800#T=C","Black"
"10","38800","Minifigure, Hair Bowl Cut Parted in Center","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=38800","https://www.bricklink.com/catalogItemIn.asp?P=38800&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=38800#T=C","Dark Brown"
"11","38800","Minifigure, Hair Bowl Cut Parted in Center","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=38800","https://www.bricklink.com/catalogItemIn.asp?P=38800&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=38800#T=C","Dark Red"
"12","38800","Minifigure, Hair Bowl Cut Parted in Center","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=38800","https://www.bricklink.com/catalogItemIn.asp?P=38800&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=38800#T=C","Light Bluish Gray"
"13","38800","Minifigure, Hair Bowl Cut Parted in Center","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=38800","https://www.bricklink.com/catalogItemIn.asp?P=38800&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=38800#T=C","Medium Nougat"
"14","38800","Minifigure, Hair Bowl Cut Parted in Center","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=38800","https://www.bricklink.com/catalogItemIn.asp?P=38800&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=38800#T=C","Reddish Brown"
"15","5473","Minifigure, Hair Bowl Cut Parted in Center, Hole on Top","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=5473","https://www.bricklink.com/catalogItemIn.asp?P=5473&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=5473#T=C","Dark Tan"
"16","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Black"
"17","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Blue"
"18","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Brown"
"19","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Dark Brown"
"20","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Dark Pink"
"21","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Green"
"22","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Lime"
"23","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Red"
"24","87995","Minifigure, Hair Bubble Style / Afro","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=87995","https://www.bricklink.com/catalogItemIn.asp?P=87995&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=87995#T=C","Yellow"
"25","28551","Minifigure, Hair Bushy Swept Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=28551","https://www.bricklink.com/catalogItemIn.asp?P=28551&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=28551#T=C","Black"
"26","28551","Minifigure, Hair Bushy Swept Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=28551","https://www.bricklink.com/catalogItemIn.asp?P=28551&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=28551#T=C","Bright Light Orange"
"27","28551","Minifigure, Hair Bushy Swept Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=28551","https://www.bricklink.com/catalogItemIn.asp?P=28551&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=28551#T=C","Dark Orange"
"28","28551","Minifigure, Hair Bushy Swept Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=28551","https://www.bricklink.com/catalogItemIn.asp?P=28551&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=28551#T=C","Dark Purple"
"29","28551","Minifigure, Hair Bushy Swept Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=28551","https://www.bricklink.com/catalogItemIn.asp?P=28551&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=28551#T=C","Green"
"30","28551","Minifigure, Hair Bushy Swept Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=28551","https://www.bricklink.com/catalogItemIn.asp?P=28551&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=28551#T=C","Light Bluish Gray"
"31","28551","Minifigure, Hair Bushy Swept Back","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=28551","https://www.bricklink.com/catalogItemIn.asp?P=28551&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=28551#T=C","White"
"32","80911","Minifigure, Hair Bushy with Small Center Part","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=80911","https://www.bricklink.com/catalogItemIn.asp?P=80911&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=80911#T=C","Black"
"33","80911","Minifigure, Hair Bushy with Small Center Part","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=80911","https://www.bricklink.com/catalogItemIn.asp?P=80911&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=80911#T=C","Reddish Brown"
"34","1685","Minifigure, Hair Coiled and Mid-Length Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=1685","https://www.bricklink.com/catalogItemIn.asp?P=1685&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=1685#T=C","Black"
"35","1685","Minifigure, Hair Coiled and Mid-Length Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=1685","https://www.bricklink.com/catalogItemIn.asp?P=1685&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=1685#T=C","Dark Brown"
"36","1685","Minifigure, Hair Coiled and Mid-Length Sides","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=1685","https://www.bricklink.com/catalogItemIn.asp?P=1685&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=1685#T=C","Dark Orange"
"37","36060","Minifigure, Hair Coiled and Short","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=36060","https://www.bricklink.com/catalogItemIn.asp?P=36060&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=36060#T=C","Black"
"38","36060","Minifigure, Hair Coiled and Short","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=36060","https://www.bricklink.com/catalogItemIn.asp?P=36060&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=36060#T=C","Dark Brown"
"39","36060","Minifigure, Hair Coiled and Short","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=36060","https://www.bricklink.com/catalogItemIn.asp?P=36060&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=36060#T=C","Dark Orange"
"40","36060","Minifigure, Hair Coiled and Short","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=36060","https://www.bricklink.com/catalogItemIn.asp?P=36060&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=36060#T=C","Orange"
"41","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Black"
"42","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Bright Light Yellow"
"43","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Dark Blue"
"44","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Dark Bluish Gray"
"45","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Dark Brown"
"46","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Dark Tan"
"47","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Green"
"48","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Light Bluish Gray"
"49","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Medium Nougat"
"50","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Orange"
"51","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Reddish Brown"
"52","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","Tan"
"53","92081","Minifigure, Hair Combed Front to Rear","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081","https://www.bricklink.com/catalogItemIn.asp?P=92081&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081#T=C","White"
"54","92081pb01","Minifigure, Hair Combed Front to Rear with Black Wide Streak on Top Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081pb01","https://www.bricklink.com/catalogItemIn.asp?P=92081pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081pb01#T=C","White"
"55","92081pb03","Minifigure, Hair Combed Front to Rear with Dark Purple Left Side Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081pb03","https://www.bricklink.com/catalogItemIn.asp?P=92081pb03&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081pb03#T=C","Black"
"56","92081pb02","Minifigure, Hair Combed Front to Rear with Light Bluish Gray Temples and Back Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=92081pb02","https://www.bricklink.com/catalogItemIn.asp?P=92081pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=92081pb02#T=C","Black"
"57","61196","Minifigure, Hair Combed Sideways","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=61196","https://www.bricklink.com/catalogItemIn.asp?P=61196&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=61196#T=C","Dark Orange"
"58","27323","Minifigure, Hair Combed Sideways with Short Sideburns","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27323","https://www.bricklink.com/catalogItemIn.asp?P=27323&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27323#T=C","Dark Bluish Gray"
"59","27323","Minifigure, Hair Combed Sideways with Short Sideburns","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27323","https://www.bricklink.com/catalogItemIn.asp?P=27323&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27323#T=C","Dark Orange"
"60","34714pb01","Minifigure, Hair Combo, Female Ponytail Off-center, Reddish Brown Goggles with Red Lenses, Magenta and Medium Azure Stripes Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=34714pb01","https://www.bricklink.com/catalogItemIn.asp?P=34714pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=34714pb01#T=C","Black"
"61","56298pb01","Minifigure, Hair Combo, Goggles with Lime Lenses Pattern and Lavender Spiked Top Hair","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=56298pb01","https://www.bricklink.com/catalogItemIn.asp?P=56298pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=56298pb01#T=C","White"
"62","35179pb02","Minifigure, Hair Combo, Hair and Beard with Top Hat Large with Band with Goggles Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=35179pb02","https://www.bricklink.com/catalogItemIn.asp?P=35179pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=35179pb02#T=C","Dark Brown"
"63","35179pb01","Minifigure, Hair Combo, Hair and Beard with Top Hat Large with Band with Goggles with Glasses Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=35179pb01","https://www.bricklink.com/catalogItemIn.asp?P=35179pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=35179pb01#T=C","Dark Brown"
"64","1706","Minifigure, Hair Combo, Hair and Witch Hat, Hole for Pin in Front","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=1706","https://www.bricklink.com/catalogItemIn.asp?P=1706&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=1706#T=C","Black"
"65","1704pb01","Minifigure, Hair Combo, Hair with Hat, Bushy Hair with Black Shako, Gold Trim Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=1704pb01","https://www.bricklink.com/catalogItemIn.asp?P=1704pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=1704pb01#T=C","White"
"66","53980pb01","Minifigure, Hair Combo, Hair with Hat, Bushy Hair with Blue Ball Cap with White Front and Red Bill Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=53980pb01","https://www.bricklink.com/catalogItemIn.asp?P=53980pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=53980pb01#T=C","Reddish Brown"
"67","53980pb02","Minifigure, Hair Combo, Hair with Hat, Bushy Hair with Dark Green Ball Cap with Blue Patch with White Paw Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=53980pb02","https://www.bricklink.com/catalogItemIn.asp?P=53980pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=53980pb02#T=C","Bright Light Yellow"
"68","15488pb01","Minifigure, Hair Combo, Hair with Hat, Bushy with Beard Long with White at Temples and Hat with 3 Flaps Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=15488pb01","https://www.bricklink.com/catalogItemIn.asp?P=15488pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=15488pb01#T=C","Dark Tan"
"69","95220pb01","Minifigure, Hair Combo, Hair with Hat, Dreadlocks with Dark Brown Pirate Tricorne / Triangle, Dark Red Bandana and Silver Beads Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=95220pb01","https://www.bricklink.com/catalogItemIn.asp?P=95220pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=95220pb01#T=C","Black"
"70","24775pb01","Minifigure, Hair Combo, Hair with Hat, Hair Full Unkempt with Small Dark Red Fez Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=24775pb01","https://www.bricklink.com/catalogItemIn.asp?P=24775pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=24775pb01#T=C","Black"
"71","17348pb01","Minifigure, Hair Combo, Hair with Hat, Hair in Braid and Medium Lavender Cone with White Ribbon Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=17348pb01","https://www.bricklink.com/catalogItemIn.asp?P=17348pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=17348pb01#T=C","Dark Orange"
"72","68406pb01","Minifigure, Hair Combo, Hair with Hat, Long and Wavy with Pearl Gold Helmet with Forehead and Cheek Protectors Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=68406pb01","https://www.bricklink.com/catalogItemIn.asp?P=68406pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=68406pb01#T=C","Dark Brown"
"73","26027pb01","Minifigure, Hair Combo, Hair with Hat, Long Black Hair Over Shoulders, Large Wide Brim Hat with White Plume Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=26027pb01","https://www.bricklink.com/catalogItemIn.asp?P=26027pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=26027pb01#T=C","Dark Red"
"74","49516pb01","Minifigure, Hair Combo, Hair with Hat, Long Braid with Hole for Pin on Back, Wide Cowboy Hat with White Ribbon Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=49516pb01","https://www.bricklink.com/catalogItemIn.asp?P=49516pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=49516pb01#T=C","Red"
"75","66980pb01","Minifigure, Hair Combo, Hair with Hat, Long Hair with White Crooked Ball Cap with Black Logo Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=66980pb01","https://www.bricklink.com/catalogItemIn.asp?P=66980pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=66980pb01#T=C","Dark Red"
"76","95352pb01","Minifigure, Hair Combo, Hair with Hat, Long Wavy with Black Hat with Buckle Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=95352pb01","https://www.bricklink.com/catalogItemIn.asp?P=95352pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=95352pb01#T=C","Dark Brown"
"77","15493pb01","Minifigure, Hair Combo, Hair with Hat, Long with Dark Red Cap and Dark Tan Fur Brim Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=15493pb01","https://www.bricklink.com/catalogItemIn.asp?P=15493pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=15493pb01#T=C","Medium Nougat"
"78","73213","Minifigure, Hair Combo, Hair with Hat, Short with Floppy Witch Hat","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=73213","https://www.bricklink.com/catalogItemIn.asp?P=73213&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=73213#T=C","Dark Tan"
"79","73213","Minifigure, Hair Combo, Hair with Hat, Short with Floppy Witch Hat","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=73213","https://www.bricklink.com/catalogItemIn.asp?P=73213&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=73213#T=C","Pearl Gold"
"80","35742pb01","Minifigure, Hair Combo, Hair with Hat, Swept Sideways with Ponytail, Black, White and Red First Order Insignia and Black Flap Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=35742pb01","https://www.bricklink.com/catalogItemIn.asp?P=35742pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=35742pb01#T=C","Black"
"81","45775pb02","Minifigure, Hair Combo, Hair with Hat, Tousled Hair, Dark Blue Hat Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=45775pb02","https://www.bricklink.com/catalogItemIn.asp?P=45775pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=45775pb02#T=C","Dark Brown"
"82","45775pb01","Minifigure, Hair Combo, Hair with Hat, Tousled Hair, Dark Blue Hat with Dark Brown Vest for a Band Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=45775pb01","https://www.bricklink.com/catalogItemIn.asp?P=45775pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=45775pb01#T=C","Dark Brown"
"83","44762","Minifigure, Hair Combo, Hair with Headpiece, Pulled Back with Ponytail, Pearl Dark Gray Headpiece with 7 Red Circles Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=44762","https://www.bricklink.com/catalogItemIn.asp?P=44762&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=44762#T=C","Dark Purple"
"84","38541pb02","Minifigure, Hair Combo, Hat with Hair Long and Straight, Dark Tan Hat with Dark Brown Tassel Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=38541pb02","https://www.bricklink.com/catalogItemIn.asp?P=38541pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=38541pb02#T=C","Light Bluish Gray"
"85","38541pb01","Minifigure, Hair Combo, Hat with Hair Long and Straight, Sand Blue Hat with Gold Tassel Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=38541pb01","https://www.bricklink.com/catalogItemIn.asp?P=38541pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=38541pb01#T=C","Light Bluish Gray"
"86","27160pb01","Minifigure, Hair Combo, Hat with Hair, Bowler Hat with Bright Green Question Mark and Dark Orange Wavy Shoulder Length Hair Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=27160pb01","https://www.bricklink.com/catalogItemIn.asp?P=27160pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=27160pb01#T=C","Dark Green"
"87","49516pb03","Minifigure, Hair Combo, Hat with Hair, Bright Light Yellow Long Braid with Hole for Pin on Back, Wide Cowboy Hat Pattern (BAM)","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=49516pb03","https://www.bricklink.com/catalogItemIn.asp?P=49516pb03&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=49516pb03#T=C","Dark Red"
"88","49516pb02","Minifigure, Hair Combo, Hat with Hair, Bright Light Yellow Long Braid with Hole for Pin on Back, Wide Cowboy Hat with Metallic Light Blue Ribbon Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=49516pb02","https://www.bricklink.com/catalogItemIn.asp?P=49516pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=49516pb02#T=C","Dark Purple"
"89","49516pb02","Minifigure, Hair Combo, Hat with Hair, Bright Light Yellow Long Braid with Hole for Pin on Back, Wide Cowboy Hat with Metallic Light Blue Ribbon Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=49516pb02","https://www.bricklink.com/catalogItemIn.asp?P=49516pb02&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=49516pb02#T=C","Dark Red"
"90","13761pb01","Minifigure, Hair Combo, Hat with Hair, Cavalry with Gold Crossed Cutlasses and Dark Tan Long Curly Hair Pattern","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13761pb01","https://www.bricklink.com/catalogItemIn.asp?P=13761pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13761pb01#T=C","Dark Blue"
"91","13748pb01","Minifigure, Hair Combo, Hat with Hair, Cowboy Gambler Style with Long Dark Brown Hair","Minifigure, Hair","https://bricklink.com/v2/catalog/catalogitem.page?P=13748pb01","https://www.bricklink.com/catalogItemIn.asp?P=13748pb01&in=M","https://bricklink.com/v2/catalog/catalogitem.page?P=13748pb01#T=C","Black"
